pair_id,ESP,SHIWILU
P01092,Volveré.,ADENCHE'CHEK
P01093,Estaré bien.,MUSU' ÑAPECHEK
P01094,Seré libre.,INAPI ÑECHEK
P01095,Me arriesgaré.,INPALERICHEK
P01096,Te demandaré.,WINLAPICHEN
P01097,Soy médico.,LULENTUTEK' NUKA'KA
P01098,Soy doctor.,DOKTOR NUKA'KA
P01099,Soy escritor.,LLINSERCHUTEK' NUKA'KA
P01100,Soy adulta.,TASERLUNKU NUKA'KA
P01101,Estoy descalzo.,INAPILANTE'ÑAPALEK
P01102,Estoy confuso.,LACHEK'KI'NEK
P01103,Estoy confundido.,LACHEK'KI'NEK
P01104,Estoy divorciada.,APU'PI NUKA'KA
P01105,Estoy congelado.,NAKUSU' SANEKWANTULEK
P01106,Estoy helado.,NAKUSU' SANEKWANTULEK
P01107,Estoy dudando.,KU'LA LATEKTAPI'NEK
P01108,Soy inocente.,MA'NEN NU'CHI'NEK
P01109,Estoy indignado.,YUSU' ÑAPALEK
P01110,Estoy pintando.,LLINSERCHAPALEK
P01111,Estoy embarazada.,KADULUNSU' ÑAPALEK
P01112,Estoy preparado.,ÑAPALEK INSEKDIPERSU'
P01113,Soy inquieto.,WA'DANPINTEK NUKA'KA
P01114,Soy intranquilo.,WA'DANPINTEK NUKA'KA
P01115,Estoy estudiando.,KERKA' ÑINCHITAPALEK
P01116,Estoy exhausto.,ÑAPALEK SAKA'TUSU'
P01117,Estoy reventado.,ÑAPALEK SAKA'TUSU'
P01118,¿Está roto?,¿NUSHA'TUSU' ÑAPALLI?
P01119,¿Es suficiente?,¿NANASA'CHA IÑER'?
P01120,Ha empezado.,TENMIANSU'LLI
P01121,Empezó.,TENMIANSU'LLI
P01122,Comenzó.,TENMIANSU'LLI
P01123,Era negro.,KERPI'A'CHA'
P01124,Fue repugnante.,NUDU'PI ÑIWIÑI
P01125,Se quemará.,UKER'ECHU
P01126,Me toca. (tocar),PATA'LLIU
P01127,Está perfecto.,MUPALLI
P01128,Está nevando.,PULUNKER'WANPALLI
P01129,Está funcionando.,SAKA'TAPALLI
P01130,Sólo espera.,WA'TENKER'LA
P01131,Sigue bailando.,LANSA'PER'I'LA
P01132,Sigue cavando.,IWA'TAPER'I'LA
P01133,Sigue conduciendo.,EKPA'APER'I'LA
P01134,Sigue mirando.,LLI'TAPER'I'LA
P01135,Siga leyendo.,LUNTAPER'I'LA
P01136,Sigue corriendo.,TEKA'PER'I'LA
P01137,Sigan corriendo.,TEKA'PA'KU'I'LA
P01138,Sigue cantando.,TULUNER'APER'I'LA
P01139,Continuá hablando.,LUN'APER'I'LA
P01140,Continúe hablando.,LUN'APER'PI'LA
P01141,Sigue caminando.,DEK'KUNTAPER'PI'LA
P01142,Sigue escribiendo.,LLINSECHER'PI'LA
P01143,Déjalo ir.,TA'ITULER' PA'I
P01144,Déjame ir.,TA'ITULA'U PA'AK
P01145,¡Déjame irme!,¡TA'ITULA'U PA'AK!
P01146,Dejame hablar.,TA'ITULA'U LUN'ECHEK
P01147,Déjame pensar.,TA'ITULA'U INLLI'INUTECHEK
P01148,Salgamos.,YUNSU'WA'
P01149,Escuchemos.,LAUK'TAWA'
P01150,No vayamos.,PA'INPU'WA'
P01151,Adivina.,TEKLERIER' NINCHITA'MAK
P01152,Entró Mary.,DA'KERLLI MARI
P01153,"Continúa, Tom.","TUPITER', TOM"
P01154,"Prosigue, Tom.","TUPITER', TOM"
P01155,Nadie sabe.,ÑIDEN ÑINCHICHI'ÑI
P01156,Nadie preguntó.,ÑIDEN LEKCHI'ÑI
P01157,Ahora déjanos.,IPA'LA TA'ITULA'U'KUDEK
P01158,Ahora sientate.,IPA'LA DU'KER'
P01159,"Ah, entiendo.","AH, LACHEK'APALEK"
P01160,Sonrian.,YAMERLADAKU'
P01161,Señálalo.,TAÑITUKER'
P01162,Ábrela.,EK'KER'CHER'
P01163,Ponlo allí.,AKU'KER' NANEK 
P01164,Pónganlo allí.,AKU'KU' NANEK
P01165,Ponlo ahí.,AKU'KER' NANEK 
P01166,Repítelo.,TUNUNTER'
P01167,¡Hasta pronto!,¡PANTE'CHEK!
P01168,Hasta entonces.,¡PANTE'CHEK!
P01169,¡Qué vergüenza!,¡DAKUTA'LEK!
P01170,¡Avergüénzate!,¡DAKUTA'KER'!
P01171,Le gustó.,IYATULLI
P01172,Le disparó.,ILANÑI
P01173,Ella salió.,NANA YUNSU'LLI
P01174,Muéstrame eso.,A'LLI'U NANA
P01175,Alguien llegó.,ALA'SA' YALLI' EKTUKERLLI
P01176,Concéntrate.,LLI'KER' MUSU'
P01177,Quedate conmigo.,LLIA'KER' KUALEK
P01178,No discutas.,YAINYUTUTA
P01179,Cállate.,TA'TULER'
P01180,¡Felices sueños!,¡U'CHIMUSHA WICHI'KER'!
P01181,¡Dulces sueños!,¡U'CHIMUSHA WICHI'KER'!
P01182,¡Relajate!,¡LATADA'KER'!
P01183,Cuéntame más.,WINTU'U A'PINTA'
P01184,Dime más.,WINTU'U A'PINTA'
P01185,Dígame más.,WINTU'U A'PINTA'
P01186,Dinos más.,WINTU'UDEK A'PINTA'
P01187,Dígannos más.,WINTU'UDEK A'PINTA'
P01188,Cuéntanos más.,WINTU'UDEK A'PINTA'
P01189,¡Gracias nuevamente!,¡YUSPEINET'ECHUN NANAPU'SI'LA!
P01190,Eso ayudará.,NANA KATU'PA'TECHU
P01191,Así es.,NU'SU' NUKA'A
P01192,Es raro.,NERPI'LA NUKA'A
P01193,Son grandes.,A'LLUPI NUKER'KA
P01194,Se chocaron.,DA'PAÑINA'
P01195,Se estrellaron.,DA'PAÑINA'
P01196,Se escaparon.,CHI'YEK LLINA'
P01197,Me conocían.,LUWER'CHUWIÑINER'KU
P01198,Rieron.,LUMER'LLINA'
P01199,Se negaron.,LUWANCHI'ÑINA'
P01200,Pararon.,TA'ITULA'LLINA
P01201,Sudaron.,ELLI'LLINA'
P01202,Llamarán.,PEKLU'TECHUNA'
P01203,Ellos llamarán.,NAWA' PEKLU'TECHUNA'
P01204,Ellos vendrán.,NAWA' WENCHE'CHUNA'
P01205,Vendrán.,WENCHE'CHUNA'
P01206,Son huevos.,KADU'LUSA' NUKER'KA
P01207,Son rápidos.,WIUKSU'LUSA' NUKER'KA
P01208,Se fueron.,PA'LLINA'
P01209,Son buenos.,U'CHIMULUSA' NUKER'KA
P01210,Son ricas.,IYASU'LUSA' NUKER'KA
P01211,Son feos.,APER'PILUSA' NUKER'KA
P01212,Son débiles.,SAPUTEK'LUSA' NUKER'KA
P01213,Esto ayudará.,ASU' KATU'PA'TECHU
P01214,Tom respondió.,TOM NA'PITULLI
P01215,Tom canceló.,TOM A'TA'WANTULLI
P01216,Tom terminó.,TOM A'TA'WANTULLI
P01217,Tom insistió.,TOM A'PERCHULLI
P01218,Tom escuchó.,TOM LAUK'TULLI
P01219,Tom prometió.,TOM TEKINCHI'WALEK TULLI
P01220,Tom huyó.,TOM TEKA'LLI
P01221,Tom creció.,TOM SUSU'LLI
P01222,Tomás renunció.,CHUMA YUNSU'LLI
P01223,Tom tartamudea.,TOM MUSU' LUNPI'ÑI
P01224,Tom balbucea.,TOM MUSU' LUNPI'ÑI
P01225,Tom sobrevivió.,TOM CHIMILLINKEKLA NAMPILLI
P01226,Tomás desapareció.,CHUMA WER'LLI
P01227,Tom hablará.,TOM LUN'ECHU
P01228,"Tom, despierta.","TOM, NANPILADALLI"
P01229,Pruébate estos.,TEKLE'RIER ASU'LUSA
P01230,Espera fuera.,ADIPI WANTENTER'
P01231,Despiertalos.,UCHINANDE'KER
P01232,"Despiértate, Tom.","NANPILADAKER', TOM"
P01233,Camina conmigo.,DEK'KUNTER' KUALEK
P01234,Podemos hacerlo.,YENNITULEKWA' NU'TAK
P01235,Nos preparamos.,INSEK'DIPERLEKWA'
P01236,Estábamos listos.,INSEK'DIPERPI ÑAPAWIÑIDEK
P01237,Almorzamos.,IKINEK'UKLLI WERAÑIDEK 
P01238,Tenemos vino.,A'ÑAPALLIDEK VINU'
P01239,Los amamos.,TANTEN'ÑIDEK
P01240,Necesitamos ayuda.,LUWANTULLIDEK KATU'PA'
P01241,Necesitamos más.,LUWANTULLIDEK A'PINTA'
P01242,Lo necesitamos.,LUWANTULLIDEK
P01243,Dormimos demasiado.,NAKUSU' WICHI'LLIDEK
P01244,Deberíamos irnos.,PA'A'KAWA'SU' ÑAPALLI
P01245,¡Lo conseguimos!,¡KANANEKWA'!
P01246,¡Lo logramos!,¡KANANEKWA'!
P01247,Nos rendimos.,YENNICHI'NEK'WA'
P01248,Estábamos heridos.,LLIPU'PI ÑAPAWIÑIDEK
P01249,Estábamos lastimados.,LLIPU'PI ÑAPAWIÑIDEK
P01250,Somos adultos.,NUKA'KAWA TASERPILUSA'
P01251,Estamos asustados.,IMANTUSU' ÑAPALLIDEK
P01252,Estamos encerrados.,UNKU'PI ÑAPALLIDEK
P01253,Estamos hambrientos.,UKI'LATEK ÑAPALLIDEK
P01254,Estamos bromeando.,SI'LENTAPALLIDEK
P01255,Estamos perdiendo.,WER'APALLIDEK
P01256,Lo tenemos.,A'ÑAPALLIDEK
P01257,¿Quiénes son?,¿DENLUSA'CHA?
P01258,¿Quién canceló?,¿DEN ATA'WANTULLI?
P01259,¿Quién escuchó?,¿DEN LAUK'TULLI?
P01260,¿Quién renunció?,¿DEN YUNSU'LLI?
P01261,¿Quién desapareció?,¿DEN WER'LLI?
P01262,¿Quién empieza?,¿DEN TENMIAN'SU'LLI?
P01263,¿Quién parte?,¿DEN TENMIAN'SU'LLI?
P01264,¿Acaso vivirá?,¿NANPICHUA'CHA?
P01265,Eres bueno.,U'CHIMU NUKA'MA
P01266,Estás bien.,MU'SU' ÑAPALA
P01267,Eres rico.,KULLIKER'WANPALA
P01268,Puedes venir.,YENNITULA' UK'A'MAK
P01269,Puedes quedarte.,YENNITULA' LLIA'A'MAK
P01270,Tú primera.,NANENTUPEN
P01271,Ustedes primero.,NANENTU KENMAMA'
P01272,Lo heriste.,LLIPU'TULA
P01273,Le conoces.,LUWER'CHAPALA
P01274,Puedes nadar.,YENNITULA' IDUN'A'MAK
P01275,Prometiste.,NU'TECHUN TUWINA
P01276,Tú prometiste.,KENMA NU'TECHUN TUWINA
P01277,Prometió.,NANA TUWIÑI NU'TECHU
P01278,Usted prometió.,KENMA TUWINA NU'TECHU
P01279,Ustedes prometisteis.,KENMAMA' TUWINAMA' NU'TECHUMA
P01280,Prometieron.,TUWIÑINA' NU'TECHUNA
P01281,Ustedes prometieron.,KENMAMA' TUWINAMA' NU'TECHUMA
P01282,Lo prometiste.,NU'TECHUN TUWINA
P01283,Lo prometió.,TUWIÑI NU'TECHU
P01284,Lo prometieron.,TUWIÑINA' NU'TECHUNA
P01285,Me asustas.,A'IMANANTULUN
P01286,Sobreviviste.,CHIMINLLINKEKLA NAMPILA
P01287,Tú sobreviviste.,KENMA CHIMINLLINKEKLA NAMPILA
P01288,Sobrevivió.,CHIMINLLINKEKLA NAMPILLI
P01289,Usted sobrevivió.,KENMA CHIMINLLINKEKLA NAMPILA
P01290,Estarás bien.,MUSU' ÑAPE'CHU
P01291,Estás loco.,WA'DANPINTEK ÑAPALA
P01292,Es cruel.,MUKANKAN'INPU' NUKA'A
P01293,Estás borracha.,LUPERSU' ÑAPALA
P01294,Está despedido.,SAKA'TUNAKLA USU'LLINA
P01295,Están despedidos.,SAKA'TUNAKLA USU'DEKLLINA'
P01296,Estás gordo.,WEIPENSU' ÑAPALA
P01297,Estás mintiendo.,TUMU'PALA
P01298,Tienes razón.,TEKINCHI NUKA'A
P01299,Eres inteligente.,IÑER' ÑINCHITAPALA'
P01300,Son inteligentes.,IÑER' ÑINCHITULUSA' NUKER'KA
P01301,Eres listo.,INSEKDIPERPI NUKA'MA
P01302,Estás cansado.,SAKA'TUSU' ÑAPALA
P01303,Eres duro.,WATENSU' NUKA'MA
P01304,Estás equivocado.,APER'SU' ÑAPALA
P01305,¿Estoy soñando?,¿WA'LATAPALEK?
P01306,¿Están ocupados?,¿YENNICHI'NAMA'?
P01307,¿Son polis?,¿SUNTADULUSA'CHA?
P01308,¿Son altos?,¿SHIPENLUSA' NUKER'KA?
P01309,¿Estás sola?,¿KENMASHASA' ÑAPALA?
P01310,¿Estás enojada?,¿YUSU' ÑAPALA?
P01311,¿Estás despierta?,¿NANPILADASU' ÑAPALA?
P01312,¿Estás borracho?,¿LUPERSU' ÑAPALA?
P01313,¿Estás ebrio?,¿LUPERSU' ÑAPALA?
P01314,¿Estás embriagado?,¿LUPERSU' ÑAPALA?
P01315,¿Estás contento?,¿MUSU'CHA ÑAPALA?
P01316,¿Eres feliz?,¿MUSU' ÑAPALA?
P01317,¿Contento?,¿MUSU'?
P01318,¿Estás lista?,¿INSEK'DIPERPI ÑAPALA?
P01319,¿Están listos?,¿INSEK'DIPERPI ÑAPALAMA'?
P01320,¿Estás?,¿ÑAPALA?
P01321,¿Estás cansado?,¿SAKA'TUSU' ÑAPALA?
P01322,Pórtate bien.,MUSU' ÑIKER
P01323,Apóyame.,KATU'PA'U
P01324,Apóyanos.,KATU'PA'UDEK
P01325,Tráelo aquí.,KENCHER' ASEK
P01326,Pide ayuda.,LEKTER' KATU'PA'
P01327,Pida ayuda.,LEKTER' KATU'PA'
P01328,Pidan ayuda.,LEKTUKU' KATU'PA'
P01329,¡Llámame después!,¡PEKLU'U MA'ISIK!
P01330,¿Puedo entrar?,¿YENNITULEK DA'AK?
P01331,¿Puedo tenerlo?,¿YENNITULEK A'ÑAK?
P01332,¿Puedo abrazarte?,¿YENNITULEK WIPERI'A'KIK?
P01333,¿Puedo participar?,¿YENNITULEK KATUPA'TAK?
P01334,¿Puedo quedármelo?,¿YENNITULEK EK'LLIA'AK?
P01335,¿Puedo visitar?,¿YENNITULEK LLIAK?
P01336,¿Puedo tomarlo?,¿YENNITULEK PILLI'TAK?
P01337,¿Puedes dormir?,¿YENNITULA WICHI'A'MAK?
P01338,Venga mañana.,WEKER' EKLLI
P01339,Baila conmigo.,LANSA'KER' KUALEK
P01340,¿Hablaste?,¿LUN'NA?
P01341,¿Le conozco?,¿LUWER'CHAPALEK?
P01342,¿Te conozco?,¿LUWER'CHAPALLIEN?
P01343,¿Necesito uno?,¿LUANTULEK ALA'SA'?
P01344,Serás bienvenido.,MUSU' SEK'KAPERECHUNER'KEN
P01345,Hazlo rápidamente.,WIU'SU' NU'TER'
P01346,Hágalo rápido.,WIU'SU' NU'TER'
P01347,Hazlo conmigo.,KUALEK NU'TER'
P01348,¿Me sigues?,¿TUPITECHUNKU?
P01349,¿Lo ves?,¿LI'APALA?
P01350,¿Me ves?,¿LI'APALU?
P01351,No engordes.,YAWEYTA
P01352,Come algo.,MA'SHAPIN'TA KA'KER'
P01353,Todos ganan.,IÑER' KANA'TULLINA'
P01354,Dámelo.,ENKA'U
P01355,Dímelo.,WINTU'U
P01356,Dame algunos.,ENKA'U NU'UNTA'LUSA'
P01357,Deme esos.,ENKA'U NANALUSA'
P01358,Aguanta.,YAN'KATEKTER'
P01359,Espera ahí.,NANEK WATENKER'
P01360,Espere allí.,NANEK WATENKER'
P01361,Agárrate fuerte.,PILI'KER' IKERSU'
P01362,Guarda eso.,SEKDIPERKER' NANA
P01363,Conserva eso.,SEKDIPERKER' NANA
P01364,Hazlo venir.,A'WENCHER'
P01365,Come mucho.,WAPU' WERAMPALLI
P01366,Le cogieron.,PILLI'TULLINA
P01367,Está leyendo.,LUNTA'PALLI
P01368,La besó.,MUSHA'LLI
P01369,Luce pálido.,SHAPI'TEK NUKA'A
P01370,¡Me pellizcó!,¡SEK'TEK'LLIU!
P01371,Camina rápido.,WIU'SU' DEKUNTER'
P01372,Quiere más.,A'PINTA' LUWANTULLI
P01373,Es abogado.,CHIMIDEKPI NUKA'A
P01374,Aquí viene.,ASEK UK'APILELLI
P01375,Abrazame fuertemente.,WIPERI'U IKERSU'
P01376,Espera allí.,WA'TENDER' NANEK
P01377,Sujétalo fuerte.,PILLI'TER' IKERSU'
P01378,¡Sujétalo!,¡PILLI'TER'!
P01379,¿Cómo estáis?,¿MA'PU'SIN?
P01380,¿Cuántos murieron?,¿ENPU'DUN CHIMIÑINA'?
P01381,¡Qué emocionante!,¡EMBU'NIMUSHIPA'!
P01382,"Apúrate, Tom.",WIUK'ER' TOM
P01383,Casi morí.,CHIMINWINEK
P01384,Siempre camino.,NERPI'PU' DEKUNDAPALEK
P01385,Soy americano.,AMERICANO NUKA'KA
P01386,Soy japonés.,JAPONES NUKA'KA
P01387,Estoy tosiendo.,CHINKU'PALEK
P01388,Me indigna.,A'YIULLIU
P01389,Estoy estornudando.,A'SHUPALEK
P01390,Te creo.,LATEKLLIEN
P01391,Les creo.,LATEKDEKLEK
P01392,Los llamé.,PEKLU'DEKLEK
P01393,Puedo sentirlo.,YENNITULEK LAUK'AK
P01394,Puedo verte.,YENNITULEK LI'AN'SU'
P01395,Yo contribuí.,KUA KATU'PATULEK
P01396,No esperé.,WA'TENCHI'NEK
P01397,No estudio.,KU'LA ÑINCHITAPI'NEK
P01398,Yo exageré.,KUA A'NADALEK
P01399,Me dormí.,WICHI'LEK
P01400,Te perdono.,MA'ICHIN'CHEN
P01401,Me casé.,SADALEK (hombre) / SUDALEK (mujer)
P01402,Odio volar.,LUYULEK PENNU'AK
P01403,Detesto volar.,LUYULEK PENNU'AK
P01404,Odio perder.,LUYULEK WER'AK
P01405,Detesto perder.,LUYULEK WER'AK
P01406,Estoy resfriado.,ILUSU' ÑAPALEK
P01407,Estoy acatarrado.,ILUSU' ÑAPALEK
P01408,He pecado.,APER'LEK
P01409,Escucho voces.,LAUK'APALEK LA'LA'LUSA'
P01410,Te mentí.,TUMU'TULLIEN
P01411,Les mentí.,TUMU'TULEKLEK
P01412,Hice café.,WAYUSA' NU'TULEK
P01413,Preparé cena.,KALUTULEK
P01414,Necesito café.,WAYUSA' LUWANTULEK
P01415,La rescaté.,KANANEK
P01416,Lo rescaté.,KANANEK
P01417,Lo abofeteé.,PATENCHULEK
P01418,Dormí mucho.,NAKUSU' WICHILEK
P01419,Quiero café.,LUWANTULEK WAYUSA'
P01420,Quiero llorar.,YAWELLEKLEK
P01421,Quiero morir.,YACHIMINEK
P01422,Quiero comer.,YAWERANNEK
P01423,Quiero intentarlo.,YATEKLERILEK
P01424,Quiero ganar.,YAKANA'LEK
P01425,Tuve cuidado.,INLU'UKTUWINEK
P01426,Estaba furioso.,YUPAWINEK
P01427,Estaba celoso.,APISADATUTEK ÑAPAWINEK
P01428,Estaba atrapado.,PILLI'PI ÑAPAWINEK
P01429,Estaba desarmado.,ILLIAPALEK'INPU ÑAPAWINEK
P01430,Escribo versos.,LINSERCHAPALEK LA'LA'LUSA'
P01431,Lo permitiré.,TA'ITULEKCHEK
P01432,Estaré solo.,KUASA' ÑAPECHEK
P01433,Seré breve.,WIUKSU' ÑIN'CHEK
P01434,Estaré ahí.,ÑAPECHEK NANEK
P01435,Lo compraré.,MAPE'CHEK
P01436,Lo llamaré.,PECLU'ECHEK
P01437,Comeré aquí.,ASEK WERENCHEK
P01438,Lo mataré.,DEI'TECHEK
P01439,Le mataré.,DEI'TECHEK
P01440,Te mataré.,DEI'TECHEN
P01441,Lo demostraré.,ALLI'ECHEK
P01442,Te mostraré.,ALLI'ECHEN
P01443,Le mostraré.,ALLI'ECHEK
P01444,Lo llevaré.,EPA'ECHEK
P01445,Cogeré uno.,MAECHEK ALASA'
P01446,Lo miraré.,LLI'ECHEK
P01447,Soy islandés.,ISLANDES NUKA'KA
P01448,Soy estudiante.,KIRKA'ÑINCHITUTEK NUKA'KA
P01449,Soy maestro.,ALEKTUTEK NUKA'KA
P01450,Soy huérfano.,SUILA NUKA'KA
P01451,Soy guapa.,MULUN NUKA'KA
P01452,Estoy desesperado.,PERWATENDUSU' ÑAPALEK
P01453,Estoy agotado.,SAKA'TUSU' ÑAPALEK
P01454,Soy olvidadizo.,PINANERCHEK'KU NUKAKA
P01455,Estoy horrorizado.,TEKUA'DANSU' ÑAPALEK
P01456,Estoy impaciente.,YENNICHINEK WA'TENTAK
P01457,Soy importante.,LUWANTULLINER'KU
P01458,Estoy impresionada.,ÑAPALEK IMANANTUSU'
P01459,Estoy escuchando.,LAUK'APALEK
P01460,Te escucharé.,LAUK'ECHEN
P01461,Estoy satisfecho.,ÑAPALEK SAKEKSU'
P01462,Soy sensible.,MANENPITA' IKERCHULEK
P01463,Tengo cerveza.,AÑAPALEK CERVEZA
P01464,¿Está mirando?,¿LLI'TAPALLI?
P01465,¿Es doloroso?,¿IKERLI?
P01466,¿Es popular?,¿LUWER'PIA'CHA?
P01467,¿Es privado?,¿SEKIPIA'CHA?
P01468,¿Está lloviendo?,¿ULANPALLINCHA?
P01469,¿Es dulce?,¿KASER'LLINCHA?
P01470,¿Hay más?,¿ÑAPALLI A'PINDA'?
P01471,Se quebró.,NUPEK'TULLI
P01472,Empeora.,NU'LA'LLI
P01473,Había nevado.,PULUNKER' ÑAPAWIÑI
P01474,Aquí duele.,ASEK IKERLLI
P01475,Me enferma.,A'KALUWI'LIU
P01476,Fue irónico.,SI'LEN ÑIWIÑI
P01477,No dolerá.,KU'LA IKERINCHU
P01478,No servirá.,KU'LA PA'CHINCHU
P01479,Funciona bien.,SAKA'TAPALLI MUSU'
P01480,Será fácil.,SAKA'DEKIMPU ÑICHU
P01481,Es adorable.,U'CHIMUSHA NUKA'A
P01482,Son negocios.,UKU'LATAK NUKER'KA
P01483,Está desierto.,MANEN ÑI'ÑI
P01484,Es emocionante.,SAKEKNANSU' NUKA'A
P01485,Está mejorado.,TEKDIPERPI ÑAPALLI
P01486,Es obsoleto.,NAPI'DA' NUKA'A
P01487,Está ocupado.,IPIA'LA YENNICHI'ÑI
P01488,Está obsoleto.,ÑAPALLI NAPI'DA'
P01489,Déjelo.,TA'ITULER'
P01490,Solo levántate.,KENMASA' YUNSANKER'
P01491,Aprende italiano.,ÑINCHITER' ITALIANU
P01492,Déjelo aquí.,TA'ITULER' ASEK
P01493,Déjale pasar.,TA'ITULER' NAKUI
P01494,Déjame terminar.,TA'ITULA'U ATA'WANTAK
P01495,Déjame cogerlo.,TA'ITULA'U PILLI'TE'CHEK
P01496,Déjame verlo.,TA'ITULA'U LLI'ECHEK
P01497,Déjame intentarlo.,TA'ITULA'U TEKLE'RICHEK
P01498,Déjame probarlo.,TA'ITULA'U TEKLE'RICHEK
P01499,Preguntémosle.,LEK'KAWA'
P01500,Hagamos más.,A'PINTA' NU'TAWA'
P01501,Hagamos eso.,NU'TAWA' NANA
P01502,Comamos fuera.,ADIPI KA'AWA'
P01503,Vámonos.,ENCHUKU' 
P01504,Volvamos.,ADANTA'WA'
P01505,Vayamos abajo.,NUWANTA'WA'
P01506,Mantengámoslo.,TUPI'WA'
P01507,Prosigamos.,TUPI'WA'
P01508,Avancemos.,PA'AWA' EKTER'LUPA'
P01509,Abrámoslo.,EK'KER'CHAWA'
P01510,Sigamos adelante.,TUPI'WA' EKTER'LUPA'
P01511,Hazlo rápido.,WIUK'SU' NU'TER'
P01512,Resume.,TUNKA'SU' NU'TER'
P01513,¿Puedo verlo?,¿YENNITULEK LLI'AK?
P01514,Memoriza esto.,SEKDIPERKER' ASU' MUTU'PENKEK
P01515,Nadie llamó.,ÑIDEN PEK'KLU'CHI'ÑI
P01516,¡Di algo!,¡TUKER' MA'NEN'UNTA'!
P01517,¡Digan algo!,¡TUKU' MA'NEN'UNTA'!
P01518,Mándamelo.,A'UKTUWU
P01519,¿Empiezo?,¿TENMIANSU'CHEK?
P01520,¿Debo continuar?,¿TUPITE'CHEKPI'LA?
P01521,Es francesa.,NUKA'A FRANCESA
P01522,Sientate Tomás.,DUKER' CHUMA
P01523,Habla claramente.,LUNKER' LACHEK'AK
P01524,Hable claramente.,LUNKER' LACHEK'AK
P01525,Hablen claramente.,LUNKU' LACHEK'AK
P01526,Habla bajito.,TA'TULA'SHASU' LUNKER'
P01527,Habla calladito.,TA'TULA'SHASU' LUNKER'
P01528,Sé positivo.,INLLI'INUTER' MUSUK
P01529,Sigue positivo.,MUSUK'I'LA LLI'INUPER'
P01530,Mantenganse juntos.,MUMU'SU' ÑAPAKU'
P01531,¡Qué listo!,¡DAKUTI'ÑI!
P01532,Ya basta.,TA'ITULER'
P01533,Es suficiente.,NANASA'
P01534,Es simple.,SAKA'DEK'INPU'
P01535,Aquí tienes.,ASEK A'ÑAPALA
P01536,Están aquí.,ASEK ÑAPALLINA'
P01537,Cancelaron.,TA'ITULA'LLINA'
P01538,Lo encontraron.,KANAÑINA' 
P01539,Te conocen.,LUWER'CHAPALLIÑER'KEN
P01540,Deben morir.,CHIMIN'ER'KASU'ÑAPALLI
P01541,Gritaron.,LAMAPU'LLINA'
P01542,Ellos bailarán.,NAWA' LANSE'CHUNA'
P01543,Están vivos.,NANPIPALLINA'
P01544,Están solos.,NAWA'SA' ÑAPALLINA'
P01545,Están enojados.,YUSU' ÑAPALLINA'
P01546,Están limpias.,MUPISUSA' ÑAPALLINA'
P01547,Están mintiendo.,TUMU'PALLINA'
P01548,Están cansados.,SAKA'TUSU' ÑAPALLINA'
P01549,Son gemelos.,INSILANPI NUKER'KA
P01550,Es incorrecto.,MUI'SU' NUKA'A
P01551,Tom aplaudió.,TOM INLLIPU'ITEK'LATULLI
P01552,Tom dudó.,TOM LATEK'CHI'ÑI
P01553,Tom recuerda.,TOM LLI'INUTAPALLI
P01554,Tom vaciló.,TOM SI'LENTULLI
P01555,Tom mentía.,TOM TUMU'PAWIÑI
P01556,Tom palideció.,TOM SHA'PI'WIÑI
P01557,Tom cocinará.,TOM AKUSUTE'CHU
P01558,Tom obedecerá.,TOM LATEKTE'CHU
P01559,Intenta hacerlo.,TEKLERIER' NU'TA'MAK
P01560,¿Estaba roncando?,¿TUKULU'PAWIÑI?
P01561,Estamos llorando.,WELLIEK'APALLIDEK
P01562,Estamos arruinados.,NAKUSU' MUIN'SU' ÑAPALLIDEK 
P01563,Estamos condenados.,NAKUSU' MUIN'SU' ÑAPALLIDEK 
P01564,Tenemos hambre.,UKI'LALLIDEK
P01565,Podríamos leer.,YENNITUWINASKUDEK LUNTAK
P01566,Podríamos caminar.,YENNITUWINASKUDEK DEK'KUNTAK
P01567,Fuimos robados.,APE'CHUWIÑINER'KUDEK
P01568,Nos robaron.,APERLLINER'KUDEK
P01569,Tenemos perro.,A'ÑAPALLIDEK ÑIÑI'WA
P01570,Tenemos planes.,A'ÑAPALLIDEK MA'NEN'UN'TA' NU'TAK
P01571,Tenemos reglas.,A'ÑAPALLIDEK LA'LA'LUSA' LATEK'AK
P01572,Necesitamos dinero.,KULLIKER' LUWANTULLIDEK
P01573,Nunca hablamos.,ÑINPI' LUNPI'ÑIDEK
P01574,Deberíamos comer.,KA'A'KAWA'SU' ÑAPALLI
P01575,Lo entendemos.,LACHEK'APALLIDEK
P01576,Estábamos cerca.,KAWITUSU' ÑAPAWIÑIDEK
P01577,Estábamos borrachos.,LUPERSU' ÑAPAWIÑIDEK
P01578,Teníamos razón.,A'PERSU' ÑAPIÑIDEK
P01579,Sobreviviremos.,CHIMINLLINKEKLA NANPITERWA'
P01580,Somos primos.,YALLI'WALUSA' NUKA'KAWA'
P01581,Estamos intrigados.,LACHEK'INSU' ÑAPALLIDEK
P01582,Estamos bailando.,LANSA'PALLIDEK
P01583,Nos vamos.,PA'ECHIDEK
P01584,Estamos casados.,SADASU' ÑAPALEK'
P01585,Estamos leyendo.,KERKA' LUNTAPALLIDEK
P01586,Somos egoístas.,KENMU'SAK LLI'I'NUPALEKWA'
P01587,Somos serios.,KU'LA YAMERAPIÑIDEK
P01588,Nos quedamos.,LLIA'TERWA'
P01589,Miramos,LLI'ATERWA'
