pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado
P00684,Nos divertimos.,SAKEKLEKWA',nos divertimos.,sakeklekwa'
P00685,Nos reímos.,YAMERLEK'WA',nos reímos.,yamerlek'wa'
P00686,Nos gusta.,IYA'TULEK'WA',nos gusta.,iya'tulek'wa'
P00687,Lo hicimos.,NU'TULEK'WA',lo hicimos.,nu'tulek'wa'
P00688,Debemos irnos.,PA'A'KAWA'SU' ÑAPALLI,debemos irnos.,pa'a'kawa'su' ñapalli
P00689,Lo queremos.,TANTENLEK'WA',lo queremos.,tantenlek'wa'
P00690,Fracasaremos.,TEKA'PER'ATERWA',fracasaremos.,teka'per'aterwa'
P00691,Ayudaremos.,KATU'PA'TATERWA',ayudaremos.,katu'pa'taterwa'
P00692,Nosotros ayudaremos.,KUDA KATU'PA'TECHIDEK,nosotros ayudaremos.,kuda katu'pa'techidek
P00693,Cantaremos.,TULUNER'ATERWA',cantaremos.,tuluner'aterwa'
P00694,Esperaremos.,WA'TENTATERWA',esperaremos.,wa'tentaterwa'
P00695,Trabajaremos.,SAKA'TATERWA',trabajaremos.,saka'taterwa'
P00696,Estamos ocupados.,A'ÑAPALLIDEK DUDIMPU' NU'TA'KAWA'SU',estamos ocupados.,a'ñapallidek dudimpu' nu'ta'kawa'su'
P00697,Terminamos.,A'TA'WANTULLIDEK,terminamos.,a'ta'wantullidek
P00698,Estamos acá.,ASEK ÑAPALLIDEK,estamos acá.,asek ñapallidek
P00699,Estamos perdidos.,WER'SU' ÑAPALLIDEK,estamos perdidos.,wer'su' ñapallidek
P00700,Somos pobres.,KULLIKER'WI'ÑIDEK,somos pobres.,kulliker'wi'ñidek
P00701,Estamos hartos.,PERLLI'LLIDEK,estamos hartos.,perlli'llidek
P00702,Somos débiles.,SAPUTEK NUKA'KUDEK,somos débiles.,saputek nuka'kudek
P00703,¿Qué pasa?,¿MAPU'LA?,¿qué pasa?,¿mapu'la?
P00704,¿Dónde estoy?,¿ENÑUPA'CHA ÑAPALEK?,¿dónde estoy?,¿enñupa'cha ñapalek?
P00705,¿Quién gritó?,¿DEN LAMAPU'LLI?,¿quién gritó?,¿den lamapu'lli?
P00706,¿Llamaste?,¿PEKLU'TULA?,¿llamaste?,¿peklu'tula?
P00707,Tú decides.,KENMA TECHU,tú decides.,kenma techu
P00708,Puedes irte.,YENNITULA PA'A'MASU',puedes irte.,yennitula pa'a'masu'
P00709,Pueden irse.,YENNITULAMA' PA'A'MAMA'SU',pueden irse.,yennitulama' pa'a'mama'su'
P00710,Fallaste.,APER'LA,fallaste.,aper'la
P00711,Ya verás.,IPA' LLI'ECHU,ya verás.,ipa' lli'echu
P00712,Eres mala.,MUKANKANINPU' NUKA'MA,eres mala.,mukankaninpu' nuka'ma
P00713,Estás vieja.,TASELLUN ÑAPALA,estás vieja.,tasellun ñapala
P00714,Estás triste.,WE'INUTUSU' ÑAPALA,estás triste.,we'inutusu' ñapala
P00715,¿Hemos terminado?,¿A'TA'WANTULEKWA'?,¿hemos terminado?,¿a'ta'wantulekwa'?
P00716,¿Estás loco?,¿WA'DANPINDEK ÑAPALA?,¿estás loco?,¿wa'danpindek ñapala?
P00717,¿Estás enfadado?,¿YUSU' ÑAPALA?,¿estás enfadado?,¿yusu' ñapala?
P00718,¿Eres nuevo?,¿NAEKTU'KELLIA?,¿eres nuevo?,¿naektu'kellia?
P00719,Como quieras.,KENMA LUWANTA'MASU'PU'SU',como quieras.,kenma luwanta'masu'pu'su'
P00720,Sé discreto.,LUNTEK YAÑITA,sé discreto.,luntek yañita
P00721,Estate preparado.,INSEK'DIPERSU' ÑAPAKER',estate preparado.,insek'dipersu' ñapaker'
P00722,Sé puntual.,YATEK'DA'TA,sé puntual.,yatek'da'ta
P00723,Sé razonable.,INLLI'INUTER' MUSU',sé razonable.,inlli'inuter' musu'
P00724,Sé específico.,CHEKSU' ÑIKER',sé específico.,cheksu' ñiker'
P00725,Especifica más.,WINTU'U A'PINTA,especifica más.,wintu'u a'pinta
P00726,Sé tolerante.,YAN'KATEK'TER',sé tolerante.,yan'katek'ter'
P00727,Estate vigilante.,ÑAPER' LU'UK'TAN,estate vigilante.,ñaper' lu'uk'tan
P00728,Estate atento.,ÑAPER' LU'UK'TAN,estate atento.,ñaper' lu'uk'tan
P00729,¿Puedo comenzar?,¿YENNITULEK TENMIANSU'AK?,¿puedo comenzar?,¿yennitulek tenmiansu'ak?
P00730,¿Podemos hablar?,¿YENNITULEKWA' LUN'AK?,¿podemos hablar?,¿yennitulekwa' lun'ak?
P00731,¿Podemos conversar?,¿YENNITULEKWA' LUN'AK?,¿podemos conversar?,¿yennitulekwa' lun'ak?
P00732,¿Puedes ver?,¿YENNITULAN'CHA LLI'TA'MAK?,¿puedes ver?,¿yennitulan'cha lli'ta'mak?
P00733,Acercate.,KAWITER',acercate.,kawiter'
P00734,Cocíname (sin sopa).,AKUSUITU'U,cocíname (sin sopa).,akusuitu'u
P00735,Cocíname (con sopa).,KALUITU'U,cocíname (con sopa).,kaluitu'u
P00736,Cuenta conmigo.,KUA KATU'PEKCHEN,cuenta conmigo.,kua katu'pekchen
P00737,¿Ganaste?,¿KANA'TULA?,¿ganaste?,¿kana'tula?
P00738,Hazlo ahorita.,NU'TER' IPIA'LA,hazlo ahorita.,nu'ter' ipia'la
P00739,¿Juegas boliche?,¿INDEKLLITAPALA BULICHI?,¿juegas boliche?,¿indekllitapala bulichi?
P00740,No discutan.,YAINYUTUTAMA',no discutan.,yainyututama'
P00741,No copien.,NANA PU'SU' YANU'TUTAMA',no copien.,nana pu'su' yanu'tutama'
P00742,¡No dispares!,¡YAILANTUTA!,¡no dispares!,¡yailantuta!
P00743,No chilles.,YALAMAPU'TA,no chilles.,yalamapu'ta
P00744,No sonrías.,YAYAMERLADATA,no sonrías.,yayamerladata
P00745,No sonrían.,YAYAMERLADATAMA',no sonrían.,yayamerladatama'
P00746,No fumes.,YAU'WA'TUTA,no fumes.,yau'wa'tuta
P00747,Termine esto.,A'TA'WANTER ASU',termine esto.,a'ta'wanter asu'
P00748,Termina esto.,A'TA'WANTER ASU',termina esto.,a'ta'wanter asu'
P00749,Terminen esto.,A'TA'WANTUKU' ASU',terminen esto.,a'ta'wantuku' asu'
P00750,Vístete.,ISHINWER',vístete.,ishinwer'
P00751,¡Ponte serio!,¡ÑIKER' MUSU!,¡ponte serio!,¡ñiker' musu!
P00752,¿Ha venido?,¿UKLLIN'CHA?,¿ha venido?,¿ukllin'cha?
P00753,Tome asiento.,DU'KER',tome asiento.,du'ker'
P00754,Él envejeció.,NANA TASERPITULLI,él envejeció.,nana taserpitulli
P00755,¡Ha venido!,¡WEK'LLI!,¡ha venido!,¡wek'lli!
P00756,Tiene vino.,VINU' A'ÑAPALLI,tiene vino.,vinu' a'ñapalli
P00757,Es feliz.,MUSU' NUKA'A,es feliz.,musu' nuka'a
P00758,Le gustó.,IYATULLI,le gustó.,iyatulli
P00759,Está fingiendo.,INTEK APALLI,está fingiendo.,intek apalli
P00760,Está fingiendo comer.,INTEK WERANPALLI,está fingiendo comer.,intek weranpalli
P00761,¡Aquí estamos!,¡ASEK ÑAPALLIDEK!,¡aquí estamos!,¡asek ñapallidek!
P00762,Aquí estamos.,ASEK ÑAPALLIDEK,aquí estamos.,asek ñapallidek
P00763,¡Qué curioso!,¡EMPU'NI ÑINCHIDINUSU'TA'!,¡qué curioso!,¡empu'ni ñinchidinusu'ta'!
P00764,Qué raro.,EMPU'NI LLI'INEK,qué raro.,empu'ni lli'inek
P00765,Soy cocinero.,KALU'TUTEK' NUKA'KA,soy cocinero.,kalu'tutek' nuka'ka
P00766,Estoy jodiendo.,A'PERCHAPALEK,estoy jodiendo.,a'perchapalek
P00767,Estoy leseando.,SI'LENTAPALEK,estoy leseando.,si'lentapalek
P00768,Lo compré.,MAPA'LEK,lo compré.,mapa'lek
P00769,Puedo hacerlo.,YENNITULEK NU'TAK,puedo hacerlo.,yennitulek nu'tak
P00770,Puedo compartir.,YENNITULEK A'NAÑIAK,puedo compartir.,yennitulek a'nañiak
P00771,Confesé.,LUNNEK ,confesé.,lunnek
P00772,No como.,KA'API'NEK,no como.,ka'api'nek
P00773,Como pan.,KA'APALEK TANTA',como pan.,ka'apalek tanta'
P00774,Como fruta.,KA'APALEK WAYUPI,como fruta.,ka'apalek wayupi
P00775,Tenía frío.,SANEK'WANTUWINEK,tenía frío.,sanek'wantuwinek
P00776,Te encontré.,KAPER'LLIEN,te encontré.,kaper'llien
P00777,Me enfadé.,YULEK,me enfadé.,yulek
P00778,Traigo noticias.,KERA'PILELLEK LA'LA'LUSA',traigo noticias.,kera'pilellek la'la'lusa'
P00779,Tengo tiempo.,MANENNU'TAPI'NEK,tengo tiempo.,manennu'tapi'nek
P00780,Tengo vino.,VINU' A'ÑAPALEK,tengo vino.,vinu' a'ñapalek
P00781,Te oí.,LAUK'LLIEN,te oí.,lauk'llien
P00782,Los conozco.,LUWER'CHAPADEKLEK,los conozco.,luwer'chapadeklek
P00783,Me gustan.,IYATUDEKLEK,me gustan.,iyatudeklek
P00784,Vivo aquí.,ASEK NANPIPALEK,vivo aquí.,asek nanpipalek
P00785,La amaba.,TANTENWINEK,la amaba.,tantenwinek
P00786,Lo extrañaba.,LU'WANWINEK,lo extrañaba.,lu'wanwinek
P00787,Debo esconderme.,INSEK'KITA'KASU'ÑAPALLI,debo esconderme.,insek'kita'kasu'ñapalli
P00788,Necesito ayuda.,LUWANTULEK KATU'PA',necesito ayuda.,luwantulek katu'pa'
P00789,¡Necesito ayuda!,¡LUWANTULEK KATU'PA'!,¡necesito ayuda!,¡luwantulek katu'pa'!
P00790,Los necesito.,LUWANTUDEK'LEK,los necesito.,luwantudek'lek
P00791,Necesito esto.,LUWANTULEK ASU',necesito esto.,luwantulek asu'
P00792,Necesito tiempo.,INSEK'DIPERSU' ÑAPI'NEK,necesito tiempo.,insek'dipersu' ñapi'nek
P00793,Leo labios.,ÑINCHITAPALEK MA'TAPALLINPA',leo labios.,ñinchitapalek ma'tapallinpa'
P00794,Vendo autos.,UKU'LATAPALEK WA'NATEKA'ASU',vendo autos.,uku'latapalek wa'nateka'asu'
P00795,Huelo gas.,LANERAPALEK GAS,huelo gas.,lanerapalek gas
P00796,Quiero más.,A'PINTA' LUWANTULEK,quiero más.,a'pinta' luwantulek
P00797,Quiero eso.,NANA LUWANTULEK,quiero eso.,nana luwantulek
P00798,Quiero este.,ASU' LUWANTULEK,quiero este.,asu' luwantulek
P00799,Estaba despierto.,ÑAPAWINEK NANPILADASU',estaba despierto.,ñapawinek nanpiladasu'
P00800,Estaba mareado.,ÑAPAWINEK LUPERSU',estaba mareado.,ñapawinek lupersu'
P00801,Me despidieron.,USU'LLINER'KU ,me despidieron.,usu'lliner'ku
P00802,Estaba desnudo.,INANPILATEK ÑAPAWINEK,estaba desnudo.,inanpilatek ñapawinek
P00803,Estaba cansado.,SAKA'TUSU' ÑAPAWINEK,estaba cansado.,saka'tusu' ñapawinek
P00804,Estaba equivocado.,PEKTUNSU' ÑAPAWINEK,estaba equivocado.,pektunsu' ñapawinek
P00805,Esperaré.,WA'TENTECHEK,esperaré.,wa'tentechek
P00806,Trabajo aquí.,SAKA'TAPALLEK ASEK,trabajo aquí.,saka'tapallek asek
P00807,Lo probaré.,LATA'ECHEK,lo probaré.,lata'echek
P00808,Soy finlandés.,FINLANDIS NUKA'KA,soy finlandés.,finlandis nuka'ka
P00809,Soy turco.,TURKU NUKA'KA,soy turco.,turku nuka'ka
P00810,Soy turca.,TURKA NUKA'KA,soy turca.,turka nuka'ka
P00811,Soy panadero.,TANTA' NU'TUTEK NUKA'KA,soy panadero.,tanta' nu'tutek nuka'ka
P00812,Soy mujer.,KU'APER NUKA'KA,soy mujer.,ku'aper nuka'ka
P00813,Tengo curiosidad.,ÑINCHIDINUPALEK,tengo curiosidad.,ñinchidinupalek
P00814,Estoy bailando.,LANSA'PALEK,estoy bailando.,lansa'palek
P00815,Estoy comprometida.,ÑAPALEK ALA'SA' ENMU'PINENLEK,estoy comprometida.,ñapalek ala'sa' enmu'pinenlek
P00816,Estoy emocionado.,ÑAPALEK SAKEK'SU',estoy emocionado.,ñapalek sakek'su'
P00817,Estoy ayunando.,WERANPI'NEK,estoy ayunando.,weranpi'nek
P00818,Estoy saludable.,ÑAPALEK MUDINUSU',estoy saludable.,ñapalek mudinusu'
P00819,Me voy.,PA'ECHEK,me voy.,pa'echek
P00820,Estoy casado.,ÑAPALEK SADASU',estoy casado.,ñapalek sadasu'
P00821,Soy casado.,SADASU' NUKA'KA,soy casado.,sadasu' nuka'ka
P00822,Soy casada.,SUDASU' NUKA'KA,soy casada.,sudasu' nuka'ka
P00823,Estoy nervioso.,AMERCHA TEKUASU' ÑAPALEK,estoy nervioso.,amercha tekuasu' ñapalek
P00824,Soy neutral.,ÑIDENKINPU' NUKA'KA,soy neutral.,ñidenkinpu' nuka'ka
P00825,Soy paciente.,WA'TENTUTEK NUKA'KA,soy paciente.,wa'tentutek nuka'ka
P00826,Estoy leyendo.,LUNPALEK,estoy leyendo.,lunpalek
P00827,Estoy descansando.,NERIAPALEK,estoy descansando.,neriapalek
P00828,Soy egoísta.,KUAKEKSA' LLI'INUPALEK,soy egoísta.,kuakeksa' lli'inupalek
P00829,Estoy atrapado.,ÑAPALEK PILLI'PI,estoy atrapado.,ñapalek pilli'pi
P00830,Estoy esperando.,WA'TENTAPALEK,estoy esperando.,wa'tentapalek
P00831,Ignoralos.,LUWERCHINPU'DEKER,ignoralos.,luwerchinpu'deker
P00832,¿Para llevar?,¿EKPA'AK?,¿para llevar?,¿ekpa'ak?
P00833,¿Está ventoso?,¿NAKUSU' TANLUWATULLI?,¿está ventoso?,¿nakusu' tanluwatulli?
P00834,¿Es suyo?,¿KENMAKIN'CHA?,¿es suyo?,¿kenmakin'cha?
P00835,¿Es todo?,¿IÑER'A'CHA?,¿es todo?,¿iñer'a'cha?
P00836,Pasó.,NAKULLI ,pasó.,nakulli
P00837,Eso sucedió.,NANA NAKULLI,eso sucedió.,nana nakulli
P00838,Yo invito.,KUA PEKLU'TULEK,yo invito.,kua peklu'tulek
P00839,Me salvó.,KATU'PALUN,me salvó.,katu'palun
P00840,Estuvo chevere.,UCHA'PAYA ÑAPAWIÑI,estuvo chevere.,ucha'paya ñapawiñi
P00841,Fue fácil.,SAKA'DEKINPU' ÑIWIÑI,fue fácil.,saka'dekinpu' ñiwiñi
P00842,Fue real.,ÑIWIÑI TEKINCHI,fue real.,ñiwiñi tekinchi
P00843,Es lunes.,LUNES NUKA'A,es lunes.,lunes nuka'a
P00844,Todo bien.,IÑER MUSU',todo bien.,iñer musu'
P00845,Hace fresco.,TANLUWATAPALLI,hace fresco.,tanluwatapalli
P00846,Está nublado.,PULUNKER' WANTA'PALLI,está nublado.,pulunker' wanta'palli
P00847,Es inútil. (sujeto),MA'KINPU' NUKA'A,es inútil. (sujeto),ma'kinpu' nuka'a
P00848,Sigue intentando.,INTEKLERIAPER'ILA,sigue intentando.,intekleriaper'ila
P00849,Déjame ayudarte.,TAITULA'U KATU'PE'CHEN,déjame ayudarte.,taitula'u katu'pe'chen
P00850,Házmelo saber.,A'ÑINCHITU'U,házmelo saber.,a'ñinchitu'u
P00851,Déjame vivir.,TAITULA'U NANPIAK,déjame vivir.,taitula'u nanpiak
P00852,¡Empecemos!,¡TENMIANSU'WA'!,¡empecemos!,¡tenmiansu'wa'!
P00853,Comencemos.,TENMIANSU'WA,comencemos.,tenmiansu'wa
P00854,Bailemos.,LANSA'WA',bailemos.,lansa'wa'
P00855,¡Hagámoslo!,¡NU'TAWA'!,¡hagámoslo!,¡nu'tawa'!
P00856,Entremos.,DA'AWA',entremos.,da'awa'
P00857,Vayámonos.,PA'AWA',vayámonos.,pa'awa'
P00858,Míralo.,LLI'KER',míralo.,lli'ker'
P00859,¡Muchas gracias!,¡YUSPEINET'ECHUN!,¡muchas gracias!,¡yuspeinet'echun!
P00860,Memorízalo.,SEKDIPERKER' MUTU'PENKEK,memorízalo.,sekdiperker' mutu'penkek
P00861,Nadie murió.,ÑIDEN CHIMII'ÑI,nadie murió.,ñiden chimii'ñi
P00862,Nadie vino.,ÑIDEN U'I'ÑI,nadie vino.,ñiden u'i'ñi
P00863,Nadie mintió.,ÑIDEN TUMUI'ÑI,nadie mintió.,ñiden tumui'ñi
P00864,Ahora ayúdame.,IPA'LA KATUPA'U,ahora ayúdame.,ipa'la katupa'u
P00865,Ahora resiste.,IPA'LA YAN'KATEKTER',ahora resiste.,ipa'la yan'katekter'
P00866,Ahora sigue.,IPA'LA TUPITER',ahora sigue.,ipa'la tupiter'
P00867,Ahora continúa.,IPA'LA TUPITER',ahora continúa.,ipa'la tupiter'
P00868,Ahora prosigue.,IPA'LA TUPITER',ahora prosigue.,ipa'la tupiter'
P00869,Ahora callate.,IPA'LA TA'TULER',ahora callate.,ipa'la ta'tuler'
P00870,Bájalo.,U'NU'WANGER',bájalo.,u'nu'wanger'
P00871,Ponte esto.,I'SHIKER' ASU',ponte esto.,i'shiker' asu'
P00872,Póngase esto.,I'SHIKER' ASU',póngase esto.,i'shiker' asu'
P00873,Libérale.,APU'KER',libérale.,apu'ker'
P00874,Recuérdalo.,LI'INUTER',recuérdalo.,li'inuter'
P00875,Mándalo dentro.,AKU'KER' KINEKLA,mándalo dentro.,aku'ker' kinekla
P00876,Mándalo adentro.,AKU'KER' KINEKLA,mándalo adentro.,aku'ker' kinekla
P00877,Mándenlo adentro.,AKU'KU' KINEKLA,mándenlo adentro.,aku'ku' kinekla
P00878,¿Nos vamos?,¿PA'ATER'?,¿nos vamos?,¿pa'ater'?
P00879,¿Debería ir?,¿PA'ECHEK'ATA'?,¿debería ir?,¿pa'echek'ata'?
P00880,Muéstrame cómo.,A'LI'U MA'PU'SU',muéstrame cómo.,a'li'u ma'pu'su'
P00881,Háblame.,LUNTUU,háblame.,luntuu
P00882,¡Dejad sitio!,¡TA'ITUKU' DU'AK!,¡dejad sitio!,¡ta'ituku' du'ak!
P00883,¡Quieto ahí!,¡YALENMEKTA NANEK!,¡quieto ahí!,¡yalenmekta nanek!
P00884,¡Quédate quieto!,¡LIA'KER' YALENMEKTA!,¡quédate quieto!,¡lia'ker' yalenmekta!
P00885,¡Alto! ¡Ladrón!,¡WANERKER'! ¡APECHUTEK!,¡alto! ¡ladrón!,¡wanerker'! ¡apechutek!
P00886,Descansad.,NERIKER',descansad.,neriker'
P00887,Actúa.,NU'TER',actúa.,nu'ter'
P00888,Eso ayudó.,NANA KATU'PA'TULLI,eso ayudó.,nana katu'pa'tulli
P00889,Está mojado.,WIWERSU' ÑAPALLI,está mojado.,wiwersu' ñapalli
P00890,¡Allá está!,¡NANEK ÑAPALLI!,¡allá está!,¡nanek ñapalli!
P00891,Se quemaron.,UKER'LLINA',se quemaron.,uker'llina'
P00892,Llamaron.,PEKLU'TULLINA',llamaron.,peklu'tullina'
P00893,Bailaron.,LANSA'LLINA',bailaron.,lansa'llina'
P00894,Lo hicieron.,NU'TULLINA',lo hicieron.,nu'tullina'
P00895,Lo lograron.,NU'TULLINA',lo lograron.,nu'tullina'
P00896,Se abrazaron.,INWIPERI'LLINA',se abrazaron.,inwiperi'llina'
P00897,Se besaron.,INMUSHA'LLINA',se besaron.,inmusha'llina'
P00898,Obedecieron.,LATEKTULLINA',obedecieron.,latektullina'
P00899,Sonrieron.,YAMERLADALLINA',sonrieron.,yamerladallina'
P00900,Esperaron.,WA'TENTULLINA',esperaron.,wa'tentullina'
P00901,Caminaron.,DEK'KUNTULLINA',caminaron.,dek'kuntullina'
P00902,Ellos caminaron.,NAWA DEK'KUNTILLINA',ellos caminaron.,nawa dek'kuntillina'
P00903,Pasearon.,DA'LLINA',pasearon.,da'llina'
P00904,Ellos gritaron.,NAWA LAMAPU'LLINA',ellos gritaron.,nawa lamapu'llina'
P00905,Esto apesta.,ASU' ANALLI,esto apesta.,asu' analli
P00906,Tom llegó.,TOM EKTU'LLI,tom llegó.,tom ektu'lli
P00907,Tom cambió.,TOM A'PAWILLEK'LLI,tom cambió.,tom a'pawillek'lli
P00908,Tom varió.,TOM A'PAWILLEK'LLI,tom varió.,tom a'pawillek'lli
P00909,Tomás aplaudió.,TOMAS INLLIPU'ITE'LALLI,tomás aplaudió.,tomas inllipu'ite'lalli
P00910,Tom decidió.,TOM WADUÑI,tom decidió.,tom waduñi
P00911,Tom escapó.,TOM CHI'YE'KLLI,tom escapó.,tom chi'ye'klli
P00912,Tom espiró.,TOM DEKLLI NERIDEKNEN,tom espiró.,tom deklli nerideknen
P00913,Tom gruñó.,TOM MERMIÑI,tom gruñó.,tom mermiñi
P00914,Tom inhaló.,TOM LANERLLI,tom inhaló.,tom lanerlli
P00915,Tom escucha.,TOM LAUKTAPALLI,tom escucha.,tom lauktapalli
P00916,Tom estornudó.,TOM A'SHULLI,tom estornudó.,tom a'shulli
P00917,Tom enseña.,TOM A'LEKTAPALLI,tom enseña.,tom a'lektapalli
P00918,Tom ayudará.,TOM KATU'PA'TECHU,tom ayudará.,tom katu'pa'techu
P00919,Pruébate este.,LATAKER' ASU',pruébate este.,lataker' asu'
P00920,Apágalo.,A'TASHUNKER',apágalo.,a'tashunker'
P00921,Esperame.,WA'TEN'U,esperame.,wa'ten'u
P00922,Espéranos.,WA'TEN'U'KUDEK,espéranos.,wa'ten'u'kudek
P00923,Despertalo.,A'NAMBIKER',despertalo.,a'nambiker'
P00924,Camina lentamente.,DEKUNDER' UTI'LA,camina lentamente.,dekunder' uti'la
P00925,¿Estaba equivocada?,¿ÑAPAWINEK PEKTUNSU'?,¿estaba equivocada?,¿ñapawinek pektunsu'?
P00926,¿Hacía frío?,¿SANEKWANWIÑI?,¿hacía frío?,¿sanekwanwiñi?
P00927,¿Estuvo bueno?,¿MUSU'ÑAPAWIÑI?,¿estuvo bueno?,¿musu'ñapawiñi?
P00928,Estamos aquí.,ASEK ÑAPALLIDEK,estamos aquí.,asek ñapallidek
P00929,Comimos huevos.,KA'LLIDEK KADU',comimos huevos.,ka'llidek kadu'
P00930,Podemos ayudar.,YINNITULLIDEK KATU'PA'TAK,podemos ayudar.,yinnitullidek katu'pa'tak
P00931,Podemos hablar.,YINNITULLIDEK LUNNAK,podemos hablar.,yinnitullidek lunnak
P00932,Podemos esperar.,YINNITULLIDEK WA'TENTAK,podemos esperar.,yinnitullidek wa'tentak
P00933,Nos perdimos.,WER'LLIDEK,nos perdimos.,wer'llidek
P00934,Te queremos.,TANDENÑIDEN,te queremos.,tandenñiden
P00935,Te amamos.,TANDENÑIDEN,te amamos.,tandenñiden
P00936,Te extrañamos.,LU'WANÑIDEN,te extrañamos.,lu'wanñiden
P00937,Te necesitamos.,LUWANTULLIDEN,te necesitamos.,luwantulliden
P00938,Nos recordamos.,LLI'INUTAPALLIDEK,nos recordamos.,lli'inutapallidek
P00939,Sobrevivimos.,CHIMINLLINKEKLA NAMPIPALEKWA',sobrevivimos.,chiminllinkekla nampipalekwa'
P00940,Nosotros conduciremos.,KUDA EKPEKCHIDEK,nosotros conduciremos.,kuda ekpekchidek
P00941,Nosotros compartiremos.,KUDA A'NAÑIECHIDEK,nosotros compartiremos.,kuda a'nañiechidek
P00942,Compartiremos.,A'NAÑIECHIDEK,compartiremos.,a'nañiechidek
P00943,Estamos despiertos.,NAMPILALASU' ÑAPALIDEK,estamos despiertos.,nampilalasu' ñapalidek
P00944,Estamos limpios.,PEKUIPI ÑAPALIDEK,estamos limpios.,pekuipi ñapalidek
P00945,Estamos listos.,INSEKDIPERPI ÑAPALIDEK,estamos listos.,insekdiperpi ñapalidek
P00946,Lo sentimos.,WE'INUTULIDEK,lo sentimos.,we'inutulidek
P00947,Estamos cansados.,SAKA'TUSU' ÑAPALIDEK,estamos cansados.,saka'tusu' ñapalidek
P00948,Somos gemelos.,INSILAN NUKA'KAWA',somos gemelos.,insilan nuka'kawa'
P00949,Somos jóvenes.,NADI'NEK NUKA'KAWA',somos jóvenes.,nadi'nek nuka'kawa'
P00950,¡Qué burro!,¡MA'NEN ÑINCHICHI'NA!,¡qué burro!,¡ma'nen ñinchichi'na!
P00951,¡Qué imbécil!,¡MA'NEN ÑINCHICHI'NA!,¡qué imbécil!,¡ma'nen ñinchichi'na!
P00952,¡Qué pérdida!,¡EMBU'NI WER'IPA'!,¡qué pérdida!,¡embu'ni wer'ipa'!
P00953,¡Qué desastre!,¡EMBU'NI PANGER'IPA'!,¡qué desastre!,¡embu'ni panger'ipa'!
P00954,¡Qué mugre!,!EMBU'NI UCHUTEK'IPA'!,¡qué mugre!,!embu'ni uchutek'ipa'!
P00955,¡Qué confusión!,¡EMBU'NI LUWER'CHI'ÑI!,¡qué confusión!,¡embu'ni luwer'chi'ñi!
P00956,Qué dolor.,EMBU'NI IKER'IPA',qué dolor.,embu'ni iker'ipa'
P00957,Qué lástima.,EMBU'NI WE'INUIPA',qué lástima.,embu'ni we'inuipa'
P00958,Qué pena.,EMBU'NI WE'INUIPA',qué pena.,embu'ni we'inuipa'
P00959,¡Qué lástima!,!EMBU'NI WE'INUIPA'!,¡qué lástima!,!embu'ni we'inuipa'!
P00960,¡Qué equipo!,MUMU'WANBALEK,¡qué equipo!,mumu'wanbalek
P00961,¿Quiénes sois?,¿DENLUSA'ACHA?,¿quiénes sois?,¿denlusa'acha?
P00962,¿Quién sos?,¿DENKENA'CHA?,¿quién sos?,¿denkena'cha?
P00963,¿Quién vitoreó?,¿DEN INLLIPU'ITEKLATULLI?,¿quién vitoreó?,¿den inllipu'iteklatulli?
P00964,¿Quién escapó?,¿DEN CHI'YEKLLI?,¿quién escapó?,¿den chi'yeklli?
P00965,¿Quién viene?,¿DEN U'APILELLI?,¿quién viene?,¿den u'apilelli?
P00966,Sos grande.,A'LLIUPIKEN NUKA'MA,sos grande.,a'lliupiken nuka'ma
P00967,Estás loca.,WA'DANPINDEK ÑAPALA,estás loca.,wa'danpindek ñapala
P00968,Hizo trampa.,TUMU'LLI,hizo trampa.,tumu'lli
P00969,Hicieron trampa.,TUMU'LLINA',hicieron trampa.,tumu'llina'
P00970,Se desmayaron.,MUISU' KANKANTULLINA,se desmayaron.,muisu' kankantullina
P00971,Te desmayaste.,MUISU' KANKANTULA,te desmayaste.,muisu' kankantula
P00972,Se desmayó.,MUISU' KANKATULLI,se desmayó.,muisu' kankatulli
P00973,Me lastimas.,A'KALUWI'LUN,me lastimas.,a'kaluwi'lun
P00974,Quédatelo.,LIA'KER',quédatelo.,lia'ker'
P00975,Lo necesitas.,LUANTAPALA,lo necesitas.,luantapala
P00976,Nos necesitas.,LUANTAPALUNDEK,nos necesitas.,luantapalundek
P00977,Eres libre.,INAPIKEN NUKA'MA,eres libre.,inapiken nuka'ma
P00978,¡Estás loco!,¡WADANPINTEK ÑAPALA!,¡estás loco!,¡wadanpintek ñapala!
P00979,¡Estás enfermo!,!KALUWI'PALA!,¡estás enfermo!,!kaluwi'pala!
P00980,Estás enfermo.,KALUWI'PALA,estás enfermo.,kaluwi'pala
P00981,Estás débil.,NANTAPI'NA,estás débil.,nantapi'na
P00982,¿Estoy invitado?,¿PEKLU'PI ÑAPALEK?,¿estoy invitado?,¿peklu'pi ñapalek?
P00983,¿Nada nuevo?,¿ÑIMANEN NALU?,¿nada nuevo?,¿ñimanen nalu?
P00984,¿Tienes frío?,¿SANEKWANTULA?,¿tienes frío?,¿sanekwantula?
P00985,¿Estás muerto?,¿CHIMIPI ÑAPALA?,¿estás muerto?,¿chimipi ñapala?
P00986,¿Eres sordo?,¿LUUKTEK' NUKAMA?,¿eres sordo?,¿luuktek' nukama?
P00987,¿Estás libre?,¿INAPI ÑAPALA?,¿estás libre?,¿inapi ñapala?
