pair_id,group_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,source,source_pair_id,has_audit_flags
U02913,G02688,Cuentan que ahí un viejo soñador dijo:,Nanek ima ala’sa’ taserpi wa’latutek tulli:,cuentan que ahí un viejo soñador dijo:,nanek ima ala'sa' taserpi wa'latutek tulli:,pdf_textos,T010_N081,True
U00256,G00203,Tomás miente.,TOMAS TUMU'PALLI,tomás miente.,tomas tumu'palli,flashcards,P00256,False
U03085,G02860,"Entonces los que se escaparon, los que se corrieron, dice, se fueron a vivir por los cerros, se fueron a vivir.","Nanek ima chi'yek'erkasu' tekka'erkasu' ima, pa'llima mutupilupa' yananpinna', nanpikuñina'.","entonces los que se escaparon, los que se corrieron, dice, se fueron a vivir por los cerros, se fueron a vivir.","nanek ima chi'yek'erkasu' tekka'erkasu' ima, pa'llima mutupilupa' yananpinna', nanpikuñina'.",pdf_textos,T011_N032,True
U00501,G00413,Tosió.,CHINKU'LLI,tosió.,chinku'lli,flashcards,P00501,False
U02166,G01946,Compartimos ideas.,A'NAÑIWA' LLI'INULUSA',compartimos ideas.,a'nañiwa' lli'inulusa',flashcards,P02166,False
U00946,G00814,Lo sentimos.,WE'INUTULIDEK,lo sentimos.,we'inutulidek,flashcards,P00946,False
U01007,G00870,¿Pueden andar?,¿YENNITULAMA' DEKKUNTA'MAMAK?,¿pueden andar?,¿yennitulama' dekkunta'mamak?,flashcards,P01007,False
U02150,G01930,Están conmigo.,KUALEK ÑAPALLINA',están conmigo.,kualek ñapallina',flashcards,P02150,False
U02511,G02286,Ahora les voy a contar cómo antiguamente se quemaron estas riberas del río Pampayacu.,Ipa’la lunchek ma’pu’si’pa’ napi’ uketllin asu’ Panpadek ukuchinlusa’.,ahora les voy a contar cómo antiguamente se quemaron estas riberas del río pampayacu.,ipa'la lunchek ma'pu'si'pa' napi' uketllin asu' panpadek ukuchinlusa'.,pdf_textos,T006_N001,True
U02032,G01816,Nací aquí.,ASEK WADEKLLINER'KU,nací aquí.,asek wadeklliner'ku,flashcards,P02032,False
U02598,G02373,“¿Cómo se llama esta quebrada?” preguntaron.,- “¿Ma’dek a’cha asu’?” itullini’mi’na’.,¿cómo se llama esta quebrada? preguntaron.,- ¿ma'dek a'cha asu'? itullini'mi'na'.,pdf_textos,T007_N018,True
U02448,G02223,"“Mamá, estoy viniendo de la chacra”.","- “Mamá, uk’apincha’lek menmiklan”.","mamá, estoy viniendo de la chacra.","- mamá, uk'apincha'lek menmiklan.",pdf_textos,T003_N055,True
U00629,G00524,¡Más rápido!,¡A'PINTA' WIUKSU'!,¡más rápido!,¡a'pinta' wiuksu'!,flashcards,P00629,False
U00185,G00141,Esperé.,WA'TEN'NEK',esperé.,wa'ten'nek',flashcards,P00185,False
U01551,G01363,Tom aplaudió.,TOM INLLIPU'ITEK'LATULLI,tom aplaudió.,tom inllipu'itek'latulli,flashcards,P01551,False
U02765,G02540,"“Si Arakayu no hubiera salido (de Pampayacu),","“Arakayu yunsui’npu’a’su’ ñilli,","si arakayu no hubiera salido (de pampayacu),","arakayu yunsui'npu'a'su' ñilli,",pdf_textos,T007_N185,True
U01426,G01246,Estaba furioso.,YUPAWINEK,estaba furioso.,yupawinek,flashcards,P01426,False
U03109,G02884,Nos han hecho quedar a nosotros malos en nuestro corazón”,A'lliyanantulekwa' kenmu'wa' kankanmapu'wek”,nos han hecho quedar a nosotros malos en nuestro corazón,a'lliyanantulekwa' kenmu'wa' kankanmapu'wek,pdf_textos,T011_N056,True
U00358,G00289,Fracasó.,A'APER'LLI,fracasó.,a'aper'lli,flashcards,P00358,False
U01773,G01574,Estoy desempleado.,MAKEK SAKA'TAPI'NEK,estoy desempleado.,makek saka'tapi'nek,flashcards,P01773,True
U01775,G01574,Estoy desempleada.,MAKEK SAKA'TAPI'NEK,estoy desempleada.,makek saka'tapi'nek,flashcards,P01775,True
U00191,G00146,Está calmando. (dolor),LATADA'PILALLI,está calmando. (dolor),latada'pilalli,flashcards,P00191,True
U01375,G01200,Abrazame fuertemente.,WIPERI'U IKERSU',abrazame fuertemente.,wiperi'u ikersu',flashcards,P01375,False
U02671,G02446,Ellas se van a contarme de qué manera celebraron el carnaval” dijo Arákayu.,Nawi’na wintapanta’llinerku ma’pu’si’pa mitan nakulama’” tullima Arakayu.,ellas se van a contarme de qué manera celebraron el carnaval dijo arákayu.,nawi'na wintapanta'llinerku ma'pu'si'pa mitan nakulama' tullima arakayu.,pdf_textos,T007_N091,True
U02083,G01865,Sigue sonriendo.,YAMERLADAPER'I'LA,sigue sonriendo.,yamerladaper'i'la,flashcards,P02083,False
U00714,G00600,Estás triste.,WE'INUTUSU' ÑAPALA,estás triste.,we'inutusu' ñapala,flashcards,P00714,False
U00843,G00719,Es lunes.,LUNES NUKA'A,es lunes.,lunes nuka'a,flashcards,P00843,False
U03014,G02789,Los culpables son los que abrieron el camino a Moyobamba.,Nana usha'wañen Muyunpa inchilala ekketcherka'su'.,los culpables son los que abrieron el camino a moyobamba.,nana usha'wañen muyunpa inchilala ekketcherka'su'.,pdf_textos,T010_N182,False
U00781,G00658,Te oí.,LAUK'LLIEN,te oí.,lauk'llien,flashcards,P00781,False
U03030,G02805,"Eso a nosotros nos está diciendo ""Así van a volar ustedes también algún día"", cuentan que dijeron las abuelas ya finadas.","Nani'na kenmu'wa' itapallinerkenmu'wa' ""U'su' pennu'chuma' kenmama'nta' enpi' uklli”, tullina' ima amiku'lusa'.","eso a nosotros nos está diciendo así van a volar ustedes también algún día, cuentan que dijeron las abuelas ya finadas.","nani'na kenmu'wa' itapallinerkenmu'wa' u'su' pennu'chuma' kenmama'nta' enpi' uklli, tullina' ima amiku'lusa'.",pdf_textos,T010_N198,True
U00959,G00825,¡Qué lástima!,!EMBU'NI WE'INUIPA'!,¡qué lástima!,!embu'ni we'inuipa'!,flashcards,P00959,False
U00857,G00733,Vayámonos.,PA'AWA',vayámonos.,pa'awa',flashcards,P00857,False
U01856,G01650,Le preguntaron.,LEK'KLLINA',le preguntaron.,lek'kllina',flashcards,P01856,False
U03114,G02889,“¿Por qué pues han abierto ese camino a Moyobamaba?,“ ¿Ma'ki'nta' asu' Muyunpa inchilala ekketchullina'?,¿por qué pues han abierto ese camino a moyobamaba?,¿ma'ki'nta' asu' muyunpa inchilala ekketchullina'?,pdf_textos,T011_N061,True
U01824,G01620,Comamos aquí.,WERANWA' ASEK,comamos aquí.,weranwa' asek,flashcards,P01824,False
U00072,G00054,¡Un segundo!,¡IPIA'LASHA!,¡un segundo!,¡ipia'lasha!,flashcards,P00072,False
U01726,G01528,Odio trabajar.,LUYULEK SAKA'TAK,odio trabajar.,luyulek saka'tak,flashcards,P01726,False
U02969,G02744,"Dice que se fueron a ver los pastos. “¿Qué es esto?"" dijeron viendo el pasto.","Lli’kuñini’ma panpateklu’lusa’. ""Ma’lusa’ asu’?"" tullini’ma panpateklu’ lli’anna’.",dice que se fueron a ver los pastos. ¿qué es esto? dijeron viendo el pasto.,lli'kuñini'ma panpateklu'lusa'. ma'lusa' asu'? tullini'ma panpateklu' lli'anna'.,pdf_textos,T010_N137,True
U02628,G02403,"“Tus pececitos regálanos, por favor, hermano” le dijeron.","“Sametchapen panula’udek, chai, yallí’” itullima.","tus pececitos regálanos, por favor, hermano le dijeron.","sametchapen panula'udek, chai, yallí' itullima.",pdf_textos,T007_N048,True
U00915,G00785,Tom escucha.,TOM LAUKTAPALLI,tom escucha.,tom lauktapalli,flashcards,P00915,False
U01514,G01329,Memoriza esto.,SEKDIPERKER' ASU' MUTU'PENKEK,memoriza esto.,sekdiperker' asu' mutu'penkek,flashcards,P01514,False
U02003,G01789,No escuché.,LAUK'I'NEK,no escuché.,lauk'i'nek,flashcards,P02003,False
U02055,G01838,Soy responsable.,LATEK'TUTEK NUKA'KA,soy responsable.,latek'tutek nuka'ka,flashcards,P02055,False
U00428,G00345,Eso es.,NANA NUKA'A,eso es.,nana nuka'a,flashcards,P00428,False
U00015,G00012,¡He ganado!,¡KANA'TULEK!,¡he ganado!,¡kana'tulek!,flashcards,P00015,False
U00802,G00678,Estaba desnudo.,INANPILATEK ÑAPAWINEK,estaba desnudo.,inanpilatek ñapawinek,flashcards,P00802,False
U02673,G02448,Quisieron hacerle tomar chicha punta pero Arákayu no quiso tomar.,"Ya’ullini’ma uklulu’, Arakayu iyui’ñi.",quisieron hacerle tomar chicha punta pero arákayu no quiso tomar.,"ya'ullini'ma uklulu', arakayu iyui'ñi.",pdf_textos,T007_N093,True
U02682,G02457,"para que salgan para nosotros nomás, para que sean para nosotros nomás estos peces”,","nanapa yunsu’i kenmu’wa’kinsa’ ñii asu’ samer”,","para que salgan para nosotros nomás, para que sean para nosotros nomás estos peces,","nanapa yunsu'i kenmu'wa'kinsa' ñii asu' samer,",pdf_textos,T007_N102,True
U01611,G01422,¡Puedes hacerlo!,¡YENNITULA NU'TA'MAK!,¡puedes hacerlo!,¡yennitula nu'ta'mak!,flashcards,P01611,False
U02240,G02015,No duerme.,KU'LA WICHA'PI'ÑI,no duerme.,ku'la wicha'pi'ñi,flashcards,P02240,False
U00425,G00343,Encárgate tú.,KENMA LLI'KER',encárgate tú.,kenma lli'ker',flashcards,P00425,False
U02255,G02030,Mi padre quedó viudo.,Tatawek ekdusipen ñilli.,mi padre quedó viudo.,tatawek ekdusipen ñilli.,pdf_textos,T001_N005,False
U02209,G01986,Tú dormías.,KENMA WICHI'WINA',tú dormías.,kenma wichi'wina',flashcards,P02209,False
U01592,G01403,Estamos ganando.,KANA'TAPALEKWA',estamos ganando.,kana'tapalekwa',flashcards,P01592,False
U01515,G01330,Nadie llamó.,ÑIDEN PEK'KLU'CHI'ÑI,nadie llamó.,ñiden pek'klu'chi'ñi,flashcards,P01515,False
U01404,G01227,Odio perder.,LUYULEK WER'AK,odio perder.,luyulek wer'ak,flashcards,P01404,True
U01405,G01227,Detesto perder.,LUYULEK WER'AK,detesto perder.,luyulek wer'ak,flashcards,P01405,True
U00060,G00746,Suéltalo.,APU'KER',suéltalo.,apu'ker',flashcards,P00060,True
U00391,G00746,Aflójalo.,APU'KER',aflójalo.,apu'ker',flashcards,P00391,True
U00392,G00746,Suéltala.,APU'KER',suéltala.,apu'ker',flashcards,P00392,True
U00393,G00746,Aflójala.,APU'KER',aflójala.,apu'ker',flashcards,P00393,True
U00873,G00746,Libérale.,APU'KER',libérale.,apu'ker',flashcards,P00873,True
U02929,G02704,"“A ver, por la tarde les voy a ir a visitar”.","- “Enta’n, er’washinchi lli’kunkenma’”.","a ver, por la tarde les voy a ir a visitar.","- enta'n, er'washinchi lli'kunkenma'.",pdf_textos,T010_N097,True
U01480,G01298,Será fácil.,SAKA'DEKIMPU ÑICHU,será fácil.,saka'dekimpu ñichu,flashcards,P01480,False
U01894,G01688,Somos inquietos.,WADANPINTEK NUKA'KAWA',somos inquietos.,wadanpintek nuka'kawa',flashcards,P01894,False
U01417,G01237,Lo abofeteé.,PATENCHULEK,lo abofeteé.,patenchulek,flashcards,P01417,False
U01434,G01254,Estaré ahí.,ÑAPECHEK NANEK,estaré ahí.,ñapechek nanek,flashcards,P01434,False
U01292,G01123,Es cruel.,MUKANKAN'INPU' NUKA'A,es cruel.,mukankan'inpu' nuka'a,flashcards,P01292,False
U00979,G00844,¡Estás enfermo!,!KALUWI'PALA!,¡estás enfermo!,!kaluwi'pala!,flashcards,P00979,False
U00524,G00434,Me perdí.,AWER'LEK,me perdí.,awer'lek,flashcards,P00524,False
U02684,G02459,Mientras (Arákayu) estaba pandillando el día central de carnaval las golondrinas estaban también danzando.,Nana chu’kenpa’tapasik mitan ukllik’inchi sellawalusa’ chu’kenapallina’.,mientras (arákayu) estaba pandillando el día central de carnaval las golondrinas estaban también danzando.,nana chu'kenpa'tapasik mitan ukllik'inchi sellawalusa' chu'kenapallina'.,pdf_textos,T007_N104,True
U00643,G00536,Votaron.,DEKLLINA',votaron.,dekllina',flashcards,P00643,False
U02931,G02706,"“¡Ahí está, la candela agarren!”",- “¡Ma’ata’na pen maku’!”,"¡ahí está, la candela agarren!",- ¡ma'ata'na pen maku'!,pdf_textos,T010_N099,True
U01834,G01630,Nadie gritó.,ÑIDEN LAMAPUI'ÑI,nadie gritó.,ñiden lamapui'ñi,flashcards,P01834,False
U01671,G01478,¿Lo tienes?,¿A'ÑAPALA?,¿lo tienes?,¿a'ñapala?,flashcards,P01671,False
U02316,G02091,para que no se acabe aquí esta lengua que hablamos.,ta’wanchinpu’ek asu’lupa namasu’ la’la’ lu’nkawasu’.,para que no se acabe aquí esta lengua que hablamos.,ta'wanchinpu'ek asu'lupa namasu' la'la' lu'nkawasu'.,pdf_textos,T001_N066,True
U01739,G01541,Estornudo mucho.,A'SHULEK WAPU',estornudo mucho.,a'shulek wapu',flashcards,P01739,False
U00520,G00431,Sé nadar.,ÑINCHITAPALEK IDUN'AK,sé nadar.,ñinchitapalek idun'ak,flashcards,P00520,False
U01097,G00956,Soy médico.,LULENTUTEK' NUKA'KA,soy médico.,lulentutek' nuka'ka,flashcards,P01097,False
U02744,G02519,"Todos (los peces) salieron,","Iñerdaper yu’nkellapilli,","todos (los peces) salieron,","iñerdaper yu'nkellapilli,",pdf_textos,T007_N164,True
U01854,G01648,Qué malo.,MUKANKANINPU',qué malo.,mukankaninpu',flashcards,P01854,False
U03038,G02813,"¡A que ciudad quizá van a ir! A otra ciudad desconocida van a ir, a Moyobamba ya no van a ir más”.","¡Enñupa’ ñinanlu' ipa' pa'achuma'! Ali'la ñinanlu'lupa' pa'achuma', Muyunpalupa' a'pinta' pa'api'nchuma'.","¡a que ciudad quizá van a ir! a otra ciudad desconocida van a ir, a moyobamba ya no van a ir más.","¡enñupa' ñinanlu' ipa' pa'achuma'! ali'la ñinanlu'lupa' pa'achuma', muyunpalupa' a'pinta' pa'api'nchuma'.",pdf_textos,T010_N206,True
U02964,G02739,"Dice que mientras (el tigre negro) se revolcaba, (los hombres) se acercaron, lo picaron varias veces y lo mataron violentamente.","Nana inpikanpasik ima, pa’anna’, pasek pasekka’tullina’, paki’tullina’.","dice que mientras (el tigre negro) se revolcaba, (los hombres) se acercaron, lo picaron varias veces y lo mataron violentamente.","nana inpikanpasik ima, pa'anna', pasek pasekka'tullina', paki'tullina'.",pdf_textos,T010_N132,True
U01333,G01161,¿Puedo participar?,¿YENNITULEK KATUPA'TAK?,¿puedo participar?,¿yennitulek katupa'tak?,flashcards,P01333,False
U00232,G00182,No entrar.,KU'LA DAI'NCHU,no entrar.,ku'la dai'nchu,flashcards,P00232,False
U02644,G02419,"vino el tucunaré,","tukuner uklli,","vino el tucunaré,","tukuner uklli,",pdf_textos,T007_N064,False
U00715,G01724,¿Hemos terminado?,¿A'TA'WANTULEKWA'?,¿hemos terminado?,¿a'ta'wantulekwa'?,flashcards,P00715,True
U01933,G01724,¿Terminamos?,¿A'TA'WANTULEKWA'?,¿terminamos?,¿a'ta'wantulekwa'?,flashcards,P01933,True
U01384,G01209,Siempre camino.,NERPI'PU' DEKUNDAPALEK,siempre camino.,nerpi'pu' dekundapalek,flashcards,P01384,False
U02043,G01827,Lo buscaré.,DUNKER'ECHEK,lo buscaré.,dunker'echek,flashcards,P02043,False
U02322,G02097,"la lengua shiwilu,","Shiwilu la’la’,","la lengua shiwilu,","shiwilu la'la',",pdf_textos,T001_N072,True
U03180,G02955,“Ahora tú”. Otro (niño) fue. Estuvo viendo y escogió (otro santito) agarrándolo.,“Kenmei'na”. Ali'la panta'lli. Lli'apallima pilli'tulli. 16 Shapingo significa sacharuna o espíritu de la selva.,ahora tú. otro (niño) fue. estuvo viendo y escogió (otro santito) agarrándolo.,kenmei'na. ali'la panta'lli. lli'apallima pilli'tulli. 16 shapingo significa sacharuna o espíritu de la selva.,pdf_textos,T013_N034,True
U02552,G02327,Cuentan que tres años ardió.,Kala ekkilala ima uketlli.,cuentan que tres años ardió.,kala ekkilala ima uketlli.,pdf_textos,T006_N042,False
U01688,G01492,Buenas tardes.,MUER'WA,buenas tardes.,muer'wa,flashcards,P01688,False
U00808,G00684,Soy finlandés.,FINLANDIS NUKA'KA,soy finlandés.,finlandis nuka'ka,flashcards,P00808,False
U02587,G02362,Diciendo (eso) se acercaron y (Arákayu) salió de su casa (a encontrarlos). Al verlos los llamó:,Tanni’ma kawinta’llini’ma yunsu’lli pidekñikla. Lli’dek’an peklu’deklli:,diciendo (eso) se acercaron y (arákayu) salió de su casa (a encontrarlos). al verlos los llamó:,tanni'ma kawinta'llini'ma yunsu'lli pidekñikla. lli'dek'an peklu'deklli:,pdf_textos,T007_N007,True
U01826,G01622,Sentémonos.,DU'AWA',sentémonos.,du'awa',flashcards,P01826,False
U02669,G02444,Arákayu dijo “A estas golondrinas yo las estoy criando.,Arakayu ima tulli “Asu’ sellawa i’na kualer pektawapalek.,arákayu dijo a estas golondrinas yo las estoy criando.,arakayu ima tulli asu' sellawa i'na kualer pektawapalek.,pdf_textos,T007_N089,True
U00757,G00636,Es feliz.,MUSU' NUKA'A,es feliz.,musu' nuka'a,flashcards,P00757,False
U01751,G01553,Quiero trabajar.,YASAKA'TULEK,quiero trabajar.,yasaka'tulek,flashcards,P01751,False
U01294,G01125,Está despedido.,SAKA'TUNAKLA USU'LLINA,está despedido.,saka'tunakla usu'llina,flashcards,P01294,False
U01353,G01180,Todos ganan.,IÑER' KANA'TULLINA',todos ganan.,iñer' kana'tullina',flashcards,P01353,False
U03192,G02967,Así nos han puesto.,Nana nu'su' aku'llinerkenmu'wa'.,así nos han puesto.,nana nu'su' aku'llinerkenmu'wa'.,pdf_textos,T013_N046,False
U02313,G02088,"Ella dice que quiere aprender (mi idioma),","Nanima yañinchitulli,","ella dice que quiere aprender (mi idioma),","nanima yañinchitulli,",pdf_textos,T001_N063,True
U02568,G02343,No vamos a mezquinar. ¡No sean mezquinos! Por ser miserables les hicieron eso”.,Aperkwi’nterwa’. ¡Aner yaperku’tama’! Aperku’teklusa’ ñerkasu’ malek nana nu’tudekllina’”.,no vamos a mezquinar. ¡no sean mezquinos! por ser miserables les hicieron eso.,aperkwi'nterwa'. ¡aner yaperku'tama'! aperku'teklusa' ñerkasu' malek nana nu'tudekllina'.,pdf_textos,T006_N058,True
U00850,G00726,Házmelo saber.,A'ÑINCHITU'U,házmelo saber.,a'ñinchitu'u,flashcards,P00850,False
U00217,G00169,Soy listo.,IÑER' ÑINCHITAPALEK,soy listo.,iñer' ñinchitapalek,flashcards,P00217,False
U00985,G00849,¿Estás muerto?,¿CHIMIPI ÑAPALA?,¿estás muerto?,¿chimipi ñapala?,flashcards,P00985,False
U02259,G02034,Por eso me arrimé donde mi abuelita.,Nu’amu amishawekkek pipetchulek.,por eso me arrimé donde mi abuelita.,nu'amu amishawekkek pipetchulek.,pdf_textos,T001_N009,True
U00192,G00147,Estoy tranquilo. (estoy bien),U'CHIMUÑAPALEK,estoy tranquilo. (estoy bien),u'chimuñapalek,flashcards,P00192,True
U02409,G02184,Felizmente tengo hijos.,Mula’si’la wilawanek.,felizmente tengo hijos.,mula'si'la wilawanek.,pdf_textos,T003_N016,True
U00154,G00113,Adelántante,EKTE'CHER',adelántante,ekte'cher',flashcards,P00154,False
U01081,G00940,Leo libros.,LUNTULEK KERKA'LUSA',leo libros.,luntulek kerka'lusa',flashcards,P01081,False
U01578,G01389,Teníamos razón.,A'PERSU' ÑAPIÑIDEK,teníamos razón.,a'persu' ñapiñidek,flashcards,P01578,False
U00352,G00283,¿Es grave?,¿NU'LA'LLI?,¿es grave?,¿nu'la'lli?,flashcards,P00352,False
U00853,G00729,Comencemos.,TENMIANSU'WA,comencemos.,tenmiansu'wa,flashcards,P00853,False
U02452,G02227,Como ahora con este dolor de pierna no puedo caminar.,Ma’pu’sui’na ikellandu’mu innichi’nek dekkunta’kasu’.,como ahora con este dolor de pierna no puedo caminar.,ma'pu'sui'na ikellandu'mu innichi'nek dekkunta'kasu'.,pdf_textos,T003_N059,True
U01533,G01842,Es suficiente.,NANASA',es suficiente.,nanasa',flashcards,P01533,True
U02059,G01842,Suficiente.,NANASA',suficiente.,nanasa',flashcards,P02059,True
U01693,G01496,¿Ya comiste?,¿IPA WERANA?,¿ya comiste?,¿ipa werana?,flashcards,P01693,False
U00975,G00841,Lo necesitas.,LUANTAPALA,lo necesitas.,luantapala,flashcards,P00975,False
U00716,G00601,¿Estás loco?,¿WA'DANPINDEK ÑAPALA?,¿estás loco?,¿wa'danpindek ñapala?,flashcards,P00716,False
U00214,G00166,Estoy calientito.,UKAPISHA ÑAPALEK,estoy calientito.,ukapisha ñapalek,flashcards,P00214,False
U03131,G02906,"Cuentan que Apu’tek tenía plata, mientras que a Sekputchek lo trajeron para que supervise a los trabajadores.","Apu’tek ima kullikerwa'su', Sekputchek imi'na saka'tulusa' luwekta'su' nanakin kelli.","cuentan que apu'tek tenía plata, mientras que a sekputchek lo trajeron para que supervise a los trabajadores.","apu'tek ima kullikerwa'su', sekputchek imi'na saka'tulusa' luwekta'su' nanakin kelli.",pdf_textos,T012_N007,True
U02370,G02145,Luego se vuelve a agregar agua.,Nu’sik upetchununta’lek deklek.,luego se vuelve a agregar agua.,nu'sik upetchununta'lek deklek.,pdf_textos,T002_N037,True
U02533,G02308,(Los hombres de Jeberos) nos mezquinaron la pesca.,"- Pu’yek aperku’tullinerkudek,",(los hombres de jeberos) nos mezquinaron la pesca.,"- pu'yek aperku'tullinerkudek,",pdf_textos,T006_N023,True
U01038,G00899,Feliz Pascua.,MUSU' PASKUA',feliz pascua.,musu' paskua',flashcards,P01038,False
U00777,G00654,Me enfadé.,YULEK,me enfadé.,yulek,flashcards,P00777,False
U02593,G02368,Entonces dijo Arákayu“¿Por qué no llamaron de lejos para oírlos?”,Tulli “Ma’pu’mi’na’ peklu’chi’nama’ weilan lauk’a’killek” tullima Arakayu.,entonces dijo arákayu¿por qué no llamaron de lejos para oírlos?,tulli ma'pu'mi'na' peklu'chi'nama' weilan lauk'a'killek tullima arakayu.,pdf_textos,T007_N013,True
U02393,G02168,como hacían antes las abuelas ya finadas.,napi’ amiku’lusa’pu’su’.,como hacían antes las abuelas ya finadas.,napi' amiku'lusa'pu'su'.,pdf_textos,T002_N060,True
U02380,G02155,En una sola olla grande se mezcla todo lo de esas tres ollas.,Ala’sa’ kupin uktaksa’ iñer nana kaladaper uktakda’ sekdunek.,en una sola olla grande se mezcla todo lo de esas tres ollas.,ala'sa' kupin uktaksa' iñer nana kaladaper uktakda' sekdunek.,pdf_textos,T002_N047,True
U00981,G00845,Estás débil.,NANTAPI'NA,estás débil.,nantapi'na,flashcards,P00981,False
U00500,G00412,Dios existe.,YUS NAMPIPALLI,dios existe.,yus nampipalli,flashcards,P00500,False
U03041,G02816,Cuando nosotros perezcamos qué cosas quizá aparecerán dijeron antes.,Kenmu'wa' chimiansikwa' ma'ilipa' lli'tetchu tullini'ma napi'.,cuando nosotros perezcamos qué cosas quizá aparecerán dijeron antes.,kenmu'wa' chimiansikwa' ma'ilipa' lli'tetchu tullini'ma napi'.,pdf_textos,T010_N209,False
U01269,G01104,Puedes quedarte.,YENNITULA' LLIA'A'MAK,puedes quedarte.,yennitula' llia'a'mak,flashcards,P01269,False
U01500,G01316,Hagamos más.,A'PINTA' NU'TAWA',hagamos más.,a'pinta' nu'tawa',flashcards,P01500,False
U02136,G01916,Estaban listos.,INSEKDIPERPI ÑAPAWIÑINA',estaban listos.,insekdiperpi ñapawiñina',flashcards,P02136,False
U02890,G02665,"Un viejo, dice, diluyó tabaco y les dio de beber (para que se despierten).",Ala’sa’ taserpiler ima pinter setmun a’u’deklli.,"un viejo, dice, diluyó tabaco y les dio de beber (para que se despierten).",ala'sa' taserpiler ima pinter setmun a'u'deklli.,pdf_textos,T010_N058,True
U01609,G01420,Llegaste temprano.,DASU'LA EKTU'KERLLIA,llegaste temprano.,dasu'la ektu'kerllia,flashcards,P01609,False
U02829,G02604,Ahí dice (la ballena) salió a la playa y saliendo murió.,"Naneklima yunsu’lli dellutekkek, yunsu’n chimiñi.",ahí dice (la ballena) salió a la playa y saliendo murió.,"naneklima yunsu'lli dellutekkek, yunsu'n chimiñi.",pdf_textos,T009_N013,True
U03167,G02942,"Y ustedes los de la pampa Chota, ustedes son Chota.","Kenmami'na nana panpateklu' Chota, Chotanma'.","y ustedes los de la pampa chota, ustedes son chota.","kenmami'na nana panpateklu' chota, chotanma'.",pdf_textos,T013_N021,False
U02831,G02606,"De ahí, esta la “Ballena Poza” se redujo.",Naneklimaka asu’ nana Lanla’ Pitunta’ uwentunta’lli.,"de ahí, esta la ballena poza se redujo.",naneklimaka asu' nana lanla' pitunta' uwentunta'lli.,pdf_textos,T009_N015,True
U01155,G01007,Nadie sabe.,ÑIDEN ÑINCHICHI'ÑI,nadie sabe.,ñiden ñinchichi'ñi,flashcards,P01155,False
U02955,G02730,Uno que madrugó no se acordó nada de lo que le habían advertido (que no ventee la candela antes de que la icaren).,Nana chida’su'la’sui’mi’na ñi illi’inui’ñi winter’kasu’.,uno que madrugó no se acordó nada de lo que le habían advertido (que no ventee la candela antes de que la icaren).,nana chida'su'la'sui'mi'na ñi illi'inui'ñi winter'kasu'.,pdf_textos,T010_N123,True
U02663,G02438,"Afuera dormía la gente, en el patio exterior”.","Adipi wichi’llina’, inyulatekkek”.","afuera dormía la gente, en el patio exterior.","adipi wichi'llina', inyulatekkek.",pdf_textos,T007_N083,True
U02841,G02616,Antes los soñadores decían “Por ahí por donde el sol se oculta hay un pueblo.,Napi’ wa’latulusa’ tullina’ “Ina asu’ kekki da’asu’lupa’ ala’sa’ ñinanlu’ ñapalli.,antes los soñadores decían por ahí por donde el sol se oculta hay un pueblo.,napi' wa'latulusa' tullina' ina asu' kekki da'asu'lupa' ala'sa' ñinanlu' ñapalli.,pdf_textos,T010_N009,True
U02584,G02359,Alguien estaba haciendo fuego en su casa.,Penwanpasik pidekñik.,alguien estaba haciendo fuego en su casa.,penwanpasik pidekñik.,pdf_textos,T007_N004,True
U01899,G01693,¿Estabas solo?,¿KENMASA' ÑAPAWINA?,¿estabas solo?,¿kenmasa' ñapawina?,flashcards,P01899,False
U02768,G02543,En cambio ahora crece la maleza”,Ipa’li’na tanantapilalli”,en cambio ahora crece la maleza,ipa'li'na tanantapilalli,pdf_textos,T007_N188,True
U01737,G01539,Ahora recuerdo.,IPA'LA LLI'INUTULEK,ahora recuerdo.,ipa'la lli'inutulek,flashcards,P01737,False
U02410,G02185,"Si no tuviera hijos ya me habría muerto, el hambre me hubiera matado, la enfermedad y el hambre me hubieran matado.","Wilawi’nek’ipa’ chiminpinek, uki’la di’tunansinku, kaluwi’ uki’la di’tunansinku.","si no tuviera hijos ya me habría muerto, el hambre me hubiera matado, la enfermedad y el hambre me hubieran matado.","wilawi'nek'ipa' chiminpinek, uki'la di'tunansinku, kaluwi' uki'la di'tunansinku.",pdf_textos,T003_N017,True
U01349,G01176,¿Lo ves?,¿LI'APALA?,¿lo ves?,¿li'apala?,flashcards,P01349,False
U01460,G01278,Te escucharé.,LAUK'ECHEN,te escucharé.,lauk'echen,flashcards,P01460,False
U01440,G01259,Te mataré.,DEI'TECHEN,te mataré.,dei'techen,flashcards,P01440,False
U00635,G00530,Eso duele.,NANA IKERLLI,eso duele.,nana ikerlli,flashcards,P00635,False
U02958,G02733,"De ahí otro grupo se fue, trochando semanas, han hecho trocha.","Naneklima ali’la musun pa’an, sekllintan ima simana’ ima sekllintullina’.","de ahí otro grupo se fue, trochando semanas, han hecho trocha.","naneklima ali'la musun pa'an, sekllintan ima simana' ima sekllintullina'.",pdf_textos,T010_N126,True
U00151,G00111,¡Piénsalo bien!,¡MUSU' LLI'INUTER'!,¡piénsalo bien!,¡musu' lli'inuter'!,flashcards,P00151,False
