pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,has_audit_flags
P00658,Tom ayudó.,TOM KATU'PA'TULLI,tom ayudó.,tom katu'pa'tulli,False
P00659,Tom saltó.,TOM INDEK'LLI,tom saltó.,tom indek'lli,False
P00660,Tom miró.,TOM LLI'TULLI,tom miró.,tom lli'tulli,False
P00661,Tom asintió.,TOM TULLI AJÁ,tom asintió.,tom tulli ajá,False
P00662,Tom obedeció.,TOM LATEK'TULLI,tom obedeció.,tom latek'tulli,False
P00663,Tomás llamó.,CHUMA PEKLU'TULLI ,tomás llamó.,chuma peklu'tulli,False
P00664,Tomás llamó soplando hoja.,CHUMA PEKLU'TULLI PENMEK'TAN,tomás llamó soplando hoja.,chuma peklu'tulli penmek'tan,True
P00665,Tom rezó.,TOM MALLA'LLI,tom rezó.,tom malla'lli,False
P00666,Tom sonrió.,TOM YAMERLADALLI,tom sonrió.,tom yamerladalli,False
P00667,Tom ronca.,TOM TUKULU'PALLI,tom ronca.,tom tukulu'palli,False
P00668,Tom charló.,TOM LUNÑI,tom charló.,tom lunñi,False
P00669,Tomás esperó.,CHUMA WA'TENTULLI,tomás esperó.,chuma wa'tentulli,False
P00670,Tom caminó.,TOM DEK'KUNTULLI,tom caminó.,tom dek'kuntulli,False
P00671,Tom trabajó.,TOM SAKA'TULLI ,tom trabajó.,tom saka'tulli,False
P00672,Tom bostezó.,TOM LAUKI'LLI,tom bostezó.,tom lauki'lli,False
P00673,Tom gritó.,TOM LAMAPU'LLI,tom gritó.,tom lamapu'lli,False
P00674,Tom llorará.,TOM WELLEK'ECHU,tom llorará.,tom wellek'echu,False
P00675,Tom morirá.,TOM CHIMINCHU,tom morirá.,tom chiminchu,False
P00676,Tom pagará.,TOM PANWILEK'TECHU,tom pagará.,tom panwilek'techu,False
P00677,Enciéndelo. (fuego),A'TENDER',enciéndelo. (fuego),a'tender',True
P00678,¿Fue divertido?,¿MULLI'NCHA'?,¿fue divertido?,¿mulli'ncha'?,False
P00679,¿Era divertido?,¿MUWIÑIN?,¿era divertido?,¿muwiñin?,False
P00680,Mira esto.,LLI'KER' ASU',mira esto.,lli'ker' asu',True
P00681,Miren esto.,LLI'KU' ASU',miren esto.,lli'ku' asu',True
P00682,Somos hombres.,ENMU'PINEN NUKA'KUDEK,somos hombres.,enmu'pinen nuka'kudek,False
P00683,Podemos ganar.,YENNITULEKWA' KANA'TAK,podemos ganar.,yennitulekwa' kana'tak,False
P00684,Nos divertimos.,SAKEKLEKWA',nos divertimos.,sakeklekwa',False
P00685,Nos reímos.,YAMERLEK'WA',nos reímos.,yamerlek'wa',False
P00686,Nos gusta.,IYA'TULEK'WA',nos gusta.,iya'tulek'wa',False
P00687,Lo hicimos.,NU'TULEK'WA',lo hicimos.,nu'tulek'wa',False
P00688,Debemos irnos.,PA'A'KAWA'SU' ÑAPALLI,debemos irnos.,pa'a'kawa'su' ñapalli,True
P00689,Lo queremos.,TANTENLEK'WA',lo queremos.,tantenlek'wa',False
P00690,Fracasaremos.,TEKA'PER'ATERWA',fracasaremos.,teka'per'aterwa',False
P00691,Ayudaremos.,KATU'PA'TATERWA',ayudaremos.,katu'pa'taterwa',False
P00692,Nosotros ayudaremos.,KUDA KATU'PA'TECHIDEK,nosotros ayudaremos.,kuda katu'pa'techidek,False
P00693,Cantaremos.,TULUNER'ATERWA',cantaremos.,tuluner'aterwa',False
P00694,Esperaremos.,WA'TENTATERWA',esperaremos.,wa'tentaterwa',False
P00695,Trabajaremos.,SAKA'TATERWA',trabajaremos.,saka'taterwa',False
P00696,Estamos ocupados.,A'ÑAPALLIDEK DUDIMPU' NU'TA'KAWA'SU',estamos ocupados.,a'ñapallidek dudimpu' nu'ta'kawa'su',False
P00697,Terminamos.,A'TA'WANTULLIDEK,terminamos.,a'ta'wantullidek,False
P00698,Estamos acá.,ASEK ÑAPALLIDEK,estamos acá.,asek ñapallidek,True
P00699,Estamos perdidos.,WER'SU' ÑAPALLIDEK,estamos perdidos.,wer'su' ñapallidek,False
P00700,Somos pobres.,KULLIKER'WI'ÑIDEK,somos pobres.,kulliker'wi'ñidek,False
P00701,Estamos hartos.,PERLLI'LLIDEK,estamos hartos.,perlli'llidek,False
P00702,Somos débiles.,SAPUTEK NUKA'KUDEK,somos débiles.,saputek nuka'kudek,False
P00703,¿Qué pasa?,¿MAPU'LA?,¿qué pasa?,¿mapu'la?,False
P00704,¿Dónde estoy?,¿ENÑUPA'CHA ÑAPALEK?,¿dónde estoy?,¿enñupa'cha ñapalek?,False
P00705,¿Quién gritó?,¿DEN LAMAPU'LLI?,¿quién gritó?,¿den lamapu'lli?,False
P00706,¿Llamaste?,¿PEKLU'TULA?,¿llamaste?,¿peklu'tula?,False
P00707,Tú decides.,KENMA TECHU,tú decides.,kenma techu,False
P00708,Puedes irte.,YENNITULA PA'A'MASU',puedes irte.,yennitula pa'a'masu',False
P00709,Pueden irse.,YENNITULAMA' PA'A'MAMA'SU',pueden irse.,yennitulama' pa'a'mama'su',False
P00710,Fallaste.,APER'LA,fallaste.,aper'la,False
P00711,Ya verás.,IPA' LLI'ECHU,ya verás.,ipa' lli'echu,False
P00712,Eres mala.,MUKANKANINPU' NUKA'MA,eres mala.,mukankaninpu' nuka'ma,False
P00713,Estás vieja.,TASELLUN ÑAPALA,estás vieja.,tasellun ñapala,False
P00714,Estás triste.,WE'INUTUSU' ÑAPALA,estás triste.,we'inutusu' ñapala,False
P00715,¿Hemos terminado?,¿A'TA'WANTULEKWA'?,¿hemos terminado?,¿a'ta'wantulekwa'?,True
P00716,¿Estás loco?,¿WA'DANPINDEK ÑAPALA?,¿estás loco?,¿wa'danpindek ñapala?,False
P00717,¿Estás enfadado?,¿YUSU' ÑAPALA?,¿estás enfadado?,¿yusu' ñapala?,True
P00718,¿Eres nuevo?,¿NAEKTU'KELLIA?,¿eres nuevo?,¿naektu'kellia?,False
P00719,Como quieras.,KENMA LUWANTA'MASU'PU'SU',como quieras.,kenma luwanta'masu'pu'su',False
P00720,Sé discreto.,LUNTEK YAÑITA,sé discreto.,luntek yañita,False
P00721,Estate preparado.,INSEK'DIPERSU' ÑAPAKER',estate preparado.,insek'dipersu' ñapaker',False
P00722,Sé puntual.,YATEK'DA'TA,sé puntual.,yatek'da'ta,False
P00723,Sé razonable.,INLLI'INUTER' MUSU',sé razonable.,inlli'inuter' musu',False
P00724,Sé específico.,CHEKSU' ÑIKER',sé específico.,cheksu' ñiker',True
P00725,Especifica más.,WINTU'U A'PINTA,especifica más.,wintu'u a'pinta,False
P00726,Sé tolerante.,YAN'KATEK'TER',sé tolerante.,yan'katek'ter',True
P00727,Estate vigilante.,ÑAPER' LU'UK'TAN,estate vigilante.,ñaper' lu'uk'tan,True
P00728,Estate atento.,ÑAPER' LU'UK'TAN,estate atento.,ñaper' lu'uk'tan,True
P00729,¿Puedo comenzar?,¿YENNITULEK TENMIANSU'AK?,¿puedo comenzar?,¿yennitulek tenmiansu'ak?,False
P00730,¿Podemos hablar?,¿YENNITULEKWA' LUN'AK?,¿podemos hablar?,¿yennitulekwa' lun'ak?,True
P00731,¿Podemos conversar?,¿YENNITULEKWA' LUN'AK?,¿podemos conversar?,¿yennitulekwa' lun'ak?,True
P00732,¿Puedes ver?,¿YENNITULAN'CHA LLI'TA'MAK?,¿puedes ver?,¿yennitulan'cha lli'ta'mak?,False
P00733,Acercate.,KAWITER',acercate.,kawiter',True
P00734,Cocíname (sin sopa).,AKUSUITU'U,cocíname (sin sopa).,akusuitu'u,True
P00735,Cocíname (con sopa).,KALUITU'U,cocíname (con sopa).,kaluitu'u,True
P00736,Cuenta conmigo.,KUA KATU'PEKCHEN,cuenta conmigo.,kua katu'pekchen,False
P00737,¿Ganaste?,¿KANA'TULA?,¿ganaste?,¿kana'tula?,False
P00738,Hazlo ahorita.,NU'TER' IPIA'LA,hazlo ahorita.,nu'ter' ipia'la,False
P00739,¿Juegas boliche?,¿INDEKLLITAPALA BULICHI?,¿juegas boliche?,¿indekllitapala bulichi?,False
P00740,No discutan.,YAINYUTUTAMA',no discutan.,yainyututama',False
P00741,No copien.,NANA PU'SU' YANU'TUTAMA',no copien.,nana pu'su' yanu'tutama',False
P00742,¡No dispares!,¡YAILANTUTA!,¡no dispares!,¡yailantuta!,False
P00743,No chilles.,YALAMAPU'TA,no chilles.,yalamapu'ta,True
P00744,No sonrías.,YAYAMERLADATA,no sonrías.,yayamerladata,False
P00745,No sonrían.,YAYAMERLADATAMA',no sonrían.,yayamerladatama',False
P00746,No fumes.,YAU'WA'TUTA,no fumes.,yau'wa'tuta,False
P00747,Termine esto.,A'TA'WANTER ASU',termine esto.,a'ta'wanter asu',True
P00748,Termina esto.,A'TA'WANTER ASU',termina esto.,a'ta'wanter asu',True
P00749,Terminen esto.,A'TA'WANTUKU' ASU',terminen esto.,a'ta'wantuku' asu',False
P00750,Vístete.,ISHINWER',vístete.,ishinwer',False
P00751,¡Ponte serio!,¡ÑIKER' MUSU!,¡ponte serio!,¡ñiker' musu!,False
P00752,¿Ha venido?,¿UKLLIN'CHA?,¿ha venido?,¿ukllin'cha?,False
P00753,Tome asiento.,DU'KER',tome asiento.,du'ker',True
P00754,Él envejeció.,NANA TASERPITULLI,él envejeció.,nana taserpitulli,False
P00755,¡Ha venido!,¡WEK'LLI!,¡ha venido!,¡wek'lli!,False
P00756,Tiene vino.,VINU' A'ÑAPALLI,tiene vino.,vinu' a'ñapalli,False
P00757,Es feliz.,MUSU' NUKA'A,es feliz.,musu' nuka'a,False
P00758,Le gustó.,IYATULLI,le gustó.,iyatulli,False
P00759,Está fingiendo.,INTEK APALLI,está fingiendo.,intek apalli,False
P00760,Está fingiendo comer.,INTEK WERANPALLI,está fingiendo comer.,intek weranpalli,False
P00761,¡Aquí estamos!,¡ASEK ÑAPALLIDEK!,¡aquí estamos!,¡asek ñapallidek!,False
P00762,Aquí estamos.,ASEK ÑAPALLIDEK,aquí estamos.,asek ñapallidek,True
P00763,¡Qué curioso!,¡EMPU'NI ÑINCHIDINUSU'TA'!,¡qué curioso!,¡empu'ni ñinchidinusu'ta'!,False
P00764,Qué raro.,EMPU'NI LLI'INEK,qué raro.,empu'ni lli'inek,False
P00765,Soy cocinero.,KALU'TUTEK' NUKA'KA,soy cocinero.,kalu'tutek' nuka'ka,False
P00766,Estoy jodiendo.,A'PERCHAPALEK,estoy jodiendo.,a'perchapalek,False
P00767,Estoy leseando.,SI'LENTAPALEK,estoy leseando.,si'lentapalek,False
P00768,Lo compré.,MAPA'LEK,lo compré.,mapa'lek,False
P00769,Puedo hacerlo.,YENNITULEK NU'TAK,puedo hacerlo.,yennitulek nu'tak,True
P00770,Puedo compartir.,YENNITULEK A'NAÑIAK,puedo compartir.,yennitulek a'nañiak,False
P00771,Confesé.,LUNNEK ,confesé.,lunnek,False
P00772,No como.,KA'API'NEK,no como.,ka'api'nek,False
P00773,Como pan.,KA'APALEK TANTA',como pan.,ka'apalek tanta',False
P00774,Como fruta.,KA'APALEK WAYUPI,como fruta.,ka'apalek wayupi,False
P00775,Tenía frío.,SANEK'WANTUWINEK,tenía frío.,sanek'wantuwinek,False
P00776,Te encontré.,KAPER'LLIEN,te encontré.,kaper'llien,False
P00777,Me enfadé.,YULEK,me enfadé.,yulek,False
P00778,Traigo noticias.,KERA'PILELLEK LA'LA'LUSA',traigo noticias.,kera'pilellek la'la'lusa',False
P00779,Tengo tiempo.,MANENNU'TAPI'NEK,tengo tiempo.,manennu'tapi'nek,False
P00780,Tengo vino.,VINU' A'ÑAPALEK,tengo vino.,vinu' a'ñapalek,False
P00781,Te oí.,LAUK'LLIEN,te oí.,lauk'llien,False
P00782,Los conozco.,LUWER'CHAPADEKLEK,los conozco.,luwer'chapadeklek,False
P00783,Me gustan.,IYATUDEKLEK,me gustan.,iyatudeklek,False
P00784,Vivo aquí.,ASEK NANPIPALEK,vivo aquí.,asek nanpipalek,False
P00785,La amaba.,TANTENWINEK,la amaba.,tantenwinek,True
P00786,Lo extrañaba.,LU'WANWINEK,lo extrañaba.,lu'wanwinek,False
P00787,Debo esconderme.,INSEK'KITA'KASU'ÑAPALLI,debo esconderme.,insek'kita'kasu'ñapalli,False
P00788,Necesito ayuda.,LUWANTULEK KATU'PA',necesito ayuda.,luwantulek katu'pa',False
P00789,¡Necesito ayuda!,¡LUWANTULEK KATU'PA'!,¡necesito ayuda!,¡luwantulek katu'pa'!,False
P00790,Los necesito.,LUWANTUDEK'LEK,los necesito.,luwantudek'lek,False
P00791,Necesito esto.,LUWANTULEK ASU',necesito esto.,luwantulek asu',False
P00792,Necesito tiempo.,INSEK'DIPERSU' ÑAPI'NEK,necesito tiempo.,insek'dipersu' ñapi'nek,False
P00793,Leo labios.,ÑINCHITAPALEK MA'TAPALLINPA',leo labios.,ñinchitapalek ma'tapallinpa',False
P00794,Vendo autos.,UKU'LATAPALEK WA'NATEKA'ASU',vendo autos.,uku'latapalek wa'nateka'asu',False
P00795,Huelo gas.,LANERAPALEK GAS,huelo gas.,lanerapalek gas,False
P00796,Quiero más.,A'PINTA' LUWANTULEK,quiero más.,a'pinta' luwantulek,False
P00797,Quiero eso.,NANA LUWANTULEK,quiero eso.,nana luwantulek,False
P00798,Quiero este.,ASU' LUWANTULEK,quiero este.,asu' luwantulek,False
P00799,Estaba despierto.,ÑAPAWINEK NANPILADASU',estaba despierto.,ñapawinek nanpiladasu',False
P00800,Estaba mareado.,ÑAPAWINEK LUPERSU',estaba mareado.,ñapawinek lupersu',False
P00801,Me despidieron.,USU'LLINER'KU ,me despidieron.,usu'lliner'ku,True
P00802,Estaba desnudo.,INANPILATEK ÑAPAWINEK,estaba desnudo.,inanpilatek ñapawinek,False
P00803,Estaba cansado.,SAKA'TUSU' ÑAPAWINEK,estaba cansado.,saka'tusu' ñapawinek,False
P00804,Estaba equivocado.,PEKTUNSU' ÑAPAWINEK,estaba equivocado.,pektunsu' ñapawinek,False
P00805,Esperaré.,WA'TENTECHEK,esperaré.,wa'tentechek,False
P00806,Trabajo aquí.,SAKA'TAPALLEK ASEK,trabajo aquí.,saka'tapallek asek,False
P00807,Lo probaré.,LATA'ECHEK,lo probaré.,lata'echek,False
P00808,Soy finlandés.,FINLANDIS NUKA'KA,soy finlandés.,finlandis nuka'ka,False
P00809,Soy turco.,TURKU NUKA'KA,soy turco.,turku nuka'ka,False
P00810,Soy turca.,TURKA NUKA'KA,soy turca.,turka nuka'ka,False
P00811,Soy panadero.,TANTA' NU'TUTEK NUKA'KA,soy panadero.,tanta' nu'tutek nuka'ka,False
P00812,Soy mujer.,KU'APER NUKA'KA,soy mujer.,ku'aper nuka'ka,False
P00813,Tengo curiosidad.,ÑINCHIDINUPALEK,tengo curiosidad.,ñinchidinupalek,False
P00814,Estoy bailando.,LANSA'PALEK,estoy bailando.,lansa'palek,False
P00815,Estoy comprometida.,ÑAPALEK ALA'SA' ENMU'PINENLEK,estoy comprometida.,ñapalek ala'sa' enmu'pinenlek,False
P00816,Estoy emocionado.,ÑAPALEK SAKEK'SU',estoy emocionado.,ñapalek sakek'su',False
P00817,Estoy ayunando.,WERANPI'NEK,estoy ayunando.,weranpi'nek,False
P00818,Estoy saludable.,ÑAPALEK MUDINUSU',estoy saludable.,ñapalek mudinusu',False
P00819,Me voy.,PA'ECHEK,me voy.,pa'echek,True
P00820,Estoy casado.,ÑAPALEK SADASU',estoy casado.,ñapalek sadasu',False
P00821,Soy casado.,SADASU' NUKA'KA,soy casado.,sadasu' nuka'ka,False
P00822,Soy casada.,SUDASU' NUKA'KA,soy casada.,sudasu' nuka'ka,False
P00823,Estoy nervioso.,AMERCHA TEKUASU' ÑAPALEK,estoy nervioso.,amercha tekuasu' ñapalek,False
P00824,Soy neutral.,ÑIDENKINPU' NUKA'KA,soy neutral.,ñidenkinpu' nuka'ka,False
P00825,Soy paciente.,WA'TENTUTEK NUKA'KA,soy paciente.,wa'tentutek nuka'ka,False
P00826,Estoy leyendo.,LUNPALEK,estoy leyendo.,lunpalek,False
P00827,Estoy descansando.,NERIAPALEK,estoy descansando.,neriapalek,False
P00828,Soy egoísta.,KUAKEKSA' LLI'INUPALEK,soy egoísta.,kuakeksa' lli'inupalek,False
P00829,Estoy atrapado.,ÑAPALEK PILLI'PI,estoy atrapado.,ñapalek pilli'pi,False
P00830,Estoy esperando.,WA'TENTAPALEK,estoy esperando.,wa'tentapalek,False
P00831,Ignoralos.,LUWERCHINPU'DEKER,ignoralos.,luwerchinpu'deker,False
P00832,¿Para llevar?,¿EKPA'AK?,¿para llevar?,¿ekpa'ak?,False
P00833,¿Está ventoso?,¿NAKUSU' TANLUWATULLI?,¿está ventoso?,¿nakusu' tanluwatulli?,False
P00834,¿Es suyo?,¿KENMAKIN'CHA?,¿es suyo?,¿kenmakin'cha?,False
P00835,¿Es todo?,¿IÑER'A'CHA?,¿es todo?,¿iñer'a'cha?,False
P00836,Pasó.,NAKULLI ,pasó.,nakulli,False
P00837,Eso sucedió.,NANA NAKULLI,eso sucedió.,nana nakulli,True
P00838,Yo invito.,KUA PEKLU'TULEK,yo invito.,kua peklu'tulek,False
P00839,Me salvó.,KATU'PALUN,me salvó.,katu'palun,False
P00840,Estuvo chevere.,UCHA'PAYA ÑAPAWIÑI,estuvo chevere.,ucha'paya ñapawiñi,False
P00841,Fue fácil.,SAKA'DEKINPU' ÑIWIÑI,fue fácil.,saka'dekinpu' ñiwiñi,False
P00842,Fue real.,ÑIWIÑI TEKINCHI,fue real.,ñiwiñi tekinchi,False
P00843,Es lunes.,LUNES NUKA'A,es lunes.,lunes nuka'a,False
P00844,Todo bien.,IÑER MUSU',todo bien.,iñer musu',False
P00845,Hace fresco.,TANLUWATAPALLI,hace fresco.,tanluwatapalli,True
P00846,Está nublado.,PULUNKER' WANTA'PALLI,está nublado.,pulunker' wanta'palli,False
P00847,Es inútil. (sujeto),MA'KINPU' NUKA'A,es inútil. (sujeto),ma'kinpu' nuka'a,True
P00848,Sigue intentando.,INTEKLERIAPER'ILA,sigue intentando.,intekleriaper'ila,False
P00849,Déjame ayudarte.,TAITULA'U KATU'PE'CHEN,déjame ayudarte.,taitula'u katu'pe'chen,False
P00850,Házmelo saber.,A'ÑINCHITU'U,házmelo saber.,a'ñinchitu'u,False
P00851,Déjame vivir.,TAITULA'U NANPIAK,déjame vivir.,taitula'u nanpiak,False
P00852,¡Empecemos!,¡TENMIANSU'WA'!,¡empecemos!,¡tenmiansu'wa'!,False
P00853,Comencemos.,TENMIANSU'WA,comencemos.,tenmiansu'wa,False
P00854,Bailemos.,LANSA'WA',bailemos.,lansa'wa',False
P00855,¡Hagámoslo!,¡NU'TAWA'!,¡hagámoslo!,¡nu'tawa'!,False
P00856,Entremos.,DA'AWA',entremos.,da'awa',False
P00857,Vayámonos.,PA'AWA',vayámonos.,pa'awa',False
P00858,Míralo.,LLI'KER',míralo.,lli'ker',False
P00859,¡Muchas gracias!,¡YUSPEINET'ECHUN!,¡muchas gracias!,¡yuspeinet'echun!,True
P00860,Memorízalo.,SEKDIPERKER' MUTU'PENKEK,memorízalo.,sekdiperker' mutu'penkek,False
P00861,Nadie murió.,ÑIDEN CHIMII'ÑI,nadie murió.,ñiden chimii'ñi,False
P00862,Nadie vino.,ÑIDEN U'I'ÑI,nadie vino.,ñiden u'i'ñi,False
P00863,Nadie mintió.,ÑIDEN TUMUI'ÑI,nadie mintió.,ñiden tumui'ñi,False
P00864,Ahora ayúdame.,IPA'LA KATUPA'U,ahora ayúdame.,ipa'la katupa'u,False
P00865,Ahora resiste.,IPA'LA YAN'KATEKTER',ahora resiste.,ipa'la yan'katekter',False
P00866,Ahora sigue.,IPA'LA TUPITER',ahora sigue.,ipa'la tupiter',True
P00867,Ahora continúa.,IPA'LA TUPITER',ahora continúa.,ipa'la tupiter',True
P00868,Ahora prosigue.,IPA'LA TUPITER',ahora prosigue.,ipa'la tupiter',True
P00869,Ahora callate.,IPA'LA TA'TULER',ahora callate.,ipa'la ta'tuler',False
P00870,Bájalo.,U'NU'WANGER',bájalo.,u'nu'wanger',False
P00871,Ponte esto.,I'SHIKER' ASU',ponte esto.,i'shiker' asu',True
P00872,Póngase esto.,I'SHIKER' ASU',póngase esto.,i'shiker' asu',True
P00873,Libérale.,APU'KER',libérale.,apu'ker',True
P00874,Recuérdalo.,LI'INUTER',recuérdalo.,li'inuter',False
P00875,Mándalo dentro.,AKU'KER' KINEKLA,mándalo dentro.,aku'ker' kinekla,True
P00876,Mándalo adentro.,AKU'KER' KINEKLA,mándalo adentro.,aku'ker' kinekla,True
P00877,Mándenlo adentro.,AKU'KU' KINEKLA,mándenlo adentro.,aku'ku' kinekla,False
P00878,¿Nos vamos?,¿PA'ATER'?,¿nos vamos?,¿pa'ater'?,False
P00879,¿Debería ir?,¿PA'ECHEK'ATA'?,¿debería ir?,¿pa'echek'ata'?,False
P00880,Muéstrame cómo.,A'LI'U MA'PU'SU',muéstrame cómo.,a'li'u ma'pu'su',False
P00881,Háblame.,LUNTUU,háblame.,luntuu,False
P00882,¡Dejad sitio!,¡TA'ITUKU' DU'AK!,¡dejad sitio!,¡ta'ituku' du'ak!,False
P00883,¡Quieto ahí!,¡YALENMEKTA NANEK!,¡quieto ahí!,¡yalenmekta nanek!,False
P00884,¡Quédate quieto!,¡LIA'KER' YALENMEKTA!,¡quédate quieto!,¡lia'ker' yalenmekta!,False
P00885,¡Alto! ¡Ladrón!,¡WANERKER'! ¡APECHUTEK!,¡alto! ¡ladrón!,¡wanerker'! ¡apechutek!,False
P00886,Descansad.,NERIKER',descansad.,neriker',False
P00887,Actúa.,NU'TER',actúa.,nu'ter',False
P00888,Eso ayudó.,NANA KATU'PA'TULLI,eso ayudó.,nana katu'pa'tulli,False
P00889,Está mojado.,WIWERSU' ÑAPALLI,está mojado.,wiwersu' ñapalli,False
P00890,¡Allá está!,¡NANEK ÑAPALLI!,¡allá está!,¡nanek ñapalli!,False
P00891,Se quemaron.,UKER'LLINA',se quemaron.,uker'llina',False
P00892,Llamaron.,PEKLU'TULLINA',llamaron.,peklu'tullina',False
P00893,Bailaron.,LANSA'LLINA',bailaron.,lansa'llina',False
P00894,Lo hicieron.,NU'TULLINA',lo hicieron.,nu'tullina',True
P00895,Lo lograron.,NU'TULLINA',lo lograron.,nu'tullina',True
P00896,Se abrazaron.,INWIPERI'LLINA',se abrazaron.,inwiperi'llina',False
P00897,Se besaron.,INMUSHA'LLINA',se besaron.,inmusha'llina',False
P00898,Obedecieron.,LATEKTULLINA',obedecieron.,latektullina',False
P00899,Sonrieron.,YAMERLADALLINA',sonrieron.,yamerladallina',False
P00900,Esperaron.,WA'TENTULLINA',esperaron.,wa'tentullina',False
P00901,Caminaron.,DEK'KUNTULLINA',caminaron.,dek'kuntullina',False
P00902,Ellos caminaron.,NAWA DEK'KUNTILLINA',ellos caminaron.,nawa dek'kuntillina',False
P00903,Pasearon.,DA'LLINA',pasearon.,da'llina',False
P00904,Ellos gritaron.,NAWA LAMAPU'LLINA',ellos gritaron.,nawa lamapu'llina',False
P00905,Esto apesta.,ASU' ANALLI,esto apesta.,asu' analli,False
P00906,Tom llegó.,TOM EKTU'LLI,tom llegó.,tom ektu'lli,False
P00907,Tom cambió.,TOM A'PAWILLEK'LLI,tom cambió.,tom a'pawillek'lli,True
P00908,Tom varió.,TOM A'PAWILLEK'LLI,tom varió.,tom a'pawillek'lli,True
P00909,Tomás aplaudió.,TOMAS INLLIPU'ITE'LALLI,tomás aplaudió.,tomas inllipu'ite'lalli,False
P00910,Tom decidió.,TOM WADUÑI,tom decidió.,tom waduñi,False
P00911,Tom escapó.,TOM CHI'YE'KLLI,tom escapó.,tom chi'ye'klli,False
P00912,Tom espiró.,TOM DEKLLI NERIDEKNEN,tom espiró.,tom deklli nerideknen,False
P00913,Tom gruñó.,TOM MERMIÑI,tom gruñó.,tom mermiñi,False
P00914,Tom inhaló.,TOM LANERLLI,tom inhaló.,tom lanerlli,False
P00915,Tom escucha.,TOM LAUKTAPALLI,tom escucha.,tom lauktapalli,False
P00916,Tom estornudó.,TOM A'SHULLI,tom estornudó.,tom a'shulli,False
P00917,Tom enseña.,TOM A'LEKTAPALLI,tom enseña.,tom a'lektapalli,False
P00918,Tom ayudará.,TOM KATU'PA'TECHU,tom ayudará.,tom katu'pa'techu,False
P00919,Pruébate este.,LATAKER' ASU',pruébate este.,lataker' asu',False
P00920,Apágalo.,A'TASHUNKER',apágalo.,a'tashunker',False
P00921,Esperame.,WA'TEN'U,esperame.,wa'ten'u,True
P00922,Espéranos.,WA'TEN'U'KUDEK,espéranos.,wa'ten'u'kudek,False
P00923,Despertalo.,A'NAMBIKER',despertalo.,a'nambiker',False
P00924,Camina lentamente.,DEKUNDER' UTI'LA,camina lentamente.,dekunder' uti'la,False
P00925,¿Estaba equivocada?,¿ÑAPAWINEK PEKTUNSU'?,¿estaba equivocada?,¿ñapawinek pektunsu'?,False
P00926,¿Hacía frío?,¿SANEKWANWIÑI?,¿hacía frío?,¿sanekwanwiñi?,False
P00927,¿Estuvo bueno?,¿MUSU'ÑAPAWIÑI?,¿estuvo bueno?,¿musu'ñapawiñi?,False
P00928,Estamos aquí.,ASEK ÑAPALLIDEK,estamos aquí.,asek ñapallidek,True
P00929,Comimos huevos.,KA'LLIDEK KADU',comimos huevos.,ka'llidek kadu',False
P00930,Podemos ayudar.,YINNITULLIDEK KATU'PA'TAK,podemos ayudar.,yinnitullidek katu'pa'tak,False
P00931,Podemos hablar.,YINNITULLIDEK LUNNAK,podemos hablar.,yinnitullidek lunnak,False
P00932,Podemos esperar.,YINNITULLIDEK WA'TENTAK,podemos esperar.,yinnitullidek wa'tentak,False
P00933,Nos perdimos.,WER'LLIDEK,nos perdimos.,wer'llidek,True
P00934,Te queremos.,TANDENÑIDEN,te queremos.,tandenñiden,True
P00935,Te amamos.,TANDENÑIDEN,te amamos.,tandenñiden,True
P00936,Te extrañamos.,LU'WANÑIDEN,te extrañamos.,lu'wanñiden,False
P00937,Te necesitamos.,LUWANTULLIDEN,te necesitamos.,luwantulliden,False
P00938,Nos recordamos.,LLI'INUTAPALLIDEK,nos recordamos.,lli'inutapallidek,False
P00939,Sobrevivimos.,CHIMINLLINKEKLA NAMPIPALEKWA',sobrevivimos.,chiminllinkekla nampipalekwa',False
P00940,Nosotros conduciremos.,KUDA EKPEKCHIDEK,nosotros conduciremos.,kuda ekpekchidek,False
P00941,Nosotros compartiremos.,KUDA A'NAÑIECHIDEK,nosotros compartiremos.,kuda a'nañiechidek,False
P00942,Compartiremos.,A'NAÑIECHIDEK,compartiremos.,a'nañiechidek,False
P00943,Estamos despiertos.,NAMPILALASU' ÑAPALIDEK,estamos despiertos.,nampilalasu' ñapalidek,False
P00944,Estamos limpios.,PEKUIPI ÑAPALIDEK,estamos limpios.,pekuipi ñapalidek,False
P00945,Estamos listos.,INSEKDIPERPI ÑAPALIDEK,estamos listos.,insekdiperpi ñapalidek,False
P00946,Lo sentimos.,WE'INUTULIDEK,lo sentimos.,we'inutulidek,False
P00947,Estamos cansados.,SAKA'TUSU' ÑAPALIDEK,estamos cansados.,saka'tusu' ñapalidek,False
P00948,Somos gemelos.,INSILAN NUKA'KAWA',somos gemelos.,insilan nuka'kawa',False
P00949,Somos jóvenes.,NADI'NEK NUKA'KAWA',somos jóvenes.,nadi'nek nuka'kawa',False
P00950,¡Qué burro!,¡MA'NEN ÑINCHICHI'NA!,¡qué burro!,¡ma'nen ñinchichi'na!,True
P00951,¡Qué imbécil!,¡MA'NEN ÑINCHICHI'NA!,¡qué imbécil!,¡ma'nen ñinchichi'na!,True
P00952,¡Qué pérdida!,¡EMBU'NI WER'IPA'!,¡qué pérdida!,¡embu'ni wer'ipa'!,False
