pair_id,ESP,SHIWILU
P00603,ellos trabajan todos los días.,NAWA'SAKA'TAPALLINA IÑER' UKLLILUSA'
P00604,la niña trabaja con alegría.,NANA WILA KUAPER SAKA'TAPALLI SAKEKSU'
P00605,las niñas trabajan en la casa.,NANA WILA KUAPERLUSA' SAKA'TAPALLINA PIDEK'KEK
P00606,las niñas trabajan todos los días.,NANA WILA KUAPERLUSA' SAKA'TAPALLINA IÑER' UKLLILUSA'
P00607,nosotras no trabajamos con alegría.,KUDA KU'LA SAKA'TAPI'ÑIDEK SAKEKSU'
P00608,nosotras trabajamos todos los días.,KUDA SAKA'TAPALLIDEK IÑER' UKLLILUSA'
P00609,nosotros no trabajamos con alegría.,KUDA KU'LA SAKA'TAPI'ÑIDEK SAKEKSU'
P00610,nosotros no trabajamos en la casa.,KUDA KU'LA SAKA'TAPI'ÑIDEK PIDEK'KEK
P00611,tú no trabajas en la escuela.,KUDA KU'LA SAKA'TAPI'ÑIDEK ÑINCHITUNAPIDEK'KEK
P00612,tú trabajas todos los días.,KENMA SAKA'TAPALA IÑER'UKLLILUSA'
P00613,ustedes no trabajan en la escuela.,KENMAMA KU'LA' SAKA'TAPI'NAMA' ÑINCHITUNAPIDEKEK
P00614,él no trabaja con alegría.,NANA KU'LA' SAKA'TAPI'ÑI SAKEKSU'
P00615,el niño no ve el sol.,NANA WILA KU'LA' LLIAPI'ÑI KEK'KI
P00616,el niño no ve a sus amigos.,NANA WILA KU'LA' LLIAPI'ÑI EKKUANENLU'SA'
P00617,el niño ve a sus amigos.,NANA WILA LLIA'PALLI EKKUANENLU'SA'
P00618,ella ve a sus amigos.,NANA LLIA'PALLI EKKUANENLU'SA'
P00619,las niñas no ven el sol.,NANA WILA'KU'APERLU'SA' KU'LA' LLIAPI'ÑI'NA' KEK'KI
P00620,los niños no ven el sol.,NANA WILA'KU'APERLU'SA' KU'LA' LLIAPI'ÑI'NA' KEK'KI
P00621,los niños no ven a sus amigos.,NANA WILA'LU'SA' KU'LA' LLIAPI'ÑI'NA' PATU'NENLU'SA'
P00622,los niños ven a sus amigos.,NANA WILA'LU'SA LLIAPI'ÑI'NA' PATU'NENLU'SA'
P00623,nosotras vemos una película.,KUDA LLI'APALLIDEK ALA'SA' PILLICU'LA'
P00624,nosotros no vemos a sus amigos.,KUDA KU'LA' LLI'APIÑIDEK PATU'NENLU'SA'
P00625,tú ves una película.,KENMA LLI'APA'LA' ALA'SA' PILLICU'LA'
P00626,yo no veo a sus amigos.,KUA KU'LA' LLI'API'NEK PATU'NENLU'SA
P00627,él no ve el sol.,NANA KU'LA' LLI'API'ÑI KEK'KI' 
P00628,el niño no viaja a la ciudad.,NANA WILA KU'LA' PA'API'ÑI ÑINANLUK
P00629,ella viaja al campo.,NANA PALLI' MENMIK
P00630,ella viaja por las noches.,NANA PALLI' DEKPILLILU'SA'
P00631,ellas viajan a la ciudad.,NAWA' PA'LLINA' ÑINANLUK
P00632,ellas no viajan al campo.,NAWA' KU'LA' PAI'ÑINA' MENMIK
P00633,ellos no viajan por las noches.,NAWA' KU'LA' PA'API'ÑINA' DEKPILLI' LUSA'
P00634,ellos no viajan con su familia.,NAWA' KU'LA' PA'API'ÑINA' PATU'NENNA'LEK
P00635,la niña viaja al campo.,NANA WILA KUAPER PA'LLI MENMIK
P00636,la niña viaja por las noches.,NANA WILA KUAPER PA'LLI DEKPILLI'LUSA'
P00637,la niña no viaja al campo.,NANA WILA KUAPER KU'LA PA'IÑI MENMIK
P00638,las niñas viajan con su familia.,NANA WILA KUAPERLUSA' PA'LLINA PATUNEN'LEK
P00639,los niños viajan por las noches.,NANA WILALUSA' PA'LLINA DEKPILLI'LUSA'
P00640,nosotras no viajamos por las noches.,KUDA KU'LA PA'APIÑIDEK DEKPILLI'LUSA'
P00641,nosotras no viajamos a la ciudad.,KUDA KU'LA PA'APIÑIDEK ÑINANLUK
P00642,nosotras no viajamos al campo.,KUDA KU'LA PA'APIÑIDEK MENMIK
P00643,nosotros viajamos con su familia.,KUDA PA'LLIDEK PATUNEN'LEK
P00644,nosotros viajamos al campo.,KUDA PA'LLIDEK MENMIK
P00645,nosotros viajamos a la ciudad.,KUDA PA'LLIDEK ÑINANLUK
P00646,tú no viajas por las noches.,KENMA KU'LA PA'APINA DEKPILLI'LUSA'
P00647,ustedes viajan con su familia.,KENMAMA' PA'LAMA' PA'TUN'PENMA'LEK
P00648,ustedes viajan a la ciudad.,KENMAMA' PA'LAMA' ÑINANLUK
P00649,yo viajo con su familia.,KUA PA'APILALEK PATUNENLEK
P00650,yo no viajo al campo.,KUA KU'LA PA'INEK MENMIK
P00651,el niño vive en la ciudad.,NANA WILA NANPIPALLI ÑINANLUK
P00652,el niño vive en el campo.,NANA WILA NANPIPALLI MENMIK
P00653,ella vive en la casa.,NANA NANPIPALLI PIDEK'KEK
P00654,ellas viven en el campo.,NAWA'NANPI'PALLINA MENMIK
P00655,ellos no viven en el campo.,NAWA'KU'LA NANPI'PI'ÑINA MENMIK
P00656,la niña no vive en la casa.,NANA WILA KUAPER KU'LA NANPI'PI'ÑI PIDEK'KEK
P00657,las niñas viven en el campo.,NANA WILA KUAPERLUSA' NANPI'PALLINA MENMIK
P00658,las niñas viven en la ciudad.,NANA WILA KUAPERLUSA' NANPI'PALLINA ÑINANLUK
P00659,nosotras no vivimos en el campo.,KUDA KU'LA NANPI'PIÑIDEK MENMIK
P00660,nosotros vivimos en la casa.,KUDA NANPI'PALLIDEK PIDEK'KEK
P00661,nosotros no vivimos en el campo.,KUDA KU'LA NANPI'PIÑIDEK MENMIK
P00662,tú vives con tu familia.,KENMA NANPI'PALA PATUN'PENLEK
P00663,ustedes viven en el campo.,KENMAMA' NANPI'PALAMA' MENMIK
P00664,ustedes no viven en la casa.,KENMAMA' KU'LA NANPI'PINAMA' PIDEK'KEK
P00665,yo no vivo en el campo.,KUA KU'LA NANPI'PINEK MENMIK
P00666,yo no vivo con su familia.,KUA KU'LA NANPI'PINEK PATUNENLEK
P00667,yo no vivo en la casa.,KUA KU'LA NANPI'PINEK PIDEK'KEK
P00668,él no vive con su familia.,NANA KU'LA NANPI'PIÑI PATUNENLEK
