pair_id,ESP,SHIWILU
P00488,"al gobernante le dijeron,","wa’an wintullina’,"
P00489,"“¡Gobernante, vamos a hacer pesca con barbasco!”","- “¡Wa’an, enchuku’ pur’awa’!”"
P00490,"“¡Así hagan entonces ustedes, vayan a hacer la pesca!”","- “¡Nu’ku’ nu’pachi kenmama’, pur’unta’ku’!”"
P00491,cuando ya iba a empezar el fuego.,nana yadi’setchusik.
P00492,Entonces dicen que Arákayu icaró (con su saber) desde allí a los riachuelos que tenían peces.,Ipa’linchi Arakayu ima pekkutulli naneklanek dekshadeklusa’ samerwa’nsu’.
P00493,"Todos (los peces) salieron,","Iñerdaper yu’nkellapilli,"
P00494,"las cuencas de las quebradas se secaron,","enpinantek’unta’llina’ dekshadeklusa’,"
P00495,se secaron las cochas.,enpinantekllina’ sennanlusa’.
P00496,"El paiche salió,","Unma’ yunsu’lli,"
P00497,"la charapa salió,","puka’ yunsu’lli,"
P00498,"la taricaya salió,","damer’ita yunsu’lli,"
P00499,la mata-mata salió....,mapapa’ yunsu’lli.....
P00500,Dicen que de esa manera antiguamente Arákayu nos maldijo y nos abandonó. a long time ago.,Nu’sui’ma napi’ Arakayu pillek’aminerkenmu’wa’ pa’lapinta’llinerkenmu’wa’.
P00501,"Vengándose, el monte, se sumió más el monte.","Pillek’an, tanan, dankumelli a’pinta’ tanan."
P00502,"Todas las temporadas de lluvias inunda,","Iñer u’lan’ukllik wisunanpalli,"
P00503,inunda bastante y se forman tahuampales.,wisunanpalli enpu’nipa’ tanpennan ñapalli.
P00504,Esas cochas se secaron.,Nana sennanlusa’ enñi.
P00505,"En esos lagos, dice, todavía viven sus dueños, adentro.","Sennanlusek ima nanpipallinpi’la wa’anen, kinekla."
P00506,"Las boas todavía están ahí,","Kupiwanlusa’ ñapallinpi’la,"
P00507,los lagartos negros ahí están.,matutada ñapalli.
P00508,Ellos también escondidos están.,Nawa’nta’ insekkitula’su’ ñapalli.
P00509,Arakayu les dijo:,Arakayuler itudeklli:
P00510,“No se dejen ver donde están estos malos.,“Anetlla ya’lli’tapatama’ asu’ mukankinpu’lusek.
P00511,"Estos malos, cuando no tengan más que comer, hasta lagarto comerán.","Asu’ mukankinpu’lusa’, ñi a’pinta’ ma’winpu’pachina’, tada ilakapi ka’achuna’."
P00512,"Cuando no tengan nada, boa alguna vez van a comer”","Ma’winpu’pachina’, kupiwan enpulu ka’achuna’”"
P00513,eso exclamó y nos maldijo este Arákayu.,tan ima pillekllenmu’wa’ asu’ Arakayu.
P00514,"“Si Arakayu no hubiera salido (de Pampayacu),","“Arakayu yunsui’npu’a’su’ ñilli,"
P00515,"nosotros tendríamos muchísimo pescado,","enpu’nipa’ kenmu’wa’ samerwanpanansu’wa’,"
P00516,la ribera se mantendría muy bonita.,ukuchin enpu’ni mushipa’ ñapa’su’.
P00517,En cambio ahora crece la maleza”,Ipa’li’na tanantapilalli”
P00518,"dijeron los antiguos sentados,","tullina’ napi’ku’lusa’ du’anna’,"
P00519,yendo a sentarse afuera y sintieron pena.,adipi du’kunna’ wa’inutullina’.
P00520,Todos dijeron “¿Por qué nos hicieron eso?”,Iñerdaper “¿Ma’ki’nta’ nu’tullinerkenmu’wa’ ten?”
P00521,dijeron las muchachas.,tullina’ sha’walusa’.
P00522,“¿Por qué nos hicieron esto?”,“¿Ma’kin nu’tullinerkenmu’wa’ chi”
P00523,dijeron los viejos finados también con pena.,tullina’ taserpiku’lusa’.
P00524,"Diciendo así a veces, con sus comadres agarrándose de las manos,","Tanna’ nerpi’pu’, kumarinenna’lek inpilli’iteklatanna’,"
P00525,"besándose las manos, lloraban.","inmusha’iteklatanna’, wellekllina’."
P00526,"Ahora esta hambruna nos dieron,","Ipa’la uki’lak aku’llinerkenmu’wa’,"
P00527,somos víctimas de (la ira de) Arákayu.,Arakayu nenchullinerkenmu’wa’.
P00528,Por eso estamos sufriendo.,Nu’ak kua’ insekluten’apalekwa’.
P00529,"Los niños no conocen el paiche,","Wilalusa’ luwetchi’ñina’ unma’,"
P00530,"los niños no conocen la vacamarina,","wilalusa’ luwetchi’ñina’ panwalalan,"
P00531,"no conocen la huangana,","luwetchi’ñina’ panwala,"
P00532,no conocen los grandes peces:,luwetchi’ñina’ asu’ kupin samellusa’:
P00533,"paiche, tucunaré, arahuana.","unma’, tukuner, dunantek."
P00534,Todos los peces se extinguieron.,Samellusa’ iñer wetlli.
P00535,Por eso nosotros mismos somos culpables.,Nanekla kenmu’wa’pi’la usha’wanekwa’.
P00536,"Nadie más tiene la culpa,","Ñiden usha’wi’ñi ma’kinpa’,"
P00537,porque los de mal corazón quemaron la casa de Arákayu.,nana mukankinpu’lalusa’ler Arakayu pideknen di’setchullina’.
P00538,"Cuando contaban yo también a los viejos ya finados les he escuchado, sentado desde cierta distancia.",Ta’ser kuanta’ taserpiku’lusa’ laukdeklek du’amu weilan.
P00539,Antes los viejos ya finados no querían que nos acercáramos cuando éramos niños.,Napi’ taserpiku’lusa’ luwanchiñina’ kawita’kasu’ wilakudek ña’sekkudek.
P00540,Nos decían “¿Qué quieren escuchar ustedes?,Itullinerkudek “¿Ma’nen i’na kenmama’ yalauklama’?
P00541,"¡Váyanse, caramba, lejos!”",¡Paku’ tekchi wei!”.
P00542,Cuando un viejo hablaba los niños no debían asomarse.,"Taserpi lunpasik, wilalusa’ kawichi’ñina’."
P00543,“¿Por qué se portan así?” nos decían.,“¿Ma’ki’na kenmama’ u’lama’?” itullinerkudek.
P00544,Nosotros silenciosamente nos acercábamos queriendo escuchar.,Kudi’na ta’tushala’mudek kawidekllidek yalaukdek’amudek.
P00545,De ahí yo también he aprendido de qué manera vivió este Arákayu.,Nanekla’nka kuanta’ ñinchitulek asu’ Arakayu ma’pu’si’pa’ nanpilli.
P00546,Las viejas finadas y los viejos finados se sentaban y hablaban de ese Arákayu.,"Tasellunku’lusa’ papinkuku’lusa’ du’anna’, nana Arakayukin luñina’."
P00547,"A veces le llamaban, le discursaban a Arákayu.","Nerpi’pu’ peklu’llina’, ulenñina’ Arakayu."
P00548,"“¡Arakayúuu, suelta tus pecesitos que estoy pescando porque tengo hambre!","“¡Arakayúuu, sametchapen apur pur’apalek asu’ uki’lamuuu!"
P00549,¿Qué les voy a dar de comer a mis hijos?” diciendo.,¿Wilaweklusa’ ma’nen i’na a’ka’dek’etchek?” tanna’.
P00550,Diciendo eso pescaban los antiguos.,Tanna’ purllina’ napi’ku’lusa’.
P00551,Hasta ahora nosotros los que hemos oído conocemos (de Arákayu).,Ipa’la walek kuda laukta’kudeksu’ ñinchitapallidek.
P00552,Pero a nadie queremos contarle porque no creen.,Ñi’na ñiden kudaler yawinchi’ñidek latekchiñina’.
P00553,"Ahora aún más teniendo educación formal,","Ipa’la a’pinta’ ñinchillintanna’,"
P00554,"sabiendo escribir,","ñinchillinsetchanna’,"
P00555,"sabiendo leer,","ñinchilli’anna’ kerka’ña,"
P00556,(los jóvenes) ya no valoran esas cosas.,ñi a’pinta’ nanadaper lli’inuchi’ñina’.
P00557,De esa manera estos lagos de Pampayacu desaparecieron.,Nu’sikla’nka asu’ Panpadek sennanlusa’ wetlli.
P00558,"Así, cuando ya habían desaparecido, nosotros vinimos a este mundo.",Nu’su’ wer’sik i’pa kuda ñillidek.
P00559,"¡Cuándo habrá sucedido eso,","¡Enpi’pui’pa’ nana nu’su’ ña’su’,"
P00560,hace cuántos miles de años habrá pasado eso lo que ha sido así!,enpu’dun waranka ekkilaleipa’ ñilli nana nu’su’ ña’su’!
P00561,"Cuando contaron los he escuchado, los antiguos viejos y las abuelas finadas hablaban.","Ta’ser lauktulek papinkuku’lusa’, amiku’lusa’ luñina’."
P00562,"Todos los animales, hasta los terrestres, se han ido por su lado, se han alejado.","Dudinpu’ asu’ lupek pa’a’su’daper ilakapi chiketchullina’, wei pa’llina’."
P00563,Ahora los han espantado más lejos.,Ipa’la a’pinta’ lliwaitullina’.
P00564,Eso nomás les he contado sobre Arákayu.,Nanasa’ winterkenma’ Arakayuki.
P00565,Aquí termina.,Nanek ta’wantulli.
P00566,Los finados shiwilu a la que llamamos ahora “Campana Poza” antes la llamaban “Ballena Poza”.,Shiwiluku’lusa’ ipa’la ita’kawa’su’ “Kanpana’ Pitun” napi’ i’na itullina’ “Lanla’ Pitun”.
P00567,Allí dice vivía una ballena.,Nanek ima lanla’ ñilli.
P00568,Dicen que Arákayu puso una ballena y salió (de la región).,Arakayu ima lanla’ akun yunsu’lli.
P00569,“Esto les va a devorar a todos los malos”,“Asu’ler pekdadek’etchu mukankinpu’lusa’”
P00570,dijo Arákayu y puso la ballena.,tan ima Arakayu nana lanla’ aku’lli.
P00571,Ahora a la que antes llamaban “Ballena Poza” la llaman “Campana Poza”.,Ipa’la “Lanla’ Pitun” itullina’ napi’ ipa’li’na “Kanpana’ Pitun” itullina’.
P00572,Dicen que todas estas cosas Arákayu enojándose nos ha dejado al irse.,Nanadaper ima’ka Arakayu yun pa’lapinantullinerkudek.
P00573,"A la ballena la mató Marcel,","Lanla’ i’na di’tulli Marceller,"
P00574,él mató a la ballena.,di’tulli lanla’.
P00575,Dicen que cuando Marcel bajaba el río en un patecito la ballena se lo tragó.,Marcel ima pachishak nu’wantan lanla’ler lanpi’tulli.
P00576,"Ahí entrando (dentro de la ballena, Marcel) le vio su corazón.",Nanek da’an lli’itulli dinlupinen.
P00577,“La mataré” dijo y le trozó el corazón.,“Di’tetchek” tan dinlupinen dektuintulli.
P00578,Ahí dice (la ballena) salió a la playa y saliendo murió.,"Naneklima yunsu’lli dellutekkek, yunsu’n chimiñi."
P00579,Ahí se pudrió.,Nanek tawetchulli.
P00580,"De ahí, esta la “Ballena Poza” se redujo.",Naneklimaka asu’ nana Lanla’ Pitunta’ uwentunta’lli.
P00581,Dicen que antes era grande Ballena Poza.,A’llupima ñiwiñi napi’ Lanla’ Pitun.
P00582,"A ver pues, voy a contar ahora cómo se les habrá ocurrido a los shiwilu finados conocer Moyobamba.",Enta’n lunchek ipa’la asu’ ma’pu’sui’pa’ kankantanna’ Shiwiluku’lusa’ Muyunpa yaluwetchullina’.
P00583,"Ahí, dice, las personas del pueblo se concentraron primero, el jefe les llamó:","Nanek ima ñinanlu’ indiuntuñina’ nanentu, wa’anler peklu’deklli."
P00584,"“Vamos a conocer a otro tipo de gente nosotros también,","“Enchuku’ nermuda’ luwetchawa’ kenmu’wa’nta’,"
P00585,"sabemos que otros también viven, pero nunca les hemos visto.","ñinchitapalekwa’ ali’ladaperunta’ nanpi’perkasu’, ñi’na ñienpi’ lli’dek’i’nekwa’."
P00586,"Por eso nosotros ahora decimos otra gente también quizá vivirán,","Nu’akkui’na kenmu’wa’ ipa’la tapalekwa’ ali’la muda’nti’pa’ nanpipalli,"
P00587,"diferente lengua hablarán, decimos.","nerpi’la la’la’ ipa’ lunpallina’, ta’kawa’su’."
P00588,No sabemos.,Ñinchichi’nekwa’.
P00589,"Por eso ahora hermanos y hermanas vamos a conocer Moyobamba nosotros también, qué tal será esa ciudad”.","Nu’akkui’na ipa’la yalli’lusa’, sha’walusa’ enchuku’ Muyunpa luwetchawa’ kenmu’wa’nta’, ma’pu’si’pa’ nana ñinanlu’”."
P00590,Antes los soñadores decían “Por ahí por donde el sol se oculta hay un pueblo.,Napi’ wa’latulusa’ tullina’ “Ina asu’ kekki da’asu’lupa’ ala’sa’ ñinanlu’ ñapalli.
P00591,Diferente lengua hablan ellos.,Nerpi’la la’la’ lunpallina’ nawa’.
P00592,"Diciendo eso se cansaron de hablar y ya perecieron ellos, ahora nosotros también eso mismo estamos recordando.","Tanna’ pellunna’ ipa’ takerllina’ nawa’, ipa’li’na kenmu’wa’nta’ nani’la lli’inutapalekwa’."
P00593,"Mejor vayan (un grupo de) ustedes hermanos y hermanas, abran trocha para llegar a Moyobamba” dijo el gobernante.","A’pimuchun enchuku’ paku’ kenmama’nta’ yalli’lusa’ sha’walusa’, setllintuku’ ektu’a’kawek Muyunpak”, tullima wa’an."
P00594,"Ahí dice un viejo se levantó y dijo, levantó su mano en alto y dijo:","Nanek ima ala’sa’ taserpi yunsa’n tulli, iteklanen ima usañin musenkek aku’n tulli."
P00595,“Nosotros por ahí vamos a ser atrapados por las fieras.,“Kenmu’wi’na nanalupa’ anaka’terwa’.
P00596,"¡Qué fieras habrán ahí, por donde vamos a abrir el camino!","¡Ma’nen ilipa’ ñapalli anaka’lusa’, nana inchilala yekketcha’kawa’su’lupa’!"
P00597,Yo ya he soñado”.,kua ipa’ wa’latulek”.
P00598,Dicen que otro viejo se levantó y dijo también “¡No teman! ¿Acaso vamos a ir solos?,Ali’la taserpima tununta’llin pitan “¡Ma’sha aner yatek kuatama’! ¿Kenmu’shasa’ a’ta’ pa’aterwa’?
P00599,Hartos de nosotros vamos a ir.,Wapu’mu’wa’ pa’aterwa’.
P00600,"Si hay tigre se lo mata, si hay anaconda de altura a esa también se la mata.","Amana’ ñichu di’tawa’, ali’la erpilu’ kupiwan ñipachi nananta’ di’tawa’."
P00601,A todos ellos matándolos bien vamos a ir.,Nanadaper a’ka di’tupatekwa’ musu’ pa’aterwa’.
P00602,"No vamos a perecer atrapados por ningún animal, no vamos a temer nada”.","Ñi anaki’nterwa’, ñi tekkwi’nterwa’”."
P00603,Entonces otro viejo soñador dijo:,Nanek ima ali’la taserpi wa’lata’su’ tulli:
P00604,“Los que van a ir primero (el primer grupo) van a perecer todos devorados por las fieras.,“Nanentu pa’erkasu’ anaker’chuna’ iñerdaper.
P00605,"Después, los que van de nuevo (el segundo grupo) ellos sí van a matar a las fieras”.","Naneklan, pa’nunta’lusa’ nawa’ a’ka di’tetchuna’ nana anaka’.”"
P00606,"dijo ese viejo soñador, que predecía lo que iba a suceder.","tullima nana ala’sa’ taserpi wa’lata’su’, lunanpichita’su’."
P00607,"Después, dice otro viejo dijo: “Eso lo que están hablando no es falso,","Naneklima, ali’la taserpi tulli “Nana tapa’mamasu’ ñi da’pininpu’,"
P00608,uno de nosotros va a perecer.,kenmu’wa’ takeraterwa’ nu’unta’nmu’wa’.
P00609,Tal vez algunos de nosotros vamos a conocer Moyobamba.,Nu’unta’nmu’wa’ ipa’ Muyunpa luwetchaterwa’.
P00610,Tal vez los que primero están abriendo trocha lleguen hasta Moyobamba” dijo el otro viejo.,Nanentu saka’tulusui’pa’ Muyunpak walek ektui’nchuna’” tullima ali’la taserpi.
P00611,Después se levantó otro y dijo:,Naneklima ali’la yunsa’n tulli:
P00612,"“Vamos, prevénganse hermanos, no duerman mucho, han de velar en la noche.","“Enchuku’, inlli’inuku’la’ yalli’lusa’ enpu’ninchi yawichi’tama’ nanpiladaku’."
P00613,Un grupo que vaya durmiendo y el otro grupo que haga guardia.,"Ala’musun wicha’pai, ali’la musui’na nanpiladapai."
P00614,"Cuando se despierten los unos, hasta que estén despiertos ellos los otros que duerman.",Nanpincha’a’ser nawa’ nanpiladaperkek walek ali’la musun’unta’ wichi’chu’.
P00615,"En la mañana, cuando salgan (de su mosquitero), todos ustedes cuenten qué han soñado.","Dasu’la yunsa’nma’, lunku’ ma’pu’sui’pa’ wa’latulama’."
P00616,"Eso los viejos que saben hacer entender, que saben interpretar, van a hacerles entender nuestros sueños,","Nanapu’a’su’ taserpilusa’ ñinchia’lachekterkasu’, ñinchilawer’erkasu’ a’lachektetchuna’, laweretchuna’ ma’tusui’pa’ wa’lata’kawa’su’."
P00617,"cuando le contemos el viejo va a decir,","nana wintupatekwa’ nana tetchu,"
P00618,"que eso que has soñado así así va a suceder, por eso estén alertas muchachos” dijo un viejo.","nana wa’lata’masui’na tusu’ tusu’ nu’aterwa’, nana malek i’na nasu’ku’ wilalusa’ nasu’” tullima ala’sa’ taserpi."
P00619,"Dijeron esto y se alistaron, mandaron a hacer masato a sus señoras para llevar.","Tanni’ma insekdipellina’, uklulu’nenna’ a’nu’tullina’ sadina’ yekpanna’."
P00620,De verdad una semana iban abriendo trocha y llegaron a una loma grande.,Tekkinchima ala’simana’ sekllintapilanna’ ektu’llina’ ala’sa’ kupin mutupi.
P00621,En esa bajada vieron humo.,Nana sakanlupi’mi’na lli’llina’ pen mukatapa’su’.
P00622,Cuentan que un joven dijo “¿Ahí quién vivirá? A ver voy a ver” dijo y se fue.,Nana ala’sa’ nadi’nek ima tulli “¿Nanek den ipa’ nanpipalli? enta’n lli’kunchek i’na” tan ima pa’lli.
P00623,Yendo vio a alguien tocando flauta (era el duende).,Pa’an ima lli’kuñi pilenñantapalli.
P00624,"Todos sus intestinos estaban fuera colgados, no tenía piel.","Iñer ima dullinen adipi, ukunpala’lli, ñi chipitekwi’ñi."
P00625,De ahí le dijo:,Naneklima itulli:
P00626,"“¿Has venido, hermano menor?” (duende)","- “¿Ukla’ncha, yalli’wá?”"
P00627,"“Sí, he venido, hermano. Tú candelita necesito”. (joven)","- “Uklek, alli’sha. Penshapen luwanpa’llen”."
P00628,"“¡Ahí está, lleva! (duende)","- “¡Ma’ata’na, ekpanter!"
P00629,En la noche les voy a visitar para conversar”. (duende),Dekpilli lli’kunchenma’ lunpawa’”.
P00630,"“Muy bien, hermano”. (joven)","- “Ta’iter, alli’shá”."
P00631,Dijeron eso y regresando (el joven y otros) vinieron a contar al grupo de personas.,Tanni’ma adenchanna’ lunchallina’ da’mupa’ser nana musun.
P00632,"Entonces contaron “Por acá hay un hombre puro hueso y sus intestinos le cuelgan,","Naneklima luncha’llina’ “Asu’lupa’ lansi’sa’ ala’sa’ ya’lli, dullinen iñer ukunpala’lli,"
P00633,su higado está colgado nomás”.,kankanen ukunpala’lli”.
P00634,"“Mucho cuidado, muchachos” dijo un viejo.","“Inlli’inuku’la’, wilalusa’” tullima ala’sa’ taserpi."
P00635,No vayan a dormir mucho”.,Aner enpu’ninchi yawichi’tama’”.
P00636,"Dijeron eso e hicieron fuego con la candela de, este, el Duende Puro Hueso.","Tan ipa’linchi penwañina’ nana, ma’i, Lansi’ Wa’dan pennenlek."
P00637,"De ahí, dice, (el duende) les hizo dormir después de que comieron.",Nanek ima wa’ki’lleklli urankasu’ supinak ima.
P00638,Tenían sueño y mientras comían algunos cayeron.,Ipa’ yawichi’llina’ uranpanni’ma nu’unta’ anu’la’lli.
P00639,"Un viejo, dice, diluyó tabaco y les dio de beber (para que se despierten).",Ala’sa’ taserpiler ima pinter setmun a’u’deklli.
P00640,Poquito les quitó el sueño.,A’metcha nanpiladencha’llina’.
P00641,Ahí dice se olvidaron y se acostaron.,Nanek ima inpinanerllanna’ pek kuallina’.
P00642,"Cuando se durmieron, dice que de veras vino el Duende Puro Hueso y a toditos los mató mordiéndoles el cuello,",Wichi’a’ser ima tekkinchi Lansi’ Wa’dan uk’an iñer ima laki’kerdeklli.
P00643,"Después de hacer eso, los acarreó a su casa (a todos los cadáveres) y se los comió.","Nu’tan, pidekñik sichi’dandek’an iñer urañi."
P00644,Dice que ahí las esposas de los que se habían ido tuvieron un mal sueño.,Nanek ima nana pa’lusa’ sadinai’ma wa’apetchullina’.
P00645,"Después, cuando se puso el sol, vieron nubes de viuda en el cielo.",Nu’sik ima lli’llina’ er’washinchi ekdulunlu’tek.
P00646,"“¿Ay, quién de nosotras irá a quedar viuda?”","“¿Denkenmu’wa’ ekdulunterwa’, ten”"
P00647,dijo una mujer con pena.,tullima ala’sa’ shaya’.
P00648,"“Quizás no, quizas es un anuncio de lluvias”.","“Ma’shipa’, yu’lanla’pi’ nuka’a”."
P00649,“Quizás aparecieron estas nubes para pronosticarnos mal agüero”,“Nu’an asu’ kekkilu’tek yunsu’lli ya’lli’minmu’wa’ yapekkiwantanminmu’wa’”
P00650,dijeron otras.,tullini’ma ali’ladaper.
P00651,"Dice que ahí otras estaban soñando,",Nanek ima nu’unta’ ipa’ wa’latapallina’.
P00652,Ya algunos de los espíritus de los esposos muertos penaban en sus casas:,Nu’unta’ ipa’ wa’danwañi nana pidik:
P00653,"Golpea, abre la puerta, toca una y otra cosa en la cocina.","Llipu’lli, unkunan ekketchulli, pata’tulli kusinek."
P00654,"En lo que eso iba sucediendo, se cumplió un mes y el momento en que debían regresar.",Nu’apa’ser ima ipa’ ektu’nchalli dukerñenna’ yadencha’erkasu’.
P00655,"Como después de tres días no aparecieron, el gobernante convocó al pueblo.","Kala ukllima lli’chinpu’a’ser, wa’an peklu’deklli ñinanlu’ nanapu’si’la."
P00656,“¿Quiénes de ustedes quisieran ir (a buscar a los otros hombres)?,“¿Den ilanma’ a’cha yapa’etchunma’?
P00657,A esos que están trabajando (abriendo trocha) vayan a verlos!”,¡Nana saka’tapalusa’ lli’kunchunma’”.
P00658,“Yo” dijeron los otros.,“ kua” tullima ali’ladaper.
P00659,(El gobernante) les mandó.,A’pa’deklli.
P00660,(Al llegar vieron que) Solamente sus mosquiteros estaban templados.,Chipetcheknenna’si’ma’ pektentapalli.
P00661,"Regresaron y le contaron al gobernante, quien convocó al pueblo.","Adenchanna’ wa’an wintullina’, ñinanlu’ peklu’lli."
P00662,Cuentan que ahí un viejo soñador dijo:,Nanek ima ala’sa’ taserpi wa’latutek tulli:
P00663,"“¡No, no va a ir todo el pueblo.","“¡Ma’sha, ñinanlu’ iñer pa’i’nchu."
P00664,Más bien propongan otro grupo!,A’pimuchun ali’la musun dunkerku’!
P00665,Ellos sí van a matar a esa fiera.,Nawa’ler a’ka di’tetchuna’ nana anaka’.
P00666,Esa fiera les comió a todos” dijo eso y (el gobernador) hizo que se preparen y les aconsejaron:,"Nana anaka’ler pekdadeklli” tan ima a’insekdiperdeklli, musu pilendek’anna’:"
P00667,"“¡En acción. En acción, muchachos!","“¡Nasu’ku’la’. Nasu’ku’la’, wilalusa’!"
P00668,"¡No teman, ustedes tienen machetes, píquen con eso (a las fieras)!”","¡Aner yatek kuatama’, sunkiwanpalama’, pasektuku’ nanalek!”"
P00669,De veras se fueron.,Tekkinchima pa’llina’.
P00670,Vieron solamente los mosquiteros templados ahí.,Lli’kuñina’ chipetcheklusa’sa’ pektentapa’ser nanek.
P00671,Entonces dijeron “Estos fueron atrapados por las fieras”.,Ipa’linchi itudeklli “Asi’na anaka’llina’”.
P00672,Diluyó tabaco el viejo.,Pinter ima sekmu’lli papinku.
P00673,Dice que ahí divisaron ellos también humo de candela y se fueron a ver.,"Nanek ima nawa’nta’ lli’llina’ mu’katapa’su’ pen, pa’anna’ lli’kuñina’."
P00674,Le pidieron su candela (al duende) y se dieron cuenta de que sus intestinos estaban colgados.,"Pennen alañina’, lli’llina’ dullinen ukunpalalli."
P00675,Dice que cuando llegaron les dijo (el duende):,Ektu’a’ser ima itudeklli:
P00676,“¿Vinieron otra vez?”,- “¿Uklama’ a’cha nanapu’si’la?”.
P00677,"“Hemos venido, hermano”.","- “Ukllidek, alli’sha”."
P00678,"“A ver, por la tarde les voy a ir a visitar”.","- “Enta’n, er’washinchi lli’kunkenma’”."
P00679,“Necesitamos tu candela”.,- “Pen luwanpa’lliyen”.
P00680,"“¡Ahí está, la candela agarren!”",- “¡Ma’ata’na pen maku’!”
P00681,"Cuando se la llevaron, el viejo la agarró y la detectó.",Ekpantasik ima taserpiler pilli’tan lutu’lli.
P00682,“Esta candela no es buena.,“Asui’na mui’ñi asu’ pen.
P00683,"Con esto prendieron fuego (los del primer grupo), cocinaron, comieron y así les hizo dormir el Duende Puro Hueso”.","Asu’lek penkwanna’, akusutanna’, uranna’ wa’ki’deklli Lansi’ Wa’danler”."
P00684,"Cuentan que dijo así el hombre que detectó, eso dijo ese soñador:","Tullima nana lunanpichita’su’, tullima nana wa’lata’su’:"
P00685,“Van a escuchar (ruido) y en ese momento va a venir. ¡Peleen!,"“Lauk’apetchuma’, ipa’la u’etchu. ¡Idenmaku’la’!"
P00686,"Desde ahora pónganse en acción” les dijo a los muchachos,","Nasu’ku’ ipia’laklanek” itudekllima wilalusa’,"
P00687,a esos jóvenes.,nana nadi’neklusi’ma.
P00688,Unos cortaron trozos de madera para meterlos dentro de sus mosquiteros (y hacerle creer al duende que eran ellos durmiendo).,"Ali’ladaper nalatuntun llituntullina’, chipetcheknenna’ lalak yakala’nna’."
P00689,Después se escondieron.,Nu’anna’ insekkitullina’.
P00690,"Ahí mascaron ají, pusieron tabaco en su boca, tomaron tabaco diluido para no dormirse.","Nanek nuka’ uklullina’, pinter katenñina’, pinchiyek nu’tanna’ ullina’ wichi’inpu’erkek."
P00691,Dice que de verdad la tierra tembló (debido a que el duende venía).,Nanek ima tekkinchi lupa’ lenmeklli.
P00692,Cuando calmó el temblor los árboles se sacudieron.,Nana lupa’ lenmek’a’su’ supinak nalalusi’ma pada’sa’tulli.
P00693,Las ramas de las lupunas quebradas se mantenían colgadas (ya el duende los estaba hipnotizando).,Llinanlusi’ma tanpa’nen ukunñina’.
P00694,“¡Más miren!,“!Enta’n lli’ku’!
P00695,"¡Ánimo muchachos, tengan valor, en acción!” les dijo.","¡Nantapiku’la’, nasu’ku’, wilalusa’!” itudekllima."
P00696,"Entonces de verdad cuando llegó (el duende) pelearon, pelearon mucho rato.","Nanek ima ipa’linchi ma’i... nanek tekkinchi uksik idenmallini’ma, enpu’nipi’ma idenmallina’."
P00697,"En vano era puro hueso, pues tenía mucha fuerza.","Da’pinima lansi’sa’, enpu’ni nantapillinpi’ma."
P00698,"Lo mataron, atizaron la candela y lo metieron (al fuego).","Dei'tanna', pen dintunna', aku'lalatullina'."
P00699,Aunque había muerto hablaba:,Chiminla'pi'n ima lunpalli:
P00700,"""Ya me han muerto, ya me están quemando para que no vea más nada.","“Ipa' dei'tulamau'ku, ipa' kekkapalama'u'ku lli'chinpuek a'pinta'."
P00701,"“Por eso me voy a convertir en garrapata, voy a ser zancudo, tábano, tabanillo negro, mosquito, mosca grandecita voy a ser, voy a estar tomando su sangre por siempre"",","Da'ilek i'na kua tekpa ñichek, ñichek iyun, tunka, etchu, lu'wellu, isekpila ñichek, ukladekpenma' uwapetchekpi'la enpi’walekpi'nta’”,"
P00702,dijo el Duende Puro Hueso mientras se quemaba.,tullima Lansi' Wa'dan uker'apan.
P00703,"Bien ardió hasta el amanecer, quedó pura ceniza.","Musui'ma ukllishin uksuketchulli, pendalu'sa' llia'lli."
P00704,Uno que madrugó no se acordó nada de lo que le habían advertido (que no ventee la candela antes de que la icaren).,Nana chida’su'la’sui’mi’na ñi illi’inui’ñi winter’kasu’.
P00705,"Dice que de madrugada, al levantarse, venteó la ceniza con abanico y de ahí salieron zancudos, tábanos, tabanillos negros, toda clase de insectos que no valen.","Nanek ima dasu'la yunsa’n a’uluntulli, tekkinchima nanekla yunkelli iyun, tunka, etchu, dudinpu’ lli’la muinpu’a’su’."
P00706,"Algunos percibieron la ceniza que volaba. Dicen que de ahí se originó la lombriz, el iluli, toda clase de enfermedades que hay en nuestro estómago, dijeron.","Nu’unta’ ima lanpi’tasu’ nana pendalu’ penlu’pasu’. Nanekla ima ñilli kuwer’, tuner, dudinpu’ kaluwi’ ñilli merpimapu’wek tullina’."
P00707,"De ahí otro grupo se fue, trochando semanas, han hecho trocha.","Naneklima ali’la musun pa’an, sekllintan ima simana’ ima sekllintullina’."
P00708,"Otros, dice, fueron a poner más yuca (para aprovisionarse).",Ali’ladaper ima ker’ aku’pakuñina’.
P00709,"En lo que estaban llevando, encontraron al tigre negro.",Uk’apinlencha’ni’ma kelluluñiñi’ kanañina’.
P00710,"Sangraron lechecaspi, la hicieron hervir y lo esperaron.","Ekkadek pektañina’, a’ukluka’llina’, wa’tenñina’."
P00711,"Cuando venía (el tigre negro), con la olla de barro y todo se lo echaron en su cabeza.","Ukkapinchasik, uktalek i’la pidanantullina’ mutu’ñik."
P00712,"La olla se rompió y le bañó toda la cara al, este, tigre negro.","Ukta nudektulli ama’ladatulli nana, ma’i, kelluluñiñi’."
