pair_id,ESP,SHIWILU
P00472,"Meneleo, estando en vida, era una buena persona.",Miñiku nanpipan mukankan ñiwiñi.
P00473,Con quién también hablaba . No tenía pereza de hablar.,Denlekpi’nta’ luñi. Peri’ñi yalun.
P00474,Cualquier cosita que tenía regalaba.,Ma’shapi’nta’ a’ña’su’ panutulli.
P00475,Sembrador era. En su chacra sembraba de todo.,Tera’tutek ñiwiñi. Menmiñik dudinpu’ tera’lli.
P00476,"Cuando ya estaban maduros sus sembríos, una parte vendía y otra parte regalaba.","Ipa’ mer’chusik tera’nenlusa’, u’neipi’la uku’latulli, u’neipi’la panutulli."
P00477,Lo que sobraba lo guardaba para su comida.,Dansu’a’su’ ek’llia’lli weranenki.
P00478,Así era Meneleo.,Nu’su’ ñiwiñi Miñiku.
P00479,"Una vez nos fuimos por el alto Aipena; yo en mi canoa, él en su canoa.","Ala’lu’sa’ pa’llidek Erpina’ winenñupa’; kua nunwekkek, nana nunenkek."
P00480,Estando de viaje hemos dormido en la desembocadura del Rumiyacu.,Pa’apilamudek wichi’llidek La’pir chinpeñak.
P00481,La canoa de Meneleo (estaba rajada y) goteaba un poco.,Miñiku nunen a’mercha wiserlli.
P00482,"Quedándose bien dormido, se olvidó de botar el agua.",Nakusu’ wichi’an pinanerlli dinki’yekta’su’.
P00483,Su canoa amaneció hundida.,Nunen dankumer’su’ ukllinantulli.
P00484,Toda su sal y su azúcar que estaba llevando la disolvió el agua.,"Iñer’ damulanen, kaser’lu’nen ekpa’pila’su’, dekler su’ker’lli."
P00485,"Buceando, hemos sacado su canoa.",Da’dektamudek u’ser’llidek nunen.
P00486,"Después de que botó el agua de su canoa, surcamos por el Aipena.",Dinki’yektusik nunen penwinerllidek Erpina’lupa’.
P00487,Llegamos a Pandishal y ahí desayunamos.,"Ektu’llidek Petchulalu’, nanek werañidek."
P00488,Hemos descansado un poco. Meneleo encendió su,"A’mercha nerillidek. Miñiku, a’tentan pinterñen, u’wa’t ulli."
P00489,"Después del descanso, otra vez hemos surcado.","Neria’kawasu’ supina, penwinernunta’llidek."
P00490,Llegamos a la boca del Sapoyacu y ahí dormimos.,"Ektu’llidek Enpuer’ chinpeñak, nanek wichi’llidek."
P00491,"Cuando amaneció, surcamos y llegamos a Tierra Blanca, en el alto Aipena.","Ukllisik penwinerllidek, ektu’llidek Chinenluk, Erpina’ winenkek."
P00492,"Llevábamos una carguita de barbasco, con eso pescamos en el Cunchiyacu.","Ekpa’llidek ala’ tenpu’sha puñañin, nanalek puer’chullidek Ku’ku’chi’dek."
P00493,"Hemos agarrado muchos pejes: súngaro, palometa pintada, paña, lisa.","Wapu’ samer mallidek, da’wanser, ter’ek paluwa’pi, dunan, nerkala mallidek."
P00494,A Meneleo le faltaba poquito para llenar su canoa.,Miñiku u’ñisha pawanwiñi nunen pi’muer’ak.
P00495,A las once hemos vuelto de la pesca.,Tamutuk adencha’llidek pu’yekkekla.
P00496,Meneleo preparó chilcano y almorzamos.,Miñiku kalu’tusik werañidek.
P00497,"Luego de eso, comenzamos a pishtar .","Nana supinak, tenmiansu’llidek wika’ak."
P00498,Meneleo pishtaba y yo también pishtaba; hasta la noche hemos pishtado.,"Miñiku wika’lli, kuanta’ wika’lek; kasiser’ak walek wika’llidek."
P00499,Ahí también Meneleo ha ahumado.,Nanek’unta’ Miñiku chintulli.
P00500,"Cuando terminó, sacó su cigarro y hemos fumado para ahuyentar a los zancudos, para ahuyentar a los tunchis.","A’ta’wantan, usu’lli pinterñen u’wa’tullidek iyun a’tekka’ak, winsinserlusa’ a’tekka’ak."
P00501,Tarde en la noche dormimos.,Utawansik wichi’llidek.
P00502,"Cuando amaneció, cargamos nuestras canoas y bajamos el Aipena.","Ukllisik kala’tullidek nunwidek, nu’wantencha’llidek Erpina’."
P00503,Vinimos a anochecernos por Pandishal.,Kasiser’chencha’llidek Petchulalu’lupa’.
P00504,Hemos llegado tarde en la noche a la boca del Rumiyacu. Allá dormimos.,Ektue ’ncha’llidek utawan La’pir’ chinpeñak. Nanek wichi’llidek.
P00505,De ahí hemos madrugado y surcamos al Rumiyacu.,"Nanekla chidasu’lallidek, La’pir’ penwinerchullidek."
P00506,En la boca del Huachiyacu hemos comido palometa ahumada y lisa ahumada.,"Namu’dek chinpeñak werañidek ter’ek chinpi, nerkala chinpilek."
P00507,"De ahí, otra vez hemos surcado.",Nanekla penwinernunta’llidek.
P00508,"Tardecito hemos llegado al puerto del Armanayacu, cerca de nuestra casa.","Er’washinchi ektu’llidek Ama’winan llishanak, pidekwidektak."
P00509,"Cuando amaneció, Meneleo vendió sus pejes salados y sus ahumados.","Ukllisik Miñiku uku’latulli samercheknenlusa’, chinpinenlusa’."
P00510,"Un poco más les regaló a sus amigas,","Nu’dunpi’la panudeklli ekkuanenlusa’, "
P00511, un poco más guardó para su comida.,nu’dunpi’la sekdiperlli weranenki.
P00512,Así era Meneleo cuando vivía.,Nu’su’ ñiwiñi Miñiku nanpiapan. 
P00513, Era de buen corazón.,Mukankan ñiwiñi.
P00514,Esto les contó Fidel.,Itullenma’ Pidir.
P00515,¿Cómo están? Mi nombre es Fidel Lomas Chota. ,¿Ma’pu’sin? Llillinwek nuka’a Pidir Lumas Chuta.
P00516,Tengo sesentinueve años., A’ñapalek sukta-shunka’ iskun ekkilala.
P00517,"Soy shiwilu, pero vivo en Yurimaguas.","Shiwilu nuka’ka, nanpipalek Yurimawak."
P00518,Hace veinte años que salí de mi pueblo.,Katu’-shunka’ ekkilala ñilli yunsu’a’kasu’ ñinanlu’wekekla.
P00519,Desde niño yo hablo en la lengua shiwilu. ,Kua wilaklanek shiwilu la’lakla lunek. 
P00520,Pero actualmente no hay nadie con quien pueda conversar.,Ipa’li’na ñi denlek ñi’ñi inlunta’kasu’.
P00521,"Antiguamente, mi lengua shiwilu estaba sana, ","Shiwilu la’la’wek napi’ mudinupawiñi, "
P00522,antes de la llegada de los españoles.,ektu’ker’inpu’a’ser’pi’la Ispañulusa’.
P00523,"Cuando ellos llegaron, empezó a enfermarse.",Nawa’ ektu’ker’a’ser’ tenmiansu’lli kaluwi’a’su’.
P00524,"Su enfermedad es el castellano, ","Kaluwi’nen nuka’a lawer’ la’la’,"
P00525,este le está matando a todas las lenguas., asu’ler dei’tapilalli iñer’ la’la’lusa’.
P00526,"Si desde hace tiempo le hubiesen curado a mi lengua shiwilu, no se hubiese agravado.",Napiklanek lulenñina’ shiwilu la’la’wek tekkiker’inpui’nsu’.
P00527,Su remedio estaba en las escuelas y en las iglesias.,"Ilulennanen ñapawiñi ñinchituna-pideklusa’, illisialusa’."
P00528,"En las escuelas, ","Ñinchituna-pideklusak,"
P00529,ahí les hubiesen permitido hablar la lengua shiwilu a los niños., nanek ta’itula’deknanta’ser’ lun’er’kek shiwilu la’la’ wilalusa’.
P00530,Ese era el remedio.,Nana ñiwiñi ilulennanen.
P00531,Ahí no se hubiese enfermado nuestra lengua shiwilu.,Nanek kaluwi’wi’nsu’ shiwilu la’la’mapu’wa’.
P00532,Hasta hoy estuviera viviendo sana.,Ipa’lalek mudinusu’ nanpiapasu’.
P00533,Yo entré a la escuela en el año mil novecientos sesentidós.,Kua da’lek ñinchituna-pidik ala’waranka iskun- pasak sukta-shunka’ katu’ta.
P00534,En esos tiempos hablaban todavía la lengua shiwilu.,Napi’pu’ lunpawiñina’pi’la shiwilu la’la’.
P00535,Los niños entendían la lengua shiwilu.,Wilalusa’ lachek’apawiñina’ shiwilu la’la .
P00536,"Si en ese tiempo les hubiesen dicho que hablen, así sin dificultad hubieran aprendido.","Napi’pu’ a’ka wintuwideknanser lun’er’kek, nu’su’ saka’dek’inpu’ ñinchitunandaser."
P00537,A veces el profesor se molestaba cuando hablaban los niños (shiwilu).,Nerpi’pu’lusa’ a’lektutek yulli lun’a’ser’ wilalusa’.
P00538,En sus casas también sus padres les reñían cuando hablaban en shiwilu.,Pideknennak’unta’ papina’ler yutudeklli lun’a’ser’ shiwilu la’la’kla.
P00539,Les decían: “¿Por qué están hablando en shiwilu? ,Itudekllina: “¿Ma’ki’na lunpala shiwilu la’la’kla? 
P00540,Eso no vale. ,Nana mui’ñi. 
P00541,Hablen en castellano”.,Lunku’ lawer’ la’la’kla”.
P00542,Por eso los niños de ayer y hoy se han olvidado.,"Nanamalek wilalusa’ napikla, ipa’lakla pinanerllina’."
P00543,Con eso nuestra lengua shiwilu más se está agravando.,Nanalek shiwilu la’la’mapu’wa’ a’pinta’ tekki’ker’apilalli.
P00544,"Ahora recién quieren curarle, recién se acuerdan, recién encuentran su remedio.","Ipa’la yanalulenñina’, nalli’inutullina’, nakanañina’ ilulennanen."
P00545,Dicen que su remedio es enseñar la lengua shiwilu en las escuelas.,Ilulennanen ima nuka’a a’lektanna’ shiwilu la’la’ ñinchituna-pideklusak.
P00546,Pero los profesores tampoco la hablan.,Ku’li’na a’lektuteklusa’nta’ ñinchilui’ñina’.
P00547,"Si hubiesen hecho esto antes, ahí los niños rápido hubieran aprendido.",Napi’ a’ka nu’tuwinanta’ser’ nanek wilalusa’ wiuksu’ ñinchitupiner’kek.
P00548,Pero a la lengua shiwilu desde antes no le curaron;,Shiwilu la’la’ napiklanek lulen’i’ñina’;
P00549," por eso, agravándose, de a poquito va muriendo."," nanamalek, tekki’ker’an uti’lakla chimianpilalli."
P00550,"Antes, cuando la lengua shiwilu estaba un poco sana, el ILV le estaba curando.","Napi’ shiwilu la’la’ a’pimudinupasik, ILVler lulen’apawiñi."
P00551,Yo digo que no pudiendo le dejó. ,Kua tulek yennichinpu’ ta’itula’lli. 
P00552,Desde ese tiempo nadie le curó.,Naneklanek ñi denler lulen’i’ñi.
P00553,Olvidada ha vivido por los Ministerios (del Estado).,Pinaner’pi nanpilli Ministeriolusa’malek.
P00554,Ahora recién se acuerdan. ,Ipa’la nalli’inutullina’. 
P00555,"Por eso, siquiera de mentira están curándole.",Nanamalek da’pinanklata’la lulen’apallina’.
P00556,"Los hablantes del shiwilu ya nos vamos acabando,","Shiwilu la’la’ lunlusa’ ipa’ ta’wantapilalekwa’,"
P00557, cuando nosotros muramos nuestra lengua se perderá., kuda chimia’nsekudek’ la’la’mapu’wa’ wer’etchu.
P00558,Por eso estoy escribiendo. ,Nanamalek llinserchapalek.
P00559,"Siquiera mis relatos que vivan, para que otros vean."," Llinserwekta’la nanpii, ali’ladaper lli’erkek."
P00560,Tal vez aprendan la lengua shiwilu leyendo este libro.,Ma’allipa’ ñinchitunanta’ser’ shiwilu la’la’ luntanna’ asu’ kirka’.
P00561,Gracias.,Yuspainek’etchu.
