pair_id,texto_id,item_number,SHIWILU,ESP,quality_flag
T007_N078,7,78,¡Enchuku’ pa’awa’!” nupullini’ma ñinanluklan.,¡Vayamos!” y salieron en grupos desde el pueblo.,ok
T007_N079,7,79,Lli’kuñini’ma.,Dice que fueron a mirar.,ok
T007_N080,7,80,“Tekkinchi enpu’ni mukankeinpi’ma nana Arakayu.,“En verdad muy buen hombre es este Arákayu.,ok
T007_N081,7,81,Panutapalli.,Está regalando (pescado).,ok
T007_N082,7,82,Ñimi’na pidekñik ñiden ya’da’i’ñi.,Pero dicen que no permite que nadie entre a su casa.,ok
T007_N083,7,83,"Adipi wichi’llina’, inyulatekkek”.","Afuera dormía la gente, en el patio exterior”.",ok
T007_N084,7,84,"Nu’sui’ma pa’apan, ala’lu’sa’ wa’anler a’peklu’tulli.","Así dice cuando estaba transcurriendo, una vez el gobernante le hizo llamar.",ok
T007_N085,7,85,Wintunta’llima wala’wanlusa’ler:,Le fueron a decir los policías:,ok
T007_N086,7,86,"- “Arakayú, wa’an tulli chu’kenpa’tunter ima asu’ mitanpi’”.","“Arákayu, el gobernante ha dicho que te vayas a pandillar para el carnaval”.",ok
T007_N087,7,87,"- “Nu’pachi pantetchek” tan ima, “mitan uklliñik’inchima”.","“Entonces voy a ir” respondió (Arákayu), “el día central del carnaval”.",ok
T007_N088,7,88,Asu’ musenkek sellawalusi’ma chu’kenapa’ser lli’tencha’lli Arakayu. Cuando las golondrinas revoloteaban pandillando arriba vino a,aparecer Arákayu.,ok
T007_N089,7,89,Arakayu ima tulli “Asu’ sellawa i’na kualer pektawapalek.,Arákayu dijo “A estas golondrinas yo las estoy criando.,ok
T007_N090,7,90,Sellawa kualer a’uk’apencha’deklek.,A las golondrinas yo las envío.,ok
T007_N091,7,91,Nawi’na wintapanta’llinerku ma’pu’si’pa mitan nakulama’” tullima Arakayu.,Ellas se van a contarme de qué manera celebraron el carnaval” dijo Arákayu.,ok
T007_N092,7,92,Arakayu ima luntulli wa’anler.,A Arákayu le habló el gobernante.,ok
T007_N093,7,93,"Ya’ullini’ma uklulu’, Arakayu iyui’ñi.",Quisieron hacerle tomar chicha punta pero Arákayu no quiso tomar.,ok
T007_N094,7,94,Yaaurañini’ma Arakayu luwanchiñi.,Quisieron hacerle comer pero Arákayu no quiso.,ok
T007_N095,7,95,Sadinleksi’ma chu’kenñi.,Sólo con su mujer pandillaba.,ok
T007_N096,7,96,Lli’llini’mi’na lanteknen pi’sheksu’ ali’la piteknenunta’ merpinen.,Dice que le vieron sus pies con los dedos hacia atrás y su espalda era barriga. the front and his belly where his back should be.,ok
T007_N097,7,97,“¿Ma’pu’lusa’ asu’ muda’ ñan i’na asu’ Arakayu u’lli?” tullini’ma nana ñinanlu’wanlusa’.,"“¿Qué tipo de hombre es este, Arákayu?” dijeron los pobladores.",ok
T007_N098,7,98,Nu’an ima chu’kenpa’tan adanta’lli Arakayu.,Y después de pandillar regresó Arákayu.,ok
T007_N099,7,99,Ali’ladaper tullini’ma “Asu’ Arakayu samer luwektapalli.,Otros dijeron “Este Arákayu cuida los peces.,ok
T007_N100,7,100,A’pimuchun kenmu’wa’ki ñii asu’ samer.,Será mejor que nos apropiemos de estos peces.,ok
T007_N101,7,101,"Di’serpidektawa’ asu’ Arakayu,","Quemémosle la casa a este Arákayu,",ok
T007_N102,7,102,"nanapa yunsu’i kenmu’wa’kinsa’ ñii asu’ samer”,","para que salgan para nosotros nomás, para que sean para nosotros nomás estos peces”,",ok
T007_N103,7,103,"tanni’ma di’ser’itullina’ tanpu’nen, pideknen.",dijeron y le quemaron su tambo y su casa.,ok
T007_N104,7,104,Nana chu’kenpa’tapasik mitan ukllik’inchi sellawalusa’ chu’kenapallina’.,Mientras (Arákayu) estaba pandillando el día central de carnaval las golondrinas estaban también danzando.,ok
T007_N105,7,105,Musenkek kekkilu’tek ima kunekchapallina’.,Arriba en el cielo dice estaban dando vueltas.,ok
T007_N106,7,106,Nana nu’apasik ima di’serpidektullina’.,Mientras pasaba eso dice quemaron la casa.,ok
T007_N107,7,107,"Arakayu ima adanta’n,","Entonces Arákayu regresó,",ok
T007_N108,7,108,"mitan nakusik ima adanta’n,","cuando pasó el carnaval regresó,",ok
T007_N109,7,109,"Arakayu lli’unta’llima enpu’ni wa’inuipa’ nana pideknen uksuketchulli,",and he saw that his house had been completely burned.,fallback_last_line_as_spanish
T007_N110,7,110,dudinpu’nen uketlli.,todas sus cosas se habían quemado.,ok
T007_N111,7,111,Nu’an ima ipa’linchi Arakayu yulli.,Por eso dice Arákayu se enojó mucho.,ok
T007_N112,7,112,“¿Kenmama’ a’cha u’pidekta’mama’u’kusu’ kua musu’ nu’tapallenma’?”,“¿Quiénes son ustedes para que hagan esto a mi casa a pesar de que yo les trataba bien?”,ok
T007_N113,7,113,lukatullima Arakayu.,gritó Arákayu.,ok
T007_N114,7,114,"Yulli, willeklli, wa’inutulli Arakayu.","Se rabió, lloró, tuvo mucha pena Arákayu.",ok
T007_N115,7,115,Nu’an ima waneran tulli:,Después poniéndose de pie dijo:,ok
T007_N116,7,116,"“Ipa’laka kenmama’ uki’la nakuchuma’,","“Ahora sí ustedes sufrirán hambre,",ok
T007_N117,7,117,uki’lasa’ nanpichuma’.,de hambre nomás pasarán sus vidas.,ok
T007_N118,7,118,Iñer pektawawek ekpantetchek Ukayerlupa’”,Todos (los animales) que crío me los llevaré al Ucayali”,ok
T007_N119,7,119,tan ima Arakayu nu’wanta’lli.,diciendo esto Arákayu se fue río abajo.,ok
T007_N120,7,120,Sekkankatan indi’dektulli sadinlek.,Dando un brinco se lanzó al agua con su señora.,ok
T007_N121,7,121,Wanersu’ anu’dektullina’.,De pie cayeron al agua.,fallback_last_line_as_spanish
T007_N122,7,122,Yamer’apila’su’pi’la dankumer’apilalli.,Conforme iba riéndose se iba sumergiendo.,ok
T007_N123,7,123,Tuna’sik wetlli.,Cuando se silenció desapareció.,ok
T007_N124,7,124,Sapana’lusa’sa’ pekpillina’.,Sólo los bufeos salieron.,ok
T007_N125,7,125,Nana nu’tan Arakayu nu’wanta’lli.,Eso hizo Arákayu y se fue río abajo.,ok
T007_N126,7,126,"Nu’wanta’sik ima sameller tupitunta’lli,","Dice que cuando iba río abajo los peces lo siguieron,",ok
T007_N127,7,127,iñer samer ekpanta’lli.,todos los peces se llevó.,ok
T007_N128,7,128,"Nana yapanti’npu’lusa’, enpu’dunshipa’ llia’llina’.","Los que no quisieron ir río abajo, unos cuantos se quedaron.",ok
T007_N129,7,129,Nu’siklima’ka asu’ samer chiketllapillenmu’wa’.,De esta manera los peces nos dejaron.,ok
T007_N130,7,130,"Sennanlusa’nta’ enñi,","También los lagos se secaron,",ok
T007_N131,7,131,"shidek enñi,","los lagos grandes se secaron,",ok
T007_N132,7,132,"Ukilasu’tundek enñi,","el “Rayo Caño” se secó,",ok
T007_N133,7,133,"Kundetchek enñi,","el lago “Junto al Pelejo” se secó,",ok
T007_N134,7,134,U’lan Untunan enñi.,el “Puerto de Lluvia” se secó.,ok
T007_N135,7,135,Arakayuler pekkun pa’lapinta’lli.,Arakayú icaró y se fue dejándolos.,ok
T007_N136,7,136,Arakayuler pilleklli.,Arákayu shinguró7 (los lagos).,ok
T007_N137,7,137,Arakayu ima pillektutek.,"Arákayu, dice, era un shingurador.",ok
T007_N138,7,138,"Nu’an imaka samellusa’ yu’nketllina’,","Por eso dice los peces salieron,",ok
T007_N139,7,139,tullina’ “¡Yu’nker’awa’!”,dijeron “Salgamos todos”.,fallback_last_line_as_spanish
T007_N140,7,140,"Nanek ima leklun panta’lli, Arakayu ima yupasik.","Dicen que una joven que mestruaba por primera vez se había ido ahí, cuando Arákayu estaba enojado.",ok
T007_N141,7,141,"Yun pa’lapinta’lli, pekkun pa’lapinta’lli.","Enojándose (Arákayu) se fue dejándolos, tras icarar se fue y los dejó.",ok
T007_N142,7,142,"Kuntetchek Arakayuler pekkusik nana leklun ta’wantulli,","Cuando Arákayu icaró al lago “Junto al Pelejo” la joven de primera menstruación se acabó,",ok
T007_N143,7,143,"nanek wetlli,","ahí desapareció (en el agua),",ok
T007_N144,7,144,dankumelli Arakayuler lli’apasik.,se hundió mientras Arákayu la estaba mirando.,ok
T007_N145,7,145,Ipa’la peklu’lek “Leklun Pitun”.,Ahora le llamamos a ese lugar “La Poza de la Niña”.,ok
T007_N146,7,146,Nu’an ipa’ yunsu’n panta’lli. 7 Hizo daño.,"Ocurrido esto, (Arákayu) salió del lugar y se fue.",ok
T007_N147,7,147,Nanek ima ipa’linchi Tanpen peklu’lli.,Entonces dice que ahí llamó al Hombre Candela.,ok
T007_N148,7,148,Arakayuler Tanpen peklu’n itulli,Arakáyu llamó al Hombre Candela y le dijo,ok
T007_N149,7,149,"“Tanpen, enpulula’ yapur’anna’ uncha’a’ser di’setchudekker. “Hombre Candela, cuando alguna vez queriendo pescar vengan,",quémalos.,ok
T007_N150,7,150,"Di’setchudekker muinpu’lusa’,","Quémalos a los malos,",ok
T007_N151,7,151,"mukankinpu’lusa’ uksu’ketchina’,","los de mal corazón que se quemen bien,",ok
T007_N152,7,152,mukankanlusa’sa’ dansu’chuna’.,sólo los de buen corazón sobrevivirán.,ok
T007_N153,7,153,Nawa’sa’ nanpichuna’.,Sólo ellos van a poblar de nuevo.,ok
T007_N154,7,154,Nawa’ ñinanlu’nenna’ a’llupitununtekchuna’” itullima Tanpen muda’.,Sólo el pueblo de ellos se reproducirá” le dijo al Hombre Candela.,ok
T007_N155,7,155,"Tanpen mudei’ma shipen,","Dicen que el Hombre Candela era alto,",ok
T007_N156,7,156,"piper’unkellu’, pipelladasu’.","de cuello colorado, de cara colorada.",ok
T007_N157,7,157,Nu’an yupasik ima ipa’ ipa’linchi ñinanlu’ indiuntunñina’.,"En eso que estaba enojado (Arákayu), dice que el pueblo se reunió.",ok
T007_N158,7,158,"Ipa’linchi ñinanlu’ indiuntun tulli,","Entonces el pueblo en asamblea dijo,",ok
T007_N159,7,159,"wa’an wintullina’,","al gobernante le dijeron,",fallback_last_line_as_spanish
T007_N160,7,160,"- “¡Wa’an, enchuku’ pur’awa’!”","“¡Gobernante, vamos a hacer pesca con barbasco!”",ok
T007_N161,7,161,"- “¡Nu’ku’ nu’pachi kenmama’, pur’unta’ku’!”","“¡Así hagan entonces ustedes, vayan a hacer la pesca!”",ok
T007_N162,7,162,nana yadi’setchusik.,cuando ya iba a empezar el fuego.,ok
T007_N163,7,163,Ipa’linchi Arakayu ima pekkutulli naneklanek dekshadeklusa’ samerwa’nsu’.,Entonces dicen que Arákayu icaró (con su saber) desde allí a los riachuelos que tenían peces.,ok
T007_N164,7,164,"Iñerdaper yu’nkellapilli,","Todos (los peces) salieron,",ok
T007_N165,7,165,"enpinantek’unta’llina’ dekshadeklusa’,","las cuencas de las quebradas se secaron,",ok
T007_N166,7,166,enpinantekllina’ sennanlusa’.,se secaron las cochas.,ok
T007_N167,7,167,"Unma’ yunsu’lli,","El paiche salió,",ok
T007_N168,7,168,"puka’ yunsu’lli,","la charapa salió,",ok
T007_N169,7,169,"damer’ita yunsu’lli,","la taricaya salió,",ok
T007_N170,7,170,mapapa’ yunsu’lli.....,la mata-mata salió....,ok
T007_N171,7,171,Nu’sui’ma napi’ Arakayu pillek’aminerkenmu’wa’ pa’lapinta’llinerkenmu’wa’.,Dicen que de esa manera antiguamente Arákayu nos maldijo y nos abandonó. a long time ago.,ok
T007_N172,7,172,"Pillek’an, tanan, dankumelli a’pinta’ tanan.","Vengándose, el monte, se sumió más el monte.",ok
T007_N173,7,173,"Iñer u’lan’ukllik wisunanpalli,","Todas las temporadas de lluvias inunda,",ok
T007_N174,7,174,wisunanpalli enpu’nipa’ tanpennan ñapalli.,inunda bastante y se forman tahuampales.,ok
T007_N175,7,175,Nana sennanlusa’ enñi.,Esas cochas se secaron.,ok
T007_N176,7,176,"Sennanlusek ima nanpipallinpi’la wa’anen, kinekla.","En esos lagos, dice, todavía viven sus dueños, adentro.",ok
T007_N177,7,177,"Kupiwanlusa’ ñapallinpi’la,","Las boas todavía están ahí,",ok
T007_N178,7,178,matutada ñapalli.,los lagartos negros ahí están.,ok
T007_N179,7,179,Nawa’nta’ insekkitula’su’ ñapalli.,Ellos también escondidos están.,ok
T007_N180,7,180,Arakayuler itudeklli:,Arakayu les dijo:,fallback_last_line_as_spanish
T007_N181,7,181,“Anetlla ya’lli’tapatama’ asu’ mukankinpu’lusek.,“No se dejen ver donde están estos malos.,ok
T007_N182,7,182,"Asu’ mukankinpu’lusa’, ñi a’pinta’ ma’winpu’pachina’, tada ilakapi ka’achuna’.","Estos malos, cuando no tengan más que comer, hasta lagarto comerán.",ok
T007_N183,7,183,"Ma’winpu’pachina’, kupiwan enpulu ka’achuna’”","Cuando no tengan nada, boa alguna vez van a comer”",fallback_last_line_as_spanish
T007_N184,7,184,tan ima pillekllenmu’wa’ asu’ Arakayu.,eso exclamó y nos maldijo este Arákayu.,ok
T007_N185,7,185,"“Arakayu yunsui’npu’a’su’ ñilli,","“Si Arakayu no hubiera salido (de Pampayacu),",ok
T007_N186,7,186,"enpu’nipa’ kenmu’wa’ samerwanpanansu’wa’,","nosotros tendríamos muchísimo pescado,",ok
T007_N187,7,187,ukuchin enpu’ni mushipa’ ñapa’su’.,la ribera se mantendría muy bonita.,ok
T007_N188,7,188,Ipa’li’na tanantapilalli”,En cambio ahora crece la maleza”,ok
T007_N189,7,189,"tullina’ napi’ku’lusa’ du’anna’,","dijeron los antiguos sentados,",ok
T007_N190,7,190,adipi du’kunna’ wa’inutullina’.,yendo a sentarse afuera y sintieron pena.,fallback_last_line_as_spanish
T007_N191,7,191,Iñerdaper “¿Ma’ki’nta’ nu’tullinerkenmu’wa’ ten?”,Todos dijeron “¿Por qué nos hicieron eso?”,ok
T007_N192,7,192,tullina’ sha’walusa’.,dijeron las muchachas.,ok
T007_N193,7,193,“¿Ma’kin nu’tullinerkenmu’wa’ chi”,“¿Por qué nos hicieron esto?”,ok
T007_N194,7,194,tullina’ taserpiku’lusa’.,dijeron los viejos finados también con pena.,ok
T007_N195,7,195,"Tanna’ nerpi’pu’, kumarinenna’lek inpilli’iteklatanna’,","Diciendo así a veces, con sus comadres agarrándose de las manos,",ok
T007_N196,7,196,"inmusha’iteklatanna’, wellekllina’.","besándose las manos, lloraban.",ok
T007_N197,7,197,"Ipa’la uki’lak aku’llinerkenmu’wa’,","Ahora esta hambruna nos dieron,",fallback_last_line_as_spanish
T007_N198,7,198,Arakayu nenchullinerkenmu’wa’.,somos víctimas de (la ira de) Arákayu.,ok
T007_N199,7,199,Nu’ak kua’ insekluten’apalekwa’.,Por eso estamos sufriendo.,ok
T007_N200,7,200,"Wilalusa’ luwetchi’ñina’ unma’,","Los niños no conocen el paiche,",ok
T007_N201,7,201,"wilalusa’ luwetchi’ñina’ panwalalan,","los niños no conocen la vacamarina,",ok
T007_N202,7,202,"luwetchi’ñina’ panwala,","no conocen la huangana,",ok
T007_N203,7,203,luwetchi’ñina’ asu’ kupin samellusa’:,no conocen los grandes peces:,ok
T007_N204,7,204,"unma’, tukuner, dunantek.","paiche, tucunaré, arahuana.",fallback_last_line_as_spanish
T007_N205,7,205,Samellusa’ iñer wetlli.,Todos los peces se extinguieron.,ok
T007_N206,7,206,Nanekla kenmu’wa’pi’la usha’wanekwa’.,Por eso nosotros mismos somos culpables.,ok
T007_N207,7,207,"Ñiden usha’wi’ñi ma’kinpa’,","Nadie más tiene la culpa,",ok
T007_N208,7,208,nana mukankinpu’lalusa’ler Arakayu pideknen di’setchullina’.,porque los de mal corazón quemaron la casa de Arákayu.,ok
T007_N209,7,209,Ta’ser kuanta’ taserpiku’lusa’ laukdeklek du’amu weilan.,"Cuando contaban yo también a los viejos ya finados les he escuchado, sentado desde cierta distancia.",ok
T007_N210,7,210,Napi’ taserpiku’lusa’ luwanchiñina’ kawita’kasu’ wilakudek ña’sekkudek.,Antes los viejos ya finados no querían que nos acercáramos cuando éramos niños.,ok
T007_N211,7,211,Itullinerkudek “¿Ma’nen i’na kenmama’ yalauklama’?,Nos decían “¿Qué quieren escuchar ustedes?,ok
T007_N212,7,212,¡Paku’ tekchi wei!”.,"¡Váyanse, caramba, lejos!”",ok
T007_N213,7,213,"Taserpi lunpasik, wilalusa’ kawichi’ñina’.",Cuando un viejo hablaba los niños no debían asomarse.,ok
T007_N214,7,214,“¿Ma’ki’na kenmama’ u’lama’?” itullinerkudek.,“¿Por qué se portan así?” nos decían.,ok
T007_N215,7,215,Kudi’na ta’tushala’mudek kawidekllidek yalaukdek’amudek.,Nosotros silenciosamente nos acercábamos queriendo escuchar.,ok
T007_N216,7,216,Nanekla’nka kuanta’ ñinchitulek asu’ Arakayu ma’pu’si’pa’ nanpilli.,De ahí yo también he aprendido de qué manera vivió este Arákayu.,ok
T007_N217,7,217,"Tasellunku’lusa’ papinkuku’lusa’ du’anna’, nana Arakayukin luñina’.",Las viejas finadas y los viejos finados se sentaban y hablaban de ese Arákayu.,ok
T007_N218,7,218,"Nerpi’pu’ peklu’llina’, ulenñina’ Arakayu.","A veces le llamaban, le discursaban a Arákayu.",ok
T007_N219,7,219,"“¡Arakayúuu, sametchapen apur pur’apalek asu’ uki’lamuuu!","“¡Arakayúuu, suelta tus pecesitos que estoy pescando porque tengo hambre!",ok
T007_N220,7,220,¿Wilaweklusa’ ma’nen i’na a’ka’dek’etchek?” tanna’.,¿Qué les voy a dar de comer a mis hijos?” diciendo.,ok
T007_N221,7,221,Tanna’ purllina’ napi’ku’lusa’.,Diciendo eso pescaban los antiguos.,ok
T007_N222,7,222,Ipa’la walek kuda laukta’kudeksu’ ñinchitapallidek.,Hasta ahora nosotros los que hemos oído conocemos (de Arákayu).,ok
T007_N223,7,223,Ñi’na ñiden kudaler yawinchi’ñidek latekchiñina’.,Pero a nadie queremos contarle porque no creen.,ok
T007_N224,7,224,"Ipa’la a’pinta’ ñinchillintanna’,","Ahora aún más teniendo educación formal,",ok
T007_N225,7,225,"ñinchillinsetchanna’,","sabiendo escribir,",fallback_last_line_as_spanish
T007_N226,7,226,"ñinchilli’anna’ kerka’ña,","sabiendo leer,",fallback_last_line_as_spanish
T007_N227,7,227,ñi a’pinta’ nanadaper lli’inuchi’ñina’.,(los jóvenes) ya no valoran esas cosas.,ok
T007_N228,7,228,Nu’sikla’nka asu’ Panpadek sennanlusa’ wetlli.,De esa manera estos lagos de Pampayacu desaparecieron.,ok
T007_N229,7,229,Nu’su’ wer’sik i’pa kuda ñillidek.,"Así, cuando ya habían desaparecido, nosotros vinimos a este mundo.",ok
T007_N230,7,230,"¡Enpi’pui’pa’ nana nu’su’ ña’su’,","¡Cuándo habrá sucedido eso,",ok
T007_N231,7,231,enpu’dun waranka ekkilaleipa’ ñilli nana nu’su’ ña’su’!,hace cuántos miles de años habrá pasado eso lo que ha sido así!,ok
T007_N232,7,232,"Ta’ser lauktulek papinkuku’lusa’, amiku’lusa’ luñina’.","Cuando contaron los he escuchado, los antiguos viejos y las abuelas finadas hablaban.",ok
T007_N233,7,233,"Dudinpu’ asu’ lupek pa’a’su’daper ilakapi chiketchullina’, wei pa’llina’.","Todos los animales, hasta los terrestres, se han ido por su lado, se han alejado.",ok
T007_N234,7,234,Ipa’la a’pinta’ lliwaitullina’.,Ahora los han espantado más lejos.,ok
T007_N235,7,235,Nanasa’ winterkenma’ Arakayuki.,Eso nomás les he contado sobre Arákayu.,ok
T007_N236,7,236,Nanek ta’wantulli.,Aquí termina.,fallback_last_line_as_spanish
T009_N001,9,1,Shiwiluku’lusa’ ipa’la ita’kawa’su’ “Kanpana’ Pitun” napi’ i’na itullina’ “Lanla’ Pitun”.,Los finados shiwilu a la que llamamos ahora “Campana Poza” antes la llamaban “Ballena Poza”.,ok
T009_N002,9,2,Nanek ima lanla’ ñilli.,Allí dice vivía una ballena.,fallback_last_line_as_spanish
T009_N003,9,3,Arakayu ima lanla’ akun yunsu’lli.,Dicen que Arákayu puso una ballena y salió (de la región).,ok
T009_N004,9,4,“Asu’ler pekdadek’etchu mukankinpu’lusa’”,“Esto les va a devorar a todos los malos”,ok
T009_N005,9,5,tan ima Arakayu nana lanla’ aku’lli.,dijo Arákayu y puso la ballena.,ok
T009_N006,9,6,Ipa’la “Lanla’ Pitun” itullina’ napi’ ipa’li’na “Kanpana’ Pitun” itullina’.,Ahora a la que antes llamaban “Ballena Poza” la llaman “Campana Poza”.,ok
T009_N007,9,7,Nanadaper ima’ka Arakayu yun pa’lapinantullinerkudek.,Dicen que todas estas cosas Arákayu enojándose nos ha dejado al irse.,ok
T009_N008,9,8,"Lanla’ i’na di’tulli Marceller,","A la ballena la mató Marcel,",ok
T009_N009,9,9,di’tulli lanla’.,él mató a la ballena.,ok
T009_N010,9,10,Marcel ima pachishak nu’wantan lanla’ler lanpi’tulli.,Dicen que cuando Marcel bajaba el río en un patecito la ballena se lo tragó.,ok
T009_N011,9,11,Nanek da’an lli’itulli dinlupinen.,"Ahí entrando (dentro de la ballena, Marcel) le vio su corazón.",ok
T009_N012,9,12,“Di’tetchek” tan dinlupinen dektuintulli.,“La mataré” dijo y le trozó el corazón.,ok
T009_N013,9,13,"Naneklima yunsu’lli dellutekkek, yunsu’n chimiñi.",Ahí dice (la ballena) salió a la playa y saliendo murió.,ok
T009_N014,9,14,Nanek tawetchulli.,Ahí se pudrió.,ok
T009_N015,9,15,Naneklimaka asu’ nana Lanla’ Pitunta’ uwentunta’lli.,"De ahí, esta la “Ballena Poza” se redujo.",ok
T009_N016,9,16,A’llupima ñiwiñi napi’ Lanla’ Pitun.,Dicen que antes era grande Ballena Poza.,fallback_last_line_as_spanish
T010_N001,10,1,Enta’n lunchek ipa’la asu’ ma’pu’sui’pa’ kankantanna’ Shiwiluku’lusa’ Muyunpa yaluwetchullina’.,"A ver pues, voy a contar ahora cómo se les habrá ocurrido a los shiwilu finados conocer Moyobamba.",ok
T010_N002,10,2,"Nanek ima ñinanlu’ indiuntuñina’ nanentu, wa’anler peklu’deklli.","Ahí, dice, las personas del pueblo se concentraron primero, el jefe les llamó:",ok
T010_N003,10,3,"“Enchuku’ nermuda’ luwetchawa’ kenmu’wa’nta’,","“Vamos a conocer a otro tipo de gente nosotros también,",ok
T010_N004,10,4,"ñinchitapalekwa’ ali’ladaperunta’ nanpi’perkasu’, ñi’na ñienpi’ lli’dek’i’nekwa’.","sabemos que otros también viven, pero nunca les hemos visto.",ok
T010_N005,10,5,"Nu’akkui’na kenmu’wa’ ipa’la tapalekwa’ ali’la muda’nti’pa’ nanpipalli,","Por eso nosotros ahora decimos otra gente también quizá vivirán,",ok
T010_N006,10,6,"nerpi’la la’la’ ipa’ lunpallina’, ta’kawa’su’.","diferente lengua hablarán, decimos.",ok
T010_N007,10,7,Ñinchichi’nekwa’.,No sabemos.,ok
T010_N008,10,8,"Nu’akkui’na ipa’la yalli’lusa’, sha’walusa’ enchuku’ Muyunpa luwetchawa’ kenmu’wa’nta’, ma’pu’si’pa’ nana ñinanlu’”.","Por eso ahora hermanos y hermanas vamos a conocer Moyobamba nosotros también, qué tal será esa ciudad”.",ok
T010_N009,10,9,Napi’ wa’latulusa’ tullina’ “Ina asu’ kekki da’asu’lupa’ ala’sa’ ñinanlu’ ñapalli.,Antes los soñadores decían “Por ahí por donde el sol se oculta hay un pueblo.,ok
T010_N010,10,10,Nerpi’la la’la’ lunpallina’ nawa’.,Diferente lengua hablan ellos.,fallback_last_line_as_spanish
T010_N011,10,11,"Tanna’ pellunna’ ipa’ takerllina’ nawa’, ipa’li’na kenmu’wa’nta’ nani’la lli’inutapalekwa’.","Diciendo eso se cansaron de hablar y ya perecieron ellos, ahora nosotros también eso mismo estamos recordando.",ok
T010_N012,10,12,"A’pimuchun enchuku’ paku’ kenmama’nta’ yalli’lusa’ sha’walusa’, setllintuku’ ektu’a’kawek Muyunpak”, tullima wa’an.","Mejor vayan (un grupo de) ustedes hermanos y hermanas, abran trocha para llegar a Moyobamba” dijo el gobernante.",ok
T010_N013,10,13,"Nanek ima ala’sa’ taserpi yunsa’n tulli, iteklanen ima usañin musenkek aku’n tulli.","Ahí dice un viejo se levantó y dijo, levantó su mano en alto y dijo:",ok
T010_N014,10,14,“Kenmu’wi’na nanalupa’ anaka’terwa’.,“Nosotros por ahí vamos a ser atrapados por las fieras.,ok
T010_N015,10,15,"¡Ma’nen ilipa’ ñapalli anaka’lusa’, nana inchilala yekketcha’kawa’su’lupa’!","¡Qué fieras habrán ahí, por donde vamos a abrir el camino!",ok
T010_N016,10,16,kua ipa’ wa’latulek”.,Yo ya he soñado”.,ok
T010_N017,10,17,Ali’la taserpima tununta’llin pitan “¡Ma’sha aner yatek kuatama’! ¿Kenmu’shasa’ a’ta’ pa’aterwa’?,Dicen que otro viejo se levantó y dijo también “¡No teman! ¿Acaso vamos a ir solos?,ok
T010_N018,10,18,Wapu’mu’wa’ pa’aterwa’.,Hartos de nosotros vamos a ir.,ok
T010_N019,10,19,"Amana’ ñichu di’tawa’, ali’la erpilu’ kupiwan ñipachi nananta’ di’tawa’.","Si hay tigre se lo mata, si hay anaconda de altura a esa también se la mata.",ok
T010_N020,10,20,Nanadaper a’ka di’tupatekwa’ musu’ pa’aterwa’.,A todos ellos matándolos bien vamos a ir.,ok
T010_N021,10,21,"Ñi anaki’nterwa’, ñi tekkwi’nterwa’”.","No vamos a perecer atrapados por ningún animal, no vamos a temer nada”.",ok
T010_N022,10,22,Nanek ima ali’la taserpi wa’lata’su’ tulli:,Entonces otro viejo soñador dijo:,fallback_last_line_as_spanish
T010_N023,10,23,“Nanentu pa’erkasu’ anaker’chuna’ iñerdaper.,“Los que van a ir primero (el primer grupo) van a perecer todos devorados por las fieras.,ok
T010_N024,10,24,"Naneklan, pa’nunta’lusa’ nawa’ a’ka di’tetchuna’ nana anaka’.”","Después, los que van de nuevo (el segundo grupo) ellos sí van a matar a las fieras”.",ok
T010_N025,10,25,"tullima nana ala’sa’ taserpi wa’lata’su’, lunanpichita’su’.","dijo ese viejo soñador, que predecía lo que iba a suceder.",ok
T010_N026,10,26,"Naneklima, ali’la taserpi tulli “Nana tapa’mamasu’ ñi da’pininpu’,","Después, dice otro viejo dijo: “Eso lo que están hablando no es falso,",ok
T010_N027,10,27,kenmu’wa’ takeraterwa’ nu’unta’nmu’wa’.,uno de nosotros va a perecer.,ok
T010_N028,10,28,Nu’unta’nmu’wa’ ipa’ Muyunpa luwetchaterwa’.,Tal vez algunos de nosotros vamos a conocer Moyobamba.,ok
T010_N029,10,29,Nanentu saka’tulusui’pa’ Muyunpak walek ektui’nchuna’” tullima ali’la taserpi.,Tal vez los que primero están abriendo trocha lleguen hasta Moyobamba” dijo el otro viejo.,ok
T010_N030,10,30,Naneklima ali’la yunsa’n tulli:,Después se levantó otro y dijo:,ok
T010_N031,10,31,"“Enchuku’, inlli’inuku’la’ yalli’lusa’ enpu’ninchi yawichi’tama’ nanpiladaku’.","“Vamos, prevénganse hermanos, no duerman mucho, han de velar en la noche.",ok
T010_N032,10,32,"Ala’musun wicha’pai, ali’la musui’na nanpiladapai.",Un grupo que vaya durmiendo y el otro grupo que haga guardia.,ok
T010_N033,10,33,Nanpincha’a’ser nawa’ nanpiladaperkek walek ali’la musun’unta’ wichi’chu’.,"Cuando se despierten los unos, hasta que estén despiertos ellos los otros que duerman.",ok
T010_N034,10,34,"Dasu’la yunsa’nma’, lunku’ ma’pu’sui’pa’ wa’latulama’.","En la mañana, cuando salgan (de su mosquitero), todos ustedes cuenten qué han soñado.",ok
