source_pair_id,shiwilu_original,shiwilu_variant,detected_suffix,swapped_with,spanish_kept,status,warning
U01443,alli'echek,alli'echa',ek,a',le mostraré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01443,alli'echek,alli'echu',ek,u',le mostraré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01443,alli'echek,alli'echna',ek,na',le mostraré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01129,saka'tapalli,saka'tapaa',lli,a',está funcionando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01129,saka'tapalli,saka'tapaek,lli,ek,está funcionando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01129,saka'tapalli,saka'tapau',lli,u',está funcionando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00388,lli'awa',lli'awek,a',ek,veamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00388,lli'awa',lli'awu',a',u',veamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00388,lli'awa',lli'awna',a',na',veamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01914,tumu'tulundek,tumu'tulunda',ek,a',nos mentiste.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01914,tumu'tulundek,tumu'tulundu',ek,u',nos mentiste.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01914,tumu'tulundek,tumu'tulundna',ek,na',nos mentiste.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02203,tumu'tulundek,tumu'tulunda',ek,a',nos engañaste.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02203,tumu'tulundek,tumu'tulundu',ek,u',nos engañaste.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02203,tumu'tulundek,tumu'tulundna',ek,na',nos engañaste.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01721,yanpu'lek,yanpu'a',lek,a',me divorcié.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01721,yanpu'lek,yanpu'ek,lek,ek,me divorcié.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01721,yanpu'lek,yanpu'u',lek,u',me divorcié.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00980,kaluwi'pala,kaluwi'paa',la,a',estás enfermo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00980,kaluwi'pala,kaluwi'paek,la,ek,estás enfermo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00980,kaluwi'pala,kaluwi'pau',la,u',estás enfermo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01930,kaluwi'pala,kaluwi'paa',la,a',estás herida.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01930,kaluwi'pala,kaluwi'paek,la,ek,estás herida.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01930,kaluwi'pala,kaluwi'pau',la,u',estás herida.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00177,lachek'apalek,lachek'apaa',lek,a',lo entiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00177,lachek'apalek,lachek'apaek,lek,ek,lo entiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00177,lachek'apalek,lachek'apau',lek,u',lo entiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02050,lektapaleksa',lektapaleksek,a',ek,solo pregunto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02050,lektapaleksa',lektapaleksu',a',u',solo pregunto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02050,lektapaleksa',lektapaleksna',a',na',solo pregunto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01142,llinsecher'pi'la,llinsecher'pi'a',la,a',sigue escribiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01142,llinsecher'pi'la,llinsecher'pi'ek,la,ek,sigue escribiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01142,llinsecher'pi'la,llinsecher'pi'u',la,u',sigue escribiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02026,yalansa'lek,yalansa'a',lek,a',quiero bailar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02026,yalansa'lek,yalansa'ek,lek,ek,quiero bailar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02026,yalansa'lek,yalansa'u',lek,u',quiero bailar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01582,lansa'pallidek,lansa'pallida',ek,a',estamos bailando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01582,lansa'pallidek,lansa'pallidu',ek,u',estamos bailando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01582,lansa'pallidek,lansa'pallidna',ek,na',estamos bailando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00269,lli'dek'ku',lli'dek'ka',u',a',obsérvalos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00269,lli'dek'ku',lli'dek'kek,u',ek,obsérvalos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00269,lli'dek'ku',lli'dek'kna',u',na',obsérvalos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00590,tanluwatapalli,tanluwatapaa',lli,a',hace viento.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00590,tanluwatapalli,tanluwatapaek,lli,ek,hace viento.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00590,tanluwatapalli,tanluwatapau',lli,u',hace viento.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00845,tanluwatapalli,tanluwatapaa',lli,a',hace fresco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00845,tanluwatapalli,tanluwatapaek,lli,ek,hace fresco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00845,tanluwatapalli,tanluwatapau',lli,u',hace fresco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02186,a'wer'llidek,a'wer'llida',ek,a',los perdimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02186,a'wer'llidek,a'wer'llidu',ek,u',los perdimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02186,a'wer'llidek,a'wer'llidna',ek,na',los perdimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00903,da'llina',da'lla',ina',a',pasearon.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00903,da'llina',da'llek,ina',ek,pasearon.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00903,da'llina',da'llu',ina',u',pasearon.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01368,musha'lli,musha'a',lli,a',la besó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01368,musha'lli,musha'ek,lli,ek,la besó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01368,musha'lli,musha'u',lli,u',la besó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00501,chinku'lli,chinku'a',lli,a',tosió.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00501,chinku'lli,chinku'ek,lli,ek,tosió.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00501,chinku'lli,chinku'u',lli,u',tosió.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00946,we'inutulidek,we'inutulida',ek,a',lo sentimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00946,we'inutulidek,we'inutulidu',ek,u',lo sentimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00946,we'inutulidek,we'inutulidna',ek,na',lo sentimos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01426,yupawinek,yupawina',ek,a',estaba furioso.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01426,yupawinek,yupawinu',ek,u',estaba furioso.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01426,yupawinek,yupawinna',ek,na',estaba furioso.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00358,a'aper'lli,a'aper'a',lli,a',fracasó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00358,a'aper'lli,a'aper'ek,lli,ek,fracasó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00358,a'aper'lli,a'aper'u',lli,u',fracasó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02083,yamerladaper'i'la,yamerladaper'i'a',la,a',sigue sonriendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02083,yamerladaper'i'la,yamerladaper'i'ek,la,ek,sigue sonriendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02083,yamerladaper'i'la,yamerladaper'i'u',la,u',sigue sonriendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00857,pa'awa',pa'awek,a',ek,vayámonos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00857,pa'awa',pa'awu',a',u',vayámonos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00857,pa'awa',pa'awna',a',na',vayámonos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01856,lek'kllina',lek'klla',ina',a',le preguntaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01856,lek'kllina',lek'kllek,ina',ek,le preguntaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01856,lek'kllina',lek'kllu',ina',u',le preguntaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02003,lauk'i'nek,lauk'i'na',ek,a',no escuché.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02003,lauk'i'nek,lauk'i'nu',ek,u',no escuché.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02003,lauk'i'nek,lauk'i'nna',ek,na',no escuché.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01592,kana'tapalekwa',kana'tapalekwek,a',ek,estamos ganando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01592,kana'tapalekwa',kana'tapalekwu',a',u',estamos ganando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01592,kana'tapalekwa',kana'tapalekwna',a',na',estamos ganando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01417,patenchulek,patenchua',lek,a',lo abofeteé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01417,patenchulek,patenchuek,lek,ek,lo abofeteé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01417,patenchulek,patenchuu',lek,u',lo abofeteé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00524,awer'lek,awer'a',lek,a',me perdí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00524,awer'lek,awer'ek,lek,ek,me perdí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00524,awer'lek,awer'u',lek,u',me perdí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00643,dekllina',deklla',ina',a',votaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00643,dekllina',dekllek,ina',ek,votaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00643,dekllina',dekllu',ina',u',votaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01854,mukankaninpu',mukankaninpa',u',a',qué malo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01854,mukankaninpu',mukankaninpek,u',ek,qué malo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01854,mukankaninpu',mukankaninpna',u',na',qué malo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02043,dunker'echek,dunker'echa',ek,a',lo buscaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02043,dunker'echek,dunker'echu',ek,u',lo buscaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02043,dunker'echek,dunker'echna',ek,na',lo buscaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01826,du'awa',du'awek,a',ek,sentémonos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01826,du'awa',du'awu',a',u',sentémonos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01826,du'awa',du'awna',a',na',sentémonos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01751,yasaka'tulek,yasaka'tua',lek,a',quiero trabajar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01751,yasaka'tulek,yasaka'tuek,lek,ek,quiero trabajar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01751,yasaka'tulek,yasaka'tuu',lek,u',quiero trabajar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01533,nanasa',nanasek,a',ek,es suficiente.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01533,nanasa',nanasu',a',u',es suficiente.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01533,nanasa',nanasna',a',na',es suficiente.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02059,nanasa',nanasek,a',ek,suficiente.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02059,nanasa',nanasu',a',u',suficiente.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02059,nanasa',nanasna',a',na',suficiente.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00975,luantapala,luantapaa',la,a',lo necesitas.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00975,luantapala,luantapaek,la,ek,lo necesitas.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00975,luantapala,luantapau',la,u',lo necesitas.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00777,yulek,yua',lek,a',me enfadé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00777,yulek,yuek,lek,ek,me enfadé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00777,yulek,yuu',lek,u',me enfadé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01150,pa'inpu'wa',pa'inpu'wek,a',ek,no vayamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01150,pa'inpu'wa',pa'inpu'wu',a',u',no vayamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01150,pa'inpu'wa',pa'inpu'wna',a',na',no vayamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00826,lunpalek,lunpaa',lek,a',estoy leyendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00826,lunpalek,lunpaek,lek,ek,estoy leyendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00826,lunpalek,lunpau',lek,u',estoy leyendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01703,chimidek'tulli,chimidek'tua',lli,a',se ahogó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01703,chimidek'tulli,chimidek'tuek,lli,ek,se ahogó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01703,chimidek'tulli,chimidek'tuu',lli,u',se ahogó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00552,nu'techek,nu'techa',ek,a',lo haré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00552,nu'techek,nu'techu',ek,u',lo haré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00552,nu'techek,nu'techna',ek,na',lo haré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00817,weranpi'nek,weranpi'na',ek,a',estoy ayunando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00817,weranpi'nek,weranpi'nu',ek,u',estoy ayunando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00817,weranpi'nek,weranpi'nna',ek,na',estoy ayunando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00033,ta'itula'lek,ta'itula'a',lek,a',renuncié.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00033,ta'itula'lek,ta'itula'ek,lek,ek,renuncié.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00033,ta'itula'lek,ta'itula'u',lek,u',renuncié.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02173,yadekllidek,yadekllida',ek,a',queremos votar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02173,yadekllidek,yadekllidu',ek,u',queremos votar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02173,yadekllidek,yadekllidna',ek,na',queremos votar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00410,dekundunlli,dekunduna',lli,a',anda.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00410,dekundunlli,dekundunek,lli,ek,anda.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00410,dekundunlli,dekundunu',lli,u',anda.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00639,llia'llina',llia'lla',ina',a',se quedaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00639,llia'llina',llia'llek,ina',ek,se quedaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00639,llia'llina',llia'llu',ina',u',se quedaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00640,llia'llina',llia'lla',ina',a',se mantuvieron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00640,llia'llina',llia'llek,ina',ek,se mantuvieron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00640,llia'llina',llia'llu',ina',u',se mantuvieron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01774,wanerapalek,wanerapaa',lek,a',estoy parado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01774,wanerapalek,wanerapaek,lek,ek,estoy parado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01774,wanerapalek,wanerapau',lek,u',estoy parado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00541,lli'inutapalek,lli'inutapaa',lek,a',me acuerdo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00541,lli'inutapalek,lli'inutapaek,lek,ek,me acuerdo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00541,lli'inutapalek,lli'inutapau',lek,u',me acuerdo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01753,wa'latapawinek,wa'latapawina',ek,a',estaba soñando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01753,wa'latapawinek,wa'latapawinu',ek,u',estaba soñando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01753,wa'latapawinek,wa'latapawinna',ek,na',estaba soñando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00766,a'perchapalek,a'perchapaa',lek,a',estoy jodiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00766,a'perchapalek,a'perchapaek,lek,ek,estoy jodiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00766,a'perchapalek,a'perchapau',lek,u',estoy jodiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00446,aper'llidek,aper'llida',ek,a',fallamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00446,aper'llidek,aper'llidu',ek,u',fallamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00446,aper'llidek,aper'llidna',ek,na',fallamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00141,yalenmekta',yalenmektek,a',ek,estate quieto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00141,yalenmekta',yalenmektu',a',u',estate quieto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00141,yalenmekta',yalenmektna',a',na',estate quieto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00827,neriapalek,neriapaa',lek,a',estoy descansando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00827,neriapalek,neriapaek,lek,ek,estoy descansando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00827,neriapalek,neriapau',lek,u',estoy descansando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00547,nanalatekapalek,nanalatekapaa',lek,a',eso creo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00547,nanalatekapalek,nanalatekapaek,lek,ek,eso creo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00547,nanalatekapalek,nanalatekapau',lek,u',eso creo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02031,yapanwilek'tuwinek,yapanwilek'tuwina',ek,a',quise pagar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02031,yapanwilek'tuwinek,yapanwilek'tuwinu',ek,u',quise pagar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02031,yapanwilek'tuwinek,yapanwilek'tuwinna',ek,na',quise pagar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01509,ek'ker'chawa',ek'ker'chawek,a',ek,abrámoslo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01509,ek'ker'chawa',ek'ker'chawu',a',u',abrámoslo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01509,ek'ker'chawa',ek'ker'chawna',a',na',abrámoslo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01704,we'inutapalli,we'inutapaa',lli,a',está deprimido.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01704,we'inutapalli,we'inutapaek,lli,ek,está deprimido.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01704,we'inutapalli,we'inutapau',lli,u',está deprimido.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00219,kana'tulek,kana'tua',lek,a',gané.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00219,kana'tulek,kana'tuek,lek,ek,gané.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00219,kana'tulek,kana'tuu',lek,u',gané.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00087,wichin'dek'chek,wichin'dek'cha',ek,a',me voy a dormir,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00087,wichin'dek'chek,wichin'dek'chu',ek,u',me voy a dormir,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00087,wichin'dek'chek,wichin'dek'chna',ek,na',me voy a dormir,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01060,mallia'palek,mallia'paa',lek,a',estoy rezando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01060,mallia'palek,mallia'paek,lek,ek,estoy rezando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01060,mallia'palek,mallia'pau',lek,u',estoy rezando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00513,yan'katektulek,yan'katektua',lek,a',lo admito.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00513,yan'katektulek,yan'katektuek,lek,ek,lo admito.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00513,yan'katektulek,yan'katektuu',lek,u',lo admito.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01408,aper'lek,aper'a',lek,a',he pecado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01408,aper'lek,aper'ek,lek,ek,he pecado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01408,aper'lek,aper'u',lek,u',he pecado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01471,nupek'tulli,nupek'tua',lli,a',se quebró.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01471,nupek'tulli,nupek'tuek,lli,ek,se quebró.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01471,nupek'tulli,nupek'tuu',lli,u',se quebró.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00523,kananek,kanana',ek,a',lo encontré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00523,kananek,kananu',ek,u',lo encontré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00523,kananek,kananna',ek,na',lo encontré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01415,kananek,kanana',ek,a',la rescaté.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01415,kananek,kananu',ek,u',la rescaté.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01415,kananek,kananna',ek,na',la rescaté.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01416,kananek,kanana',ek,a',lo rescaté.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01416,kananek,kananu',ek,u',lo rescaté.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01416,kananek,kananna',ek,na',lo rescaté.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01069,luver'chi'nek,luver'chi'na',ek,a',lo desconozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01069,luver'chi'nek,luver'chi'nu',ek,u',lo desconozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01069,luver'chi'nek,luver'chi'nna',ek,na',lo desconozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02046,lachek'apilalek,lachek'apilaa',lek,a',estoy comprendiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02046,lachek'apilalek,lachek'apilaek,lek,ek,estoy comprendiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02046,lachek'apilalek,lachek'apilau',lek,u',estoy comprendiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01715,lli'apalek,lli'apaa',lek,a',lo noto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
