pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,source,source_pair_id
U02658,¡Vayamos!” y salieron en grupos desde el pueblo.,¡Enchuku’ pa’awa’!” nupullini’ma ñinanluklan.,¡vayamos! y salieron en grupos desde el pueblo.,¡enchuku’ pa’awa’! nupullini’ma ñinanluklan.,pdf_textos,P00407
U02659,Dice que fueron a mirar.,Lli’kuñini’ma.,dice que fueron a mirar.,lli’kuñini’ma.,pdf_textos,P00408
U02660,“En verdad muy buen hombre es este Arákayu.,“Tekkinchi enpu’ni mukankeinpi’ma nana Arakayu.,en verdad muy buen hombre es este arákayu.,tekkinchi enpu’ni mukankeinpi’ma nana arakayu.,pdf_textos,P00409
U02661,Está regalando (pescado).,Panutapalli.,está regalando (pescado).,panutapalli.,pdf_textos,P00410
U02662,Pero dicen que no permite que nadie entre a su casa.,Ñimi’na pidekñik ñiden ya’da’i’ñi.,pero dicen que no permite que nadie entre a su casa.,ñimi’na pidekñik ñiden ya’da’i’ñi.,pdf_textos,P00411
U02663,"Afuera dormía la gente, en el patio exterior”.","Adipi wichi’llina’, inyulatekkek”.","afuera dormía la gente, en el patio exterior.","adipi wichi’llina’, inyulatekkek.",pdf_textos,P00412
U02664,"Así dice cuando estaba transcurriendo, una vez el gobernante le hizo llamar.","Nu’sui’ma pa’apan, ala’lu’sa’ wa’anler a’peklu’tulli.","así dice cuando estaba transcurriendo, una vez el gobernante le hizo llamar.","nu’sui’ma pa’apan, ala’lu’sa’ wa’anler a’peklu’tulli.",pdf_textos,P00413
U02665,Le fueron a decir los policías:,Wintunta’llima wala’wanlusa’ler:,le fueron a decir los policías:,wintunta’llima wala’wanlusa’ler:,pdf_textos,P00414
U02666,"“Arákayu, el gobernante ha dicho que te vayas a pandillar para el carnaval”.","- “Arakayú, wa’an tulli chu’kenpa’tunter ima asu’ mitanpi’”.","arákayu, el gobernante ha dicho que te vayas a pandillar para el carnaval.","- arakayú, wa’an tulli chu’kenpa’tunter ima asu’ mitanpi’.",pdf_textos,P00415
U02667,"“Entonces voy a ir” respondió (Arákayu), “el día central del carnaval”.","- “Nu’pachi pantetchek” tan ima, “mitan uklliñik’inchima”.","entonces voy a ir respondió (arákayu), el día central del carnaval.","- nu’pachi pantetchek tan ima, mitan uklliñik’inchima.",pdf_textos,P00416
U02668,aparecer Arákayu.,Asu’ musenkek sellawalusi’ma chu’kenapa’ser lli’tencha’lli Arakayu. Cuando las golondrinas revoloteaban pandillando arriba vino a,aparecer arákayu.,asu’ musenkek sellawalusi’ma chu’kenapa’ser lli’tencha’lli arakayu. cuando las golondrinas revoloteaban pandillando arriba vino a,pdf_textos,P00417
U02669,Arákayu dijo “A estas golondrinas yo las estoy criando.,Arakayu ima tulli “Asu’ sellawa i’na kualer pektawapalek.,arákayu dijo a estas golondrinas yo las estoy criando.,arakayu ima tulli asu’ sellawa i’na kualer pektawapalek.,pdf_textos,P00418
U02670,A las golondrinas yo las envío.,Sellawa kualer a’uk’apencha’deklek.,a las golondrinas yo las envío.,sellawa kualer a’uk’apencha’deklek.,pdf_textos,P00419
U02671,Ellas se van a contarme de qué manera celebraron el carnaval” dijo Arákayu.,Nawi’na wintapanta’llinerku ma’pu’si’pa mitan nakulama’” tullima Arakayu.,ellas se van a contarme de qué manera celebraron el carnaval dijo arákayu.,nawi’na wintapanta’llinerku ma’pu’si’pa mitan nakulama’ tullima arakayu.,pdf_textos,P00420
U02672,A Arákayu le habló el gobernante.,Arakayu ima luntulli wa’anler.,a arákayu le habló el gobernante.,arakayu ima luntulli wa’anler.,pdf_textos,P00421
U02673,Quisieron hacerle tomar chicha punta pero Arákayu no quiso tomar.,"Ya’ullini’ma uklulu’, Arakayu iyui’ñi.",quisieron hacerle tomar chicha punta pero arákayu no quiso tomar.,"ya’ullini’ma uklulu’, arakayu iyui’ñi.",pdf_textos,P00422
U02674,Quisieron hacerle comer pero Arákayu no quiso.,Yaaurañini’ma Arakayu luwanchiñi.,quisieron hacerle comer pero arákayu no quiso.,yaaurañini’ma arakayu luwanchiñi.,pdf_textos,P00423
U02675,Sólo con su mujer pandillaba.,Sadinleksi’ma chu’kenñi.,sólo con su mujer pandillaba.,sadinleksi’ma chu’kenñi.,pdf_textos,P00424
U02676,Dice que le vieron sus pies con los dedos hacia atrás y su espalda era barriga. the front and his belly where his back should be.,Lli’llini’mi’na lanteknen pi’sheksu’ ali’la piteknenunta’ merpinen.,dice que le vieron sus pies con los dedos hacia atrás y su espalda era barriga. the front and his belly where his back should be.,lli’llini’mi’na lanteknen pi’sheksu’ ali’la piteknenunta’ merpinen.,pdf_textos,P00425
U02677,"“¿Qué tipo de hombre es este, Arákayu?” dijeron los pobladores.",“¿Ma’pu’lusa’ asu’ muda’ ñan i’na asu’ Arakayu u’lli?” tullini’ma nana ñinanlu’wanlusa’.,"¿qué tipo de hombre es este, arákayu? dijeron los pobladores.",¿ma’pu’lusa’ asu’ muda’ ñan i’na asu’ arakayu u’lli? tullini’ma nana ñinanlu’wanlusa’.,pdf_textos,P00426
U02678,Y después de pandillar regresó Arákayu.,Nu’an ima chu’kenpa’tan adanta’lli Arakayu.,y después de pandillar regresó arákayu.,nu’an ima chu’kenpa’tan adanta’lli arakayu.,pdf_textos,P00427
U02679,Otros dijeron “Este Arákayu cuida los peces.,Ali’ladaper tullini’ma “Asu’ Arakayu samer luwektapalli.,otros dijeron este arákayu cuida los peces.,ali’ladaper tullini’ma asu’ arakayu samer luwektapalli.,pdf_textos,P00428
U02680,Será mejor que nos apropiemos de estos peces.,A’pimuchun kenmu’wa’ki ñii asu’ samer.,será mejor que nos apropiemos de estos peces.,a’pimuchun kenmu’wa’ki ñii asu’ samer.,pdf_textos,P00429
U02681,"Quemémosle la casa a este Arákayu,","Di’serpidektawa’ asu’ Arakayu,","quemémosle la casa a este arákayu,","di’serpidektawa’ asu’ arakayu,",pdf_textos,P00430
U02682,"para que salgan para nosotros nomás, para que sean para nosotros nomás estos peces”,","nanapa yunsu’i kenmu’wa’kinsa’ ñii asu’ samer”,","para que salgan para nosotros nomás, para que sean para nosotros nomás estos peces,","nanapa yunsu’i kenmu’wa’kinsa’ ñii asu’ samer,",pdf_textos,P00431
U02683,dijeron y le quemaron su tambo y su casa.,"tanni’ma di’ser’itullina’ tanpu’nen, pideknen.",dijeron y le quemaron su tambo y su casa.,"tanni’ma di’ser’itullina’ tanpu’nen, pideknen.",pdf_textos,P00432
U02684,Mientras (Arákayu) estaba pandillando el día central de carnaval las golondrinas estaban también danzando.,Nana chu’kenpa’tapasik mitan ukllik’inchi sellawalusa’ chu’kenapallina’.,mientras (arákayu) estaba pandillando el día central de carnaval las golondrinas estaban también danzando.,nana chu’kenpa’tapasik mitan ukllik’inchi sellawalusa’ chu’kenapallina’.,pdf_textos,P00433
U02685,Arriba en el cielo dice estaban dando vueltas.,Musenkek kekkilu’tek ima kunekchapallina’.,arriba en el cielo dice estaban dando vueltas.,musenkek kekkilu’tek ima kunekchapallina’.,pdf_textos,P00434
U02686,Mientras pasaba eso dice quemaron la casa.,Nana nu’apasik ima di’serpidektullina’.,mientras pasaba eso dice quemaron la casa.,nana nu’apasik ima di’serpidektullina’.,pdf_textos,P00435
U02687,"Entonces Arákayu regresó,","Arakayu ima adanta’n,","entonces arákayu regresó,","arakayu ima adanta’n,",pdf_textos,P00436
U02688,"cuando pasó el carnaval regresó,","mitan nakusik ima adanta’n,","cuando pasó el carnaval regresó,","mitan nakusik ima adanta’n,",pdf_textos,P00437
U02689,and he saw that his house had been completely burned.,"Arakayu lli’unta’llima enpu’ni wa’inuipa’ nana pideknen uksuketchulli,",and he saw that his house had been completely burned.,"arakayu lli’unta’llima enpu’ni wa’inuipa’ nana pideknen uksuketchulli,",pdf_textos,P00438
U02690,todas sus cosas se habían quemado.,dudinpu’nen uketlli.,todas sus cosas se habían quemado.,dudinpu’nen uketlli.,pdf_textos,P00439
U02691,Por eso dice Arákayu se enojó mucho.,Nu’an ima ipa’linchi Arakayu yulli.,por eso dice arákayu se enojó mucho.,nu’an ima ipa’linchi arakayu yulli.,pdf_textos,P00440
U02692,“¿Quiénes son ustedes para que hagan esto a mi casa a pesar de que yo les trataba bien?”,“¿Kenmama’ a’cha u’pidekta’mama’u’kusu’ kua musu’ nu’tapallenma’?”,¿quiénes son ustedes para que hagan esto a mi casa a pesar de que yo les trataba bien?,¿kenmama’ a’cha u’pidekta’mama’u’kusu’ kua musu’ nu’tapallenma’?,pdf_textos,P00441
U02693,gritó Arákayu.,lukatullima Arakayu.,gritó arákayu.,lukatullima arakayu.,pdf_textos,P00442
U02694,"Se rabió, lloró, tuvo mucha pena Arákayu.","Yulli, willeklli, wa’inutulli Arakayu.","se rabió, lloró, tuvo mucha pena arákayu.","yulli, willeklli, wa’inutulli arakayu.",pdf_textos,P00443
U02695,Después poniéndose de pie dijo:,Nu’an ima waneran tulli:,después poniéndose de pie dijo:,nu’an ima waneran tulli:,pdf_textos,P00444
U02696,"“Ahora sí ustedes sufrirán hambre,","“Ipa’laka kenmama’ uki’la nakuchuma’,","ahora sí ustedes sufrirán hambre,","ipa’laka kenmama’ uki’la nakuchuma’,",pdf_textos,P00445
U02697,de hambre nomás pasarán sus vidas.,uki’lasa’ nanpichuma’.,de hambre nomás pasarán sus vidas.,uki’lasa’ nanpichuma’.,pdf_textos,P00446
U02698,Todos (los animales) que crío me los llevaré al Ucayali”,Iñer pektawawek ekpantetchek Ukayerlupa’”,todos (los animales) que crío me los llevaré al ucayali,iñer pektawawek ekpantetchek ukayerlupa’,pdf_textos,P00447
U02699,diciendo esto Arákayu se fue río abajo.,tan ima Arakayu nu’wanta’lli.,diciendo esto arákayu se fue río abajo.,tan ima arakayu nu’wanta’lli.,pdf_textos,P00448
U02700,Dando un brinco se lanzó al agua con su señora.,Sekkankatan indi’dektulli sadinlek.,dando un brinco se lanzó al agua con su señora.,sekkankatan indi’dektulli sadinlek.,pdf_textos,P00449
U02701,De pie cayeron al agua.,Wanersu’ anu’dektullina’.,de pie cayeron al agua.,wanersu’ anu’dektullina’.,pdf_textos,P00450
U02702,Conforme iba riéndose se iba sumergiendo.,Yamer’apila’su’pi’la dankumer’apilalli.,conforme iba riéndose se iba sumergiendo.,yamer’apila’su’pi’la dankumer’apilalli.,pdf_textos,P00451
U02703,Cuando se silenció desapareció.,Tuna’sik wetlli.,cuando se silenció desapareció.,tuna’sik wetlli.,pdf_textos,P00452
U02704,Sólo los bufeos salieron.,Sapana’lusa’sa’ pekpillina’.,sólo los bufeos salieron.,sapana’lusa’sa’ pekpillina’.,pdf_textos,P00453
U02705,Eso hizo Arákayu y se fue río abajo.,Nana nu’tan Arakayu nu’wanta’lli.,eso hizo arákayu y se fue río abajo.,nana nu’tan arakayu nu’wanta’lli.,pdf_textos,P00454
U02706,"Dice que cuando iba río abajo los peces lo siguieron,","Nu’wanta’sik ima sameller tupitunta’lli,","dice que cuando iba río abajo los peces lo siguieron,","nu’wanta’sik ima sameller tupitunta’lli,",pdf_textos,P00455
U02707,todos los peces se llevó.,iñer samer ekpanta’lli.,todos los peces se llevó.,iñer samer ekpanta’lli.,pdf_textos,P00456
U02708,"Los que no quisieron ir río abajo, unos cuantos se quedaron.","Nana yapanti’npu’lusa’, enpu’dunshipa’ llia’llina’.","los que no quisieron ir río abajo, unos cuantos se quedaron.","nana yapanti’npu’lusa’, enpu’dunshipa’ llia’llina’.",pdf_textos,P00457
U02709,De esta manera los peces nos dejaron.,Nu’siklima’ka asu’ samer chiketllapillenmu’wa’.,de esta manera los peces nos dejaron.,nu’siklima’ka asu’ samer chiketllapillenmu’wa’.,pdf_textos,P00458
U02710,"También los lagos se secaron,","Sennanlusa’nta’ enñi,","también los lagos se secaron,","sennanlusa’nta’ enñi,",pdf_textos,P00459
U02711,"los lagos grandes se secaron,","shidek enñi,","los lagos grandes se secaron,","shidek enñi,",pdf_textos,P00460
U02712,"el “Rayo Caño” se secó,","Ukilasu’tundek enñi,","el rayo caño se secó,","ukilasu’tundek enñi,",pdf_textos,P00461
U02713,"el lago “Junto al Pelejo” se secó,","Kundetchek enñi,","el lago junto al pelejo se secó,","kundetchek enñi,",pdf_textos,P00462
U02714,el “Puerto de Lluvia” se secó.,U’lan Untunan enñi.,el puerto de lluvia se secó.,u’lan untunan enñi.,pdf_textos,P00463
U02715,Arakayú icaró y se fue dejándolos.,Arakayuler pekkun pa’lapinta’lli.,arakayú icaró y se fue dejándolos.,arakayuler pekkun pa’lapinta’lli.,pdf_textos,P00464
U02716,Arákayu shinguró7 (los lagos).,Arakayuler pilleklli.,arákayu shinguró7 (los lagos).,arakayuler pilleklli.,pdf_textos,P00465
U02717,"Arákayu, dice, era un shingurador.",Arakayu ima pillektutek.,"arákayu, dice, era un shingurador.",arakayu ima pillektutek.,pdf_textos,P00466
U02718,"Por eso dice los peces salieron,","Nu’an imaka samellusa’ yu’nketllina’,","por eso dice los peces salieron,","nu’an imaka samellusa’ yu’nketllina’,",pdf_textos,P00467
U02719,dijeron “Salgamos todos”.,tullina’ “¡Yu’nker’awa’!”,dijeron salgamos todos.,tullina’ ¡yu’nker’awa’!,pdf_textos,P00468
U02720,"Dicen que una joven que mestruaba por primera vez se había ido ahí, cuando Arákayu estaba enojado.","Nanek ima leklun panta’lli, Arakayu ima yupasik.","dicen que una joven que mestruaba por primera vez se había ido ahí, cuando arákayu estaba enojado.","nanek ima leklun panta’lli, arakayu ima yupasik.",pdf_textos,P00469
U02721,"Enojándose (Arákayu) se fue dejándolos, tras icarar se fue y los dejó.","Yun pa’lapinta’lli, pekkun pa’lapinta’lli.","enojándose (arákayu) se fue dejándolos, tras icarar se fue y los dejó.","yun pa’lapinta’lli, pekkun pa’lapinta’lli.",pdf_textos,P00470
U02722,"Cuando Arákayu icaró al lago “Junto al Pelejo” la joven de primera menstruación se acabó,","Kuntetchek Arakayuler pekkusik nana leklun ta’wantulli,","cuando arákayu icaró al lago junto al pelejo la joven de primera menstruación se acabó,","kuntetchek arakayuler pekkusik nana leklun ta’wantulli,",pdf_textos,P00471
U02723,"ahí desapareció (en el agua),","nanek wetlli,","ahí desapareció (en el agua),","nanek wetlli,",pdf_textos,P00472
U02724,se hundió mientras Arákayu la estaba mirando.,dankumelli Arakayuler lli’apasik.,se hundió mientras arákayu la estaba mirando.,dankumelli arakayuler lli’apasik.,pdf_textos,P00473
U02725,Ahora le llamamos a ese lugar “La Poza de la Niña”.,Ipa’la peklu’lek “Leklun Pitun”.,ahora le llamamos a ese lugar la poza de la niña.,ipa’la peklu’lek leklun pitun.,pdf_textos,P00474
U02726,"Ocurrido esto, (Arákayu) salió del lugar y se fue.",Nu’an ipa’ yunsu’n panta’lli. 7 Hizo daño.,"ocurrido esto, (arákayu) salió del lugar y se fue.",nu’an ipa’ yunsu’n panta’lli. 7 hizo daño.,pdf_textos,P00475
U02727,Entonces dice que ahí llamó al Hombre Candela.,Nanek ima ipa’linchi Tanpen peklu’lli.,entonces dice que ahí llamó al hombre candela.,nanek ima ipa’linchi tanpen peklu’lli.,pdf_textos,P00476
U02728,Arakáyu llamó al Hombre Candela y le dijo,Arakayuler Tanpen peklu’n itulli,arakáyu llamó al hombre candela y le dijo,arakayuler tanpen peklu’n itulli,pdf_textos,P00477
U02729,quémalos.,"“Tanpen, enpulula’ yapur’anna’ uncha’a’ser di’setchudekker. “Hombre Candela, cuando alguna vez queriendo pescar vengan,",quémalos.,"tanpen, enpulula’ yapur’anna’ uncha’a’ser di’setchudekker. hombre candela, cuando alguna vez queriendo pescar vengan,",pdf_textos,P00478
U02730,"Quémalos a los malos,","Di’setchudekker muinpu’lusa’,","quémalos a los malos,","di’setchudekker muinpu’lusa’,",pdf_textos,P00479
U02731,"los de mal corazón que se quemen bien,","mukankinpu’lusa’ uksu’ketchina’,","los de mal corazón que se quemen bien,","mukankinpu’lusa’ uksu’ketchina’,",pdf_textos,P00480
U02732,sólo los de buen corazón sobrevivirán.,mukankanlusa’sa’ dansu’chuna’.,sólo los de buen corazón sobrevivirán.,mukankanlusa’sa’ dansu’chuna’.,pdf_textos,P00481
U02733,Sólo ellos van a poblar de nuevo.,Nawa’sa’ nanpichuna’.,sólo ellos van a poblar de nuevo.,nawa’sa’ nanpichuna’.,pdf_textos,P00482
U02734,Sólo el pueblo de ellos se reproducirá” le dijo al Hombre Candela.,Nawa’ ñinanlu’nenna’ a’llupitununtekchuna’” itullima Tanpen muda’.,sólo el pueblo de ellos se reproducirá le dijo al hombre candela.,nawa’ ñinanlu’nenna’ a’llupitununtekchuna’ itullima tanpen muda’.,pdf_textos,P00483
U02735,"Dicen que el Hombre Candela era alto,","Tanpen mudei’ma shipen,","dicen que el hombre candela era alto,","tanpen mudei’ma shipen,",pdf_textos,P00484
U02736,"de cuello colorado, de cara colorada.","piper’unkellu’, pipelladasu’.","de cuello colorado, de cara colorada.","piper’unkellu’, pipelladasu’.",pdf_textos,P00485
U02737,"En eso que estaba enojado (Arákayu), dice que el pueblo se reunió.",Nu’an yupasik ima ipa’ ipa’linchi ñinanlu’ indiuntunñina’.,"en eso que estaba enojado (arákayu), dice que el pueblo se reunió.",nu’an yupasik ima ipa’ ipa’linchi ñinanlu’ indiuntunñina’.,pdf_textos,P00486
U02738,"Entonces el pueblo en asamblea dijo,","Ipa’linchi ñinanlu’ indiuntun tulli,","entonces el pueblo en asamblea dijo,","ipa’linchi ñinanlu’ indiuntun tulli,",pdf_textos,P00487
U02739,"al gobernante le dijeron,","wa’an wintullina’,","al gobernante le dijeron,","wa’an wintullina’,",pdf_textos,P00488
U02740,"“¡Gobernante, vamos a hacer pesca con barbasco!”","- “¡Wa’an, enchuku’ pur’awa’!”","¡gobernante, vamos a hacer pesca con barbasco!","- ¡wa’an, enchuku’ pur’awa’!",pdf_textos,P00489
U02741,"“¡Así hagan entonces ustedes, vayan a hacer la pesca!”","- “¡Nu’ku’ nu’pachi kenmama’, pur’unta’ku’!”","¡así hagan entonces ustedes, vayan a hacer la pesca!","- ¡nu’ku’ nu’pachi kenmama’, pur’unta’ku’!",pdf_textos,P00490
U02742,cuando ya iba a empezar el fuego.,nana yadi’setchusik.,cuando ya iba a empezar el fuego.,nana yadi’setchusik.,pdf_textos,P00491
U02743,Entonces dicen que Arákayu icaró (con su saber) desde allí a los riachuelos que tenían peces.,Ipa’linchi Arakayu ima pekkutulli naneklanek dekshadeklusa’ samerwa’nsu’.,entonces dicen que arákayu icaró (con su saber) desde allí a los riachuelos que tenían peces.,ipa’linchi arakayu ima pekkutulli naneklanek dekshadeklusa’ samerwa’nsu’.,pdf_textos,P00492
U02744,"Todos (los peces) salieron,","Iñerdaper yu’nkellapilli,","todos (los peces) salieron,","iñerdaper yu’nkellapilli,",pdf_textos,P00493
U02745,"las cuencas de las quebradas se secaron,","enpinantek’unta’llina’ dekshadeklusa’,","las cuencas de las quebradas se secaron,","enpinantek’unta’llina’ dekshadeklusa’,",pdf_textos,P00494
U02746,se secaron las cochas.,enpinantekllina’ sennanlusa’.,se secaron las cochas.,enpinantekllina’ sennanlusa’.,pdf_textos,P00495
U02747,"El paiche salió,","Unma’ yunsu’lli,","el paiche salió,","unma’ yunsu’lli,",pdf_textos,P00496
U02748,"la charapa salió,","puka’ yunsu’lli,","la charapa salió,","puka’ yunsu’lli,",pdf_textos,P00497
U02749,"la taricaya salió,","damer’ita yunsu’lli,","la taricaya salió,","damer’ita yunsu’lli,",pdf_textos,P00498
U02750,la mata-mata salió....,mapapa’ yunsu’lli.....,la mata-mata salió....,mapapa’ yunsu’lli.....,pdf_textos,P00499
U02751,Dicen que de esa manera antiguamente Arákayu nos maldijo y nos abandonó. a long time ago.,Nu’sui’ma napi’ Arakayu pillek’aminerkenmu’wa’ pa’lapinta’llinerkenmu’wa’.,dicen que de esa manera antiguamente arákayu nos maldijo y nos abandonó. a long time ago.,nu’sui’ma napi’ arakayu pillek’aminerkenmu’wa’ pa’lapinta’llinerkenmu’wa’.,pdf_textos,P00500
U02752,"Vengándose, el monte, se sumió más el monte.","Pillek’an, tanan, dankumelli a’pinta’ tanan.","vengándose, el monte, se sumió más el monte.","pillek’an, tanan, dankumelli a’pinta’ tanan.",pdf_textos,P00501
U02753,"Todas las temporadas de lluvias inunda,","Iñer u’lan’ukllik wisunanpalli,","todas las temporadas de lluvias inunda,","iñer u’lan’ukllik wisunanpalli,",pdf_textos,P00502
U02754,inunda bastante y se forman tahuampales.,wisunanpalli enpu’nipa’ tanpennan ñapalli.,inunda bastante y se forman tahuampales.,wisunanpalli enpu’nipa’ tanpennan ñapalli.,pdf_textos,P00503
U02755,Esas cochas se secaron.,Nana sennanlusa’ enñi.,esas cochas se secaron.,nana sennanlusa’ enñi.,pdf_textos,P00504
U02756,"En esos lagos, dice, todavía viven sus dueños, adentro.","Sennanlusek ima nanpipallinpi’la wa’anen, kinekla.","en esos lagos, dice, todavía viven sus dueños, adentro.","sennanlusek ima nanpipallinpi’la wa’anen, kinekla.",pdf_textos,P00505
U02757,"Las boas todavía están ahí,","Kupiwanlusa’ ñapallinpi’la,","las boas todavía están ahí,","kupiwanlusa’ ñapallinpi’la,",pdf_textos,P00506
U02758,los lagartos negros ahí están.,matutada ñapalli.,los lagartos negros ahí están.,matutada ñapalli.,pdf_textos,P00507
U02759,Ellos también escondidos están.,Nawa’nta’ insekkitula’su’ ñapalli.,ellos también escondidos están.,nawa’nta’ insekkitula’su’ ñapalli.,pdf_textos,P00508
U02760,Arakayu les dijo:,Arakayuler itudeklli:,arakayu les dijo:,arakayuler itudeklli:,pdf_textos,P00509
U02761,“No se dejen ver donde están estos malos.,“Anetlla ya’lli’tapatama’ asu’ mukankinpu’lusek.,no se dejen ver donde están estos malos.,anetlla ya’lli’tapatama’ asu’ mukankinpu’lusek.,pdf_textos,P00510
U02762,"Estos malos, cuando no tengan más que comer, hasta lagarto comerán.","Asu’ mukankinpu’lusa’, ñi a’pinta’ ma’winpu’pachina’, tada ilakapi ka’achuna’.","estos malos, cuando no tengan más que comer, hasta lagarto comerán.","asu’ mukankinpu’lusa’, ñi a’pinta’ ma’winpu’pachina’, tada ilakapi ka’achuna’.",pdf_textos,P00511
U02763,"Cuando no tengan nada, boa alguna vez van a comer”","Ma’winpu’pachina’, kupiwan enpulu ka’achuna’”","cuando no tengan nada, boa alguna vez van a comer","ma’winpu’pachina’, kupiwan enpulu ka’achuna’",pdf_textos,P00512
U02764,eso exclamó y nos maldijo este Arákayu.,tan ima pillekllenmu’wa’ asu’ Arakayu.,eso exclamó y nos maldijo este arákayu.,tan ima pillekllenmu’wa’ asu’ arakayu.,pdf_textos,P00513
U02765,"“Si Arakayu no hubiera salido (de Pampayacu),","“Arakayu yunsui’npu’a’su’ ñilli,","si arakayu no hubiera salido (de pampayacu),","arakayu yunsui’npu’a’su’ ñilli,",pdf_textos,P00514
U02766,"nosotros tendríamos muchísimo pescado,","enpu’nipa’ kenmu’wa’ samerwanpanansu’wa’,","nosotros tendríamos muchísimo pescado,","enpu’nipa’ kenmu’wa’ samerwanpanansu’wa’,",pdf_textos,P00515
U02767,la ribera se mantendría muy bonita.,ukuchin enpu’ni mushipa’ ñapa’su’.,la ribera se mantendría muy bonita.,ukuchin enpu’ni mushipa’ ñapa’su’.,pdf_textos,P00516
U02768,En cambio ahora crece la maleza”,Ipa’li’na tanantapilalli”,en cambio ahora crece la maleza,ipa’li’na tanantapilalli,pdf_textos,P00517
U02769,"dijeron los antiguos sentados,","tullina’ napi’ku’lusa’ du’anna’,","dijeron los antiguos sentados,","tullina’ napi’ku’lusa’ du’anna’,",pdf_textos,P00518
U02770,yendo a sentarse afuera y sintieron pena.,adipi du’kunna’ wa’inutullina’.,yendo a sentarse afuera y sintieron pena.,adipi du’kunna’ wa’inutullina’.,pdf_textos,P00519
U02771,Todos dijeron “¿Por qué nos hicieron eso?”,Iñerdaper “¿Ma’ki’nta’ nu’tullinerkenmu’wa’ ten?”,todos dijeron ¿por qué nos hicieron eso?,iñerdaper ¿ma’ki’nta’ nu’tullinerkenmu’wa’ ten?,pdf_textos,P00520
U02772,dijeron las muchachas.,tullina’ sha’walusa’.,dijeron las muchachas.,tullina’ sha’walusa’.,pdf_textos,P00521
U02773,“¿Por qué nos hicieron esto?”,“¿Ma’kin nu’tullinerkenmu’wa’ chi”,¿por qué nos hicieron esto?,¿ma’kin nu’tullinerkenmu’wa’ chi,pdf_textos,P00522
U02774,dijeron los viejos finados también con pena.,tullina’ taserpiku’lusa’.,dijeron los viejos finados también con pena.,tullina’ taserpiku’lusa’.,pdf_textos,P00523
U02775,"Diciendo así a veces, con sus comadres agarrándose de las manos,","Tanna’ nerpi’pu’, kumarinenna’lek inpilli’iteklatanna’,","diciendo así a veces, con sus comadres agarrándose de las manos,","tanna’ nerpi’pu’, kumarinenna’lek inpilli’iteklatanna’,",pdf_textos,P00524
U02776,"besándose las manos, lloraban.","inmusha’iteklatanna’, wellekllina’.","besándose las manos, lloraban.","inmusha’iteklatanna’, wellekllina’.",pdf_textos,P00525
U02777,"Ahora esta hambruna nos dieron,","Ipa’la uki’lak aku’llinerkenmu’wa’,","ahora esta hambruna nos dieron,","ipa’la uki’lak aku’llinerkenmu’wa’,",pdf_textos,P00526
U02778,somos víctimas de (la ira de) Arákayu.,Arakayu nenchullinerkenmu’wa’.,somos víctimas de (la ira de) arákayu.,arakayu nenchullinerkenmu’wa’.,pdf_textos,P00527
U02779,Por eso estamos sufriendo.,Nu’ak kua’ insekluten’apalekwa’.,por eso estamos sufriendo.,nu’ak kua’ insekluten’apalekwa’.,pdf_textos,P00528
U02780,"Los niños no conocen el paiche,","Wilalusa’ luwetchi’ñina’ unma’,","los niños no conocen el paiche,","wilalusa’ luwetchi’ñina’ unma’,",pdf_textos,P00529
U02781,"los niños no conocen la vacamarina,","wilalusa’ luwetchi’ñina’ panwalalan,","los niños no conocen la vacamarina,","wilalusa’ luwetchi’ñina’ panwalalan,",pdf_textos,P00530
U02782,"no conocen la huangana,","luwetchi’ñina’ panwala,","no conocen la huangana,","luwetchi’ñina’ panwala,",pdf_textos,P00531
U02783,no conocen los grandes peces:,luwetchi’ñina’ asu’ kupin samellusa’:,no conocen los grandes peces:,luwetchi’ñina’ asu’ kupin samellusa’:,pdf_textos,P00532
U02784,"paiche, tucunaré, arahuana.","unma’, tukuner, dunantek.","paiche, tucunaré, arahuana.","unma’, tukuner, dunantek.",pdf_textos,P00533
U02785,Todos los peces se extinguieron.,Samellusa’ iñer wetlli.,todos los peces se extinguieron.,samellusa’ iñer wetlli.,pdf_textos,P00534
U02786,Por eso nosotros mismos somos culpables.,Nanekla kenmu’wa’pi’la usha’wanekwa’.,por eso nosotros mismos somos culpables.,nanekla kenmu’wa’pi’la usha’wanekwa’.,pdf_textos,P00535
U02787,"Nadie más tiene la culpa,","Ñiden usha’wi’ñi ma’kinpa’,","nadie más tiene la culpa,","ñiden usha’wi’ñi ma’kinpa’,",pdf_textos,P00536
U02788,porque los de mal corazón quemaron la casa de Arákayu.,nana mukankinpu’lalusa’ler Arakayu pideknen di’setchullina’.,porque los de mal corazón quemaron la casa de arákayu.,nana mukankinpu’lalusa’ler arakayu pideknen di’setchullina’.,pdf_textos,P00537
U02789,"Cuando contaban yo también a los viejos ya finados les he escuchado, sentado desde cierta distancia.",Ta’ser kuanta’ taserpiku’lusa’ laukdeklek du’amu weilan.,"cuando contaban yo también a los viejos ya finados les he escuchado, sentado desde cierta distancia.",ta’ser kuanta’ taserpiku’lusa’ laukdeklek du’amu weilan.,pdf_textos,P00538
