CODIGO,ESP,SHIWILU,Grabado?,Defectuosos?,
,Parece sospechoso.,,,,
,Ayer nevó.,,,,
,Me equivoqué.,,,,
,Nos equivocamos.,,,,
,Era confidencial.,,,,
,Fue estimulante.,,,,
,Fue imperdonable.,,,,
,Sería perfecto.,,,,
,Probablemente llueva.,,,,
,Mañana nevará.,,,,
,Déjalo allí.,,,,
,Hazlo lentamente.,,,,
,Sigue recto.,,,,
,Seamos optimistas.,,,,
,Hagámoslo breve.,,,,
,No exageremos.,,,,
,Estudiemos inglés.,,,,
,¡Intentemos algo!,,,,
,Permíteme intentarlo.,,,,
,¿Me acompañas?,,,,
,Nadie sobrevivirá.,,,,
,Ninguno sobrevivirá.,,,,
,Hazme caso.,,,,
,Préstame atención.,,,,
,Prestanos atención.,,,,
,Tócame Chopin.,,,,
,Ponte pijama.,,,,
,Recuerda todo.,,,,
,Mostrame otros.,,,,
,Alguien intervino.,,,,
,Falta algo.,,,,
,Observa esto.,,,,
,Fue inesperado.,,,,
,Habrá tres.,,,,
,Parecen sorprendidos.,,,,
,Menuda pesadilla.,,,,
,No matarás.,,,,
,Estamos almorzando.,,,,
,Queremos ayudarte.,,,,
,No peleábamos.,,,,
,Los derrotaremos.,,,,
,Nos enteraremos.,,,,
,Hablaremos arriba.,,,,
,Trabajaremos juntos.,,,,
,Trabajaremos mañana.,,,,
,Estamos cenando.,,,,
,Mañana abrimos.,,,,
,Tenemos algo.,,,,
,¿Qué hacen?,,,,
,¿Qué respondiste?,,,,
,¿Qué decidiste?,,,,
,¿Qué creés?,,,,
,¿Qué sugieres?,,,,
,¿Qué espera?,,,,
,¿Qué cocinamos?,,,,
,¿Qué hacías?,,,,
,¿Cuándo volviste?,,,,
,¿Cuándo llega?,,,,
,¿Cuándo empiezo?,,,,
,¿Cuándo llegaremos?,,,,
,¿Dónde pasó?,,,,
,¿Dónde estudiaste?,,,,
,¿Cenarás?,,,,
,¿Firmaría aquí?,,,,
,Me decepcionaste.,,,,
,Sabes todo.,,,,
,Saben todo.,,,,
,Conoces todo.,,,,
,Conoce todo.,,,,
,Conocen todo.,,,,
,Necesitas ayudarme.,,,,
,Deberías agradecerme.,,,,
,Serás ignorado.,,,,
,Casi aciertas.,,,,
,Eres desorganizado.,,,,
,Eres irresistible.,,,,
,Vas tarde.,,,,
,Estás detenido.,,,,
,Quedas detenido.,,,,
,Quedan detenidos.,,,,
,¿Estás comiendo?,,,,
,¿Podés creerlo?,,,,
,¿Podés aclararlo?,,,,
,¿Puedes despacharlo?,,,,
,¿Podés explicarlo?,,,,
,¿Podés imaginarlo?,,,,
,¿Comiste algo?,,,,
,¿Hablaste siquiera?,,,,
,¿Tengo permiso?,,,,
,¿Bebes alcohol?,,,,
,¿Oyes algo?,,,,
,¿Necesitas algo?,,,,
,¿Necesitás algo?,,,,
,¿Recuerdas esto?,,,,
,¿Hablas español?,,,,
,¿Hablas suajili?,,,,
,¿Estudias inglés?,,,,
,¿Querés bailar?,,,,
,¿Quieres hacerlo?,,,,
,¿Querés dormir?,,,,
,Todos sonreían.,,,,
,Comuníquese conmigo.,,,,
,¿Has almorzado?,,,,
,¿Has adelgazado?,,,,
,¿Ha adelgazado?,,,,
,¿Lo mediste?,,,,
,Negó todo.,,,,
,Sale mucho.,,,,
,Será castigado.,,,,
,¿Cuántos necesitas?,,,,
,¿Cuántas necesitas?,,,,
,¿Cuántos quiere?,,,,
,¿Cuántos quieres?,,,,
,¿Cuánto pagaste?,,,,
,¿Cuánto pagó?,,,,
,¿Cuánto pagaron?,,,,
,¿Cuánto viste?,,,,
,¿Cuánto ganas?,,,,
,Finalmente entiendo.,,,,
,Yo saltaba.,,,,
,Escuché atentamente.,,,,
,Viajé solo.,,,,
,Quiero olvidarla.,,,,
,Quiero complacerte.,,,,
,Quería recordar.,,,,
,Quería advertirte.,,,,
,Te acompañaré.,,,,
,Lo acompañaré.,,,,
,Le acompaño.,,,,
,Quisiera recostarme.,,,,
,Soñaré contigo.,,,,
,Lo sacaré.,,,,
,Soy arqueólogo.,,,,
,Me sorprendes.,,,,
,Mañana trabajo.,,,,
,Encontré algo.,,,,
,Llevo marcapasos.,,,,
,Apenas llueve.,,,,
,Parece fascinante.,,,,
,Llovió anoche.,,,,
,Parece interesante.,,,,
,Sería romántico.,,,,
,Está chupado.,,,,
,Es facilísimo.,,,,
,Ya empezó.,,,,
,¿Vamos juntos?,,,,
,¿Debería dimitir?,,,,
,Parece razonable.,,,,
,Está amaneciendo.,,,,
,Siguieron caminando.,,,,
,Salieron victoriosos.,,,,
,Pueden cantar.,,,,
,Parece seda.,,,,
,Nosotros aplaudimos.,,,,
,Tenemos ventaja.,,,,
,Nos abrazamos.,,,,
,Partiremos inmediatamente.,,,,
,Compartíamos todo.,,,,
,Deberíamos preocuparnos.,,,,
,Viajamos juntos.,,,,
,Queremos asegurarnos.,,,,
,Queremos negociar.,,,,
,Estábamos almorzando.,,,,
,Lo superaremos.,,,,
,Nos atacan.,,,,
,¿Qué ocultan?,,,,
,¿Qué dicen?,,,,
,¿Qué recuerdas?,,,,
,¿Cuándo volvió?,,,,
,¿Cuándo volverá?,,,,
,¿Cuándo volverás?,,,,
,¿Adónde ibas?,,,,
,¿Cuál elegiste?,,,,
,¿Me esperarás?,,,,
,¿Me perdonarías?,,,,
,¿Preferirías té?,,,,
,Quedas arrestado.,,,,
,Captás rápido.,,,,
,"Perdiste, ¿verdad?",,,,
,Lo sobrestimas.,,,,
,Pareces indiferente.,,,,
,Pareces despreocupado.,,,,
,Debiste esperar.,,,,
,Te castigarán.,,,,
,Eres oportunista.,,,,
,Ambos sobrevivieron.,,,,
,¿Te llevo?,,,,
,¿Habla japonés?,,,,
,¿Podrías describirles?,,,,
,¿Podrías describirlos?,,,,
,¿Puedes identificarlo?,,,,
,¿Descubriste algo?,,,,
,¿Dijiste algo?,,,,
,¿Viste algo?,,,,
,¿Le llamaste?,,,,
,¿Disfrutas estudiando?,,,,
,¿Tiene encendedor?,,,,
,¿Tenés auriculares?,,,,
,¿Tienes audífonos?,,,,
,¿Tienes tiempo?,,,,
,¿Tiene tiempo?,,,,
,¿Tienen atún?,,,,
,¿Vende pilas?,,,,
,¿Hueles algo?,,,,
,¿Habla filipino?,,,,
,¿Entiendes ahora?,,,,
,¿Quieren desayuno?,,,,
,¿Queréis algo?,,,,
,¿Querés comprarlo?,,,,
,¿Quieres dimitir?,,,,
,¿Quieres verlo?,,,,
,¿Querés verlo?,,,,
,¿Quieres probarlo?,,,,
,¿Quieren probarlo?,,,,
,¿Habla inglés?,,,,
,¿Alguno escucha?,,,,
,¿Ya cenaste?,,,,
,Lleva gafas.,,,,
,¿Cuánto tarda?,,,,
,¿Cuánto pesas?,,,,
,¿Cómo volverás?,,,,
,Descubrí algo.,,,,
,Le ignoré.,,,,
,Creí oírte.,,,,
,Amaba Boston.,,,,
,Quería leerlos.,,,,
,Les esperaba.,,,,
,Le esperaba.,,,,
,Estaré afuera.,,,,
,Soy universitario.,,,,
,Vengo enseguida.,,,,
,Tengo hambrita.,,,,
,¿Sucede algo?,,,,
,Heló anoche.,,,,
,Era dificilísimo.,,,,
,Nevará mañana.,,,,
,Es auto-explicativo.,,,,
,Sigue así.,,,,
,Vomité anoche.,,,,
,Buitreé anoche.,,,,
,Llamémosle Snoopy.,,,,
,Probemos suerte.,,,,
,Dejémosla sola.,,,,
,Escuchemos música.,,,,
,Viajemos juntos.,,,,
,Probemos otro.,,,,
,Apártame esto.,,,,
,Desafina.,,,,
,Firme abajo.,,,,
,Bien hecho.,,,,
,Dulces palabras.,,,,
,Comieron bombones.,,,,
,Intercambiaron saludos.,,,,
,Somos futbolistas.,,,,
,Continuamos charlando.,,,,
,Seguimos hablando.,,,,
,Estamos progresando.,,,,
,Seguimos buscando.,,,,
,¡Qué decepción!,,,,
,¡Qué desilusión!,,,,
,¡Qué atrocidad!,,,,
,¿Cuándo llegarán?,,,,
,¿Cuál quieres?,,,,
,¿Quién sigue?,,,,
,¿Quieres acompañarnos?,,,,
,¿Vendrá mañana?,,,,
,¿Lloverá mañana?,,,,
,¿Me acompañarás?,,,,
,¿Recibís cheques?,,,,
,Anótalo todo.,,,,
,No entendiste.,,,,
,Quédate aquí.,,,,
,Debes seguirme.,,,,
,Arruinaste todo.,,,,
,Deberías pagarlo.,,,,
,Eres tremendo.,,,,
,Eres hermosísima.,,,,
,¿Vienes conmigo?,,,,
,¿Dejas Boston?,,,,
,"Venga, dámelo.",,,,
,¿Encontraron algo?,,,,
,¿Encontraste algo?,,,,
,¿Perdiste algo?,,,,
,¿Necesitabas algo?,,,,
,¿Querías algo?,,,,
,¿Querías verme?,,,,
,¿Quería verme?,,,,
,¿Querían verme?,,,,
,¿Trabajaste ayer?,,,,
,¿Tiene pasaporte?,,,,
,¿Tienes manzanas?,,,,
,¿Traes todo?,,,,
,¿Tiene experiencia?,,,,
,¿Tienes pesadillas?,,,,
,¿Sabes coser?,,,,
,¿Reconoces estas?,,,,
,¿Hablas búlgaro?,,,,
,¿Hablas esperanto?,,,,
,¿Estudias química?,,,,
,¿Estudias diariamente?,,,,
,¿Querés escucharlo?,,,,
,¿Quieres escucharlo?,,,,
,¿Quieres matarme?,,,,
,¿Quieres besarme?,,,,
,Todo cambiará.,,,,
,¿Ya votó?,,,,
,Reparte periódicos.,,,,
,Volverá pronto.,,,,
,Es beisbolista.,,,,
,¿Cuánto costaron?,,,,
,Almorcé apresurado.,,,,
,Puedo cuidarte.,,,,
,Disfruté bastante.,,,,
,Ayer cobré.,,,,
,Lo esposé.,,,,
,Quiero cocinarte.,,,,
,Pude ayudarla.,,,,
,Fui requeteafortunada.,,,,
,Quisiera reemplazarlo.,,,,
,Tengo problemas.,,,,
,Debo continuar.,,,,
,¿Lo logrará?,,,,
,¿Queda sal?,,,,
,Llovía quedito.,,,,
,Llovía dulcemente.,,,,
,Escuchame bien.,,,,
,"Escúchame, ¿quieres?",,,,
,Muchísimas gracias.,,,,
,Querían protección.,,,,
,Deberíamos callarnos.,,,,
,Superaremos esto.,,,,
,Estamos desayunando.,,,,
,¡Qué logro!,,,,
,¿Qué recomendaste?,,,,
,¿Qué crees?,,,,
,¿Dónde estudias?,,,,
,¿Sería adecuado?,,,,
,¿Jugarías conmigo?,,,,
,Eres bellísima.,,,,
,Mereces triunfar.,,,,
,Entenderás pronto.,,,,
,Estás progresando.,,,,
,¿Cocinas bien?,,,,
,Considérate afortunado.,,,,
,¿Estudiaste ayer?,,,,
,¿Tocaste algo?,,,,
,¿Venden mandarinas?,,,,
,¿Tienes novio?,,,,
,¿Tenés celular?,,,,
,¿Tienes hermanas?,,,,
,¿Quieres compartirlo?,,,,
,¿Quiere sentarse?,,,,
,¿Quieres tocarlo?,,,,
,¿Quieren tocarlo?,,,,
,Llámame mañana.,,,,
,Seguía órdenes.,,,,
,¡Estoy perdido!,,,,
,Quería gustarte.,,,,
,Acepto sugerencias.,,,,
,Intentaré memorizarlo.,,,,
,Almorcemos fuera.,,,,
,¡Cuídense!,,,,
,Tienen agujetas.,,,,
,Entraron cuidadosamente.,,,,
,Entraron cautelosamente.,,,,
,Avanzaron lentamente.,,,,
,Suena interesante.,,,,
,¿Saliste anoche?,,,,
,¿Qué propones?,,,,
,¿Cuál prefieres?,,,,
,¿Quieres bailar?,,,,
,¿Desea ordenar?,,,,
,¡Escríbele inmediatamente!,,,,
,Mejor creelo.,,,,
,Superarás esto.,,,,
,Comprenderás luego.,,,,
,Ya terminaste.,,,,
,Ya terminaron.,,,,
,¿Puedes explicármelo?,,,,
,¿Tienes novia?,,,,
,¿Tiene novia?,,,,
,¿Tienes hermanos?,,,,
,¿Sabes bailar?,,,,
,¿Sabes conducir?,,,,
,¿Quieres salvarlos?,,,,
,¿Querés venderlos?,,,,
,¿Quieres venderlos?,,,,
,¿Ocultaste algo?,,,,
,Falleció ayer.,,,,
,¿Cuánto cortaste?,,,,
,Estoy chorreando.,,,,
,Odio contradecirte.,,,,
,Espero verla.,,,,
,Necesito protegerme.,,,,
,Quiero pensarlo.,,,,
,Quería sorprenderla.,,,,
,Esperaba encontrarte.,,,,
,Lamento molestarte.,,,,
,Es negociable.,,,,
,Estamos parpadeando.,,,,
,Debemos recomenzar.,,,,
,Necesitamos averiguarlo.,,,,
,Intentamos convencerlo.,,,,
,Pronto descansaremos.,,,,
,¿Qué buscás?,,,,
,¿Qué esperas?,,,,
,¿Cuál escogerá?,,,,
,Deberías conocerte.,,,,
,¿Eres universitario?,,,,
,¿Podemos permitírnoslo?,,,,
,¿Recuerdas algo?,,,,
,Considérense afortunados.,,,,
,¿Interrumpí algo?,,,,
,¿Dormiste bien?,,,,
,¿Hay vacantes?,,,,
,¿Sabes usarlo?,,,,
,¿Quieres venir?,,,,
,¿Tiene novio?,,,,
,Lo pensaré.,,,,
,Intentaré distraerlos.,,,,
,Lamento escucharlo.,,,,
,Cero rollo.,,,,
,Trasnochemos.,,,,
,Ponte cómodo.,,,,
,¡Muchísimas gracias!,,,,
,Ambos asintieron.,,,,
,¿Cuándo desayunáis?,,,,
,¿Cuál escogerás?,,,,
,¿Quieres ensalada?,,,,
,¿Quieres azúcar?,,,,
,Pareces imbécil.,,,,
,¿Necesitamos esperarla?,,,,
,¿Tiene cita?,,,,
,¿Quieres casarte?,,,,
,Estaba agotadísimo.,,,,
,Fingí apoyarlo.,,,,
,Quería enseñártelo.,,,,
,Terminémoslo enseguida.,,,,
,Cuídate mucho.,,,,
,Denegada.,,,,
,Se acepta.,,,,
,Habrá consecuencias.,,,,
,Habrá dificultades.,,,,
,Volvemos mañana.,,,,
,¿Cuál elegirán?,,,,
,Necesitas desayunar.,,,,
,Vuelve enseguida.,,,,
,Decidí inscribirme.,,,,
,Prometo ayudarte.,,,,
,Lamento decepcionarte.,,,,
,Anoche llovió.,,,,
,Reunámonos mañana.,,,,
,Pónganse cómodos.,,,,
,Decidieron casarse.,,,,
,Parecen fotografías.,,,,
,¿Qué querías?,,,,
,¿Volverás mañana?,,,,
,¿Vuelves mañana?,,,,
,¿Entiendes todo?,,,,
,Lo conocí.,,,,
,Quería presentarme.,,,,
,Es autodidacta.,,,,
,Llevaremos cuidado.,,,,
,¿Cenarías conmigo?,,,,
,¿Quieres refrescarte?,,,,
,¿Viajas solo?,,,,
,¿Entendiste todo?,,,,
,¿Tienes nietos?,,,,
,¿Te ayudo?,,,,
,¿Quisieras entrar?,,,,
,"¡Mejor, callate!",,,,
,¿Aprenderás inglés?,,,,
,¿Vendrías conmigo?,,,,
,¿Pudiste contactarlo?,,,,
,Desayuné quesadillas.,,,,
,Seamos honestos.,,,,
,¿Bailas conmigo?,,,,
,Tienes ojeras.,,,,
,Espero verte.,,,,
,"Mañana, alunizará.",,,,
,Deberías avergonzarte.,,,,
,Permítame excusarme.,,,,
,Conseguimos convencerle.,,,,
,Tenemos un trato.,,,,
,Es tan caro.,,,,
,Es tan bella.,,,,
,Es tan fácil.,,,,
,Era tan obvio.,,,,
,Es tan genial.,,,,
,Es tan inútil.,,,,
,Soy tan feliz.,,,,
,¿Es tan tarde?,,,,
,Era tan simple.,,,,
,Eres tan vieja.,,,,
,Eres tan viejo.,,,,
,Estoy tan solo.,,,,
,Tan sólo hazlo.,,,,
,Estaba tan bien.,,,,
,Es tan temprano.,,,,
,Es tan triste...,,,,
,Estás tan cerca.,,,,
,Estoy tan feliz.,,,,
,Estoy tan gorda.,,,,
,Estoy tan lleno.,,,,
,¡Eras tan feliz!,,,,
,¡Tan solo hazlo!,,,,
,¿Era tan pesado?,,,,
,Soy tan estúpida.,,,,
,Tan solo sígueme.,,,,
,Era tan romántico.,,,,
,Eres tan adorable.,,,,
,Eres tan engreída.,,,,
,Es tan improbable.,,,,
,Estoy tan perdido.,,,,
,Fue tan excitante.,,,,
,Somos tan felices.,,,,
,Son tan engreídas.,,,,
,¡Eres tan hermosa!,,,,
,¡Eres tan hermoso!,,,,
,¿Qué tan profundo?,,,,
,Eres tan mentiroso.,,,,
,Ocurrió tan rápido.,,,,
,¡Estoy tan cansada!,,,,
,¡Estoy tan cansado!,,,,
,Eres tan misterioso.,,,,
,Estamos tan felices.,,,,
,Estoy tan devastado.,,,,
,¡Eres tan mentiroso!,,,,
,Estoy tan emocionado.,,,,
,Estoy tan hambriento.,,,,
,Estoy tan avergonzada.,,,,
,Estoy tan avergonzado.,,,,
,¡Soy tan desafortunado!,,,,
,Él es profesor.,,,,
,No soy profesor.,,,,
,Yo era profesor.,,,,
,Yo soy profesor.,,,,
,¿Es tu profesor?,,,,
,Seré tu profesor.,,,,
,El profesor sonrió.,,,,
,Solía ser profesor.,,,,
,Visitó al profesor.,,,,
,¿Es usted profesor?,,,,
,Todavía soy profesor.,,,,
,Deberías ser profesor.,,,,
,Disfruto ser profesor.,,,,
,Preguntémosle al profesor.,,,,
,Tengo 13 empleados.,,,,
,Tenemos 30 empleados.,,,,
,Necesitamos más empleados.,,,,
,¿Cuántos empleados tienes?,,,,
,¡A la calle!,,,,
,Cruza la calle.,,,,
,Crucemos la calle.,,,,
,Hice algo similar.,,,,
,Se pone peor.,,,,
,Se pone mejor.,,,,
,Me pone nervioso.,,,,
,Pone muchos deberes.,,,,
,Acordamos ese plan.,,,,
,Acordamos empezar temprano.,,,,
,Leo el libro.,,,,
,Leo una carta.,,,,
,No leo libros.,,,,
,Leo la etiqueta.,,,,
,Leo una revista.,,,,
,Leo muchas novelas.,,,,
,¿Qué me cuentas?,,,,
,¿Qué te cuentas?,,,,
,Pagué mis cuentas.,,,,
,Queremos cuentas separadas.,,,,
,Es muy corto.,,,,
,Prueba un poco.,,,,
,Prueba la tarta.,,,,
,Prueba esta salsa.,,,,
,Prueba este dulce.,,,,
,Duró veinte años.,,,,
,Cumplí veinte años.,,,,
,Gracias en avance.,,,,
,Somos amigos cercanos.,,,,
,Vamos al mercado.,,,,
,Dime tu precio.,,,,
,Mira el precio.,,,,
,¿Cuánto es esto?,,,,
,¿Cuánto mide él?,,,,
,¿Cuánto te debo?,,,,
,¿Cuánto pesa Tom?,,,,
,¿De cuánto estás?,,,,
,¿Cuánto costó esto?,,,,
,¿Cuánto cuesta eso?,,,,
,¿Cuánto debo pagar?,,,,
,¿Cuánto has pagado?,,,,
,¿Cuánto le debemos?,,,,
,¿Cuánto te debemos?,,,,
,Veamos cuánto mides.,,,,
,¿Cuánto azúcar usas?,,,,
,¿Cuánto les debemos?,,,,
,¿Cuánto tiempo dura?,,,,
,¿Cuánto costará esto?,,,,
,¿Cuánto dinero tiene?,,,,
,¿Cuánto es demasiado?,,,,
,¿Cuánto tiempo tengo?,,,,
,¿Cuánto debería pagar?,,,,
,¿Cuánto debes esperar?,,,,
,¿Cuánto dinero quiere?,,,,
,¿Cuánto dinero tienes?,,,,
,¿Cuánto querés gastar?,,,,
,¿Cuánto dinero quieren?,,,,
,¿Cuánto dinero quieres?,,,,
,¿Cuánto puedes apostar?,,,,
,¿Cuánto más necesitamos?,,,,
,¿Cuánto deberían obtener?,,,,
,¿Cuánto tiempo estuviste?,,,,
,¿Cuánto tiempo necesitas?,,,,
,¿Cuánto estuviste esperando?,,,,
,Apenas consigo verla.,,,,
,¿Es un maestro?,,,,
,Sé tu edad.,,,,
,¿Qué edad tienes?,,,,
,Estaré en contacto.,,,,
,Estamos en contacto.,,,,
,Mira a Tom.,,,,
,Mira al gato.,,,,
,Mira que lío.,,,,
,Mira al cielo.,,,,
,Mira de nuevo.,,,,
,Mira esa casa.,,,,
,Mira al espejo.,,,,
,Mira el precio.,,,,
,Mira la imagen.,,,,
,Mira y aprende.,,,,
,Mira esas nubes.,,,,
,"Ella dijo ""mira"".",,,,
,Mira esa montaña.,,,,
,Solo mira afuera.,,,,
,Mira esta pintura.,,,,
,¡Mira hacia atrás!,,,,
,Mira aquél edificio.,,,,
,Mira hacia adelante.,,,,
,Compramos mobiliario nuevo.,,,,
,No la conocemos.,,,,
,No le conocemos.,,,,
,No lo conocemos.,,,,
,No nos conocemos.,,,,
,Ya nos conocemos.,,,,
,¿Acaso te conocemos?,,,,
,¿Acaso nos conocemos?,,,,
,Conocemos el problema.,,,,
,Conocemos esta canción.,,,,
,¿Qué desea comprar?,,,,
,Quiero comprar otra.,,,,
,Necesito comprar uno.,,,,
,Quisiera comprar ese.,,,,
,¿Qué debería comprar?,,,,
,¿Qué quieres comprar?,,,,
,¿Qué quisiera comprar?,,,,
,Quisiera comprar aquel.,,,,
,¿Qué necesitas comprar?,,,,
,Quería comprar aspirina.,,,,
,Necesito comprar estampillas.,,,,
,Soy alguien responsable.,,,,
,Nada ha cambiado.,,,,
,¿Ha cambiado algo?,,,,
,¿He cambiado tanto?,,,,
,Realmente has cambiado.,,,,
,¡Cómo has crecido!,,,,
,Las cosas cambian.,,,,
,Yo debo rechazar.,,,,
,Ya sé manejar.,,,,
,No sabe manejar.,,,,
,Déjame manejar esto.,,,,
,Eso es fundamental.,,,,
,Nos sentimos frustrados.,,,,
,Continúe su análisis.,,,,
,Yo hago ejercicio.,,,,
,Tom hace ejercicio.,,,,
,Tom hizo ejercicio.,,,,
,Debo hacer ejercicio.,,,,
,Deberías hacer ejercicio.,,,,
,¿Eres ciudadano canadiense?,,,,
,Soy ciudadano estadounidense.,,,,
,Es asunto suyo.,,,,
,Reconsideraré el asunto.,,,,
,Malversó dinero público.,,,,
,¿Tienes un lema?,,,,
,Tomamos un poco.,,,,
,Había muchos otros.,,,,
,Hice muchos amigos.,,,,
,Pone muchos deberes.,,,,
,Tengo muchos discos.,,,,
,Tengo muchos sueños.,,,,
,Tiene muchos amigos.,,,,
,Tiene muchos libros.,,,,
,Compré muchos libros.,,,,
,Tengo muchos deberes.,,,,
,Tienes muchos amigos.,,,,
,Tienes muchos libros.,,,,
,¿Tiene muchos amigos?,,,,
,Muchos peces murieron.,,,,
,Murieron muchos peces.,,,,
,Tenemos muchos amigos.,,,,
,Tuvieron muchos hijos.,,,,
,¿Tienen muchos amigos?,,,,
,Necesito muchos libros.,,,,
,Existen muchos factores.,,,,
,Teníamos muchos muebles.,,,,
,Levantaron muchos cargos.,,,,
,Muchos fueron rechazados.,,,,
,Cualquier cosa vale.,,,,
,Cualquier lugar basta.,,,,
,Cualquier papel sirve.,,,,
,Pagaré cualquier cosa.,,,,
,Cualquier cosa ayudará.,,,,
,Cualquier libro servirá.,,,,
,Pregúntame cualquier cosa.,,,,
,Tienes tres alternativas.,,,,
,Se maneja bien.,,,,
,Toma el control.,,,,
,Estoy tomando café.,,,,
,¿Qué estás tomando?,,,,
,Estoy tomando leche.,,,,
,Debatimos el problema.,,,,
,Varios delegados discreparon.,,,,
,¿Soy el único?,,,,
,¿Eres hijo único?,,,,
,Me resulta familiar.,,,,
,Me resulta irresistible.,,,,
,Dame el mapa.,,,,
,Revisemos el mapa.,,,,
,No es natural.,,,,
,Es completamente natural.,,,,
,Amo mi país.,,,,
,Defendieron su país.,,,,
,Consiguieron su objetivo.,,,,
,Acepto sus condiciones.,,,,
,Acepto tus condiciones.,,,,
,Aceptaremos sus condiciones.,,,,
,Esperábamos mejores condiciones.,,,,
,Voy de vuelta.,,,,
,Estoy de vuelta.,,,,
,Bienvenido de vuelta.,,,,
,Ella lleva medias.,,,,
,Quítate las medias.,,,,
,Se aceptan cheques.,,,,
,¿Recibe usted cheques?,,,,
,Dormí nueve horas.,,,,
,Tengo ocho hermanos.,,,,
,Mejoramos la calidad.,,,,
,Tom está lleno.,,,,
,Este está lleno.,,,,
,Estoy tan lleno.,,,,
,Estaba medio lleno.,,,,
,He tenido suficiente.,,,,
,Hemos tenido suficiente.,,,,
,Sé muchas cosas.,,,,
,Leí muchas novelas.,,,,
,Leo muchas novelas.,,,,
,Tengo muchas fotos.,,,,
,Tengo muchas ideas.,,,,
,Tiene muchas canas.,,,,
,Compré muchas cosas.,,,,
,Quiero muchas cosas.,,,,
,Tengo muchas flores.,,,,
,Tiene muchas amigas.,,,,
,Sacamos muchas fotos.,,,,
,Tengo muchas cámaras.,,,,
,Tienes muchas amigas.,,,,
,Obtuvimos muchas uvas.,,,,
,"Muchas gracias, doctor.",,,,
,Tengo muchas preguntas.,,,,
,Hicieron muchas cambios.,,,,
,Muchas personas murieron.,,,,
,Hicieron muchas acusaciones.,,,,
,Encuentren a Tom.,,,,
,Encuentren al gato.,,,,
,Aunque es caro.,,,,
,Iré aunque llueva.,,,,
,Son los mejores.,,,,
,¡Que te mejores!,,,,
,Somos los mejores.,,,,
,Esperábamos mejores condiciones.,,,,
,Tom trabaja acá.,,,,
,Ella trabaja duro.,,,,
,¿Dónde trabaja él?,,,,
,¿Ella trabaja duro?,,,,
,¿Tu esposa trabaja?,,,,
,¿Para quién trabaja?,,,,
,Siempre trabaja duro.,,,,
,Tom trabaja demasiado.,,,,
,Soy una persona.,,,,
,Elija una persona.,,,,
,Esa persona murió.,,,,
,Es su derecho.,,,,
,Decidió estudiar derecho.,,,,
,Haz los deberes.,,,,
,Pone muchos deberes.,,,,
,Enséñame tus deberes.,,,,
,Tengo muchos deberes.,,,,
,Odio vivir solo.,,,,
,Solía vivir allí.,,,,
,Solía vivir aquí.,,,,
,Quiero vivir aquí.,,,,
,Prefiero vivir solo.,,,,
,¿Dónde querés vivir?,,,,
,¿Quieres vivir aquí?,,,,
,Puedes vivir conmigo.,,,,
,Quisiera vivir lujosamente.,,,,
,¿Qué es aquello?,,,,
,Nadie vio aquello.,,,,
,¿Quién necesita aquello?,,,,
,Ellos no ayudan.,,,,
,Ellas nos ayudan.,,,,
,Volverá a crecer.,,,,
,Trabajan para mí.,,,,
,Trabajan de noche.,,,,
,Te trabajan durísimo.,,,,
,Ellos trabajan juntos.,,,,
,Está jugando fuera.,,,,
,¿Tom sigue jugando?,,,,
,Está jugando Tetris.,,,,
,Estoy jugando béisbol.,,,,
,¿Lo puedes recoger?,,,,
,Estas son auténticas.,,,,
,Éstos son reales.,,,,
,¿Querés una calculadora?,,,,
,¡Qué hermosa ciudad!,,,,
,Lanza el dado.,,,,
,Mil yenes bastarán.,,,,
,¿Puedes coger esto?,,,,
,Son muy listos.,,,,
,No estamos listos.,,,,
,Todos están listos.,,,,
,Estamos casi listos.,,,,
,Son bastante listos.,,,,
,¿Están todos listos?,,,,
,Somos bastante listos.,,,,
,Limpia la pieza.,,,,
,Es un diario.,,,,
,¿Tienes un diario?,,,,
,Encontré tu diario.,,,,
,Fue culpa suya.,,,,
,Fue decisión suya.,,,,
,No lo entenderán.,,,,
,Ellos nunca entenderán.,,,,
,Queremos cuentas separadas.,,,,
,Él la quería.,,,,
,Yo la quería.,,,,
,Yo te quería.,,,,
,No quería nada.,,,,
,No quería leche.,,,,
,No quería saber.,,,,
,Te quería mucho.,,,,
,¿Qué quería Tom?,,,,
,Tom quería verme.,,,,
,Tom quería verte.,,,,
,Quería darte esto.,,,,
,Quería tu opinión.,,,,
,Solo quería verte.,,,,
,Todavía le quería.,,,,
,Tom quería dinero.,,,,
,Tom quería llorar.,,,,
,Ella quería viajar.,,,,
,Él quería triunfar.,,,,
,Nadie quería comer.,,,,
,Quería cinco piñas.,,,,
,Quería tener hijos.,,,,
,Tom quería bañarse.,,,,
,Yo quería ayudarte.,,,,
,No quería asustarte.,,,,
,Quería que supieras.,,,,
,Quería que vinieras.,,,,
,Realmente quería ir.,,,,
,Ella quería adularme.,,,,
,Él quería destruirlo.,,,,
,No quería molestarte.,,,,
,Quería decir gracias.,,,,
,Solo quería avisarte.,,,,
,Tom quería adelgazar.,,,,
,Tom quería comprarlo.,,,,
,Tom quería conocerle.,,,,
,Tom quería conoceros.,,,,
,Tom quería conocerte.,,,,
,Ella quería ayudarlos.,,,,
,Quería hablar contigo.,,,,
,Tom quería conocerles.,,,,
,Quería vuestra opinión.,,,,
