pair_id,group_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,source,source_pair_id,has_audit_flags
U03787,G03534,los niños no suben al segundo piso.,NANA WILALUSA' KU'LA CHINTEK'IÑINA KATU' MUSEN'KEK,los niños no suben al segundo piso.,nana wilalusa' ku'la chintek'iñina katu' musen'kek,flashcards_oraciones,P00580,False
U02681,G02450,"Quemémosle la casa a este Arákayu,","Di’serpidektawa’ asu’ Arakayu,","quemémosle la casa a este arákayu,","di'serpidektawa' asu' arakayu,",pdf_textos,P00430,True
U00244,G00189,Mes. ,DUKER,mes.,duker,flashcards2,P00244,True
U00245,G00189,Luna,DUKER,luna,duker,flashcards2,P00245,True
U01942,G01726,¿Son hermanas?,¿KAI'KUALUSA' NUKA'MAMA'?,¿son hermanas?,¿kai'kualusa' nuka'mama'?,flashcards2,P01942,False
U00019,G00016,Sonrían.,YAMERKU',sonrían.,yamerku',flashcards2,P00019,False
U03494,G03252,ustedes escuchan a su maestro.,KENMAMA' LAUK'LAMA' A'LEKTUTEKPENMA',ustedes escuchan a su maestro.,kenmama' lauk'lama' a'lektutekpenma',flashcards_oraciones,P00287,False
U00664,G00550,Tomás llamó soplando hoja.,CHUMA PEKLU'TULLI PENMEK'TAN,tomás llamó soplando hoja.,chuma peklu'tulli penmek'tan,flashcards2,P00664,False
U04110,G03847,"“Solo has agarrado la raíz de un árbol, tío” le respondió.","“Nalaiteksa’ pilli’tula, apetchá,” itullima.","solo has agarrado la raíz de un árbol, tío le respondió.","nalaiteksa' pilli'tula, apetchá, itullima.",fidel_lomas,P00234,True
U03477,G03239,ellas no escuchan música.,NAWA' KU'LA LAUK'I'ÑINA' TULUNER',ellas no escuchan música.,nawa' ku'la lauk'i'ñina' tuluner',flashcards_oraciones,P00270,False
U01511,G01320,Hazlo rápido.,WIUK'SU' NU'TER',hazlo rápido.,wiuk'su' nu'ter',flashcards2,P01511,False
U03600,G03354,ella no limpia la casa.,NANA KU'LA WITEK'IÑI PIDEK,ella no limpia la casa.,nana ku'la witek'iñi pidek,flashcards_oraciones,P00393,False
U03655,G03407,ella olvida su cuaderno.,NANA PINANERIÑI KERKA'NEN,ella olvida su cuaderno.,nana pinaneriñi kerka'nen,flashcards_oraciones,P00448,False
U01135,G00982,Siga leyendo.,LUNTAPER'I'LA,siga leyendo.,luntaper'i'la,flashcards2,P01135,False
U03436,G03199,ellas no corren muy rápido.,NAWA' KU'LA TEKA'PI'ÑINA NAKUSU WIU'KSU',ellas no corren muy rápido.,nawa' ku'la teka'pi'ñina nakusu wiu'ksu',flashcards_oraciones,P00229,False
U03530,G03287,las niñas estudiaran mañana.,NANA WILLA KU'APER'LUSA' ÑINCHITECHUNA' EKLLI,las niñas estudiaran mañana.,nana willa ku'aper'lusa' ñinchitechuna' eklli,flashcards_oraciones,P00323,False
U00115,G00078,Tom comió.,TOM WERANPALLI,tom comió.,tom weranpalli,flashcards2,P00115,False
U00809,G00681,Soy turco.,TURKU NUKA'KA,soy turco.,turku nuka'ka,flashcards2,P00809,False
U01349,G01170,¿Lo ves?,¿LI'APALA?,¿lo ves?,¿li'apala?,flashcards2,P01349,False
U00503,G00411,Está arruinado.,SAPUSU' ÑAPALLI,está arruinado.,sapusu' ñapalli,flashcards2,P00503,False
U00561,G00462,Me mudaré.,YUNSUE'CHEK,me mudaré.,yunsue'chek,flashcards2,P00561,False
U01050,G00904,Esperará.,WA'TENTECHU,esperará.,wa'tentechu,flashcards2,P01050,False
U01159,G01005,"Ah, entiendo.","AH, LACHEK'APALEK","ah, entiendo.","ah, lachek'apalek",flashcards2,P01159,False
U00903,G00768,Pasearon.,DA'LLINA',pasearon.,da'llina',flashcards2,P00903,False
U00206,G00155,Soy malo. (hacer mal las cosas),MUI'NEK,soy malo. (hacer mal las cosas),mui'nek,flashcards2,P00206,True
U00052,G00041,Estate tranquilo.,MUSU' ÑAPAKER',estate tranquilo.,musu' ñapaker',flashcards2,P00052,False
U04198,G03934,"Esa vez me quedé tres meses, trabajando para comprar mi ropa.",Napi’pu’ lli’alek kala duker’ yasaka’tamu mapa’tak kutunweklusa’.,"esa vez me quedé tres meses, trabajando para comprar mi ropa.",napi'pu' lli'alek kala duker' yasaka'tamu mapa'tak kutunweklusa'.,fidel_lomas,P00322,True
U02783,G02552,no conocen los grandes peces:,luwetchi’ñina’ asu’ kupin samellusa’:,no conocen los grandes peces:,luwetchi'ñina' asu' kupin samellusa':,pdf_textos,P00532,True
U01143,G00990,Déjalo ir.,TA'ITULER' PA'I,déjalo ir.,ta'ituler' pa'i,flashcards2,P01143,False
U03161,G02930,"Ese otro dijo ""Yo he sabido que en el cerro vive Llumallun"". 12 Laulate es un apellido muy común en Jeberos. Según este relato, su etimología se hallaría en el nombre Laweklatek “el de la boca abierta”. 13 Llumallun era viejita que vivia sola y era sabia.","Nana ali'lima tulli ""Kui’na ñinchitulek nana mutupik nanpipalli Llumallun13’”.","ese otro dijo yo he sabido que en el cerro vive llumallun. 12 laulate es un apellido muy común en jeberos. según este relato, su etimología se hallaría en el nombre laweklatek el de la boca abierta. 13 llumallun era viejita que vivia sola y era sabia.",nana ali'lima tulli kui'na ñinchitulek nana mutupik nanpipalli llumallun13'.,pdf_textos,P00910,True
U03133,G02902,Sekputchek no era de buen corazón.,Nana Sekputchek ima nana mukankinpu'a'su'.,sekputchek no era de buen corazón.,nana sekputchek ima nana mukankinpu'a'su'.,pdf_textos,P00882,False
U03737,G03487,los niños no piensan en su familia.,NANA WILALUSA KU'LA LLI'INU'PI'ÑINA' PA'TU'NEN'NAK,los niños no piensan en su familia.,nana wilalusa ku'la lli'inu'pi'ñina' pa'tu'nen'nak,flashcards_oraciones,P00530,False
U00370,G00297,Se terminó.,TA'WAN'TULLI,se terminó.,ta'wan'tulli,flashcards2,P00370,False
U03005,G02774,"Dice que ahí algunos (españoles) les decían (a los shiwilu) ""Traigan a sus hermanas para vendérnoslas"".","Nanek ima nu'unta' itudekllina' ""Kerku' sha'wapenma' uku'lakeru'kudek"".",dice que ahí algunos (españoles) les decían (a los shiwilu) traigan a sus hermanas para vendérnoslas.,nanek ima nu'unta' itudekllina' kerku' sha'wapenma' uku'lakeru'kudek.,pdf_textos,P00754,True
U00449,G00361,Nosotros esperamos.,KUDA WA'TENTULIDEK,nosotros esperamos.,kuda wa'tentulidek,flashcards2,P00449,False
U03233,G03002,Escucho el canto del gallo.,LAUK'APALEK WA'DANTEK PEKLA'SU',escucho el canto del gallo.,lauk'apalek wa'dantek pekla'su',flashcards_oraciones,P00026,False
U01656,G01458,¿Podemos proseguir?,¿YENNITATERWA TUPITAK?,¿podemos proseguir?,¿yennitaterwa tupitak?,flashcards2,P01656,True
U01657,G01458,¿Podemos continuar?,¿YENNITATERWA TUPITAK?,¿podemos continuar?,¿yennitaterwa tupitak?,flashcards2,P01657,True
U01337,G01159,¿Puedes dormir?,¿YENNITULA WICHI'A'MAK?,¿puedes dormir?,¿yennitula wichi'a'mak?,flashcards2,P01337,False
U03556,G03313,nosotros hablamos con su primo.,KUDA LUÑIDEK PRIMUNENLEK,nosotros hablamos con su primo.,kuda luñidek primunenlek,flashcards_oraciones,P00349,False
U01867,G01655,Vienen.,UK'APILELLINA',vienen.,uk'apilellina',flashcards2,P01867,False
U03895,G03639,En el monte tenemos una variedad de árboles.,Tanak aʹñaʹpallidek dudinpu’ nalalusaʹ.,en el monte tenemos una variedad de árboles.,tanak a'ña'pallidek dudinpu' nalalusa'.,fidel_lomas,P00019,True
U01982,G01763,Todos miraron.,IÑER'DAPER' LLI'TULLINA',todos miraron.,iñer'daper' lli'tullina',flashcards2,P01982,False
U00576,G00475,¿Aquí?,¿ASEK?,¿aquí?,¿asek?,flashcards2,P00576,False
U00960,G00820,¡Qué equipo!,MUMU'WANBALEK,¡qué equipo!,mumu'wanbalek,flashcards2,P00960,False
U01425,G01239,Tuve cuidado.,INLU'UKTUWINEK,tuve cuidado.,inlu'uktuwinek,flashcards2,P01425,False
U02641,G02410,Van a venir los peces”.,Uketchu samellusa’”.,van a venir los peces.,uketchu samellusa'.,pdf_textos,P00390,True
U02501,G02270,La señora me preguntó “¿Cómo vives?”,Senñula’ “¿Ma’pu’su’cha nanpipala?” itullun.,la señora me preguntó ¿cómo vives?,senñula' ¿ma'pu'su'cha nanpipala? itullun.,pdf_textos,P00250,True
U03643,G03395,ella no odia la tarea.,NANA KU'LA LUYUIÑI YANU'TA'SU',ella no odia la tarea.,nana ku'la luyuiñi yanu'ta'su',flashcards_oraciones,P00436,False
U00119,G00081,¡Despierta!,¡NANPIKER'!,¡despierta!,¡nanpiker'!,flashcards2,P00119,False
U00221,G00169,Duele.,IKERLLI,duele.,ikerlli,flashcards2,P00221,False
U00325,G00256,Lo sabía.,ÑINCHITUWINEK',lo sabía.,ñinchituwinek',flashcards2,P00325,False
U00575,G00476,¿Es acá?,¿ASEK A'CHA?,¿es acá?,¿asek a'cha?,flashcards2,P00575,True
U00577,G00476,¿Está aquí?,¿ASEK A'CHA?,¿está aquí?,¿asek a'cha?,flashcards2,P00577,True
U03559,G03316,ustedes no hablan de ella,KENMAMA LUMPI'NAMA' NANAKIN,ustedes no hablan de ella,kenmama lumpi'nama' nanakin,flashcards_oraciones,P00352,False
U00622,G00513,Huele esto.,LANERKER' ASU',huele esto.,lanerker' asu',flashcards2,P00622,False
U00277,G00219,Escríbeme.,LLINSER'CHU'U,escríbeme.,llinser'chu'u,flashcards2,P00277,False
U01069,G00922,Lo desconozco.,LUVER'CHI'NEK ,lo desconozco.,luver'chi'nek,flashcards2,P01069,False
U03744,G03493,tú no piensas en su familia.,KENMA KU'LA LLI'INUPI'NA PA'TU'NEN'KEK,tú no piensas en su familia.,kenma ku'la lli'inupi'na pa'tu'nen'kek,flashcards_oraciones,P00537,False
U02417,G02186,"“¿Estás aquí, hermana?” me viene a decir. 3 Una forma alternativa es weranwekkeklan. 4 Se refiere a sus hijos presentes durante la sesión de grabación.","- “Ñapala, ñañá?” itukellu.","¿estás aquí, hermana? me viene a decir. 3 una forma alternativa es weranwekkeklan. 4 se refiere a sus hijos presentes durante la sesión de grabación.","- ñapala, ñañá? itukellu.",pdf_textos,P00166,True
U04454,G04189,"“La mujer de Arákayu es como la luna llena (que quiere amanecer),","“ARAKAYU SADI’NA’ DUKER YANUKLLI,","la mujer de arákayu es como la luna llena (que quiere amanecer),","arakayu sadi'na' duker yanuklli,",vs_textos_narrativos,P00016,True
U04147,G03884,Un joven quería tener enamorada y salió a buscar.,"Ala’sa’ nadi’nek yaekkuanwanwiñi, yunsu’lli yadunker’an.",un joven quería tener enamorada y salió a buscar.,"ala'sa' nadi'nek yaekkuanwanwiñi, yunsu'lli yadunker'an.",fidel_lomas,P00271,True
U01189,G01026,¡Gracias nuevamente!,¡YUSPEINET'ECHUN NANAPU'SI'LA!,¡gracias nuevamente!,¡yuspeinet'echun nanapu'si'la!,flashcards2,P01189,False
U03407,G03170,ellas no cierran la puerta.,NAWA' KU'LA UNKUI'ÑINA UNKUNAN,ellas no cierran la puerta.,nawa' ku'la unkui'ñina unkunan,flashcards_oraciones,P00200,False
U02652,G02421,(Entonces) preguntaron esos hermanos (shawala) que habían ido:,Tullina’ nana yalli’lusa’ pa’lusa’:,(entonces) preguntaron esos hermanos (shawala) que habían ido:,tullina' nana yalli'lusa' pa'lusa':,pdf_textos,P00401,True
U03358,G03125,el niño baja la escalera.,NANAWILA NU'WAÑI CHINTEN'NAKLA',el niño baja la escalera.,nanawila nu'wañi chinten'nakla',flashcards_oraciones,P00151,False
U03581,G03336,él lava la ropa.,NANA PEKSA'LLI KUTUN,él lava la ropa.,nana peksa'lli kutun,flashcards_oraciones,P00374,False
U00794,G00667,Vendo autos.,UKU'LATAPALEK WA'NATEKA'ASU',vendo autos.,uku'latapalek wa'nateka'asu',flashcards2,P00794,False
U02797,G02566,Las viejas finadas y los viejos finados se sentaban y hablaban de ese Arákayu.,"Tasellunku’lusa’ papinkuku’lusa’ du’anna’, nana Arakayukin luñina’.",las viejas finadas y los viejos finados se sentaban y hablaban de ese arákayu.,"tasellunku'lusa' papinkuku'lusa' du'anna', nana arakayukin luñina'.",pdf_textos,P00546,True
U02649,G02418,"La matamata, la taricaya, la charapa salieron del agua.","Mapapa’, damer’ita, puka’ yunchinkelli.","la matamata, la taricaya, la charapa salieron del agua.","mapapa', damer'ita, puka' yunchinkelli.",pdf_textos,P00398,True
U04420,G04155,"Ahora recién quieren curarle, recién se acuerdan, recién encuentran su remedio.","Ipa’la yanalulenñina’, nalli’inutullina’, nakanañina’ ilulennanen.","ahora recién quieren curarle, recién se acuerdan, recién encuentran su remedio.","ipa'la yanalulenñina', nalli'inutullina', nakanañina' ilulennanen.",fidel_lomas,P00544,True
U01650,G01453,Tráemelo.,KERITU'U,tráemelo.,keritu'u,flashcards2,P01650,False
U04446,G04181,"Después (era) de pelo largo y negro,","NU’SIK SHINENCHEK, KER’ENCHEK,","después (era) de pelo largo y negro,","nu'sik shinenchek, ker'enchek,",vs_textos_narrativos,P00008,True
U00719,G00599,Como quieras.,KENMA LUWANTA'MASU'PU'SU',como quieras.,kenma luwanta'masu'pu'su',flashcards2,P00719,False
U00333,G00264,Cantaré.,TULUNER'ECHEK,cantaré.,tuluner'echek,flashcards2,P00333,False
U01402,G01220,Odio volar.,LUYULEK PENNU'AK,odio volar.,luyulek pennu'ak,flashcards2,P01402,True
U01403,G01220,Detesto volar.,LUYULEK PENNU'AK,detesto volar.,luyulek pennu'ak,flashcards2,P01403,True
U03296,G03064,¿Qué significa esta palabra?,¿MATULEKI'NA' ASU' LA'LA'KEK?,¿qué significa esta palabra?,¿matuleki'na' asu' la'la'kek?,flashcards_oraciones,P00089,False
U03539,G03296,el niño no habla en la casa.,NANA WILLA KU'LA LUNPI'ÑI PIDEKNENKEK,el niño no habla en la casa.,nana willa ku'la lunpi'ñi pideknenkek,flashcards_oraciones,P00332,False
U03033,G02802,"A eso dijeron ""¡Cuánto hemos sufrido para abrir el camino a Moyobamba!"" dijeron.","Nana nani'na itullina' ""Ma'pu'si'pa' insekluteñek Muyunpa inchilala yaekketchakwa' tullina'.",a eso dijeron ¡cuánto hemos sufrido para abrir el camino a moyobamba! dijeron.,nana nani'na itullina' ma'pu'si'pa' insekluteñek muyunpa inchilala yaekketchakwa' tullina'.,pdf_textos,P00782,True
U01107,G00958,Estoy dudando.,KU'LA LATEKTAPI'NEK,estoy dudando.,ku'la latektapi'nek,flashcards2,P01107,False
U03323,G03090,tú abres la puerta.,KENMA EK'KER'CHULA UNKUNAN,tú abres la puerta.,kenma ek'ker'chula unkunan,flashcards_oraciones,P00116,False
U01006,G00863,¿Puedes andar?,¿YENNITAPALA DEKKUNTA'MAK?,¿puedes andar?,¿yennitapala dekkunta'mak?,flashcards2,P01006,False
U02321,G02090,"muchachas, no saben pues esta lengua nuestra,","wilalunlusa’, ñi ñinchichi’ñina’ namasu’ la’la’mapu’wa’,","muchachas, no saben pues esta lengua nuestra,","wilalunlusa', ñi ñinchichi'ñina' namasu' la'la'mapu'wa',",pdf_textos,P00070,True
U00142,G00099,Anímate.,NANTA'PIKER,anímate.,nanta'piker,flashcards2,P00142,False
U01586,G01391,Somos egoístas.,KENMU'SAK LLI'I'NUPALEKWA',somos egoístas.,kenmu'sak lli'i'nupalekwa',flashcards2,P01586,False
U02453,G02222,Por eso estoy sentada.,Nu’amu du’apalek.,por eso estoy sentada.,nu'amu du'apalek.,pdf_textos,P00202,True
U01042,G00896,Toma otro. (beber),UKER' ALI'LA',toma otro. (beber),uker' ali'la',flashcards2,P01042,True
U00688,G01076,Debemos irnos.,PA'A'KAWA'SU' ÑAPALLI,debemos irnos.,pa'a'kawa'su' ñapalli,flashcards2,P00688,True
U01244,G01076,Deberíamos irnos.,PA'A'KAWA'SU' ÑAPALLI,deberíamos irnos.,pa'a'kawa'su' ñapalli,flashcards2,P01244,True
U00931,G00794,Podemos hablar.,YINNITULLIDEK LUNNAK,podemos hablar.,yinnitullidek lunnak,flashcards2,P00931,False
U01578,G01383,Teníamos razón.,A'PERSU' ÑAPIÑIDEK,teníamos razón.,a'persu' ñapiñidek,flashcards2,P01578,False
U04109,G03846,“¿Acaso te he agarrado?” le preguntó.,"¿“Pilli’tullen a’cha,”? itullima.",¿acaso te he agarrado? le preguntó.,"¿pilli'tullen a'cha,? itullima.",fidel_lomas,P00233,True
U03856,G03601,yo viajo con su familia.,KUA PA'APILALEK PATUNENLEK,yo viajo con su familia.,kua pa'apilalek patunenlek,flashcards_oraciones,P00649,False
U00569,G00469,¿Está muerto?,¿CHIMIÑI?,¿está muerto?,¿chimiñi?,flashcards2,P00569,False
U01104,G00956,Estoy divorciada.,APU'PI NUKA'KA,estoy divorciada.,apu'pi nuka'ka,flashcards2,P01104,False
U03763,G03512,ellas no recuerdan una canción.,NAWA'KU'LA LLI'INUTAPI'ÑINA ALA'SA' TULUNER',ellas no recuerdan una canción.,nawa'ku'la lli'inutapi'ñina ala'sa' tuluner',flashcards_oraciones,P00556,False
U01482,G01294,Son negocios.,UKU'LATAK NUKER'KA,son negocios.,uku'latak nuker'ka,flashcards2,P01482,False
U00672,G00558,Tom bostezó.,TOM LAUKI'LLI,tom bostezó.,tom lauki'lli,flashcards2,P00672,False
U02448,G02217,"“Mamá, estoy viniendo de la chacra”.","- “Mamá, uk’apincha’lek menmiklan”.","mamá, estoy viniendo de la chacra.","- mamá, uk'apincha'lek menmiklan.",pdf_textos,P00197,True
U03954,G03698,También se vende su carne ahumada.,Nu’sik’unta’ lu’lunen chinpi uku’latulek.,también se vende su carne ahumada.,nu'sik'unta' lu'lunen chinpi uku'latulek.,fidel_lomas,P00078,True
U02037,G01815,Lo arreglaré.,TEKDIPER'ECHEK,lo arreglaré.,tekdiper'echek,flashcards2,P02037,False
U01141,G00988,Sigue caminando.,DEK'KUNTAPER'PI'LA,sigue caminando.,dek'kuntaper'pi'la,flashcards2,P01141,False
U03097,G02866,"“¿Por qué estos del Barrio Bajo son asi? ¿Acaso nosotros nos vamos por ahi (por donde ellos)?”, diciendo se rabian.","""Ma'ki'na asu' Chilen nu'lli? ¿Kenmu'wa'ta’ nanalupa' pa'apalekwa'?"", tanna' yullina'.","¿por qué estos del barrio bajo son asi? ¿acaso nosotros nos vamos por ahi (por donde ellos)?, diciendo se rabian.","ma'ki'na asu' chilen nu'lli? ¿kenmu'wa'ta' nanalupa' pa'apalekwa'?, tanna' yullina'.",pdf_textos,P00846,True
U01476,G01288,Fue irónico.,SI'LEN ÑIWIÑI,fue irónico.,si'len ñiwiñi,flashcards2,P01476,False
U04416,G04151,Eso no vale. ,Nana mui’ñi. ,eso no vale.,nana mui'ñi.,fidel_lomas,P00540,True
U00956,G00817,Qué dolor.,EMBU'NI IKER'IPA',qué dolor.,embu'ni iker'ipa',flashcards2,P00956,False
U02346,G02115,Un kilo de maíz se tuesta en una tostadora.,Ala’ kilu inyalek chiter inyalalanantekkek.,un kilo de maíz se tuesta en una tostadora.,ala' kilu inyalek chiter inyalalanantekkek.,pdf_textos,P00095,True
U01760,G01556,Preferiría morir.,CHIMIN'INA'KA,preferiría morir.,chimin'ina'ka,flashcards2,P01760,False
U00494,G00619,No grites.,YALAMAPU'TA,no grites.,yalamapu'ta,flashcards2,P00494,True
U00743,G00619,No chilles.,YALAMAPU'TA,no chilles.,yalamapu'ta,flashcards2,P00743,True
U01504,G01314,Volvamos.,ADANTA'WA',volvamos.,adanta'wa',flashcards2,P01504,False
U04279,G04015,"Si no nos lleva el covid-19, estaremos viviendo todavía.","kuvi-19 ekpi’npu’pachinmu’, nanpiapaterpi’la.","si no nos lleva el covid-19, estaremos viviendo todavía.","kuvi-19 ekpi'npu'pachinmu', nanpiapaterpi'la.",fidel_lomas,P00403,True
U01335,G01157,¿Puedo visitar?,¿YENNITULEK LLIAK?,¿puedo visitar?,¿yennitulek lliak?,flashcards2,P01335,False
U01772,G01566,Me desnudo.,INANPILECHEK,me desnudo.,inanpilechek,flashcards2,P01772,False
U01481,G01293,Es adorable.,U'CHIMUSHA NUKA'A,es adorable.,u'chimusha nuka'a,flashcards2,P01481,False
U00108,G00072,Hasta luego.,PANTE'CHEK,hasta luego.,pante'chek,flashcards2,P00108,False
U00187,G01788,He vuelto.,ADENCHA'LEK,he vuelto.,adencha'lek,flashcards2,P00187,True
U02009,G01788,Volví.,ADENCHA'LEK,volví.,adencha'lek,flashcards2,P02009,True
U00069,G00050,Vaya despacio.,PAKER' UTI'LA,vaya despacio.,paker' uti'la,flashcards2,P00069,False
U03259,G03028,Estoy aprendiendo tu lengua.,ÑINCHITAPILALEK LA'LA' PEN,estoy aprendiendo tu lengua.,ñinchitapilalek la'la' pen,flashcards_oraciones,P00052,False
U01892,G01680,Somos hermanos.,IIN NUKA'KAWA,somos hermanos.,iin nuka'kawa,flashcards2,P01892,False
U03248,G03017,Mañana iremos al mercado.,EKLLI PA'ATER MERKADUK,mañana iremos al mercado.,eklli pa'ater merkaduk,flashcards_oraciones,P00041,False
U02466,G02235,Su dueño dice le decía “¡Tú vete yendo!”,"Wa’anler imi’na itulli “ ¡Pa’apilanter, kenmá!”",su dueño dice le decía ¡tú vete yendo!,"wa'anler imi'na itulli ¡pa'apilanter, kenmá!",pdf_textos,P00215,True
U01929,G01714,Están ganando.,KANA'TAPALLINA',están ganando.,kana'tapallina',flashcards2,P01929,False
U00777,G00650,Me enfadé.,YULEK,me enfadé.,yulek,flashcards2,P00777,False
U04052,G03789,“Está bien” acordaron.,“Mu’chun” tullina’.,está bien acordaron.,mu'chun tullina'.,fidel_lomas,P00176,True
U02847,G02616,"¡Qué fieras habrán ahí, por donde vamos a abrir el camino!","¡Ma’nen ilipa’ ñapalli anaka’lusa’, nana inchilala yekketcha’kawa’su’lupa’!","¡qué fieras habrán ahí, por donde vamos a abrir el camino!","¡ma'nen ilipa' ñapalli anaka'lusa', nana inchilala yekketcha'kawa'su'lupa'!",pdf_textos,P00596,True
U01655,G01457,¿Puedo sentarme?,¿YENNITULEK DU'AK?,¿puedo sentarme?,¿yennitulek du'ak?,flashcards2,P01655,False
U01445,G01257,Cogeré uno.,MAECHEK ALASA',cogeré uno.,maechek alasa',flashcards2,P01445,False
U01521,G01330,Es francesa.,NUKA'A FRANCESA,es francesa.,nuka'a francesa,flashcards2,P01521,False
U03975,G03719,Esto he aprendido de mi abuelo finado.,Asu’ ñinchitulek papinkuwekkukla.,esto he aprendido de mi abuelo finado.,asu' ñinchitulek papinkuwekkukla.,fidel_lomas,P00099,True
U00358,G00285,Fracasó.,A'APER'LLI,fracasó.,a'aper'lli,flashcards2,P00358,False
U01343,G01165,¿Necesito uno?,¿LUANTULEK ALA'SA'?,¿necesito uno?,¿luantulek ala'sa'?,flashcards2,P01343,False
U01370,G01189,¡Me pellizcó!,¡SEK'TEK'LLIU!,¡me pellizcó!,¡sek'tek'lliu!,flashcards2,P01370,False
U02551,G02320,"Hasta donde se detuvieron los niños, dice, ardió todo.",Nana wilalusa’ wanererkek walek ima uketlli.,"hasta donde se detuvieron los niños, dice, ardió todo.",nana wilalusa' wanererkek walek ima uketlli.,pdf_textos,P00300,True
U01480,G01292,Será fácil.,SAKA'DEKIMPU ÑICHU,será fácil.,saka'dekimpu ñichu,flashcards2,P01480,False
U02154,G01928,Tomás entiende.,CHUMA LACHEK'LLI,tomás entiende.,chuma lachek'lli,flashcards2,P02154,False
U00214,G00162,Estoy calientito.,UKAPISHA ÑAPALEK,estoy calientito.,ukapisha ñapalek,flashcards2,P00214,False
U02324,G02093,No.,Ma’sha.,no.,ma'sha.,pdf_textos,P00073,True
U01423,G01237,Quiero intentarlo.,YATEKLERILEK,quiero intentarlo.,yateklerilek,flashcards2,P01423,False
U00699,G00581,Estamos perdidos.,WER'SU' ÑAPALLIDEK,estamos perdidos.,wer'su' ñapallidek,flashcards2,P00699,False
U02770,G02539,yendo a sentarse afuera y sintieron pena.,adipi du’kunna’ wa’inutullina’.,yendo a sentarse afuera y sintieron pena.,adipi du'kunna' wa'inutullina'.,pdf_textos,P00519,True
U04126,G03863,Ahí las mujeres otra vez bailaban contentas.,Nanek shaya’lusa’ lansa’nunta’llina’ sakeksu’.,ahí las mujeres otra vez bailaban contentas.,nanek shaya'lusa' lansa'nunta'llina' sakeksu'.,fidel_lomas,P00250,True
U02662,G02431,Pero dicen que no permite que nadie entre a su casa.,Ñimi’na pidekñik ñiden ya’da’i’ñi.,pero dicen que no permite que nadie entre a su casa.,ñimi'na pidekñik ñiden ya'da'i'ñi.,pdf_textos,P00411,True
U01272,G01101,Lo heriste.,LLIPU'TULA,lo heriste.,llipu'tula,flashcards2,P01272,False
U01468,G01280,¿Está lloviendo?,¿ULANPALLINCHA?,¿está lloviendo?,¿ulanpallincha?,flashcards2,P01468,False
U00463,G00375,¡Ten cuidado!,¡LI'KER'LA!,¡ten cuidado!,¡li'ker'la!,flashcards2,P00463,True
U00464,G00375,¡Sé cuidadoso!,¡LI'KER'LA!,¡sé cuidadoso!,¡li'ker'la!,flashcards2,P00464,True
U00583,G00707,Eso pasa.,NANA NAKULLI,eso pasa.,nana nakulli,flashcards2,P00583,True
U00837,G00707,Eso sucedió.,NANA NAKULLI,eso sucedió.,nana nakulli,flashcards2,P00837,True
U04061,G03798,“Así como esto quiero que me pintes” dijo la Motelo.,“Asu’pu’su’ kua luwantulek llinsera’musu’” tulli Madu.,así como esto quiero que me pintes dijo la motelo.,asu'pu'su' kua luwantulek llinsera'musu' tulli madu.,fidel_lomas,P00185,True
U02818,G02587,Allí dice vivía una ballena.,Nanek ima lanla’ ñilli.,allí dice vivía una ballena.,nanek ima lanla' ñilli.,pdf_textos,P00567,True
U02709,G02478,De esta manera los peces nos dejaron.,Nu’siklima’ka asu’ samer chiketllapillenmu’wa’.,de esta manera los peces nos dejaron.,nu'siklima'ka asu' samer chiketllapillenmu'wa'.,pdf_textos,P00458,True
U02050,G01827,Solo pregunto.,LEKTAPALEKSA',solo pregunto.,lektapaleksa',flashcards2,P02050,False
U01199,G01034,Se negaron.,LUWANCHI'ÑINA',se negaron.,luwanchi'ñina',flashcards2,P01199,False
U00795,G00668,Huelo gas.,LANERAPALEK GAS,huelo gas.,lanerapalek gas,flashcards2,P00795,False
U00525,G00431,Te detesto.,LUYULLIEN,te detesto.,luyullien,flashcards2,P00525,False
U01628,G01433,Fracasarás.,NU'CHIN'CHU,fracasarás.,nu'chin'chu,flashcards2,P01628,False
U03628,G03382,nosotras no nadamos bajo la lluvia.,KUDA KU'LA IDUNPI'ÑIDEK U'LAN WILENKEK,nosotras no nadamos bajo la lluvia.,kuda ku'la idunpi'ñidek u'lan wilenkek,flashcards_oraciones,P00421,False
U00742,G00618,¡No dispares!,¡YAILANTUTA!,¡no dispares!,¡yailantuta!,flashcards2,P00742,False
U00375,G00302,Guarden esto.,SEK'DIPERKU' ASU',guarden esto.,sek'diperku' asu',flashcards2,P00375,False
U00383,G00308,¡Déjeme ir!,¡TA'ITULA'U'KU YAPANTA'LEK!,¡déjeme ir!,¡ta'itula'u'ku yapanta'lek!,flashcards2,P00383,False
U00701,G00583,Estamos hartos.,PERLLI'LLIDEK,estamos hartos.,perlli'llidek,flashcards2,P00701,False
U00356,G00283,Se quemó.,UKER'LLI,se quemó.,uker'lli,flashcards2,P00356,False
U03710,G03461,Él pesca en el mar con su abuelo.,NANA PUR'APALLI KUPIN SEN'NAK PAPINKUNENLEK,él pesca en el mar con su abuelo.,nana pur'apalli kupin sen'nak papinkunenlek,flashcards_oraciones,P00503,False
U00282,G00223,Respóndanme.,NA'PIU'KU,respóndanme.,na'piu'ku,flashcards2,P00282,False
