pair_id,ESP_normalizado,SHIWILU_normalizado,similarity_score
U02156,lava todo.,pamuer' iñer',0.8293749690055847
U02157,mira cuidadosamente.,lli'ker' uti'lakla,0.843212366104126
U02158,somos profesores.,a'lek'tutek'lusa' nuka'kawa',0.8291985392570496
U02159,comimos juntos.,weranekwa' kenmu'lek,0.8914411067962646
U02160,podemos ayudarte.,yennitulek'wa' katu'pa'a'kik,0.8791697025299072
U02161,podemos ayudarlos.,yennitulek'wa' katu'pa'a'kawak,0.8629293441772461
U02162,cerramos temprano.,shampasik unku'tulekwa',0.8389332890510559
U02163,tenemos visita.,a'ñapalekwa' da'lusa',0.8650040626525879
U02164,hicimos waffles.,nu'tulekwa' waffles,0.9379196166992188
U02165,deberíamos ganar.,kana'ta'kawa'su' ñapalli,0.8475544452667236
U02166,compartimos ideas.,a'nañiwa' lli'inulusa',0.8468199968338013
U02167,hablamos francés.,lumpallidek frances,0.8959147930145264
U02168,estudiamos francés.,ñinchitapallidek frances,0.8857779502868652
U02169,andamos mucho.,dek'kuntapallidek' wapu',0.8639917969703674
U02170,queremos ayudar.,yakatu'pa'llidek,0.8736388683319092
U02171,queremos saber.,yañinchitullidek,0.8711004853248596
U02172,queremos hablar.,yalunñidek,0.8705068826675415
U02173,queremos votar.,yadekllidek,0.8419300317764282
U02174,éramos amigos.,ekuanñiwiñidek,0.8955352306365967
U02175,estábamos hablando.,lumpawiñidek,0.8798239231109619
U02176,seremos asesinados.,dei'techuner'kudek,0.8531937599182129
U02177,los detendremos.,tu'nek'echidek,0.8512625694274902
U02178,estamos disponibles.,inapi ñapallidek,0.8805043697357178
U02179,estamos seguros.,musu'lu'ukpi ñapallidek,0.8759536743164062
U02180,estamos escuchando.,lauk'tapallidek,0.8809958696365356
U02181,estamos organizados.,mumusu' ñapallidek,0.8637737035751343
U02182,somos prisioneros.,sipuk'ñapallidek,0.8368752002716064
U02183,estamos satisfechos.,sakeksu' ñapallidek,0.8993756771087646
U02184,estamos separados.,yampu'su' ñapallidek,0.8745787739753723
U02185,tenemos esos.,nanadaper a'ñapallidek,0.8491859436035156
U02186,los perdimos.,a'wer'llidek,0.8614654541015625
U02187,¿estabas llorando?,¿welliek'apawina?,0.8621549606323242
U02188,¿qué dijo?,¿ma'tulli?,0.8576042652130127
U02189,¿qué hiciste?,¿ma'nen'nu'tula?,0.8478745222091675
U02190,¿qué falta?,¿ma'nenpawanpalli?,0.866491973400116
U02191,¿cuándo acabó?,¿enpi'ta'wantulli?,0.8575196862220764
U02192,¿cuándo correrás?,¿enpi'teke'chu?,0.8516988754272461
U02193,¿quien ayudó?,¿den'katu'pa'tulli?,0.8214869499206543
U02194,¿quién contribuyó?,¿den'katu'pa'tulli?,0.7939367294311523
U02195,escribe algo.,llinse'cher' manen'unta',0.8497841358184814
U02196,anota eso.,llinser'ker' nana,0.8392320871353149
U02197,anoten eso.,llinser'ku' nana,0.8413770794868469
U02198,anota esto.,llinser'ker' asu',0.8480005264282227
U02199,anote esto.,llinser'ker' asu',0.858993411064148
U02200,anoten esto.,llinser'ku' nana,0.8387395143508911
U02201,me traicionaste.,wa'danpilapilun,0.8288060426712036
U02202,nos traicionaste.,wa'danpilapilundek,0.8396095633506775
U02203,nos engañaste.,tumu'tulundek,0.8641005754470825
U02204,puedes entrar.,yennitulada'a'mak,0.8827255964279175
U02205,puedes decírnoslo.,yennitula winta'mudek,0.893717885017395
U02206,pareces triste.,lli'tula we'inutusu',0.8427101373672485
U02207,deberías descansar.,neria'masu' ñapalli,0.8401563167572021
U02208,deberían quedarse.,llia'a'mamasu' ñapalli,0.838588297367096
U02209,tú dormías.,kenma wichi'wina',0.8263037204742432
U02210,ustedes dormían.,kenmama' wichi'winama',0.8626172542572021
U02211,mejor vete.,a'pimuechu paker',0.8442118167877197
U02212,te perderás.,wer'echu,0.8472495079040527
U02213,estás soñando.,wa'latapala,0.8515025973320007
U02214,eres nervioso.,tekua'tek nuka'ma,0.8514645099639893
U02215,estás estancado.,pilli'pi ñapala,0.868124783039093
U02216,estás atascado.,da'sek'su' ñapala,0.8676697611808777
U02217,¿eres mago?,¿nuka'ma a'i'kechektutek?,0.8444393277168274
U02218,¿eres real?,¿tekinchi nuka'ma?,0.8591929078102112
U02219,¿estás embarazada?,¿kadu'lunsu' ñapala?,0.845002293586731
U02220,¿son estudiantes?,¿ñinchitulusa' nuka'mama'?,0.8061739206314087
U02221,¿estudias?,¿kerka' ñinchitapala?,0.8541938066482544
U02222,pregúntaselo.,lekker',0.8361163139343262
U02223,respira normal.,neriker' u'chimu,0.8629468679428101
U02224,respira tranquilo.,neriker' u'chimu,0.8821038603782654
U02225,¿me permiten?,¿ta'itule'chuner'ku?,0.8699003458023071
U02226,¿puedo salir?,¿yennitulek yunsu'ak?,0.8531769514083862
U02227,sigue cavando.,iwa'taper'i'la,0.8507522344589233
U02228,¡contrólate!,¡inlu'uk'ter!,0.8825384378433228
U02229,¿tienes cerveza?,¿a'ñapala cerveza?,0.9050161838531494
U02230,¿tienen hijos?,¿wilawanpalama'?,0.8143372535705566
U02231,¿tienes hijos?,¿wilawanpala'?,0.820807695388794
U02232,¿tienes arroz?,¿pumuladawanpala?,0.8418747782707214
U02233,¿tienen arroz?,¿pumuladawanpalama'?,0.8070688843727112
U02234,¿los conoces?,¿luwer'chapadekla?,0.8579601645469666
U02235,¿vives aquí?,¿asek nanpipala?,0.8665841817855835
U02236,¿viven aquí?,¿asek nanpipalama'?,0.8475822806358337
U02237,escaparon todos.,iñer' chiyekllina',0.8187479376792908
U02238,explícamelo.,musu' wintu'u,0.8531526923179626
U02239,¡buen viaje!,¡paker' musu'!,0.8727683424949646
U02240,no duerme.,ku'la wicha'pi'ñi,0.852443277835846
U02241,no fuma.,ku'la u'wa'ta'pi'ñi,0.8438141942024231
U02242,odia correr.,luyu'lli teka'ak,0.8246159553527832
U02243,ama cantar.,tantenñi tuluker'ak,0.8462567925453186
U02244,quiere venir.,ya'wencha'lli,0.871240496635437
U02245,está envejeciendo.,taserpitapilalli,0.847244143486023
U02246,está inconsciente.,inlli'inuinsu' ñapalli,0.8729210495948792
U02247,un momentito.,wa'tenker',0.8506073951721191
U02248,¿cuánto mides?,¿empu'dun pichiapala?,0.8186649680137634
U02249,pedí comida.,weran lektulek,0.8311808109283447
U02250,me engripé.,ilu enka'lliu,0.8334850668907166
U02251,yo soy jeberina.,kui’na shiwilulunku.,0.8403477072715759
U02252,aquí me engendró mi madre.,kua asek wilawañun awawek.,0.8547620177268982
U02253,"conviviendo con mi padre me engendraron, me parieron y aquí mismo crecí.","nanpipakun tatawek ima wilawañinerku, wadekllinerku, asek i’la susulek.",0.8653585910797119
U02254,cuando tenía nueve meses murió mi madre y me crió mi abuelita.,"iskun duker a’ña’seku awawek chiminlapillun, amishawek teksusullun.",0.8311454057693481
U02255,mi padre quedó viudo.,tatawek ekdusipen ñilli.,0.8579597473144531
U02256,después vivendo (solo) nuevamente mi padre encontró otra mujer.,nanekla nanapu’si’la nanpipan tatawek ali’la ku’aper kanañi.,0.8620465397834778
U02257,con otra mujer vivían bien.,ali’la ku’apellek nanpillina’ musu’.,0.8600521087646484
U02258,pero a mí ya no me quería bien mi padre.,kui’na a’pinta’ musu’ eknanpi’ñu tatawek.,0.8630844950675964
U02259,por eso me arrimé donde mi abuelita.,nu’amu amishawekkek pipetchulek.,0.864669919013977
U02260,mi padre con su mujer nomás vivían bien.,ku’apenñenleksa’ musu’ nanpillina’ tatawek.,0.8622713088989258
U02261,a nosotras mi padre ya no nos ha querido.,kudei’na ma’sha musu’ kankanwapei’ñundek a’pinta’ tatawek.,0.8119953274726868
U02262,por eso me crió mi abuelita y me hice señorita.,nu’amui’na i’pa amishawek teksusullun wilaluntulek.,0.839866578578949
U02263,siendo señorita encontré marido.,wilaluntamu sudawek kananek.,0.8244324922561646
U02264,al convivir salí embarazada.,nanpiapamu wilawanek.,0.8082537055015564
U02265,después tuve mis hijos.,nu’amui’na wadeklek wilaweklusa’.,0.8758912086486816
U02266,los parí y crecieron.,"wadeklek, susullina’.",0.8527370691299438
U02267,ayudándome a criarlos su padre murió y quedé sola.,teksusupa’nku tatanenna’ chiminlapillun.,0.8717963695526123
U02268,"ahora mis hijos a su vez me están sirviendo,","ipa’li’na wilaweklusa’ nanapu’si’la luwektapallinerku,",0.8745080828666687
U02269,mis hijos varones y también mis hijas mujeres me están sirviendo.,enmu’pinenwawalusa’ nu’an ku’aperwawalusa’ luwektapallinerku.,0.8718934059143066
U02270,"como varios de ellos han estudiado ellos me dan mi comida,","ñinchillintulusa’ ñanna’ nu’unta’ nawa’ enka’pallinerku ka’a’kasu’,",0.8551855087280273
U02271,"la ropita que tengo, me dan de todo.","kutunshawek a’ña’kasu’, dudinpu’ enka’pallinerku.",0.8225661516189575
U02272,la que más me cuida es mi hija que es casada.,a’pinta’ luwektapa’nkusui’na ku’aperwawa suda’su’.,0.8432242274284363
U02273,una hija mujer me está sirviendo.,ala’sa’ ku’aperwawa luwektapallun.,0.8427996635437012
U02274,con mi yerno ambos son de buen corazón.,mikekweklek i’la we’chimu1 mukankanlusa’.,0.8276525735855103
U02275,así ellos me acompañan.,nu’anna’ nawa’ eknanpipallinerku.,0.858407199382782
U02276,más son las mujeres las que me acompañan.,a’pinta’ ku’aperwawalusa’ musu’ eknanpipallun.,0.8610661625862122
U02277,así yo también vivo bien.,nu’amui’na kuanta’ musu’ nanpiapalek.,0.8544806241989136
U02278,"ahora esta hermana ha venido desde un pueblo lejano, la señora.","ipa’la asu’ kai kua wei ñinanlukla weklli, senñula’.",0.8703002333641052
U02279,"viniendo de lima aquí ella también quiere aprender,","llimaklan wek’an asek nananta’ yañinchitulli,",0.8421424031257629
U02280,quiere aprender el idioma shiwilu.,shiwilu la’la’ yañinchitulli.,0.8852255344390869
U02281,de esta lengua le voy a hablar.,namasu’ la’leklan luntetchek.,0.8647373914718628
U02282,"te voy a enseñar, llévala tú también y aprende.","a’lek’erken, ekpanta’n kenmanta’ ñinchiter.",0.894070029258728
U02283,"llévala por ahí a un pueblo lejano, madre, diciendo así le estoy enseñando.","nanalupa’ wei ñinanluk ekpanter, awá, itamu a’lek’apalek.",0.8704699873924255
U02284,ahora con el idioma le estoy enseñando y ella también está enseñándome a mí.,"ipa’la nanalek nana a’lachik’apilalek, nananta’ a’lachik’apilallun kua.",0.871284008026123
U02285,a veces no puedo recordar lo que estoy hablando.,nerpi’pu’ innichi’nek lli’inuta’kasu’ lunpa’kasu’.,0.866835355758667
U02286,a veces me olvido.,nerpi’pu’ pinanetllek.,0.8294025659561157
U02287,ella también me está enseñando.,nananta’ a’lek’apilallun.,0.8694899082183838
U02288,bonito le hablo a esta señora con quien nunca antes había conversado.,we’chimu luntulek senñula’ enpi’pu’ lunchinpu’a’kasu’.,0.8433429002761841
U02289,ahora felizmente ha venido.,ipa’la mula’si’la weklli.,0.8693130016326904
U02290,"ella que lleve (mi palabra) a otro pueblo,","nana ekpanta’i, ekpanta’i nerñinanluk,",0.8445166349411011
U02291,"ella también que enseñe para que (otros) la aprendan,","nananta’ a’lekchii, ñinchichii,",0.8714542388916016
U02292,para que aquí nomás no se termine.,ma’sha asek i’la ta’wanchinpu’kek.,0.8598843812942505
U02293,más que sigan ellos (difundiéndola).,a’pinta’ tupichina’ nawa’.,0.8575692176818848
U02294,"en otros pueblos que conozcan también el shiwilu,","nerñinanluk ñinchichinna’ nawa’nta’ shiwilu,",0.8780297636985779
U02295,"el shiwilu de antes,","napi’ shiwilu,",0.8888415098190308
U02296,"nuestras costumbres,","nanpikudeksu’,",0.8586418628692627
U02297,"lo que vivieron antes nuestros abuelos ya fallecidos, las abuelas finadas.","napi’ nanpirkasu’ papinkuku’lusa’, amiku’lusa’.",0.8249187469482422
U02298,ya que a mis hijos no les enseñé.,wilaweklusa’pa’ ma’sha a’lekdek’i’nek.,0.8641071915626526
U02299,ninguno de mis hijos entiende.,ñienkasu’ wilaweklusa’ lachek’i’ñina’.,0.8767630457878113
U02300,"hartos hijos he parido, hartos hijos he criado.","u’dun wawalu’ wadek’a’kasu’, u’dun wawalu’ kua teksusu’kasu’.",0.8714052438735962
U02301,ninguno sabe de esta lengua porque no les he hablado.,ñienkasu’ ñinchichillina’ namasu’ la’lekla lunchinpu’dek’a’kasu’ malek.,0.8314605951309204
U02302,¿por qué no entienden?,¿ma’ki’na ñinchichi’ñina’?,0.8657945394515991
U02303,yo tengo la culpa de no haberles enseñado a mis hijos.,kua usha’wanek a’lek’inpu’dek’amu wilaweklusa’.,0.877571702003479
U02304,ahora ellos quisieran aprender pero es difícil.,ipa’li’na nawa’ yañinchituwiñina’ saka’dek.,0.8766608238220215
U02305,"yo sí que tengo la culpa por no enseñarles a mis hijos,","kui’na usha’wanek wilaweklusa’ a’lek’inpu’dek’amu,",0.8754141330718994
U02306,"todo lo que sabemos de los antiguos,","iñer ñinchita’kudeksu’ napi’ku’lusa’ki,",0.8622282147407532
U02307,"de las mujeres ya fallecidas,","kaikku’lusa’ki,",0.8384191989898682
U02308,de las tías (paternas) finadas.,inetchaku’lusa’ki.,0.8371200561523438
U02309,van consumiéndose todos.,taker’apilallina’ iñer.,0.8554742336273193
U02310,el idioma shiwilu se está terminando.,shiwilu la’la’ ta’wantapilalli.,0.8561848402023315
U02311,"para bien esta hermana desde otro pueblo,","mula’si’la asu’ kai kua nerñinanlukla,",0.8409839868545532
U02312,desde una ciudad grande ha venido.,kupin ñinanlukla weklli.,0.8697490692138672
U02313,"ella dice que quiere aprender (mi idioma),","nanima yañinchitulli,",0.8739110231399536
U02314,le estoy enseñando.,nana a’lek’apalek.,0.8730542063713074
U02315,llevándolo ella también que enseñe por otros lugares,"ekpanta’n nananta’ a’lekchii, a’lektan nanalupa’",0.8534584641456604
U02316,para que no se acabe aquí esta lengua que hablamos.,ta’wanchinpu’ek asu’lupa namasu’ la’la’ lu’nkawasu’.,0.887627124786377
U02317,para que no se acabe aquí digo yo.,ta’wanchinpu’ek asek tulek kua.,0.8576887845993042
U02318,"todos los que están aquí,","iñer asek ñapalusa’,",0.8702050447463989
U02319,"niños,","wilalusa’,",0.8708154559135437
U02320,"jóvenes,","nadi’neklusa’,",0.8659483194351196
U02321,"muchachas, no saben pues esta lengua nuestra,","wilalunlusa’, ñi ñinchichi’ñina’ namasu’ la’la’mapu’wa’,",0.834356963634491
U02322,"la lengua shiwilu,","shiwilu la’la’,",0.9164160490036011
U02323,el shiwilu que yo hablo no lo saben.,shiwilu lu’nkasu’ ñinchichi’ñina’.,0.8309606909751892
U02324,no.,ma’sha.,0.8528966307640076
U02325,los niños ahora hablan sólo el castellano,"wilalusa’ ipa’la kaschilla’ la’leklansa’ lunna’,",0.7980401515960693
U02326,y han olvidado la lengua shiwilu.,ipa’li’na shiwilu la’la’ pinanetllina’.,0.8572665452957153
U02327,"no quieren (saber) nada,","ñi luwanchi’ñina’,",0.8331468105316162
U02328,"no les importa,","ñi yalui’ñina’,",0.8634347915649414
U02329,no pueden hablar.,innichi’ñina’ lu’nkasu’.,0.8703439235687256
U02330,por eso tengo pena.,nu’amu kua wa’inutulek.,0.8352104425430298
U02331,"los que sabemos hablar nos estamos extinguiendo,","ñinchilu’nkudeksu’ taker’apilallidek,",0.8719562292098999
U02332,nos estamos muriendo.,chimianpilallidek.,0.8438495397567749
U02333,"todo se está terminando. jeberos, 25 de julio del 2005",iñer ta’wantapilallina’.,0.8350245952606201
U02334,"ahora mis hermanas menores, señoras, les voy a contar,","ipa’li’na kai kuaweklusa’, senñula’lusa’, wintetchenma’",0.8654785752296448
U02335,les voy a enseñar la elaboración de la chicha punta.,a’lek’etchenma’ kuda ukluta’kudeksu’.,0.8553040027618408
U02336,de la chicha punta quieren conocer.,uklupidekkin yañinchitulama’.,0.8314372897148132
U02337,"ustedes también quieren aprender de qué manera se hace,","yañinchitulama’ kenmama’nta’ ma’pu’si’pa’ nu’tulek,",0.8787986040115356
U02338,cómo se prepara la bebida.,uklutulek.,0.7936769723892212
U02339,se hace así.,nu’tulek u’su’.,0.8480433225631714
U02340,"primero se va a traer yuca de la chacra,","nanentu ker’ manta’lek menmikda’,",0.8224079608917236
U02341,"se la extrae, se la pela.","uka’lek, eksu’lek.",0.8603395223617554
U02342,"pelada, se trae a la casa y se la guarda.","eksu’, kencha’lek pidik, aku’lek.",0.8355793952941895
U02343,cuando amanece entonces se lava (la yuca) y se la pone en una olla.,"ukllinantusik ipa’linchi pamu’lek, a’du’lek uktak.",0.8698893785476685
U02344,se junta la leña (para el fuego) debajo de la olla de aluminio y se hierve.,dintuntulek wa’naukta ukluka’lli.,0.845902681350708
U02345,mientras está hirviendo se tuesta el maíz desgranado.,ukluka’pasik kenmu’nta’ inyalalatulek chitetlla.,0.8107625246047974
U02346,un kilo de maíz se tuesta en una tostadora.,ala’ kilu inyalek chiter inyalalanantekkek.,0.7957085967063904
U02347,una vez tostado se lo muele.,inyek ipa’linchi peksanek.,0.8353665471076965
U02348,poniéndolo en el batán los antiguos molían con moledor de palo.,pitak aku’n peksantunanlek napi’ku’lusa’ peksantullina’.,0.8520180583000183
U02349,ahora ya no hacen así.,ipa’li’na nui’ñina’.,0.8796506524085999
U02350,ahora a máquina muelen bien menudito.,ipa’li’na makinak peksanpallina’ damellu’shasu’.,0.8397954106330872
U02351,"mientras muelo voy asando también la yuca, cinco yucas enteras.",peksantapamu nana inkaluner ker’unta’ a’ler’apalek alei’teklundan.,0.8786376714706421
U02352,"después, al maíz pulverizado y la yuca asada desmenuzada se los apiacha (se mezclan a mano formando una masa).",ipa’linchi chitetllu’ kellu’lek seklekka’lek.,0.8632659316062927
U02353,ahí nomás se endulza con azúcar.,nanekpi’la a’kasetllek asukallek.,0.8602114915847778
U02354,después bonito se lava uno la boca y se lava los dientes.,"nanekla mushasu’ inkawilalek, inpamu’lateklek.",0.8476719260215759
U02355,entonces se empieza a mascar formando líquido.,ipa’linchi ukdinu’tulek.,0.8761889934539795
U02356,luego se pone en la boca.,ipa’linchi katennek.,0.8823993802070618
U02357,"mientras se masca en la boca, ya está hirviendo la olla de aluminio con la yuca.","katentapek walek, ukluka’palli wa’naukta kellek.",0.8533791899681091
U02358,cuando hierve se tantea para estar segura de que esté suave.,ukluka’sik pata’lek unmellinpa’ta’kasu’.,0.8388088941574097
U02359,"una vez tanteado entonces se chanca,","patak ipa’linchi u’deklek,",0.8577632904052734
U02360,"en la misma olla se chanca y se va batiendo,","wa’nauktak i’la u’deklek, pitawilek,",0.8380010724067688
U02361,se lo va batiendo con este.... con un remo se lo bate.,pitawilek ma’ilek nerku’teklek pitawilek.,0.8211290836334229
U02362,pero anteriormente las abuelas finadas batían con el batidor utawitunantek.,napi’ i’na amiku’lusa’ utawitunanteklek utawillina’.,0.8081576824188232
U02363,"cuando está humeando, humeando, humeando,","mu’ka mu’ka mu’katapasik,",0.8580129146575928
U02364,cuando hierve se lo echa en otra olla de barro grande que está enterrada (hasta la mitad).,"ukluka’sik, ali’lak kupin uktak pekdu’a’kasu’ upellek.",0.8643354773521423
U02365,ahora ya no se ven las ollas grandes de barro.,ipa’la a’pinta’ kupin ukta lli’tapi’ñi.,0.8494820594787598
U02366,ahora a ese recipiente (grande de plástico) que le llamantimbu,ipa’li’na nana wa’napi tinpu iterkasu’,0.8674230575561523
U02367,se lo sienta y entonces ahí se vacea (el líquido para ser guardado).,nana a’duk ipa’linchi nanek upellek.,0.8720909953117371
U02368,"se sigue trasladando el líquido, se sigue vaciando (la yuca disuelta).","uper’apilalek, uper’apilalek.",0.8593176603317261
U02369,"entonces cuando se termina, nuevamente la yuca sobrante se hierve (con el agua nueva que ha puesto) y se vuelve a trasladar.",ipa’linchi ta’wantununta’sik nu’nipi’la ñapalli ker‘ ukluka’sik upetñunta’lek.,0.888917088508606
U02370,luego se vuelve a agregar agua.,nu’sik upetchununta’lek deklek.,0.8600119352340698
U02371,cuando vuelve a hervir se vuelve a batir....,"ukluka’nunta’sik, utawinunta’lek...",0.855231761932373
U02372,entonces mientras se va masticando se va batiendo el líquido y se masca el afrecho (lo último de la yuca disuelta).,"ipa’linchi katentamupu’su’ pitawitapalek, ka’latulek.",0.8877849578857422
U02373,cuando todo está mascado y enfriado,"iñer ka’latak saneksik,",0.8031677007675171
U02374,ese líquido al anochecer se lo endulza discursando a la abeja mi’len2:,nana di’din er’washinchi a’kasekchulek mi’len ulen’ak:,0.864345908164978
U02375,"abeja mi’len, tú sí que nunca has hecho una chicha insípida.","mi’lencháaaa, kenmapa ñenpi’ laki’dek uwapi’naaa.",0.8581535816192627
U02376,"abeja mi’len, tú qué cantidad de chicha que hagas siempre la endulzas.","mi’lencháaa, kenma enpu’nipi’nta’ uklutetchu iñer a’kaser apalaaa.",0.8865578770637512
U02377,la mía también icáramela.,kuanta’ uklupidekwek pekkuituu.,0.8300341963768005
U02378,maíz crudo molido también se hierve en otra olla.,chiter nanpi peksanpi nananta’ ali’la uktak a’ukluka’lek.,0.8513930439949036
U02379,así también yuca cruda rallada también se hierve en otra olla.,nu’sik ker’ su’watek nananta’ a’ukluka’lek ali’la uktak.,0.8598748445510864
U02380,en una sola olla grande se mezcla todo lo de esas tres ollas.,ala’sa’ kupin uktaksa’ iñer nana kaladaper uktakda’ sekdunek.,0.8398659825325012
U02381,"entonces con lo que se ha mascado (entre varias mujeres) se endulza. 2 ramichi, en español regional.",ipa’linchi ukdinu’ta’kasu’lek a’kasetllek.,0.8602231740951538
U02382,"después de endulzar (el líquido con el mascado), se cierne en la sedama (cernidor).",a’kaser’a’kasu’ supinak ukllinkek sulatulek.,0.8850349187850952
U02383,antes las abuelitas ya finadas hacían sedama de los tallos de la palmera ma’a.,napi’ amishaku’lusa’ nu’tullina’ ukllin ma’alanlankekla.,0.8419914245605469
U02384,a la madrugada siguiente una se levanta nuevamente para cutipar (haciéndole hervir otra vez).,dasu’dekpilli yunsa’nnunta’lek ya’pi’dektak.,0.8734046220779419
U02385,entonces cuando se está cutipando (se está haciendo hervir nuevamente) está amaneciendo.,ipa’linchi a’pi’dektapa’sik ukllapilelli.,0.8911632299423218
U02386,"después de cutipar, se deposita (la bebida) en una olla grande (que está enterrada hasta la mitad).",a’pi’dekta’kasu’ supinak a’du’dektulek kupin uktak.,0.8887786865234375
U02387,"hecho esto, se cubre con esteras (formando un techo).","nu’tak, lanchimeklek atantulek.",0.8531325459480286
U02388,ahí se enfría sola.,nanek sanek’i nanasa’.,0.8550134897232056
U02389,nadie la toca para que no se malogre.,ñidenler pata’pi’ñi aper’inpu’ek.,0.838821291923523
U02390,"cuando pasan cuatro días, cuando fermenta, bebemos.","ínkatu’ uklli nakusik, deksik, ullidek.",0.8472456932067871
U02391,la espuma de la chicha punta se parece a la bebida que toman los wiracochas (cerveza).,uklu’pidekdinpunen ma’lusa’ wa’danlusa’ uwerkasu’pu’lli.,0.8461674451828003
U02392,"así se hace hermanas, señoras,","nu’tulek kai kualusa’, senñula’lusa’,",0.8617679476737976
U02393,como hacían antes las abuelas ya finadas.,napi’ amiku’lusa’pu’su’.,0.8353250026702881
U02394,"a ver, pues, vamos a conversar.",enta’ten i’na lunterkenma’.,0.8474831581115723
U02395,usted señora quiere aprender esta nuestra lengua shiwilu.,kenma senñula’ yañinchitula asu’ shiwilu la’la’mapu’wa’.,0.888178288936615
U02396,nuestra lengua shiwilu es bonita.,shiwilu la’la’mapu’wa’ u’chimusha.,0.8940864205360413
U02397,"los que la entienden, la entienden, pero los que no la entienden no pueden entender.","lachek’erkasu’ lachekllina’, lachek’inpu’erkasui’na innichi’ñina’ lachek’erkasu’.",0.9055062532424927
U02398,"los niños ahora no la entienden, ahora sí que ellos ya no comprenden nuestra lengua shiwilu.","wilalusa’ ipa’la ñi lachek’i’ñina’, ipa’li’na shiwilu la’la’mapu’wa’ nawa’ lachek’i’ñina’.",0.9049410223960876
U02399,antes cuando era niñita hablaba bonito el shiwilu.,napi’ wilashakuñamu asu’ shiwilu la’la’ mushasu’ lunek.,0.8738319873809814
U02400,"ahora, en cambio, un poco la quiero desviar.",ipa’li’na a’metcha yateknellek.,0.8723803758621216
U02401,"pero no la desvío, todavía la sé bien.","ma’shi’na teknerinek, ñinchitapalek i’la.",0.8228714466094971
U02402,lo domino.,"musu’ lunpalek i’la shiwilu la’la’mapu’wa’, kuaki shiwilu la’la’ musu’ lunpalek i’la. todavía hablo bien nuestra lengua shiwilu, mi idioma shiwilu todavía",0.8148491382598877
U02403,"esto queriendo llevar lejos, a otro pueblo, quieres aprender, de qué manera vivo aquí en jeberos.","asu’ yekpantan wei ali’la ñinanluk yañinchitula, ma’pu’sui’pa nanpilek kua asu’ shiwiluk.",0.8755045533180237
U02404,en mi jeberos a mis hijos he criado cuando su padre vivía.,shiwiluwekkek wilaweklusa’ teksusudeklek papina’ nanpipasik.,0.8572675585746765
U02405,hace tiempo me casé con mi esposo.,napi’ sudawek sudatulek.,0.8241651058197021
U02406,después de casarme tuve hijos.,sudawamu wilawanek.,0.8714195489883423
U02407,ellos ahora ven por mí.,nawa’ ipa’la lli’apallinerku.,0.8757918477058411
U02408,ahora que soy una mujer enferma ellos me cuidan.,kaluwi’tekku ipa’la ñaseku nawa’ luwektapallinerku.,0.8700740933418274
U02409,felizmente tengo hijos.,mula’si’la wilawanek.,0.8545955419540405
U02410,"si no tuviera hijos ya me habría muerto, el hambre me hubiera matado, la enfermedad y el hambre me hubieran matado.","wilawi’nek’ipa’ chiminpinek, uki’la di’tunansinku, kaluwi’ uki’la di’tunansinku.",0.8690224885940552
U02411,"pero como tengo hijos ellos me están viendo, de mi comida, de mi bebida, de todo me están viendo mis hijos.","wilawamui’na nawa’ lli’apallinerku, uran’ukeklan3, uweklan, iñerkeklan lli’apallinerku wilaweklusa’.",0.8929364681243896
U02412,ahora en mi jeberos ya no hablan más esta nuestra lengua shiwilu.,ipa’la shiwiluwekkek ñi a’pinta’ lunpi’ñina’ asu’ shiwilu la’la’mapu’wa’.,0.8815098404884338
U02413,hablando más en castellano ya no hablan shiwilu.,"a’pinta’ kaschilleklansa’ lunna’, ñi a’pinta’ shiwilu la’la’ lunpi’ñina’.",0.844280481338501
U02414,"algunitos de mis hijos quizás me estén entendiendo, pero ya no entienden bien.4",nu’unta’shasi’pa’ wilaweklusa’ lachek’apilanti’ñina’.,0.8620893955230713
U02415,"ahí están mi hermana menor florencia, mi hermana menor maría, con ellas hablo.","ma’atana kai kuawek florencia, kai kuawek maría, nawa’lekku lunpalek.",0.8555543422698975
U02416,así ellas me dicen.,nu’anna’ itullinerku,0.8625544905662537
U02417,"¿estás aquí, hermana? me viene a decir. 3 una forma alternativa es weranwekkeklan. 4 se refiere a sus hijos presentes durante la sesión de grabación.","- ñapala, ñañá? itukellu.",0.8206104040145874
U02418,"sí, aquí estoy, hermana. ven a visitarme.","- ajá, ñapalek, ñañá. uker lli’ker’ú.",0.868263840675354
U02419,estoy viniendo queriendo verte. como fui a la chacra tantos días no te he visitado.,- uk’apincha’lek yalli’amun. pa’amu menmik u’dun uklli lli’ker’i’ñen.,0.8242892026901245
U02420,por eso te estoy echando de menos. ¿qué teniendo mi hermana no me visita? estoy diciendo.,- nu’amuntana luwanpallen. ¿ma’pun a’cha kai kuawek lli’ker’i’ñu? tapalek.,0.8879618048667908
U02421,al fin tú como estás sana te vas a la chacra.,kenma ten mudinupan menmik pa’apala.,0.8074643611907959
U02422,en cambio yo por estar enferma no puedo ir a ninguna parte.,kui’na kaluwi’mu innichi’nek ñi enñupa’ pa’a’kasu’.,0.8792501091957092
U02423,postrada me la paso.,ñapamu erwatapalek.,0.8351104259490967
U02424,mis hijos se van todos a la chacra y me dejan sola.,wilaweklusa’ menmik chiketllapipallinerku.,0.8694343566894531
