id,pair_id,group_id,source,target,source_lang,target_lang,split,has_audit_flags,origin_source
U00631__shw2spa,U00631,G00522,ninchiter' wapu',estudia mucho.,shw,spa,train,False,flashcards2
U00631__spa2shw,U00631,G00522,estudia mucho.,ninchiter' wapu',spa,shw,train,False,flashcards2
U03230__shw2spa,U03230,G02999,kekilu'tek' uku'tulli dinpanlutek'ler,el cielo está nublado.,shw,spa,train,False,flashcards_oraciones
U03230__spa2shw,U03230,G02999,el cielo está nublado.,kekilu'tek' uku'tulli dinpanlutek'ler,spa,shw,train,False,flashcards_oraciones
U01299__shw2spa,U01299,G01124,iñer' ñinchitapala',eres inteligente.,shw,spa,train,False,flashcards2
U01299__spa2shw,U01299,G01124,eres inteligente.,iñer' ñinchitapala',spa,shw,train,False,flashcards2
U02904__shw2spa,U02904,G02673,"llipu'lli, unkunan ekketchulli, pata'tulli kusinek.","golpea, abre la puerta, toca una y otra cosa en la cocina.",shw,spa,train,True,pdf_textos
U02904__spa2shw,U02904,G02673,"golpea, abre la puerta, toca una y otra cosa en la cocina.","llipu'lli, unkunan ekketchulli, pata'tulli kusinek.",spa,shw,train,True,pdf_textos
U03246__shw2spa,U03246,G03015,pa'echek dunker'kunchek tanku mer'pi,voy a buscar plátanos maduros.,shw,spa,train,False,flashcards_oraciones
U03246__spa2shw,U03246,G03015,voy a buscar plátanos maduros.,pa'echek dunker'kunchek tanku mer'pi,spa,shw,train,False,flashcards_oraciones
U00475__shw2spa,U00475,G00386,wenller',vente.,shw,spa,train,False,flashcards2
U00475__spa2shw,U00475,G00386,vente.,wenller',spa,shw,train,False,flashcards2
U04035__shw2spa,U04035,G03772,"ipa'linchi, diteklu' kanan usuk, iñer' pinenkek a'per'ku'tulli","entonces, hallando la arcilla y sacándola, se lo embarró todo su cuerpo.",shw,spa,train,True,fidel_lomas
U04035__spa2shw,U04035,G03772,"entonces, hallando la arcilla y sacándola, se lo embarró todo su cuerpo.","ipa'linchi, diteklu' kanan usuk, iñer' pinenkek a'per'ku'tulli",spa,shw,train,True,fidel_lomas
U01095__shw2spa,U01095,G00948,inpalerichek,me arriesgaré.,shw,spa,train,False,flashcards2
U01095__spa2shw,U01095,G00948,me arriesgaré.,inpalerichek,spa,shw,train,False,flashcards2
U01719__shw2spa,U01719,G01516,ulek wayusa',bebo café.,shw,spa,train,False,flashcards2
U01719__spa2shw,U01719,G01516,bebo café.,ulek wayusa',spa,shw,train,False,flashcards2
U04293__shw2spa,U04293,G04029,shiwiluk ñi enpi' ektui'ñina'.,a jeberos nunca han llegado.,shw,spa,train,True,fidel_lomas
U04293__spa2shw,U04293,G04029,a jeberos nunca han llegado.,shiwiluk ñi enpi' ektui'ñina'.,spa,shw,train,True,fidel_lomas
U02314__shw2spa,U02314,G02083,nana a'lek'apalek.,le estoy enseñando.,shw,spa,train,True,pdf_textos
U02314__spa2shw,U02314,G02083,le estoy enseñando.,nana a'lek'apalek.,spa,shw,train,True,pdf_textos
U01012__shw2spa,U01012,G00869,adencher',regresa.,shw,spa,train,False,flashcards2
U01012__spa2shw,U01012,G00869,regresa.,adencher',spa,shw,train,False,flashcards2
U00796__shw2spa,U00796,G00669,a'pinta' luwantulek,quiero más.,shw,spa,train,False,flashcards2
U00796__spa2shw,U00796,G00669,quiero más.,a'pinta' luwantulek,spa,shw,train,False,flashcards2
U04213__shw2spa,U04213,G03949,iñer' luwanta'masu' nanek kanenchu.,"todo lo que quieras, allá lo vas a encontrar.",shw,spa,train,True,fidel_lomas
U04213__spa2shw,U04213,G03949,"todo lo que quieras, allá lo vas a encontrar.",iñer' luwanta'masu' nanek kanenchu.,spa,shw,train,True,fidel_lomas
U04048__shw2spa,U04048,G03785,ipa'la wintetchenma' ma'malek ipa' pekkuala u'chimu llinsercha a'ñapalli.,ahora les voy a contar porqué quizás la iguana tiene lindas pintitas.,shw,spa,train,True,fidel_lomas
U04048__spa2shw,U04048,G03785,ahora les voy a contar porqué quizás la iguana tiene lindas pintitas.,ipa'la wintetchenma' ma'malek ipa' pekkuala u'chimu llinsercha a'ñapalli.,spa,shw,train,True,fidel_lomas
U01784__shw2spa,U01784,G01577,¿wichisu'a'cha?,¿está dormido?,shw,spa,train,False,flashcards2
U01784__spa2shw,U01784,G01577,¿está dormido?,¿wichisu'a'cha?,spa,shw,train,False,flashcards2
U04258__shw2spa,U04258,G03994,"nerpi'pu'lusa' lulentuna-pidek setllanenkek,","vas a esperar parado,",shw,spa,train,True,fidel_lomas
U04258__spa2shw,U04258,G03994,"vas a esperar parado,","nerpi'pu'lusa' lulentuna-pidek setllanenkek,",spa,shw,train,True,fidel_lomas
U04391__shw2spa,U04391,G04126,¿ma'pu'sin? llillinwek nuka'a pidir lumas chuta.,¿cómo están? mi nombre es fidel lomas chota.,shw,spa,train,True,fidel_lomas
U04391__spa2shw,U04391,G04126,¿cómo están? mi nombre es fidel lomas chota.,¿ma'pu'sin? llillinwek nuka'a pidir lumas chuta.,spa,shw,train,True,fidel_lomas
U00339__shw2spa,U00339,G00268,nupek'pi ñapalek,estoy quebrado.,shw,spa,train,False,flashcards2
U00339__spa2shw,U00339,G00268,estoy quebrado.,nupek'pi ñapalek,spa,shw,train,False,flashcards2
U02549__shw2spa,U02549,G02318,enpu'nipi'ma ituwetchapalli ulunta'su'.,enorme se levantaba el ardor.,shw,spa,train,True,pdf_textos
U02549__spa2shw,U02549,G02318,enorme se levantaba el ardor.,enpu'nipi'ma ituwetchapalli ulunta'su'.,spa,shw,train,True,pdf_textos
U02598__shw2spa,U02598,G02367,- ¿ma'dek a'cha asu'? itullini'mi'na'.,¿cómo se llama esta quebrada? preguntaron.,shw,spa,train,True,pdf_textos
U02598__spa2shw,U02598,G02367,¿cómo se llama esta quebrada? preguntaron.,- ¿ma'dek a'cha asu'? itullini'mi'na'.,spa,shw,train,True,pdf_textos
U04207__shw2spa,U04207,G03943,"nanek'unta' ñapalli illisia, alakanter'lusa' pideknen, naneklanek alakanter' saka'tapalli.",también está la iglesia y el palacio municipal donde trabaja el alcalde.,shw,spa,train,True,fidel_lomas
U04207__spa2shw,U04207,G03943,también está la iglesia y el palacio municipal donde trabaja el alcalde.,"nanek'unta' ñapalli illisia, alakanter'lusa' pideknen, naneklanek alakanter' saka'tapalli.",spa,shw,train,True,fidel_lomas
U03692__shw2spa,U03692,G03443,nana wicha'palli chipechek'nenkek,él duerme en su cama.,shw,spa,train,False,flashcards_oraciones
U03692__spa2shw,U03692,G03443,él duerme en su cama.,nana wicha'palli chipechek'nenkek,spa,shw,train,False,flashcards_oraciones
U02536__shw2spa,U02536,G02305,- ¿uki'lalama' a'cha? lauk'a'seku asu' katu'ta' samer i'la dekwa'ku' la'la'wekkek.,¿tienen hambre? cuando abra mi boca metan los dos pescados.,shw,spa,train,True,pdf_textos
U02536__spa2shw,U02536,G02305,¿tienen hambre? cuando abra mi boca metan los dos pescados.,- ¿uki'lalama' a'cha? lauk'a'seku asu' katu'ta' samer i'la dekwa'ku' la'la'wekkek.,spa,shw,train,True,pdf_textos
U01328__shw2spa,U01328,G01150,lektuku' katu'pa',pidan ayuda.,shw,spa,train,False,flashcards2
U01328__spa2shw,U01328,G01150,pidan ayuda.,lektuku' katu'pa',spa,shw,train,False,flashcards2
U02812__shw2spa,U02812,G02581,"ta'ser lauktulek papinkuku'lusa', amiku'lusa' luñina'.","cuando contaron los he escuchado, los antiguos viejos y las abuelas finadas hablaban.",shw,spa,train,True,pdf_textos
U02812__spa2shw,U02812,G02581,"cuando contaron los he escuchado, los antiguos viejos y las abuelas finadas hablaban.","ta'ser lauktulek papinkuku'lusa', amiku'lusa' luñina'.",spa,shw,train,True,pdf_textos
U00668__shw2spa,U00668,G00554,tom lunñi,tom charló.,shw,spa,train,False,flashcards2
U00668__spa2shw,U00668,G00554,tom charló.,tom lunñi,spa,shw,train,False,flashcards2
U04083__shw2spa,U04083,G03820,pilenñantusik ima lansa'llina' iñer' ima ku'apellusa',"cuando pifuaneaba, todas las mujeres bailaban.",shw,spa,train,True,fidel_lomas
U04083__spa2shw,U04083,G03820,"cuando pifuaneaba, todas las mujeres bailaban.",pilenñantusik ima lansa'llina' iñer' ima ku'apellusa',spa,shw,train,True,fidel_lomas
U02892__shw2spa,U02892,G02661,nanek ima inpinanerllanna' pek kuallina'.,ahí dice se olvidaron y se acostaron.,shw,spa,train,True,pdf_textos
U02892__spa2shw,U02892,G02661,ahí dice se olvidaron y se acostaron.,nanek ima inpinanerllanna' pek kuallina'.,spa,shw,train,True,pdf_textos
U01295__shw2spa,U01295,G01120,saka'tunakla usu'dekllina',están despedidos.,shw,spa,train,False,flashcards2
U01295__spa2shw,U01295,G01120,están despedidos.,saka'tunakla usu'dekllina',spa,shw,train,False,flashcards2
U02845__shw2spa,U02845,G02614,"nanek ima ala'sa' taserpi yunsa'n tulli, iteklanen ima usañin musenkek aku'n tulli.","ahí dice un viejo se levantó y dijo, levantó su mano en alto y dijo:",shw,spa,train,True,pdf_textos
U02845__spa2shw,U02845,G02614,"ahí dice un viejo se levantó y dijo, levantó su mano en alto y dijo:","nanek ima ala'sa' taserpi yunsa'n tulli, iteklanen ima usañin musenkek aku'n tulli.",spa,shw,train,True,pdf_textos
U03316__shw2spa,U03316,G03083,nawa' ek'ker'chi'ñina' ker'ka',ellas no abren el cuaderno.,shw,spa,train,False,flashcards_oraciones
U03316__spa2shw,U03316,G03083,ellas no abren el cuaderno.,nawa' ek'ker'chi'ñina' ker'ka',spa,shw,train,False,flashcards_oraciones
U02173__shw2spa,U02173,G01947,yadekllidek,queremos votar.,shw,spa,train,False,flashcards2
U02173__spa2shw,U02173,G01947,queremos votar.,yadekllidek,spa,shw,train,False,flashcards2
U01120__shw2spa,U01120,G00969,tenmiansu'lli,ha empezado.,shw,spa,train,True,flashcards2
U01120__spa2shw,U01120,G00969,ha empezado.,tenmiansu'lli,spa,shw,train,True,flashcards2
U01121__shw2spa,U01121,G00969,tenmiansu'lli,empezó.,shw,spa,train,True,flashcards2
U01121__spa2shw,U01121,G00969,empezó.,tenmiansu'lli,spa,shw,train,True,flashcards2
U01122__shw2spa,U01122,G00969,tenmiansu'lli,comenzó.,shw,spa,train,True,flashcards2
U01122__spa2shw,U01122,G00969,comenzó.,tenmiansu'lli,spa,shw,train,True,flashcards2
U01797__shw2spa,U01797,G01589,lli'inupi ñiwiñi,fue planeado.,shw,spa,train,False,flashcards2
U01797__spa2shw,U01797,G01589,fue planeado.,lli'inupi ñiwiñi,spa,shw,train,False,flashcards2
U04412__shw2spa,U04412,G04147,"napi'pu' a'ka wintuwideknanser lun'er'kek, nu'su' saka'dek'inpu' ñinchitunandaser.","si en ese tiempo les hubiesen dicho que hablen, así sin dificultad hubieran aprendido.",shw,spa,train,True,fidel_lomas
U04412__spa2shw,U04412,G04147,"si en ese tiempo les hubiesen dicho que hablen, así sin dificultad hubieran aprendido.","napi'pu' a'ka wintuwideknanser lun'er'kek, nu'su' saka'dek'inpu' ñinchitunandaser.",spa,shw,train,True,fidel_lomas
U02775__shw2spa,U02775,G02544,"tanna' nerpi'pu', kumarinenna'lek inpilli'iteklatanna',","diciendo así a veces, con sus comadres agarrándose de las manos,",shw,spa,train,True,pdf_textos
U02775__spa2shw,U02775,G02544,"diciendo así a veces, con sus comadres agarrándose de las manos,","tanna' nerpi'pu', kumarinenna'lek inpilli'iteklatanna',",spa,shw,train,True,pdf_textos
U02363__shw2spa,U02363,G02132,"mu'ka mu'ka mu'katapasik,","cuando está humeando, humeando, humeando,",shw,spa,train,True,pdf_textos
U02363__spa2shw,U02363,G02132,"cuando está humeando, humeando, humeando,","mu'ka mu'ka mu'katapasik,",spa,shw,train,True,pdf_textos
U03616__shw2spa,U03616,G03370,kua witek'tulek wichi'ak,yo limpio el cuarto.,shw,spa,train,False,flashcards_oraciones
U03616__spa2shw,U03616,G03370,yo limpio el cuarto.,kua witek'tulek wichi'ak,spa,shw,train,False,flashcards_oraciones
U02099__shw2spa,U02099,G01874,in'ekpa'wa' musu',llevémonos bien.,shw,spa,train,False,flashcards2
U02099__spa2shw,U02099,G01874,llevémonos bien.,in'ekpa'wa' musu',spa,shw,train,False,flashcards2
U02073__shw2spa,U02073,G01850,dekpi ñapalli,está botado.,shw,spa,train,False,flashcards2
U02073__spa2shw,U02073,G01850,está botado.,dekpi ñapalli,spa,shw,train,False,flashcards2
U00524__shw2spa,U00524,G00430,awer'lek,me perdí.,shw,spa,train,False,flashcards2
U00524__spa2shw,U00524,G00430,me perdí.,awer'lek,spa,shw,train,False,flashcards2
U04347__shw2spa,U04347,G04082,"lupa'mapuk paperchullidek, shiwiluk.","lo sepultamos en nuestra tierra, en jeberos. lo que le pasó a meneleo",shw,spa,train,True,fidel_lomas
U04347__spa2shw,U04347,G04082,"lo sepultamos en nuestra tierra, en jeberos. lo que le pasó a meneleo","lupa'mapuk paperchullidek, shiwiluk.",spa,shw,train,True,fidel_lomas
U02686__shw2spa,U02686,G02455,nana nu'apasik ima di'serpidektullina'.,mientras pasaba eso dice quemaron la casa.,shw,spa,train,True,pdf_textos
U02686__spa2shw,U02686,G02455,mientras pasaba eso dice quemaron la casa.,nana nu'apasik ima di'serpidektullina'.,spa,shw,train,True,pdf_textos
U00648__shw2spa,U00648,G00536,chuma ek'lli,tomás eructó.,shw,spa,train,False,flashcards2
U00648__spa2shw,U00648,G00536,tomás eructó.,chuma ek'lli,spa,shw,train,False,flashcards2
U00572__shw2spa,U00572,G00472,¿musenkek a'cha?,¿es alto? (muy arriba),shw,spa,train,True,flashcards2
U00572__spa2shw,U00572,G00472,¿es alto? (muy arriba),¿musenkek a'cha?,spa,shw,train,True,flashcards2
U00454__shw2spa,U00454,G00366,¿den a'cha?,¿quién es?,shw,spa,train,False,flashcards2
U00454__spa2shw,U00454,G00366,¿quién es?,¿den a'cha?,spa,shw,train,False,flashcards2
U03489__shw2spa,U03489,G03247,kuda ku'la lauk'i'ñidek a'lektutek'nen,nosotros no escuchamos a su maestro.,shw,spa,train,False,flashcards_oraciones
U03489__spa2shw,U03489,G03247,nosotros no escuchamos a su maestro.,kuda ku'la lauk'i'ñidek a'lektutek'nen,spa,shw,train,False,flashcards_oraciones
U01412__shw2spa,U01412,G01227,wayusa' nu'tulek,hice café.,shw,spa,train,False,flashcards2
U01412__spa2shw,U01412,G01227,hice café.,wayusa' nu'tulek,spa,shw,train,False,flashcards2
U02687__shw2spa,U02687,G02456,"arakayu ima adanta'n,","entonces arákayu regresó,",shw,spa,train,True,pdf_textos
U02687__spa2shw,U02687,G02456,"entonces arákayu regresó,","arakayu ima adanta'n,",spa,shw,train,True,pdf_textos
U01595__shw2spa,U01595,G01400,¿ilañiner'ken?,¿te dispararon?,shw,spa,train,False,flashcards2
U01595__spa2shw,U01595,G01400,¿te dispararon?,¿ilañiner'ken?,spa,shw,train,False,flashcards2
U01485__shw2spa,U01485,G01297,tekdiperpi ñapalli,está mejorado.,shw,spa,train,False,flashcards2
U01485__spa2shw,U01485,G01297,está mejorado.,tekdiperpi ñapalli,spa,shw,train,False,flashcards2
U03373__shw2spa,U03373,G03139,kenma nu'wan'pina kupin'dek'shadik,tú no bajas al río.,shw,spa,train,False,flashcards_oraciones
U03373__spa2shw,U03373,G03139,tú no bajas al río.,kenma nu'wan'pina kupin'dek'shadik,spa,shw,train,False,flashcards_oraciones
U03876__shw2spa,U03876,G03620,shiwilu ñinanlu' nuka'a ala'sa' ñinanlu' taserpi.,el pueblo de jeberos es un pueblo antiguo.,shw,spa,train,True,fidel_lomas
U03876__spa2shw,U03876,G03620,el pueblo de jeberos es un pueblo antiguo.,shiwilu ñinanlu' nuka'a ala'sa' ñinanlu' taserpi.,spa,shw,train,True,fidel_lomas
U02432__shw2spa,U02432,G02201,"- kudinchi madektupatekkudek, uwetchidek, mamá. kudinchi mapatekkudek uklulu' uwetchidek itullinerku.","nosotros mismos vamos a servirnos masato y vamos a beber, mamá me dicen. nosotros mismos vamos a servirnos.",shw,spa,train,True,pdf_textos
U02432__spa2shw,U02432,G02201,"nosotros mismos vamos a servirnos masato y vamos a beber, mamá me dicen. nosotros mismos vamos a servirnos.","- kudinchi madektupatekkudek, uwetchidek, mamá. kudinchi mapatekkudek uklulu' uwetchidek itullinerku.",spa,shw,train,True,pdf_textos
U04259__shw2spa,U04259,G03995,"kekkilek, u'lanlek.","a veces en la vereda de la posta, con sol, con lluvia",shw,spa,train,True,fidel_lomas
U04259__spa2shw,U04259,G03995,"a veces en la vereda de la posta, con sol, con lluvia","kekkilek, u'lanlek.",spa,shw,train,True,fidel_lomas
U02594__shw2spa,U02594,G02363,nu'an ima arakayu sakeklli.,después dice que arákayu se alegró.,shw,spa,train,True,pdf_textos
U02594__spa2shw,U02594,G02363,después dice que arákayu se alegró.,nu'an ima arakayu sakeklli.,spa,shw,train,True,pdf_textos
U04323__shw2spa,U04323,G04058,nanek kanañi ala'sa' yalli' kerka' ñinchita'su';,allá encontró a un señor que tenía educación formal;,shw,spa,train,True,fidel_lomas
U04323__spa2shw,U04323,G04058,allá encontró a un señor que tenía educación formal;,nanek kanañi ala'sa' yalli' kerka' ñinchita'su';,spa,shw,train,True,fidel_lomas
U00788__shw2spa,U00788,G00661,luwantulek katu'pa',necesito ayuda.,shw,spa,train,False,flashcards2
U00788__spa2shw,U00788,G00661,necesito ayuda.,luwantulek katu'pa',spa,shw,train,False,flashcards2
U01231__shw2spa,U01231,G01064,uchinande'ker,despiertalos.,shw,spa,train,False,flashcards2
U01231__spa2shw,U01231,G01064,despiertalos.,uchinande'ker,spa,shw,train,False,flashcards2
U01055__shw2spa,U01055,G00909,¡enpu'ni mupenchipa'!,¡qué romántico!,shw,spa,train,False,flashcards2
U01055__spa2shw,U01055,G00909,¡qué romántico!,¡enpu'ni mupenchipa'!,spa,shw,train,False,flashcards2
U03491__shw2spa,U03491,G03249,kenma ku'la lauk'i'na a'lektutek'nen,tú no escuchas a su maestro.,shw,spa,train,False,flashcards_oraciones
U03491__spa2shw,U03491,G03249,tú no escuchas a su maestro.,kenma ku'la lauk'i'na a'lektutek'nen,spa,shw,train,False,flashcards_oraciones
U01850__shw2spa,U01850,G01639,latek'lanañi,es evidente.,shw,spa,train,False,flashcards2
U01850__spa2shw,U01850,G01639,es evidente.,latek'lanañi,spa,shw,train,False,flashcards2
U03276__shw2spa,U03276,G03044,asu' la'la' saka'dek' nuka'a,esta palabra es difícil.,shw,spa,train,False,flashcards_oraciones
U03276__spa2shw,U03276,G03044,esta palabra es difícil.,asu' la'la' saka'dek' nuka'a,spa,shw,train,False,flashcards_oraciones
U02181__shw2spa,U02181,G01955,mumusu' ñapallidek,estamos organizados.,shw,spa,train,False,flashcards2
U02181__spa2shw,U02181,G01955,estamos organizados.,mumusu' ñapallidek,spa,shw,train,False,flashcards2
U03717__shw2spa,U03717,G03467,nawa' pinaner'llina' ker'ka'nen'na',ellos olvidan sus cuadernos.,shw,spa,train,False,flashcards_oraciones
U03717__spa2shw,U03717,G03467,ellos olvidan sus cuadernos.,nawa' pinaner'llina' ker'ka'nen'na',spa,shw,train,False,flashcards_oraciones
U03890__shw2spa,U03890,G03634,"erpina' nu'wantunta'lek, pekpinta'lek wella'dik.",se baja el aipena y se sale al huallaga.,shw,spa,train,True,fidel_lomas
U03890__spa2shw,U03890,G03634,se baja el aipena y se sale al huallaga.,"erpina' nu'wantunta'lek, pekpinta'lek wella'dik.",spa,shw,train,True,fidel_lomas
U03946__shw2spa,U03946,G03690,yaenpinna' yaukapinna' kekkik pilatullina'.,para secarse y calentar sus cuerpos mashaquean en el sol.,shw,spa,train,True,fidel_lomas
U03946__spa2shw,U03946,G03690,para secarse y calentar sus cuerpos mashaquean en el sol.,yaenpinna' yaukapinna' kekkik pilatullina'.,spa,shw,train,True,fidel_lomas
U01296__shw2spa,U01296,G01121,weipensu' ñapala,estás gordo.,shw,spa,train,False,flashcards2
U01296__spa2shw,U01296,G01121,estás gordo.,weipensu' ñapala,spa,shw,train,False,flashcards2
U02367__shw2spa,U02367,G02136,nana a'duk ipa'linchi nanek upellek.,se lo sienta y entonces ahí se vacea (el líquido para ser guardado).,shw,spa,train,True,pdf_textos
U02367__spa2shw,U02367,G02136,se lo sienta y entonces ahí se vacea (el líquido para ser guardado).,nana a'duk ipa'linchi nanek upellek.,spa,shw,train,True,pdf_textos
U02138__shw2spa,U02138,G01912,dei'techuner'ku,me matarán.,shw,spa,train,False,flashcards2
U02138__spa2shw,U02138,G01912,me matarán.,dei'techuner'ku,spa,shw,train,False,flashcards2
U03523__shw2spa,U03523,G03280,nawa' ku'la ninchitapi'ñina' ciencias,ellas no estudian ciencias.,shw,spa,train,False,flashcards_oraciones
U03523__spa2shw,U03523,G03280,ellas no estudian ciencias.,nawa' ku'la ninchitapi'ñina' ciencias,spa,shw,train,False,flashcards_oraciones
U03980__shw2spa,U03980,G03724,uwan i'na ala'sa' anfibio nuka'a.,la rana es un anfibio.,shw,spa,train,True,fidel_lomas
U03980__spa2shw,U03980,G03724,la rana es un anfibio.,uwan i'na ala'sa' anfibio nuka'a.,spa,shw,train,True,fidel_lomas
U03720__shw2spa,U03720,G03470,nana wilalusa' pinaner'llina' yanu'ter'kasu',los niños olvidan la tarea.,shw,spa,train,False,flashcards_oraciones
U03720__spa2shw,U03720,G03470,los niños olvidan la tarea.,nana wilalusa' pinaner'llina' yanu'ter'kasu',spa,shw,train,False,flashcards_oraciones
U02761__shw2spa,U02761,G02530,anetlla ya'lli'tapatama' asu' mukankinpu'lusek.,no se dejen ver donde están estos malos.,shw,spa,train,True,pdf_textos
U02761__spa2shw,U02761,G02530,no se dejen ver donde están estos malos.,anetlla ya'lli'tapatama' asu' mukankinpu'lusek.,spa,shw,train,True,pdf_textos
U02269__shw2spa,U02269,G02038,enmu'pinenwawalusa' nu'an ku'aperwawalusa' luwektapallinerku.,mis hijos varones y también mis hijas mujeres me están sirviendo.,shw,spa,train,True,pdf_textos
U02269__spa2shw,U02269,G02038,mis hijos varones y también mis hijas mujeres me están sirviendo.,enmu'pinenwawalusa' nu'an ku'aperwawalusa' luwektapallinerku.,spa,shw,train,True,pdf_textos
U03501__shw2spa,U03501,G03258,nawa' wa'tentullina' ta'tulan'na',ellas esperan en silencio.,shw,spa,train,False,flashcards_oraciones
U03501__spa2shw,U03501,G03258,ellas esperan en silencio.,nawa' wa'tentullina' ta'tulan'na',spa,shw,train,False,flashcards_oraciones
U04372__shw2spa,U04372,G04107,miñiku kalu'tusik werañidek.,meneleo preparó chilcano y almorzamos.,shw,spa,train,True,fidel_lomas
U04372__spa2shw,U04372,G04107,meneleo preparó chilcano y almorzamos.,miñiku kalu'tusik werañidek.,spa,shw,train,True,fidel_lomas
U02260__shw2spa,U02260,G02029,ku'apenñenleksa' musu' nanpillina' tatawek.,mi padre con su mujer nomás vivían bien.,shw,spa,train,True,pdf_textos
U02260__spa2shw,U02260,G02029,mi padre con su mujer nomás vivían bien.,ku'apenñenleksa' musu' nanpillina' tatawek.,spa,shw,train,True,pdf_textos
U01150__shw2spa,U01150,G00997,pa'inpu'wa',no vayamos.,shw,spa,train,False,flashcards2
U01150__spa2shw,U01150,G00997,no vayamos.,pa'inpu'wa',spa,shw,train,False,flashcards2
U03617__shw2spa,U03617,G03371,kua ku'la pekkui'inek misa,yo no limpio la mesa.,shw,spa,train,False,flashcards_oraciones
U03617__spa2shw,U03617,G03371,yo no limpio la mesa.,kua ku'la pekkui'inek misa,spa,shw,train,False,flashcards_oraciones
U02063__shw2spa,U02063,G01840,¿neriapalli?,¿respira?,shw,spa,train,False,flashcards2
U02063__spa2shw,U02063,G01840,¿respira?,¿neriapalli?,spa,shw,train,False,flashcards2
U01590__shw2spa,U01590,G01395,¡pilli'pi ñapalekwa'!,¡estamos atrapados!,shw,spa,train,False,flashcards2
U01590__spa2shw,U01590,G01395,¡estamos atrapados!,¡pilli'pi ñapalekwa'!,spa,shw,train,False,flashcards2
U00947__shw2spa,U00947,G00809,saka'tusu' ñapalidek,estamos cansados.,shw,spa,train,False,flashcards2
U00947__spa2shw,U00947,G00809,estamos cansados.,saka'tusu' ñapalidek,spa,shw,train,False,flashcards2
U00353__shw2spa,U00353,G00280,¿mukankan'inpu'?,¿es malo?,shw,spa,train,False,flashcards2
U00353__spa2shw,U00353,G00280,¿es malo?,¿mukankan'inpu'?,spa,shw,train,False,flashcards2
U00961__shw2spa,U00961,G00821,¿denlusa'acha?,¿quiénes sois?,shw,spa,train,False,flashcards2
U00961__spa2shw,U00961,G00821,¿quiénes sois?,¿denlusa'acha?,spa,shw,train,False,flashcards2
U00721__shw2spa,U00721,G00601,insek'dipersu' ñapaker',estate preparado.,shw,spa,train,False,flashcards2
U00721__spa2shw,U00721,G00601,estate preparado.,insek'dipersu' ñapaker',spa,shw,train,False,flashcards2
U02669__shw2spa,U02669,G02438,arakayu ima tulli asu' sellawa i'na kualer pektawapalek.,arákayu dijo a estas golondrinas yo las estoy criando.,shw,spa,train,True,pdf_textos
U02669__spa2shw,U02669,G02438,arákayu dijo a estas golondrinas yo las estoy criando.,arakayu ima tulli asu' sellawa i'na kualer pektawapalek.,spa,shw,train,True,pdf_textos
U03026__shw2spa,U03026,G02795,"ipa'la a'pinta' asunwekwañina', miduwañina', kerka' ñinchillintullina'. nu'unta' kulliker'wañi.","ahora más tienen aretes, tienen collar, aprendieron a leer y escribir. algunos tienen dinero.",shw,spa,train,True,pdf_textos
U03026__spa2shw,U03026,G02795,"ahora más tienen aretes, tienen collar, aprendieron a leer y escribir. algunos tienen dinero.","ipa'la a'pinta' asunwekwañina', miduwañina', kerka' ñinchillintullina'. nu'unta' kulliker'wañi.",spa,shw,train,True,pdf_textos
U00451__shw2spa,U00451,G00363,ipa' lli'aterwa',ya veremos.,shw,spa,train,False,flashcards2
U00451__spa2shw,U00451,G00363,ya veremos.,ipa' lli'aterwa',spa,shw,train,False,flashcards2
U00251__shw2spa,U00251,G00194,¡u'chimu!,¡genial!,shw,spa,train,False,flashcards2
U00251__spa2shw,U00251,G00194,¡genial!,¡u'chimu!,spa,shw,train,False,flashcards2
U02502__shw2spa,U02502,G02271,"kuashasa' ñienkasu' patunwi'nek,","yo solita vivo, no tengo parientes,",shw,spa,train,True,pdf_textos
U02502__spa2shw,U02502,G02271,"yo solita vivo, no tengo parientes,","kuashasa' ñienkasu' patunwi'nek,",spa,shw,train,True,pdf_textos
U02197__shw2spa,U02197,G01971,llinser'ku' nana,anoten eso.,shw,spa,train,True,flashcards2
U02197__spa2shw,U02197,G01971,anoten eso.,llinser'ku' nana,spa,shw,train,True,flashcards2
U02200__shw2spa,U02200,G01971,llinser'ku' nana,anoten esto.,shw,spa,train,True,flashcards2
U02200__spa2shw,U02200,G01971,anoten esto.,llinser'ku' nana,spa,shw,train,True,flashcards2
U02985__shw2spa,U02985,G02754,nanekla ali'la musun pa'nunta'lli pentunanlusa' aku'pilan.,"de ahí, otro grupo se fue otra vez colocando puentes.",shw,spa,train,False,pdf_textos
U02985__spa2shw,U02985,G02754,"de ahí, otro grupo se fue otra vez colocando puentes.",nanekla ali'la musun pa'nunta'lli pentunanlusa' aku'pilan.,spa,shw,train,False,pdf_textos
U00564__shw2spa,U00564,G00464,ku'aper'wi'nek,estoy soltero.,shw,spa,train,False,flashcards2
U00564__spa2shw,U00564,G00464,estoy soltero.,ku'aper'wi'nek,spa,shw,train,False,flashcards2
U03467__shw2spa,U03467,G03230,nana wila linserchulli alasa' la'la',el niño escribe una carta.,shw,spa,train,False,flashcards_oraciones
U03467__spa2shw,U03467,G03230,el niño escribe una carta.,nana wila linserchulli alasa' la'la',spa,shw,train,False,flashcards_oraciones
