original_index,ESP,SHIWILU,removal_reason
5624,Llovió fuerte ayer.,,SHIWILU es NaN
5625,Está lloviendo fuerte.,,SHIWILU es NaN
5626,Ponte a ello.,,SHIWILU es NaN
5627,Ponte una bata.,,SHIWILU es NaN
5628,Ponte de rodillas.,,SHIWILU es NaN
5629,Ponte el sombrero.,,SHIWILU es NaN
5630,Ponte este suéter.,,SHIWILU es NaN
5631,Ponte tu sombrero.,,SHIWILU es NaN
5632,Ponte tus zapatos.,,SHIWILU es NaN
5633,No puedes ayudarles.,,SHIWILU es NaN
5634,¿Estás pensando ayudarles?,,SHIWILU es NaN
5635,Estamos deseando ayudarles.,,SHIWILU es NaN
5636,¿Es mucho pedir?,,SHIWILU es NaN
5637,¿Ya podemos pedir?,,SHIWILU es NaN
5638,Pedí muebles nuevos.,,SHIWILU es NaN
5639,Él distribuye muebles.,,SHIWILU es NaN
5640,Encargué nuevos muebles.,,SHIWILU es NaN
5641,Teníamos muchos muebles.,,SHIWILU es NaN
5642,Ella está dibujando.,,SHIWILU es NaN
5643,No estás sola.,,SHIWILU es NaN
5644,Yo estoy sola.,,SHIWILU es NaN
5645,Ella vino sola.,,SHIWILU es NaN
5646,Ella vive sola.,,SHIWILU es NaN
5647,Estoy sola acá.,,SHIWILU es NaN
5648,Mary vino sola.,,SHIWILU es NaN
5649,Ella lucía sola.,,SHIWILU es NaN
5650,¿Estás aquí sola?,,SHIWILU es NaN
5651,¿Te sientes sola?,,SHIWILU es NaN
5652,Quiero estar sola.,,SHIWILU es NaN
5653,Nunca estarás sola.,,SHIWILU es NaN
5654,Puedo hacerlo sola.,,SHIWILU es NaN
5655,Todavía estoy sola.,,SHIWILU es NaN
5656,¡Quiero estar sola!,,SHIWILU es NaN
5657,Necesito estar sola.,,SHIWILU es NaN
5658,¡Quiero quedarme sola!,,SHIWILU es NaN
5659,Estaba sola estudiando.,,SHIWILU es NaN
5660,Nosotras bailamos juntas.,,SHIWILU es NaN
5661,Nosotras crecimos juntas.,,SHIWILU es NaN
5662,Necesitáis trabajar juntas.,,SHIWILU es NaN
5663,Estuvo muy bien.,,SHIWILU es NaN
5664,Nada estuvo mal.,,SHIWILU es NaN
5665,Ese estuvo cerca.,,SHIWILU es NaN
5666,Estuvo muy cerca.,,SHIWILU es NaN
5667,Eso estuvo genial.,,SHIWILU es NaN
5668,Ayer estuvo nublado.,,SHIWILU es NaN
5669,Estuvo bastante bien.,,SHIWILU es NaN
5670,Deberíamos permanecer aquí.,,SHIWILU es NaN
5671,Encontraron a Tom.,,SHIWILU es NaN
5672,Lo encontraron culpable.,,SHIWILU es NaN
5673,Lo he encontrado.,,SHIWILU es NaN
5674,No fue encontrado.,,SHIWILU es NaN
5675,Lo hemos encontrado.,,SHIWILU es NaN
5676,¿Qué has encontrado?,,SHIWILU es NaN
5677,Hemos encontrado algo.,,SHIWILU es NaN
5678,Quisiera un vaso.,,SHIWILU es NaN
5679,Quisiera tomar café.,,SHIWILU es NaN
5680,Quisiera un tenedor.,,SHIWILU es NaN
5681,Quisiera comprar ese.,,SHIWILU es NaN
5682,Quisiera un daiquiri.,,SHIWILU es NaN
5683,Quisiera unos zapatos.,,SHIWILU es NaN
5684,Quisiera verte mañana.,,SHIWILU es NaN
5685,¿Qué quisiera comprar?,,SHIWILU es NaN
5686,Quisiera comprar aquel.,,SHIWILU es NaN
5687,Quisiera mirar adentro.,,SHIWILU es NaN
5688,Quisiera que conduzcas.,,SHIWILU es NaN
5689,Quisiera ver televisión.,,SHIWILU es NaN
5690,Quisiera conversar contigo.,,SHIWILU es NaN
5691,Quisiera vivir lujosamente.,,SHIWILU es NaN
5692,Queríamos a Tom.,,SHIWILU es NaN
5693,Solo queríamos ganar.,,SHIWILU es NaN
5694,No queríamos preocuparte.,,SHIWILU es NaN
5695,Todos queríamos venganza.,,SHIWILU es NaN
5696,¿De qué serviría?,,SHIWILU es NaN
5697,Tom se sirvió.,,SHIWILU es NaN
5698,La lluvia paró.,,SHIWILU es NaN
5699,Esperamos lluvia hoy.,,SHIWILU es NaN
5700,No sabían nada.,,SHIWILU es NaN
5701,Ellos ya sabían.,,SHIWILU es NaN
5702,Todos lo sabían.,,SHIWILU es NaN
5703,Eso es cierto.,,SHIWILU es NaN
5704,No suena cierto.,,SHIWILU es NaN
5705,Puede ser cierto.,,SHIWILU es NaN
5706,Quizá sea cierto.,,SHIWILU es NaN
5707,¿Puede ser cierto?,,SHIWILU es NaN
5708,Resultó ser cierto.,,SHIWILU es NaN
5709,"Estás mintiendo, ¿cierto?",,SHIWILU es NaN
5710,"¿Estás bromeando, cierto?",,SHIWILU es NaN
5711,¿Tomas té verde?,,SHIWILU es NaN
5712,Era verde oscuro.,,SHIWILU es NaN
5713,Tom llega hoy.,,SHIWILU es NaN
5714,Llega a tiempo.,,SHIWILU es NaN
5715,Tom llega temprano.,,SHIWILU es NaN
5716,Cumple tus promesas.,,SHIWILU es NaN
5717,Tiene buen aspecto.,,SHIWILU es NaN
5718,¿Qué aspecto tiene?,,SHIWILU es NaN
5719,Eres la elegida.,,SHIWILU es NaN
5720,Lávate la cara.,,SHIWILU es NaN
5721,¿Viste su cara?,,SHIWILU es NaN
5722,Su cara palideció.,,SHIWILU es NaN
5723,No estamos interesados.,,SHIWILU es NaN
5724,Sólo es lunes.,,SHIWILU es NaN
5725,Sólo Dios sabe.,,SHIWILU es NaN
5726,Sólo un minuto.,,SHIWILU es NaN
5727,Tan sólo hazlo.,,SHIWILU es NaN
5728,Sólo tenemos té.,,SHIWILU es NaN
5729,Sólo quiero volver.,,SHIWILU es NaN
5730,Sólo esperadme allí.,,SHIWILU es NaN
5731,Sólo estoy ayudando.,,SHIWILU es NaN
5732,Sólo estoy bromeando.,,SHIWILU es NaN
5733,Sólo estoy comenzando.,,SHIWILU es NaN
5734,Sólo agarramos carrilla.,,SHIWILU es NaN
5735,Sólo estamos comenzando.,,SHIWILU es NaN
5736,Sólo intenté divertirme.,,SHIWILU es NaN
5737,Sólo necesitamos relajarnos.,,SHIWILU es NaN
5738,¡Prepárate a morir!,,SHIWILU es NaN
5739,Hablé con Tom.,,SHIWILU es NaN
5740,Hablé con amigos.,,SHIWILU es NaN
5741,Hablé por teléfono.,,SHIWILU es NaN
5742,Lo hice yo.,,SHIWILU es NaN
5743,Ya lo hice.,,SHIWILU es NaN
5744,Yo hice eso.,,SHIWILU es NaN
5745,Hice la cena.,,SHIWILU es NaN
5746,Le hice café.,,SHIWILU es NaN
5747,Lo hice bien.,,SHIWILU es NaN
5748,No hice nada.,,SHIWILU es NaN
5749,Yo hice todo.,,SHIWILU es NaN
5750,¿Yo hice eso?,,SHIWILU es NaN
5751,La hice feliz.,,SHIWILU es NaN
5752,Yo hice aquel.,,SHIWILU es NaN
5753,¡No hice nada!,,SHIWILU es NaN
5754,Hice algo malo.,,SHIWILU es NaN
5755,Hice otro test.,,SHIWILU es NaN
5756,Hice mi trabajo.,,SHIWILU es NaN
5757,La hice enfadar.,,SHIWILU es NaN
5758,Hice carne asada.,,SHIWILU es NaN
5759,Hice el desayuno.,,SHIWILU es NaN
5760,Hice el ridículo.,,SHIWILU es NaN
5761,Hice una apuesta.,,SHIWILU es NaN
5762,Hice una fortuna.,,SHIWILU es NaN
5763,¿Te hice esperar?,,SHIWILU es NaN
5764,Hice algo similar.,,SHIWILU es NaN
5765,Hice muchos amigos.,,SHIWILU es NaN
5766,Hice algunas llamadas.,,SHIWILU es NaN
5767,Hice varias preguntas.,,SHIWILU es NaN
5768,Hice algunas correcciones.,,SHIWILU es NaN
5769,Hice algunas modificaciones.,,SHIWILU es NaN
5770,Usa energía solar.,,SHIWILU es NaN
5771,¿Tienes suficiente energía?,,SHIWILU es NaN
5772,Usa energía solar.,,SHIWILU es NaN
5773,No te rías.,,SHIWILU es NaN
5774,Odio las fiestas.,,SHIWILU es NaN
5775,Te toca cantar.,,SHIWILU es NaN
5776,¿Toca el piano?,,SHIWILU es NaN
5777,¡Toca la alarma!,,SHIWILU es NaN
5778,Quiero visitar Corea.,,SHIWILU es NaN
5779,Deberías visitar Kyoto.,,SHIWILU es NaN
5780,Debería visitar Boston.,,SHIWILU es NaN
5781,Necesitamos otro miembro.,,SHIWILU es NaN
5782,Podrías leer más.,,SHIWILU es NaN
5783,Me podrías ayudar.,,SHIWILU es NaN
5784,Podrías parar esto.,,SHIWILU es NaN
5785,¿Podrías venir acá?,,SHIWILU es NaN
5786,¿Podrías venir aquí?,,SHIWILU es NaN
5787,Podrías hacerte daño.,,SHIWILU es NaN
5788,¿Podrías hacerme eso?,,SHIWILU es NaN
5789,¿Podrías repetir eso?,,SHIWILU es NaN
5790,Podrías haberlo hecho.,,SHIWILU es NaN
5791,¿Podrías verificar eso?,,SHIWILU es NaN
5792,Podrías habérmelo dicho.,,SHIWILU es NaN
5793,Podrías recibirlo gratis.,,SHIWILU es NaN
5794,Ahora pon atención.,,SHIWILU es NaN
5795,No cometa errores.,,SHIWILU es NaN
5796,Volemos una cometa.,,SHIWILU es NaN
5797,Remontemos una cometa.,,SHIWILU es NaN
5798,Seguí tus sueños.,,SHIWILU es NaN
5799,Yo seguí cantando.,,SHIWILU es NaN
5800,Seguí tu sugerencia.,,SHIWILU es NaN
5801,¿Qué marca prefieres?,,SHIWILU es NaN
5802,Ojalá estuviera aquí.,,SHIWILU es NaN
5803,Ojalá estuviera bromeando.,,SHIWILU es NaN
5804,Eso es plástico.,,SHIWILU es NaN
5805,El globo reventó.,,SHIWILU es NaN
5806,¿Tienes una mascota?,,SHIWILU es NaN
5807,No te vayas.,,SHIWILU es NaN
5808,No vayas ahí.,,SHIWILU es NaN
5809,¡No te vayas!,,SHIWILU es NaN
5810,Mejor no vayas.,,SHIWILU es NaN
5811,Siempre sucede así.,,SHIWILU es NaN
5812,No tenían rosas.,,SHIWILU es NaN
5813,¿Ellos lo tenían?,,SHIWILU es NaN
5814,Ellos tenían miedo.,,SHIWILU es NaN
5815,Ellos tenían hambre.,,SHIWILU es NaN
5816,Todos tenían hambre.,,SHIWILU es NaN
5817,Tenían buena química.,,SHIWILU es NaN
5818,Estabas en coma.,,SHIWILU es NaN
5819,¿Dónde estabas ayer?,,SHIWILU es NaN
5820,¿No estabas enojado?,,SHIWILU es NaN
5821,"Estabas mirando, ¿no?",,SHIWILU es NaN
5822,¿Estabas con alguien?,,SHIWILU es NaN
5823,¿No estabas llorando?,,SHIWILU es NaN
5824,¿No estabas relajado?,,SHIWILU es NaN
5825,No estabas escuchando.,,SHIWILU es NaN
5826,¿Dónde estabas anoche?,,SHIWILU es NaN
5827,¿Estabas ocupado ayer?,,SHIWILU es NaN
5828,¿Qué estabas diciendo?,,SHIWILU es NaN
5829,¿Qué estabas haciendo?,,SHIWILU es NaN
5830,¿No estabas escuchando?,,SHIWILU es NaN
5831,¿Entonces dónde estabas?,,SHIWILU es NaN
5832,¿Estabas cansada anoche?,,SHIWILU es NaN
5833,¿No estabas entretenido?,,SHIWILU es NaN
5834,"Estabas mintiendo, ¿verdad?",,SHIWILU es NaN
5835,"Estabas exagerando, ¿verdad?",,SHIWILU es NaN
5836,Estabas claramente equivocado.,,SHIWILU es NaN
5837,No queda sal.,,SHIWILU es NaN
5838,Queda con él.,,SHIWILU es NaN
5839,No queda otra.,,SHIWILU es NaN
5840,Te queda bien.,,SHIWILU es NaN
5841,No queda leche.,,SHIWILU es NaN
5842,Tomás se queda.,,SHIWILU es NaN
5843,No queda comida.,,SHIWILU es NaN
5844,¿Quién se queda?,,SHIWILU es NaN
5845,Queda poco tiempo.,,SHIWILU es NaN
5846,No aprendí nada.,,SHIWILU es NaN
5847,Hoy aprendí algo.,,SHIWILU es NaN
5848,Aprendí a cocinar.,,SHIWILU es NaN
5849,¿Qué hacías allí?,,SHIWILU es NaN
5850,No pasó nada.,,SHIWILU es NaN
5851,Pasó un auto.,,SHIWILU es NaN
5852,¿Qué te pasó?,,SHIWILU es NaN
5853,Dime qué pasó.,,SHIWILU es NaN
5854,Pasó muy bien.,,SHIWILU es NaN
5855,¿Te pasó algo?,,SHIWILU es NaN
5856,¿Pasó algo hoy?,,SHIWILU es NaN
5857,¿Pasó algo más?,,SHIWILU es NaN
5858,¿Qué pasó allá?,,SHIWILU es NaN
5859,¿Qué pasó aquí?,,SHIWILU es NaN
5860,Esto nunca pasó.,,SHIWILU es NaN
5861,Pasó hace siglos.,,SHIWILU es NaN
5862,¿Pasó algo bueno?,,SHIWILU es NaN
5863,¿Qué carajo pasó?,,SHIWILU es NaN
5864,¿Qué pasó anoche?,,SHIWILU es NaN
5865,Cuéntame qué pasó.,,SHIWILU es NaN
5866,¿Esto cuándo pasó?,,SHIWILU es NaN
5867,¿Qué pasó después?,,SHIWILU es NaN
5868,Algo terrible pasó.,,SHIWILU es NaN
5869,¿Entonces qué pasó?,,SHIWILU es NaN
5870,Pasó exactamente así.,,SHIWILU es NaN
5871,No lo sé.,,SHIWILU es NaN
5872,Ya lo sé.,,SHIWILU es NaN
5873,Yo lo sé.,,SHIWILU es NaN
5874,"Sí, lo sé.",,SHIWILU es NaN
5875,Yo sé eso.,,SHIWILU es NaN
5876,Lo sé bien.,,SHIWILU es NaN
5877,Lo sé todo.,,SHIWILU es NaN
5878,No sé bien.,,SHIWILU es NaN
5879,Sé tu edad.,,SHIWILU es NaN
5880,No sé nadar.,,SHIWILU es NaN
5881,Sé quien es.,,SHIWILU es NaN
5882,Sé todo eso.,,SHIWILU es NaN
5883,Yo sé cosas.,,SHIWILU es NaN
5884,Sé que duele.,,SHIWILU es NaN
5885,Sé un hombre.,,SHIWILU es NaN
5886,No sé cocinar.,,SHIWILU es NaN
5887,No sé francés.,,SHIWILU es NaN
5888,Sé cómo nadar.,,SHIWILU es NaN
5889,Sé dónde está.,,SHIWILU es NaN
5890,Sé dónde vive.,,SHIWILU es NaN
5891,Sé nadar bien.,,SHIWILU es NaN
5892,Sé quién eres.,,SHIWILU es NaN
5893,Ya sé manejar.,,SHIWILU es NaN
5894,Yo sé francés.,,SHIWILU es NaN
5895,Yo tampoco sé.,,SHIWILU es NaN
5896,Sé dónde viven.,,SHIWILU es NaN
5897,Sé dónde vives.,,SHIWILU es NaN
5898,Sé hornear pan.,,SHIWILU es NaN
5899,Sé más preciso.,,SHIWILU es NaN
5900,Sé que mientes.,,SHIWILU es NaN
5901,Sé quiénes son.,,SHIWILU es NaN
5902,Sé como hacerlo.,,SHIWILU es NaN
5903,Sé la respuesta.,,SHIWILU es NaN
5904,Sé leer francés.,,SHIWILU es NaN
5905,Sé más flexible.,,SHIWILU es NaN
5906,Sé muchas cosas.,,SHIWILU es NaN
5907,Sé un caballero.,,SHIWILU es NaN
5908,Sé la diferencia.,,SHIWILU es NaN
5909,Sé parte nuestra.,,SHIWILU es NaN
5910,No sé exactamente.,,SHIWILU es NaN
5911,Sé cómo manejarlo.,,SHIWILU es NaN
5912,"Tom, sé razonable.",,SHIWILU es NaN
5913,Sé donde esconderme.,,SHIWILU es NaN
5914,Sé paciente conmigo.,,SHIWILU es NaN
5915,No sé diferenciarlos.,,SHIWILU es NaN
5916,Él lleva gafas.,,SHIWILU es NaN
5917,Ella lleva medias.,,SHIWILU es NaN
5918,Ella lleva pantis.,,SHIWILU es NaN
5919,Él lleva sombrero.,,SHIWILU es NaN
5920,Esto lleva tiempo.,,SHIWILU es NaN
5921,No lleva sombrero.,,SHIWILU es NaN
5922,Tom lleva tirantes.,,SHIWILU es NaN
5923,Lleva ropa abrigada.,,SHIWILU es NaN
5924,Lleva mucho maquillaje.,,SHIWILU es NaN
5925,¿Has vivido aquí?,,SHIWILU es NaN
5926,¿Vuelan con frecuencia?,,SHIWILU es NaN
5927,Me la baja.,,SHIWILU es NaN
5928,Baja la voz.,,SHIWILU es NaN
5929,Baja el arma.,,SHIWILU es NaN
5930,Baja tu arma.,,SHIWILU es NaN
5931,Baja tu lápiz.,,SHIWILU es NaN
5932,Baja del caballo.,,SHIWILU es NaN
5933,Baja el martillo.,,SHIWILU es NaN
5934,Cierren sus libros.,,SHIWILU es NaN
5935,¿Ha sucedido algo?,,SHIWILU es NaN
5936,Suspendo la reunión.,,SHIWILU es NaN
5937,Algo está pasando.,,SHIWILU es NaN
5938,¿Qué está pasando?,,SHIWILU es NaN
5939,Lo peor terminó.,,SHIWILU es NaN
5940,Ya todo terminó.,,SHIWILU es NaN
5941,Mi turno terminó.,,SHIWILU es NaN
5942,El verano terminó.,,SHIWILU es NaN
5943,La semana terminó.,,SHIWILU es NaN
5944,Terminó el descanso.,,SHIWILU es NaN
5945,Tom terminó segundo.,,SHIWILU es NaN
5946,María terminó conmigo.,,SHIWILU es NaN
5947,Estás a cargo.,,SHIWILU es NaN
5948,Estás a salvo.,,SHIWILU es NaN
5949,No estás loco.,,SHIWILU es NaN
5950,No estás sola.,,SHIWILU es NaN
5951,Estás a tiempo.,,SHIWILU es NaN
5952,Tú estás obeso.,,SHIWILU es NaN
5953,¿Estás a dieta?,,SHIWILU es NaN
5954,¿Estás de coña?,,SHIWILU es NaN
5955,¿Estás en casa?,,SHIWILU es NaN
5956,Estás muy guapa.,,SHIWILU es NaN
5957,Estás muy linda.,,SHIWILU es NaN
5958,Estás tan cerca.,,SHIWILU es NaN
5959,"Tom, ¿estás ahí?",,SHIWILU es NaN
5960,¿Cómo estás hoy?,,SHIWILU es NaN
5961,¿Estás en París?,,SHIWILU es NaN
5962,¿Estás tú calvo?,,SHIWILU es NaN
5963,¿No estás feliz?,,SHIWILU es NaN
5964,¿No estás listo?,,SHIWILU es NaN
5965,Estás en peligro.,,SHIWILU es NaN
5966,La estás cagando.,,SHIWILU es NaN
5967,No estás enferma.,,SHIWILU es NaN
5968,"Tom, ¿estás bien?",,SHIWILU es NaN
5969,"¿Cómo estás, Tom?",,SHIWILU es NaN
5970,¿De cuánto estás?,,SHIWILU es NaN
5971,¿Estás ahí abajo?,,SHIWILU es NaN
5972,¿Estás aquí sola?,,SHIWILU es NaN
5973,¿Lo estás viendo?,,SHIWILU es NaN
5974,Estás muy callada.,,SHIWILU es NaN
5975,Me estás evitando.,,SHIWILU es NaN
5976,No estás invitado.,,SHIWILU es NaN
5977,Solo estás celosa.,,SHIWILU es NaN
5978,"Tom, ¿dónde estás?",,SHIWILU es NaN
5979,¿Cómo estás ahora?,,SHIWILU es NaN
5980,¿No estás ansioso?,,SHIWILU es NaN
5981,¿No estás cansada?,,SHIWILU es NaN
5982,Estás entre amigos.,,SHIWILU es NaN
5983,Estás muy atrasado.,,SHIWILU es NaN
5984,Estás muy borracho.,,SHIWILU es NaN
5985,Estás muy elegante.,,SHIWILU es NaN
5986,Estás oyendo cosas.,,SHIWILU es NaN
5987,Me estás ignorando.,,SHIWILU es NaN
5988,Me estás mintiendo.,,SHIWILU es NaN
5989,Me estás perdiendo.,,SHIWILU es NaN
5990,Te estás acercando.,,SHIWILU es NaN
5991,¡Hola! ¿Cómo estás?,,SHIWILU es NaN
5992,¿Estás en Facebook?,,SHIWILU es NaN
5993,¿Estás libre ahora?,,SHIWILU es NaN
5994,¿Hoy estás ocupado?,,SHIWILU es NaN
5995,¿Me estás espiando?,,SHIWILU es NaN
5996,¿Qué estás leyendo?,,SHIWILU es NaN
5997,¿Qué estás mirando?,,SHIWILU es NaN
5998,¿Qué estás tomando?,,SHIWILU es NaN
5999,¿Te estás cansando?,,SHIWILU es NaN
6000,¿Todavía estás ahí?,,SHIWILU es NaN
6001,¿Ya estás contento?,,SHIWILU es NaN
6002,Estás cagando fuego.,,SHIWILU es NaN
6003,Me estás bajoneando.,,SHIWILU es NaN
6004,Me estás embromando.,,SHIWILU es NaN
6005,Me estás lastimando.,,SHIWILU es NaN
6006,No estás escuchando.,,SHIWILU es NaN
6007,Quédate donde estás.,,SHIWILU es NaN
6008,"Tom, ¿estás dormido?",,SHIWILU es NaN
6009,Tú estás murmurando.,,SHIWILU es NaN
6010,¿Estás en Australia?,,SHIWILU es NaN
6011,¿Estás en problemas?,,SHIWILU es NaN
6012,"¿Estás mejor, Tomás?",,SHIWILU es NaN
6013,¿Me estás bromeando?,,SHIWILU es NaN
6014,¿Me estás mintiendo?,,SHIWILU es NaN
6015,¿Me estás zorreando?,,SHIWILU es NaN
6016,¿Qué estás bebiendo?,,SHIWILU es NaN
6017,¿Qué estás buscando?,,SHIWILU es NaN
6018,¿Qué estás comiendo?,,SHIWILU es NaN
6019,¿Qué estás haciendo?,,SHIWILU es NaN
6020,¿Qué estás mascando?,,SHIWILU es NaN
6021,¿Qué estás pensando?,,SHIWILU es NaN
6022,¿Qué estás tejiendo?,,SHIWILU es NaN
6023,Aún estás equivocado.,,SHIWILU es NaN
6024,Claramente estás mal.,,SHIWILU es NaN
6025,Estás ocultando algo.,,SHIWILU es NaN
6026,Estás siendo evasivo.,,SHIWILU es NaN
6027,"Mary, ¿estás decente?",,SHIWILU es NaN
6028,Me estás fastidiando.,,SHIWILU es NaN
6029,Nos estás molestando.,,SHIWILU es NaN
6030,Tu estás farfullando.,,SHIWILU es NaN
6031,¿Dónde estás ahorita?,,SHIWILU es NaN
6032,¿Estás ahora cansado?,,SHIWILU es NaN
6033,¿Estás buscando algo?,,SHIWILU es NaN
6034,¿Estás grabando esto?,,SHIWILU es NaN
6035,¿Estás haciendo algo?,,SHIWILU es NaN
6036,¿Estás ocupado ahora?,,SHIWILU es NaN
6037,¿Estás sacando fotos?,,SHIWILU es NaN
6038,¿Me estás escuchando?,,SHIWILU es NaN
6039,¿No estás convencido?,,SHIWILU es NaN
6040,¿Qué estás cocinando?,,SHIWILU es NaN
6041,¿Qué estás esperando?,,SHIWILU es NaN
6042,¿Qué estás ocultando?,,SHIWILU es NaN
6043,¿Te estás aburriendo?,,SHIWILU es NaN
6044,¿Te estás congelando?,,SHIWILU es NaN
6045,¿Te estás sonrojando?,,SHIWILU es NaN
6046,Estás con temperatura.,,SHIWILU es NaN
6047,Me estás avergonzando.,,SHIWILU es NaN
6048,Me estás confundiendo.,,SHIWILU es NaN
6049,"Tom, ¿estás despierto?",,SHIWILU es NaN
6050,¿Ahora estás contento?,,SHIWILU es NaN
6051,¿Cuándo estás ocupado?,,SHIWILU es NaN
6052,¿Estás contenta ahora?,,SHIWILU es NaN
6053,¿Estás esperando algo?,,SHIWILU es NaN
6054,"¿Estás meditando, Tom?",,SHIWILU es NaN
6055,¿Estás pasándola bien?,,SHIWILU es NaN
6056,¿Me estás arremedando?,,SHIWILU es NaN
6057,¿Qué estás insinuando?,,SHIWILU es NaN
6058,¿Qué estás preparando?,,SHIWILU es NaN
6059,¿Te estás divirtiendo?,,SHIWILU es NaN
6060,¿Todavía estás casado?,,SHIWILU es NaN
6061,"Estás cansado, ¿verdad?",,SHIWILU es NaN
6062,Jamás estás satisfecho.,,SHIWILU es NaN
6063,Siempre estás borracho.,,SHIWILU es NaN
6064,Siempre estás cantando.,,SHIWILU es NaN
6065,Tú estás chismorreando.,,SHIWILU es NaN
6066,Tú estás interfiriendo.,,SHIWILU es NaN
6067,¿Cuán hambriento estás?,,SHIWILU es NaN
6068,¿Estás insinuando algo?,,SHIWILU es NaN
6069,¿Estás ocupado todavía?,,SHIWILU es NaN
6070,¿Qué estás aprendiendo?,,SHIWILU es NaN
6071,¿Qué estás escondiendo?,,SHIWILU es NaN
6072,¿Qué estás escribiendo?,,SHIWILU es NaN
6073,¿Siempre estás ocupado?,,SHIWILU es NaN
6074,Estás haciendo historia.,,SHIWILU es NaN
6075,"Estás impresionado, ¿no?",,SHIWILU es NaN
6076,Me estás interrumpiendo.,,SHIWILU es NaN
6077,Siempre estás sonriendo.,,SHIWILU es NaN
6078,Todavía estás sonriendo.,,SHIWILU es NaN
6079,¿Estás buscando trabajo?,,SHIWILU es NaN
6080,¿Estás enfadado conmigo?,,SHIWILU es NaN
6081,¿Estás escondiendo algo?,,SHIWILU es NaN
6082,¿Estás hablando conmigo?,,SHIWILU es NaN
6083,"Estás bromeando, ¿verdad?",,SHIWILU es NaN
6084,Estás completamente loco.,,SHIWILU es NaN
6085,Estás gravemente enfermo.,,SHIWILU es NaN
6086,"Estás mintiendo, ¿cierto?",,SHIWILU es NaN
6087,Siempre estás quejándote.,,SHIWILU es NaN
6088,Siempre estás trabajando.,,SHIWILU es NaN
6089,Tú estás condescendiendo.,,SHIWILU es NaN
6090,"¿Estás bromeando, cierto?",,SHIWILU es NaN
6091,¿Estás poniendo atención?,,SHIWILU es NaN
6092,¿Estás todavía despierto?,,SHIWILU es NaN
6093,Realmente estás imponente.,,SHIWILU es NaN
6094,Todavía estás involucrado.,,SHIWILU es NaN
6095,¿Estás estudiando francés?,,SHIWILU es NaN
6096,¿Estás intentando matarme?,,SHIWILU es NaN
6097,¿Estás pensando ayudarles?,,SHIWILU es NaN
6098,¿Estás aprendiendo francés?,,SHIWILU es NaN
6099,¿Estás coqueteando conmigo?,,SHIWILU es NaN
6100,Probablemente estás cansado.,,SHIWILU es NaN
6101,Estás completamente saludable.,,SHIWILU es NaN
6102,Estás completamente equivocado.,,SHIWILU es NaN
6103,Ya lo hiciste.,,SHIWILU es NaN
6104,Me hiciste reír.,,SHIWILU es NaN
6105,Hiciste tu parte.,,SHIWILU es NaN
6106,¿Cómo lo hiciste?,,SHIWILU es NaN
6107,¿Qué hiciste ahí?,,SHIWILU es NaN
6108,¿Qué hiciste hoy?,,SHIWILU es NaN
6109,¿Qué hiciste ayer?,,SHIWILU es NaN
6110,¿Qué hiciste luego?,,SHIWILU es NaN
6111,Hiciste lo correcto.,,SHIWILU es NaN
6112,Hiciste una promesa.,,SHIWILU es NaN
6113,¿Entonces qué hiciste?,,SHIWILU es NaN
6114,¿Qué hiciste entonces?,,SHIWILU es NaN
6115,¿Hiciste amigos nuevos?,,SHIWILU es NaN
6116,Es mi hermana.,,SHIWILU es NaN
6117,Soy tu hermana.,,SHIWILU es NaN
6118,Tengo otra hermana.,,SHIWILU es NaN
6119,Sabía que pasaría.,,SHIWILU es NaN
6120,Eran las seis.,,SHIWILU es NaN
6121,Eran muy felices.,,SHIWILU es NaN
6122,Ellos eran amigos.,,SHIWILU es NaN
6123,Eran de Australia.,,SHIWILU es NaN
6124,Eran muy populares.,,SHIWILU es NaN
6125,Todos eran felices.,,SHIWILU es NaN
6126,Eran tiempos felices.,,SHIWILU es NaN
6127,Ellos eran desertores.,,SHIWILU es NaN
6128,Eran tiempos peligrosos.,,SHIWILU es NaN
6129,Ustedes eran simpáticos.,,SHIWILU es NaN
6130,No se aceptan propinas.,,SHIWILU es NaN
6131,¿Aceptan cheques de viajero?,,SHIWILU es NaN
6132,Ojalá tuviéramos un auto.,,SHIWILU es NaN
6133,Nosotros somos muy similares.,,SHIWILU es NaN
6134,Hemos hecho buen progreso.,,SHIWILU es NaN
6135,Consulta a tu doctor.,,SHIWILU es NaN
6136,Tuviste suerte de encontrarlo.,,SHIWILU es NaN
6137,Tom desató las cuerdas.,,SHIWILU es NaN
6138,Tom dejó de limpiar.,,SHIWILU es NaN
6139,Debes limpiar la mesa.,,SHIWILU es NaN
6140,Debemos limpiar la cocina.,,SHIWILU es NaN
6141,Debes limpiar tu habitación.,,SHIWILU es NaN
6142,Debemos limpiar nuestra clase.,,SHIWILU es NaN
6143,¿Puedes limpiar tu habitación?,,SHIWILU es NaN
6144,Eres muy poco flexible.,,SHIWILU es NaN
6145,Tengo un horario flexible.,,SHIWILU es NaN
6146,Las circunstancias han cambiado.,,SHIWILU es NaN
6147,Él alcanzó su meta.,,SHIWILU es NaN
6148,Ellos alcanzaron la meta.,,SHIWILU es NaN
6149,Sus piernas son largas.,,SHIWILU es NaN
6150,Él tiene piernas largas.,,SHIWILU es NaN
6151,Ella llevaba botas largas.,,SHIWILU es NaN
6152,Amo a mi papá.,,SHIWILU es NaN
