CODIGO,TEXTO_SPA,TEXTO_SHI,AUDIO?,,,,,,
FL_0379,", después a los jóvenes, ","nanekla nadi’neklusa’,",TRUE,,,,,,
FL_0380,ahora están vacunando a los niños; , ipa’la lulendek’apallina’ wilalusa’; ,TRUE,,,,,,
FL_0381,"dos veces, tres veces les están vacunando.","katu’lu’, kalalu’ lulendek’apallina’.",TRUE,,,,,,
FL_0382,"Con eso, dice, la enfermedad del covid-19 no les va a coger.",Nanalek ima kuvi-19 kaluwi’ler a’pinta’pilli’tudek’i’nchu. ,TRUE,,,,,,
FL_0383,"El día que te vas a mandar vacunar,.","Yayanlulenta’mapi’pu’ wa’tentetchu wanersu’, ",TRUE,,,,,,
FL_0384," vas a esperar parado,","nerpi’pu’lusa’ lulentuna-pidek setllanenkek,",TRUE,,,,,,
FL_0385," a veces en la vereda de la posta, con sol, con lluvia"," kekkilek, u’lanlek.",TRUE,,,,,,
FL_0386,A mí ya me han vacunado tres veces.,Ipa’ kua lulenñiner’ku kalalu’.,TRUE,,,,,,
FL_0387,"Para que no contraigas el covid-19, cuídate, lávate las manos con jabón, ","Dan’inpu’ak kuvi-19, inluwekter’, inwinsekker’ shapunlek,",TRUE,,,,,,
FL_0388,"ponte la mascarilla, "," aku’ker’ patannetchekmapu’, ",TRUE,,,,,,
FL_0389,en la calle lávate las manos con alcohol.,kallik alcohollek inwinsekker’.,TRUE,,,,,,
FL_0390,A mí el año pasado me agarró el covid-19.,Kua napi’ ekkilala kuvi-19 pilli’tullu.,TRUE,,,,,,
FL_0391,"Tenía dolor de cabeza, fiebre, dolor de cuerpo y dolor de garganta; pero no me agarró fuerte.","Ikermutu’lek, ukalek, ikerllupilek, ikersi’lek; ku’li’na ikersu’ pilli’chi’ñu.",TRUE,,,,,,
FL_0392,"Me he sanado tomando ivermectina, ","A’padiperllek uwamu ivermectina, ",TRUE,,,,,,
FL_0393,"jengibre cocinado con cebolla, matico cocinado,","latekmu’sana’ akusupi siullalek, patella akusupi,",TRUE,,,,,,
FL_0394, esos tomando me he sanado., nanadaper uwamu a’padiperllek.,TRUE,,,,,,
FL_0395,"Cuando recién apareció la vacuna del covid-19, de todo hablaban las personas.","Nalli’tusik kuvi-19 ilulennanen, intekdudinsu’ luñina’ yalli’lusa’.",TRUE,,,,,,
FL_0396,"Por eso, algunos no querían mandarse a vacunar.",Nanamalek nu’unta’lusa’ ayanlulenchinpu’wiñina’.,FALSE,X,,,,,
FL_0397,Pero ahora les están vacunando a todos.,Ipa’li’na iñer’daper lulen’apadekllina’.,TRUE,,,,,,
FL_0398,"Muchos se preguntaban por qué habían creado esta enfermedad,","Muinchi tullina’ ma’ki’na nu’tullina’ asu’ kaluwi’,",TRUE,,,,,,
FL_0399,"otros decían que hemos aumentado mucho en la Tierra y va a faltar comida,","ali’ladaper tullina’ nakusi’ma nadalekwa’ Lupak, weran pawenchu,",TRUE,,,,,,
FL_0400,"otros decían que la gente rica quería tener más dinero, ","ali’ladaper tullina’ kulliker’wanlusa’ a’pinta’ yakulliker’wañina’, ",TRUE,,,,,,
FL_0401,acumular más dinero vendiendo la vacuna del covid-19.,kulliker’ yadimullina’ kuvi-19 ilulennan uku’latanna’.,TRUE,,,,,,
FL_0402,¡Cuánto dinero quizás estará gastando nuestro país comprando la vacuna!,¡Kupin ñinanlu’mapu’wa’ enpu’dun kulliker’ ipa’ dekker’apalli ilulenna mapa’tan!,TRUE,,,,,,
FL_0403,Pero todavía no están vacunados a todos.,Ku’li’na iñer’daper lulenpilusi’npu’pi’la.,TRUE,,,,,,
FL_0404,"A partir del covid -19, están apareciendo más enfermedades, variante delta, omicron.","kuvi-19 kaluwikla a’pinta’ kaluwi’lusa’ lli’tapilallina’, variante delta, omicron.",TRUE,,,,,,
FL_0405,"Si no nos lleva el covid-19, estaremos viviendo todavía.","kuvi-19 ekpi’npu’pachinmu’, nanpiapaterpi’la.",TRUE,,"kuvi-19 ekpi’npu’pachinmu’, nanpiapaterpi’la.",,,,
FL_0406,Yo ya estoy viviendo 70 años y nunca hemos oído de estas enfermedades.,"Kua ipa’ nanpipalek kanchis-shunka’ ekkilala, ñi enpi’ lawekchi’nekwa’ asu’ kaluwi’lusa’ki.",TRUE,,Panterchek.,,,,
FL_0407,Más enfermedades van a ir apareciendo.,A’pinta’ kaluwi’lusa’ lli’tapilechuna’.,TRUE,,Ñinanlu’wekkek ñi enpi’ lli’i’nek nakuer’kasu’ wa’nalusa’ punka’er’kasu’.,,,,
FL_0408,Me voy. ,Panterchek.,TRUE,,Shiwiluk ipa’ werlli kuvi-19.,,,,
FL_0409,Mi pueblo está ubicado en el medio del monte.,Ñinanlu’wek ñapalli ikiñek tanak.,TRUE,,,,,,
FL_0410,No tiene carretera ni ríos cerca.,"Kupin dekkunwi’ñi, kupin dekshadek kawinak a’ñi’ñi.",TRUE,,,,,,
FL_0411,Tiene caminos y quebradas.,Dekkunlusa’ dekshadeklusa’ a’ñapalli.,TRUE,,,,,,
FL_0412,Tiene donde aterrizan los aviones (aeropuerto).,A’ñapalli wa’napennu’a’su’ lerak.,TRUE,,,,,,
FL_0413,Como no tiene carreteras ,"Kupin dekkunwinpu’a’su’malek, ",TRUE,,,,,,
FL_0414,Como no tiene ríos cerca,"kupin dekshadekwinpu’a’su’malek kawinak,",TRUE,-,,,,,
FL_0415,por eso no llegan a cada rato los foráneos., nanamalek ektu’pi’ñina’ utalinpu’sa’ nerlusa’.,TRUE,,,,,,
FL_0416,En mi pueblo nunca se ve que pasan los fierros flotantes (lanchas).,Ñinanlu’wekkek ñi enpi’ lli’i’nek nakuer’kasu’ wa’nalusa’ punka’er’kasu’.,TRUE,,,,,,
FL_0417,Ellos son los que llevan las enfermedades.,Nawa’ nuker’ka kaluwi’ ekpa’er’kasu’.,TRUE,,,,,,
FL_0418,"Los fierros que corren (carros), ellos también llevan las enfermedades.","Wa’nalusa’ tekka’er’kasu’, nawa’nta’ kaluwi’ ekpa’pallina’.",TRUE,,,,,,
FL_0419,A Jeberos nunca han llegado.,Shiwiluk ñi enpi’ ektui’ñina’.,TRUE,,,,,,
FL_0420,Por eso el covid-19 no arrasó mucho.,Nanamalek kuvi-19 enpu’ni panker’chi’ñi.,TRUE,,,,,,
FL_0421,"Algunos se contagiaron y se sanaron tomando matico, cebolla, eucalipto hervido.","Nu’unta’lusa’ pilli’tudeklli nawa’ a’padiperllina’ uwanna’ patella, siwella, eucalipto akusupi.",TRUE,,,,,,
FL_0422,Otros se curaron tomando masato fuerte con jenjibre.,"Ali’ladaper ilulenñina’ uwanna’ uklulu’dektek, latekmu’sana’lek.",TRUE,,,,,,
FL_0423,En Jeberos ya desapareció el covid-19.,Shiwiluk ipa’ werlli kuvi-19.,TRUE,,,,,,
FL_0424,En mi pueblo nadie ha muerto con la enfermedad del covid-19.,Ñinanlu’wekkek ñi den chimi’ñi kuvi-19 kaluwi’lek.,TRUE,,,,,,
FL_0425,"Nuestro remedio es el masato, nosotros lo tomamos todos los días.","Ilulennawidek nuka’a uklulu’, kuda iñer’ ukllilusa’ uwapallidek.",TRUE,,,,,,
FL_0426,Por eso no nos enfermamos con el covid-19.,Nanamalek kaluwi’i’ñidek kuvi-19lek.,TRUE,,,,,,
FL_0427,"De todo Loreto, solo en Jeberos no murieron con el covid-19.","Iñer’ Luretuk, Shiwiluksa’ chimi’ñina’ kuvi-19lek.",TRUE,,"pronuncia como ""chimin'iñina""","Iñer’ Luretuk, Shiwiluksa’ chimi’ñina’ kuvi-19lek.",,,
FL_0428,En otros pueblos que viven en la ribera del río,"Ali’la ñinanlu’lusak nanpier’kasu’ kupin dekshadek ukuchik, ",TRUE,,"pronuncia como ""ñinalu""","Ali’la ñinanlu’lusak nanpier’kasu’ kupin dekshadek ukuchik, ",,,
FL_0429, y el canto de la carretera,"kupin dekkun dunsak,",TRUE,,"pronuncia como ""dekkuk""","kupin dekkun dunsak,",,,
FL_0430,", ahí han muerto muchos.", nanek enpu’nipa’ chimiñina’.,TRUE,,,Ipa’lalek chimianpallina’.,,,
FL_0431,Hasta hoy están muriendo.,Ipa’lalek chimianpallina’.,TRUE,,"pronuncia como ""chimianpillallina""","Wa’na punka’a’su’daperler, ",,,
FL_0432,No puede desaparecer el covid-19.,Yennichi’ñi wer’a’su’ kuvi-19.,TRUE,,,"wa’na tekka’a’su’daperler, ",,,
FL_0433,"Las lanchas,","Wa’na punka’a’su’daperler, ",TRUE,,"pronuncia como ""daper""",Wintetchenma’ yalli’shauekku’ Miñiku nanpia’su’. ,,,
FL_0434," los carros, ","wa’na tekka’a’su’daperler, ",FALSE,X,no es nítido,"Nanek’unta’ mercadunen ñapalli, ipa’ ituwiñenma’. Nanek dudinpu’ uku’latullina’.",,,
FL_0435,"ellos todos los días estando de paso, van dejando (el covid-19) y se van.",nawa’ iñer’ ukllilusa’ nakupilanna’ akui’lanna’ pa’llina’.,TRUE,,,,,,
FL_0436,"En mi pueblo no es así, por eso rápido se perdió el covid-19.","Ñinanlu’wekkek nu’si’npu’, nanamalek wiuksu’ werlli kuvi-19.",TRUE,,,,,,
FL_0437,"Las lanchas, los carros, ellos todos los días estando de paso, van dejando (el covid-19) y se van.","tekka’a’su’daperler, nawa’ iñer’ ukllilusa’ nakupilanna’ akui’lanna’ pa’llina’.",TRUE,,,,,,
FL_0438,"En mi pueblo no es así, por eso rápido se perdió el covid-19.","Ñinanlu’wekkek nu’si’npu’, nanamalek wiuksu’ werlli kuvi-19.",TRUE,,,,,,
FL_0439,Les contaré la biografía de mi finado hermano Meneleo.,Wintetchenma’ yalli’shawekku’ Miñiku nanpia’su’. ,TRUE,,"pronuncia como ""shaweukk""",,,,
FL_0440,El nombre de mi finado hermano es Meneleo Cariajano Chota.,Yalli’shawekku’ llillinen nuka’a Miñiku Cariajanu Chuta. ,TRUE,,,,,,
FL_0441,"Nació el día 22, ","Wadekllina’ katu’-shunka’ katu’ta’pi’pu’, ",TRUE,,,,,,
FL_0442,"del séptimo mes (julio), ","kanchis dukerkek, ",TRUE,,,,,,
FL_0443,en el año 1940.,ala’waranka iskun-pasak inkatu’- shunka’ ekkilalak. ,TRUE,,,,,,
FL_0444,Nuestra finada mamá se llamaba Soledad Chota Mozombite.,Awamapu’ peklu’lek Shulli Chuta Musunpiti. ,TRUE,,,,,,
FL_0445,Mi finado hermano desde niño hablaba la lengua shiwilu.,Yalli’shawekku’ wilaklanen luñi Shiwilu la’la’. ,FALSE,X,,Yalli’shawekku’ wilaklanen luñi Shiwilu la’la’. ,,,
FL_0446,Creció sin padre. ,Susulli tatawi’nsu’. ,FALSE,X,pronuncia como tataweinsu,Susulli tatawi’nsu’. ,,,
FL_0447,No terminó su primaria por falta de dinero.,Kerka’nen a’ta’wanchi’ñi kulliker’ pawansu’malek.,FALSE,X,suena raro,Kerka’nen a’ta’wanchi’ñi kulliker’ pawansu’malek.,,,
FL_0448,"Siendo joven, salió (de Jeberos) a trabajar.",Nadi’nektan yunsu’lli yasakatan.,TRUE,,,"Nanek ñapan yunsu’lli, pa’lli Tandeklupa’, nanek nanpikuñi wapu’ ekkilala.",,,
FL_0449,Allá encontró a un señor que tenía educación formal;,Nanek kanañi ala’sa’ yalli’ kerka’ ñinchita’su’;,TRUE,,,Pa’apilamudek wichi’llidek La’pir chinpeñak.,,,
FL_0450,"él le enseñó a mi finado hermano, entonces aprendió más.","nanaler a’leklli yalli’shawekku’, nanek a’pinta’ kerka’ ñinchitulli.",TRUE,,,,,,
FL_0451,"Siendo mayor, se casó con una señorita de nombre Teresa Acho Chota.",Susunentan sadalli ala’sa’ wilalunlek llillinen Chirisa Achu Chuta.,TRUE,,,,,,
FL_0452,"Con ella tuvieron varios hijos, tres varones y tres mujeres.","Nanalek wapu’ wilawañina’, kala enmu’pinenlusa’, kala kua’perwawalusa’.",TRUE,,,,,,
FL_0453,Meneleo salió de Jeberos y vino a vivir por Jeberillos.,"Miñiku yunsu’lli Shiwilukla, nanpikerlli Shiwiluwawalupa’.",TRUE,,,,,,
FL_0454,"Cuando vivían allá, él y su esposa se separaron.",Nanek nanpipan yanpu’llina’ sadinlek.,TRUE,,,,,,
FL_0455,"Entonces Meneleo regresó a Jeberos, vino para acompañar a nuestra mamá.","Ipa’linchi Miñiku adencha’lli Shiwiluk, ka’tanencha’lli awamapu’.",TRUE,,,,,,
FL_0456,"Posteriormente, salió (de Jeberos) y se fue por el rio Marañón, allá se fue a vivir por muchos años.","Nanek ñapan yunsu’lli, pa’lli Tandeklupa’, nanek nanpikuñi wapu’ ekkilala.",FALSE,X,"Pronuncia como ""Tadekluppa""",,,,
FL_0457,"Luego, volviendo (del Marañón) participó en un grupo de teatro.",Nanekla adencha’n saka’tulli teatruk.,TRUE,,,,,,
FL_0458,"Viajó a Iquitos, a Lima y llegó hasta Chile (con el grupo de teatro).","Pa’lli Iquituk, Llimak, Chilekekwalek ektu’lli.",TRUE,,,,,,
FL_0459,"Saliendo del teatro se encontró con la hermana Pilar, con ella han trabajado para levantar a la lengua Shiwilu.","Teatrukla yunsu’n inkanañina’ sha’wa Pillishalek, nanalek saka’tullina’ Shiwilu la’la’ yausanna’.",TRUE,,,,,,
FL_0460,Ahí colaboraron varias personas: ,Nanek saka’tullina’ wapu’daper: ,TRUE,,,,,,
FL_0461,"el hermano Fernando Lachuma Cachique, ","yalli’sha Nantu Lachuma Kachiki, ",TRUE,,,,,,
FL_0462,"la hermana Julita Inuma Inuma, ","sha’sha Kullasha Inuma Inuma, ",TRUE,,,,,,
FL_0463,la hermana Emérita Guerra Acho y otros más.,"sha’sha Imicha Kira Achu, ali’ladaperunta’.",TRUE,,,,,,
FL_0464,"Terminando este trabajo se fue a Lima, donde sus hijos.","A’ta’wantan asu’ saka’tuna pa’lli Llimak, willinlusak.",TRUE,,,,,,
FL_0465,Allá también fue a vivir muchos años.,Nanek’unta’ wapu’ ekklilala nanpikuñi.,TRUE,,,,,,
FL_0466,"Cuando sus hijos volvieron a Yurimaguas, él","Willinlusa’ adencha’a’ser’ Yurimawak, nananta’ adenc ha’lli.",TRUE,,,,,,
FL_0467,"Estuvo viviendo por Jeberillos, en la casa de su hija.",Nanpipawiñi Shiwiluwawalupa’ teklapin pideknenkek.,TRUE,,,,,,
FL_0468,Desde allá venía a veces a visitarme.,Naneklanek nerpi’pu’lusa’ lli’apencha’wiñu.,TRUE,,,,,,
FL_0469,"Estando allá, se enfermó con el covid-19.",Nanek ñapan kaluwi’lli kuvilek.,TRUE,,,,,,
FL_0470,"Su hija le mandó curar en el hospital, pero no pudo sanarse, más se agravó.","Teklapinler a’lulentulli uspitalkek, ku’li’na yennichi’ñi a’padipera’su’, a’pinta’ tekkikerlli.",TRUE,,,,,,
FL_0471,"Agravándose, murió.",Tekkikeran chimiñi.,TRUE,,,,,,
FL_0472,"Murió el veintitrés, del séptimo mes (julio), del año dos mil veintiuno.","Chimiñi katu’-shunka’ kala, kanchis dukerkek, katu’-waranka katu’-shunka’ ala’sa’ ekkilalak.",TRUE,,,,,,
FL_0473,"Lo sepultamos en nuestra tierra, en Jeberos. Lo que le pasó a Meneleo","Lupa’mapuk paperchullidek, Shiwiluk.",TRUE,,,,,,
FL_0474,"Meneleo, estando en vida, era una buena persona.",Miñiku nanpipan mukankan ñiwiñi.,TRUE,,,,,,
FL_0475,Con quién también hablaba . No tenía pereza de hablar.,Denlekpi’nta’ luñi. Peri’ñi yalun.,TRUE,,,,,,
FL_0476,Cualquier cosita que tenía regalaba.,Ma’shapi’nta’ a’ña’su’ panutulli.,TRUE,,,,,,
FL_0477,Sembrador era. En su chacra sembraba de todo.,Tera’tutek ñiwiñi. Menmiñik dudinpu’ tera’lli.,TRUE,,,,,,
FL_0478,"Cuando ya estaban maduros sus sembríos, una parte vendía y otra parte regalaba.","Ipa’ mer’chusik tera’nenlusa’, u’neipi’la uku’latulli, u’neipi’la panutulli.",TRUE,,,,,,
FL_0479,Lo que sobraba lo guardaba para su comida.,Dansu’a’su’ ek’llia’lli weranenki.,TRUE,,,,,,
FL_0480,Así era Meneleo.,Nu’su’ ñiwiñi Miñiku.,TRUE,,,,,,
FL_0481,"Una vez nos fuimos por el alto Aipena; yo en mi canoa, él en su canoa.","Ala’lu’sa’ pa’llidek Erpina’ winenñupa’; kua nunwekkek, nana nunenkek.",TRUE,,,,,,
FL_0482,Estando de viaje hemos dormido en la desembocadura del Rumiyacu.,Pa’apilamudek wichi’llidek La’pir chinpeñak.,FALSE,x,"Pronuncia ""La pier""",,,,
FL_0483,La canoa de Meneleo (estaba rajada y) goteaba un poco.,Miñiku nunen a’mercha wiserlli.,TRUE,,,,,,
FL_0484,"Quedándose bien dormido, se olvidó de botar el agua.",Nakusu’ wichi’an pinanerlli dinki’yekta’su’.,TRUE,,,,,,
FL_0485,Su canoa amaneció hundida.,Nunen dankumer’su’ ukllinantulli.,TRUE,,,,,,
FL_0486,Toda su sal y su azúcar que estaba llevando la disolvió el agua.,"Iñer’ damulanen, kaser’lu’nen ekpa’pila’su’, dekler su’ker’lli.",TRUE,,,,,,
FL_0487,"Buceando, hemos sacado su canoa.",Da’dektamudek u’ser’llidek nunen.,TRUE,,,,,,
FL_0488,"Después de que botó el agua de su canoa, surcamos por el Aipena.",Dinki’yektusik nunen penwinerllidek Erpina’lupa’.,TRUE,,,,,,
FL_0489,Llegamos a Pandishal y ahí desayunamos.,"Ektu’llidek Petchulalu’, nanek werañidek.",TRUE,,,,,,
FL_0490,Hemos descansado un poco. Meneleo encendió su,"A’mercha nerillidek. Miñiku, a’tentan pinterñen, u’wa’t ulli.",TRUE,,,Nanamalek nu’unta’lusa’ ayanlulenchinpu’wiñina’.,,,
FL_0491,"Después del descanso, otra vez hemos surcado.","Neria’kawasu’ supina, penwinernunta’llidek.",FALSE,X,"Pronuncia como ""supinak""","Neria’kawasu’ supina, penwinernunta’llidek.",FALSE,X,"Pronuncia como ""supinak"""
FL_0492,Llegamos a la boca del Sapoyacu y ahí dormimos.,"Ektu’llidek Enpuer’ chinpeñak, nanek wichi’llidek.",TRUE,,,"Wapu’ samer mallidek, da’wanser, ter’ek paluwa’pi, dunan, nerkala mallidek.",FALSE,X,Cambio de tono en tiempo
FL_0493,"Cuando amaneció, surcamos y llegamos a Tierra Blanca, en el alto Aipena.","Ukllisik penwinerllidek, ektu’llidek Chinenluk, Erpina’ winenkek.",TRUE,,,Miñiku u’ñisha pawanwiñi nunen pi’muer’ak.,TRUE,,la k al final suena?
FL_0494,"Llevábamos una carguita de barbasco, con eso pescamos en el Cunchiyacu.","Ekpa’llidek ala’ tenpu’sha puñañin, nanalek puer’chullidek Ku’ku’chi’dek.",TRUE,,,Utawansik wichi’llidek.,TRUE,,Se pronuncia bichilidek?
FL_0495,"Hemos agarrado muchos pejes: súngaro, palometa pintada, paña, lisa.","Wapu’ samer mallidek, da’wanser, ter’ek paluwa’pi, dunan, nerkala mallidek.",FALSE,X,Cambio de tono en tiempo,Ektue ’ncha’llidek utawan La’pier’ chinpeñak. Nanek wichi’llidek.,FALSE,X,Cambio de tono en tiempo
FL_0496,A Meneleo le faltaba poquito para llenar su canoa.,Miñiku u’ñisha pawanwiñi nunen pi’muer’ak.,TRUE,,la k al final suena?,"Er’washinchi ektu’llidek Ama’winan llishanak, pidekwidektak.",FALSE,X,"Pronuncia como ""Er'washinchektullidek"""
FL_0497,A las once hemos vuelto de la pesca.,Tamutuk adencha’llidek pu’yekkekla.,TRUE,,,nu’dunpi’la sekdiperlli weranenki.,FALSE,X,"No pronuncia la ""r"" en sekdiperlli"
FL_0498,Meneleo preparó chilcano y almorzamos.,Miñiku kalu’tusik werañidek.,TRUE,,,Nu’su’ ñiwiñi Miñiku nanpiapan. ,FALSE,X,"Pronuncia ""nanpipan"" en vez de ""nanpiapan"""
FL_0499,"Luego de eso, comenzamos a pishtar .","Nana supinak, tenmiansu’llidek wika’ak.",TRUE,,,Itullenma’ Pidir.,FALSE,X,Itullinma en vez de Itullenma
FL_0500,Meneleo pishtaba y yo también pishtaba; hasta la noche hemos pishtado.,"Miñiku wika’lli, kuanta’ wika’lek; kasiser’ak walek wika’llidek.",TRUE,,,¿Ma’pu’sin? Llillinwek nuka’a Pidir Lumas Chuta.,FALSE,X,Se escucha mal
FL_0501,Ahí también Meneleo ha ahumado.,Nanek’unta’ Miñiku chintulli.,TRUE,,,Katu’-shunka’ ekkilala ñilli yunsu’a’kasu’ ñinanlu’wekekla.,FALSE,X,"Pronuncia como ""ñinalu"""
FL_0502,"Cuando terminó, sacó su cigarro y hemos fumado para ahuyentar a los zancudos, para ahuyentar a los tunchis.","A’ta’wantan, usu’lli pinterñen u’wa’tullidek iyun a’tekka’ak, winsinserlusa’ a’tekka’ak.",TRUE,,,Nana ñiwiñi ilulennanen.,FALSE,X,No es nítido
FL_0503,Tarde en la noche dormimos.,Utawansik wichi’llidek.,TRUE,,Se pronuncia bichilidek?,Nanek kaluwi’wi’nsu’ shiwilu la’la’mapu’wa’.,FALSE,X,No es nítido
FL_0504,"Cuando amaneció, cargamos nuestras canoas y bajamos el Aipena.","Ukllisik kala’tullidek nunwidek, nu’wantencha’llidek Erpina’.",TRUE,,,Kua da’lek ñinchituna-pidik ala’waranka iskun- pasak sukta-shunka’ katu’ta.,FALSE,X,Diferente frecuencia
FL_0505,Vinimos a anochecernos por Pandishal.,Kasiser’chencha’llidek Petchulalu’lupa’.,TRUE,,,Wilalusa’ lachek’apawiñina’ shiwilu la’la .,FALSE,X,Diferente frecuencia
FL_0506,Hemos llegado tarde en la noche a la boca del Rumiyacu. Allá dormimos.,Ektue ’ncha’llidek utawan La’pir’ chinpeñak. Nanek wichi’llidek.,FALSE,X,Cambio de tono en tiempo,"Napi’pu’ a’ka wintuwideknanser lun’er’kek, nu’su’ saka’dek’inpu’ ñinchitunanta'ser'.",FALSE,X,Diferente frecuencia
FL_0507,De ahí hemos madrugado y surcamos al Rumiyacu.,"Nanekla chidasu’lallidek, La’pir’ penwinerchullidek.",TRUE,,Pier?,Pideknennak’unta’ papina’ler yutudeklli lun’a’ser’ shiwilu la’la’kla.,FALSE,X,No pronuncia completo
FL_0508,En la boca del Huachiyacu hemos comido palometa ahumada y lisa ahumada.,"Namu’dek chinpeñak werañidek ter’ek chinpi, nerkala chinpilek.",TRUE,,,Lunku’ lawer’ la’la’kla”.,FALSE,X,Diferente frecuencia
FL_0509,"De ahí, otra vez hemos surcado.",Nanekla penwinernunta’llidek.,TRUE,,,"Ipa’la yanalulenñina’, nalli’inutullina’, nakanañina’ ilulennanen.",FALSE,X,"Pronuncia como ""inutulliña"" en lugar de ""inutuniña"""
FL_0510,"Tardecito hemos llegado al puerto del Armanayacu, cerca de nuestra casa.","Er’washinchi ektu’llidek Ama’winan llishanak, pidekwidektak.",FALSE,X,"Pronuncia como ""Er'washinchektullidek""",Kua tulek yennichinpu’ ta’itula’lli. ,TRUE,,Verificar
FL_0511,"Cuando amaneció, Meneleo vendió sus pejes salados y sus ahumados.","Ukllisik Miñiku uku’latulli samercheknenlusa’, chinpinenlusa’.",TRUE,,,Naneklanek ñi denler lulen’i’ñi.,FALSE,X,Falta
FL_0512,"Un poco más les regaló a sus amigas,","Nu’dunpi’la panudeklli ekkuanenlusa’, ",TRUE,,,Yuspainek’etchu.,FALSE,X,"Pronuncia como ""Yuspeinek"""
FL_0513, un poco más guardó para su comida.,nu’dunpi’la sekdiperlli weranenki.,FALSE,X,"No pronuncia la ""r"" en sekdiperlli",,,,
FL_0514,Así era Meneleo cuando vivía.,Nu’su’ ñiwiñi Miñiku nanpiapan. ,FALSE,X,"Pronuncia ""nanpipan"" en vez de ""nanpiapan""",,,,
FL_0515, Era de buen corazón.,Mukankan ñiwiñi.,TRUE,,,,,,
FL_0516,Esto les contó Fidel.,Itullenma’ Pidir.,FALSE,X,Itullinma en vez de Itullenma,,,,
FL_0517,¿Cómo están? Mi nombre es Fidel Lomas Chota. ,¿Ma’pu’sin? Llillinwek nuka’a Pidir Lumas Chuta.,FALSE,X,Se escucha mal,,,,
FL_0518,Tengo sesentinueve años., A’ñapalek sukta-shunka’ iskun ekkilala.,TRUE,,,,,,
FL_0519,"Soy shiwilu, pero vivo en Yurimaguas.","Shiwilu nuka’ka, nanpipalek Yurimawak.",TRUE,,,,,,
FL_0520,Hace veinte años que salí de mi pueblo.,Katu’-shunka’ ekkilala ñilli yunsu’a’kasu’ ñinanlu’wekekla.,FALSE,X,"Pronuncia como ""ñinalu""",,,,
FL_0521,Desde niño yo hablo en la lengua shiwilu. ,Kua wilaklanek shiwilu la’lakla lunek. ,TRUE,,,,,,
FL_0522,Pero actualmente no hay nadie con quien pueda conversar.,Ipa’li’na ñi denlek ñi’ñi inlunta’kasu’.,TRUE,,,,,,
FL_0523,"Antiguamente, mi lengua shiwilu estaba sana, ","Shiwilu la’la’wek napi’ mudinupawiñi, ",TRUE,,,,,,
FL_0524,antes de la llegada de los españoles.,ektu’ker’inpu’a’ser’pi’la Ispañulusa’.,TRUE,,,,,,
FL_0525,"Cuando ellos llegaron, empezó a enfermarse.",Nawa’ ektu’ker’a’ser’ tenmiansu’lli kaluwi’a’su’.,TRUE,,,,,,
FL_0526,"Su enfermedad es el castellano, ","Kaluwi’nen nuka’a lawer’ la’la’,",TRUE,,,,,,
FL_0527,este le está matando a todas las lenguas., asu’ler dei’tapilalli iñer’ la’la’lusa’.,TRUE,,,,,,
FL_0528,"Si desde hace tiempo le hubiesen curado a mi lengua shiwilu, no se hubiese agravado.",Napiklanek lulenñina’ shiwilu la’la’wek tekkiker’inpui’nsu’.,TRUE,,,,,,
FL_0529,Su remedio estaba en las escuelas y en las iglesias.,"Ilulennanen ñapawiñi ñinchituna-pideklusa’, illisialusa’.",TRUE,,,,,,
FL_0530,"En las escuelas, ","Ñinchituna-pideklusak,",TRUE,,,,,,
FL_0531,ahí les hubiesen permitido hablar la lengua shiwilu a los niños., nanek ta’itula’deknanta’ser’ lun’er’kek shiwilu la’la’ wilalusa’.,TRUE,,,,,,
FL_0532,Ese era el remedio.,Nana ñiwiñi ilulennanen.,FALSE,X,No es nítido,,,,
FL_0533,Ahí no se hubiese enfermado nuestra lengua shiwilu.,Nanek kaluwi’wi’nsu’ shiwilu la’la’mapu’wa’.,FALSE,X,No es nítido,,,,
FL_0534,Hasta hoy estuviera viviendo sana.,Ipa’lalek mudinusu’ nanpiapasu’.,TRUE,,,,,,
FL_0535,Yo entré a la escuela en el año mil novecientos sesentidós.,Kua da’lek ñinchituna-pidik ala’waranka iskun- pasak sukta-shunka’ katu’ta.,FALSE,X,Diferente frecuencia,,,,
FL_0536,En esos tiempos hablaban todavía la lengua shiwilu.,Napi’pu’ lunpawiñina’pi’la shiwilu la’la’.,TRUE,,,,,,
FL_0537,Los niños entendían la lengua shiwilu.,Wilalusa’ lachek’apawiñina’ shiwilu la’la .,FALSE,X,Diferente frecuencia,,,,
FL_0538,"Si en ese tiempo les hubiesen dicho que hablen, así sin dificultad hubieran aprendido.","Napi’pu’ a’ka wintuwideknanser lun’er’kek, nu’su’ saka’dek’inpu’ ñinchitunandaser.",FALSE,X,Diferente frecuencia,,,,
FL_0539,A veces el profesor se molestaba cuando hablaban los niños (shiwilu).,Nerpi’pu’lusa’ a’lektutek yulli lun’a’ser’ wilalusa’.,TRUE,,,,,,
FL_0540,En sus casas también sus padres les reñían cuando hablaban en shiwilu.,Pideknennak’unta’ papina’ler yutudeklli lun’a’ser’ shiwilu la’la’kla.,FALSE,X,No pronuncia completo,,,,
FL_0541,Les decían: “¿Por qué están hablando en shiwilu? ,Itudekllina: “¿Ma’ki’na lunpala shiwilu la’la’kla? ,TRUE,,,,,,
FL_0542,Eso no vale. ,Nana mui’ñi. ,TRUE,,,,,,
