CODIGO,TEXTO_SPA,TEXTO_SHI,AUDIO?,,,,
F-0488,Él caza con su padre.,NANA YUNEK'APALLI TATANENLEK,TRUE,X: No es muy claro,,,
F-0489,Ellos cazan juntos en el bosque.,NAWA' YUNEK'APALLINA' MUMU'SU' TANAK,TRUE,NAWA' YUNEK'LLINA' MUMU'SU' TANAK,,,
F-0490,Nosotros cazamos al amanecer.,KUDA YUNEK'LLIDEK UKLLIAPILASIK,TRUE,,,,
F-0491,El tigre caza sigilosamente.,NANA AMANA' MAPENÑI TATUSHALAN',TRUE,,,,
F-0492,Yo pesco con caña en el río.,KUA PUR'APALEK DEKSAMERNALALEK KUPINDE'SHADE'KEK,TRUE,,,,
F-0493,Tú pescas los domingos.,KENMA PUR'APALA TUMINKU'LUSA',TRUE,,,,
F-0494,Él pesca en el mar con su abuelo.,NANA PUR'APALLI KUPIN SEN'NAK PAPINKUNENLEK,TRUE,,,,
F-0495,Ellos pescan desde la orilla.,NAWA' PUR'LLINA' UKUCHIKLANEK,TRUE,,,,
F-0496,Nosotros pescamos en grupo.,KENMU'WA' PUR'LEK'WA' MUMU'SU',TRUE,,,,
F-0497,El hombre pesca con red.,ENMU'PINEN PUR'LLI REDLEK',TRUE,,,,
F-0498,ellas no olvidan una fecha importante.,NAWA' KU'LA PINANER'I'ÑINA' ALA'SA UKLI MUA'SU',TRUE,,,,
F-0499,ellos no olvidan la tarea.,NAWA' KU'LA PINANER'I'ÑINA' YANU'TER'KASU',TRUE,,,,
F-0500,ellos no olvidan una fecha importante.,NAWA' KU'LA PINANER'I'ÑINA' ALA'SA UKLI MUA'SU',TRUE,,,,
F-0501,ellos olvidan sus cuadernos.,NAWA' PINANER'LLINA' KER'KA'NEN'NA',TRUE,,,,
F-0502,la niña no olvida una fecha importante.,NANA WILA KU'APER KU'LA PINANER'I'ÑI ALA'SA UKLI PA'TA'SU',TRUE,,,,
F-0503,las niñas olvidan una fecha importante.,NANA WILA KU'APERLUSA PINANER'LLINA'  ALA'SA UKLI PA'TA'SU',TRUE,,,,
F-0504,los niños olvidan la tarea.,NANA WILALUSA' PINANER'LLINA' YANU'TER'KASU',TRUE,,,,
F-0505,los niños no olvidan la tarea.,NANA WILALUSA' KU'LA PINANER'I'ÑINA' YANU'TER'KASU',TRUE,,,,
F-0506,los niños olvidan una fecha importante.,NANA WILALUSA' PINANER'LLINA'  ALA'SA UKLI PA'TA'SU',TRUE,,,,
F-0507,nosotras no olvidamos sus cuadernos.,KUDA KU'LA PINANER'API'ÑIDEK KER'KA' PENMA',TRUE,,,,
F-0508,nosotras olvidamos una fecha importante.,KUDA PINANER'LLIDEK ALA'SA UKLI PA'TA'SU',TRUE,,,,
F-0509,nosotros olvidamos su cuaderno.,KUDA PINANER'LLIDEK KER'KA'NEN,TRUE,,,,
F-0510,tú olvidas su cuaderno.,KENMA PINANER'LA' KER'KA'NEN,TRUE,,,,
F-0511,tú olvidas tu cuaderno.,KENMA PINANER'LA' KER'KA'PEN,TRUE,,,,
F-0512,ustedes no olvidan una fecha importante.,KENMAMA' PINANER'API'NAMA' ALA'SA' UKLI PA'TA'SU',TRUE,,,,
F-0513,yo no olvido una fecha importante.,KUA KU'LA PINANER'API'NEK ALA'SA' UKLI PA'TA'SU',TRUE,,,,
F-0514,yo olvido una fecha importante.,KUA PINANER'LEK ALA'SA' UKLI PA'TA'SU',TRUE,,,,
F-0515,él olvida la tarea.,NANA PINANER'LLI YANU'TA'SU',TRUE,,,,
F-0516,ella piensa en su tarea.,NANA LLI'INU'TAPALLI YANU'TA'SU'NEN'KEK,TRUE,,,,
F-0517,,NANA LLI'INU'PALLI PIDEK'NEN'KEK,TRUE,,,,
F-0518,ella no piensa en su tarea.,NANA KU'LA LLI'INUTAPI'ÑI YANU'TA'SU'NEN'KEK,TRUE,,,,
F-0519,ellos piensan en su casa.,NAWA'LLI'INU'PALLINA' PIDEK'NEN'NAK,TRUE,,,,
F-0520,la niña no piensa en su tarea.,NANA WILA KUAPER KU'LA LLI'INU'PI'ÑI YANU'TA'SUN'NEN'KEK,TRUE,,,,
F-0521,las niñas piensan en su familia.,NANA WILA KUAPERLUSA LLI'INUPALLINA PA'TU'NEN'NAK,TRUE,,,,
F-0522,los niños no piensan en su familia.,NANA WILALUSA KU'LA LLI'INU'PI'ÑINA' PA'TU'NEN'NAK,TRUE,,,,
F-0523,los niños no piensan en su tarea.,NANA WILALUSA KU'LA LLI'INU'PI'ÑINA' YANU'TER'KEK,TRUE,,,,
F-0524,los niños no piensan en su casa.,NANA WILALUSA KU'LA LLI'INU'PI'ÑINA' PIDEK'NEN'NAK,TRUE,,,,
F-0525,los niños piensan en su tarea.,NANA WILALUSA LLI'INU'PALLINA' YANU'TERK'KEK,TRUE,,,,
F-0526,nosotras no piensamos en su familia.,KUDA KU'LA LLI'INU'PI'ÑIDEK PA'TU'NEN'KEK,TRUE,,,,
F-0527,nosotras piensamos en su familia.,KUDA LLI'INU'PALLIDEK PA'TU'NEN'KEK,TRUE,,,,
F-0528,nosotros piensamos en su familia.,KUDA LLI'INU'PALLIDEK PA'TU'NEN'KEK,TRUE,,,,
F-0529,tú no piensas en su familia.,KENMA KU'LA LLI'INUPI'NA PA'TU'NEN'KEK,TRUE,,,,
F-0530,él piensa en su casa.,NANA LLI'INULLI PIDEK'NEN'KEK,TRUE,,,,
F-0531,el niño no pinta un dibujo.,NANA WILA KU'LA LLINSERI'ÑI ALA'SA' DIBUJU,TRUE,,,,
F-0532,ella pinta una casa.,NANA LLINSERLLI ALA'SA' PIDEK,TRUE,,,,
F-0533,ellas no pintan un dibujo.,NAWA' KU'LA LLINSERI'ÑINA ALA'SA' DIBUJU,TRUE,,,,
F-0534,ellas no pintan una casa.,NAWA' KU'LA LLINSERI'ÑINA ALA'SA' PIDEK,TRUE,,,,
F-0535,la niña pinta una flor.,NANA WILA KUAPER LLINSERLLI ALA'SA DANKU,TRUE,,,,
F-0536,la niña pinta un plátano.,NANA WILA KUAPER LLINSERLLI ALA'SA TANKU,TRUE,,,,
F-0537,las niñas no pintan un dibujo.,NANA WILA KUAPERLUSA' KU'LA LLINSERI'ÑINA ALA'SA' DIBUJU,TRUE,,,,
F-0538,nosotras no pintamos una flor.,KUDA KU'LA LLINSERI'ÑI'DEK ALA'SA' DANKU,TRUE,,,,
F-0539,yo pinto un dibujo.,KUA LLINSERLEK ALA'SA' DIBUJU,TRUE,,,,
F-0540,yo pinto una flor.,KUA LLINSERLEK ALA'SA' DANKU,TRUE,,,,
F-0541,yo pinto una casa.,KUA LLINSERLEK ALA'SA' PIDEK,TRUE,,,,
F-0542,yo no pinto una casa.,KUA KU'LA LLINSERI'NEK ALA'SA' PIDEK,TRUE,,,,
F-0543,él no pinta una casa.,NANA KU'LA LLINSERI'ÑI ALA'SA' PIDEK,TRUE,,,,
F-0544,el niño recuerda una canción.,NANA WILA LLI'INUTA'PALLI ALA'SA' TULUNER',TRUE,,,,
F-0545,el niño no recuerda una canción.,NANA WILA KU'LA LLI'INUTA'PI'ÑI ALA'SA' TULUNER',TRUE,,,,
F-0546,ella no recuerda su nombre.,NANA KU'LA LLI'INUTAPI'ÑI LLILLINEN,TRUE,,,,
F-0547,ella no recuerda una canción.,NANA KU'LA LLI'INUTAPI'ÑI ALA'SA' TULUNER',TRUE,,,,
F-0548,ellas no recuerdan una canción.,NAWA'KU'LA LLI'INUTAPI'ÑINA ALA'SA' TULUNER',TRUE,,,,
F-0549,ellas no recuerdan su nombre.,NAWA'KU'LA LLI'INUTAPI'ÑINA LLILLINEN,TRUE,,,,
F-0550,ellas no recuerdan una historia.,NAWA'KU'LA LLI'INUTAPI'ÑINA ALA'SA HISTURIA,TRUE,,,,
F-0551,ellos recuerdan su nombre.,NAWA'LLI'INUTAPALLINA LLILLINEN,TRUE,,,,
F-0552,ellos no recuerdan su nombre.,NAWA'KU'LA LLI'INUTAPI'ÑINA LLILLINEN,TRUE,,,,
F-0553,las niñas no recuerdan una canción.,NANA WILA KUAPERLUSA KU'LA LLI'INUTAPI'ÑINA ALA'SA' TULUNER',TRUE,,,,
F-0554,las niñas no recuerdan su nombre.,NANA WILA KUAPERLUSA KU'LA LLI'INUTAPI'ÑINA LLILLINEN,TRUE,,,,
F-0555,las niñas no recuerdan una historia.,NANA WILA KUAPERLUSA KU'LA LLI'INUTAPI'ÑINA ALA'SA' HISTURIA,TRUE,,,,
F-0556,los niños recuerdan su nombre.,NANA WILALUSA LLI'INU'TAPALLINA' LLILLINEN,TRUE,,,,
F-0557,nosotras no recordamos su nombre.,KUDA KU'LA LLI'INUTA'PI'ÑIDEK LLILLINEN,TRUE,,,,
F-0558,tú recuerdas una historia.,KENMA LLI'INUTAPALA ALA'SA' HISTURIA,TRUE,,,,
F-0559,ustedes no recuerdan una historia.,KENMAMA' KU'LA LLI'INUTAPI'NAMA' ALA'SA' HISTURIA,TRUE,,,,
F-0560,ustedes no recuerdan su nombre.,KENMAMA' KU'LA LLI'INUTAPI'NAMA' LLILLINEN,TRUE,,,,
F-0561,él no recuerda una historia.,NANA KU'LA LLI'INUTAPI'ÑI ALA'SA' HISTURIA,TRUE,,,,
F-0562,el niño sube la escalera.,NANA WILA CHINTEK'LLI CHINTEN'NAK,TRUE,,,,
F-0563,el niño sube al segundo piso.,NANA WILA CHINTEK'LLI KATU' MUSEN'KEK,TRUE,,,,
F-0564,ella sube al segundo piso.,NANA CHINTEK'LLI KATU' MUSEN'KEK,TRUE,,,,
F-0565,ellos no suben al segundo piso.,NAWA' KU'LA CHINTEK'IÑINA KATU' MUSEN'KEK,TRUE,,,,
F-0566,ellos suben la escalera.,NAWA' CHINTEK'TULLINA CHINTEN'NAN,TRUE,,,,
F-0567,la niña sube la escalera.,NANA WILA KUAPER CHINTEK'TULLI CHINTEN'NAN,TRUE,,,,
F-0568,la niña no sube a la montaña.,NANA WILA KUAPER KU'LA CHINTEK'IÑI MUTUPIK,TRUE,,,,
F-0569,las niñas suben a la montaña.,NANA WILA KUAPERLUSA CHINTEK'LLINA MUTUPIK,TRUE,,,,
F-0570,las niñas no suben a la montaña.,NANA WILA KUAPERLUSA KU'LA CHINTEK'IÑINA MUTUPIK,TRUE,,,,
F-0571,los niños suben la escalera.,NANA WILALUSA' CHINTEK'LLINA CHINTEN'NAK,TRUE,,,,
F-0572,los niños no suben al segundo piso.,NANA WILALUSA' KU'LA CHINTEK'IÑINA KATU' MUSEN'KEK,TRUE,,,,
F-0573,los niños no suben a la montaña.,NANA WILALUSA' KU'LA CHINTEK'IÑINA MUTUPIK,TRUE,,,,
F-0574,nosotros no subimos la escalera.,KUDA KU'LA CHINTEK'IÑIDEK CHINTEN'NAK,TRUE,,,,
F-0575,nosotros no subimos a la montaña.,KUDA KU'LA CHINTEK'IÑIDEK MUTUPIK,TRUE,,,,
F-0576,nosotros subimos al segundo piso.,KUDA CHINTEK'LLIDEK KATU' MUSEN'KEK,TRUE,,,,
F-0577,tú no subes la escalera.,KENMA KU'LA CHINTEK'INA CHINTEN'NAK,TRUE,,,,
F-0578,ustedes suben a la montaña.,KENMAMA' CHINTEK'LAMA' MUTUPIK,TRUE,,,,
F-0579,yo no subo a la montaña.,KUA KU'LA CHINTEK'INEK MUTUPIK,TRUE,,,,
F-0580,él sube a la montaña.,NANA CHINTEK'LLI MUTUPIK,TRUE,,,,
F-0581,él sube al segundo piso.,NANA CHINTEK'LLI KATU' MUSEN'KEK,TRUE,,,,
F-0582,él no sube la escalera.,NANA KU'LA CHINTEK'IÑI CHINDEN'NAK ,TRUE,,,,
F-0583,él no sube a la montaña.,NANA KU'LA CHINTEK'IÑI MUTUPIK,TRUE,,,,
F-0584,el niño no trabaja todos los días.,NANA WILA KU'LA SAKA'TAPI'ÑI IÑER'UKLLILUSA',TRUE,,,,
F-0585,el niño no trabaja con alegría.,NANA WILA KU'LA SAKA'TAPI'ÑI SAKEKSU',TRUE,,,,
F-0586,ella no trabaja todos los días.,NANA KU'LA SAKA'TAPI'ÑI IÑER'UKLLILUSA',TRUE,,,,
F-0587,ella no trabaja en la escuela.,NANA KU'LA SAKA'TAPI'ÑI ÑINCHITUNAPIDEK'KEK,TRUE,,,,
F-0588,ella trabaja con alegría.,NANA SAKA'TAPALLI SAKEKSU',TRUE,,,,
F-0589,ellas no trabajan en la escuela.,NAWA'KU'LA SAKA'TAPI'ÑINA' ÑINCHITUNAPIDEK'KEK,TRUE,,,,
F-0590,ellas no trabajan con alegría.,NAWA'KU'LA SAKA'TAPI'ÑINA' SAKEKSU',TRUE,,,,
F-0591,ellas no trabajan todos los días.,NAWA'KU'LA SAKA'TAPI'ÑINA' IÑER' UKLLILUSA',TRUE,,,,
F-0592,ellos no trabajan en la casa.,NAWA'KU'LA SAKA'TAPI'ÑINA PIDEK'KEK,TRUE,,,,
F-0593,ellos no trabajan todos los días.,NAWA'KU'LA SAKA'TAPI'ÑINA IÑER' UKLLILUSA',TRUE,,,,
F-0594,ellos trabajan en la casa.,NAWA'SAKA'TAPALLINA PIDEK'KEK,TRUE,,,,
F-0595,ellos trabajan todos los días.,NAWA'SAKA'TAPALLINA IÑER' UKLLILUSA',TRUE,,,,
F-0596,la niña trabaja con alegría.,NANA WILA KUAPER SAKA'TAPALLI SAKEKSU',TRUE,,,,
F-0597,las niñas trabajan en la casa.,NANA WILA KUAPERLUSA' SAKA'TAPALLINA PIDEK'KEK,TRUE,,,,
F-0598,las niñas trabajan todos los días.,NANA WILA KUAPERLUSA' SAKA'TAPALLINA IÑER' UKLLILUSA',TRUE,,,,
F-0599,nosotras no trabajamos con alegría.,KUDA KU'LA SAKA'TAPI'ÑIDEK SAKEKSU',TRUE,,,,
F-0600,nosotras trabajamos todos los días.,KUDA SAKA'TAPALLIDEK IÑER' UKLLILUSA',TRUE,,,,
F-0601,nosotros no trabajamos con alegría.,KUDA KU'LA SAKA'TAPI'ÑIDEK SAKEKSU',TRUE,,,,
F-0602,nosotros no trabajamos en la casa.,KUDA KU'LA SAKA'TAPI'ÑIDEK PIDEK'KEK,TRUE,,,,
F-0603,tú no trabajas en la escuela.,KUDA KU'LA SAKA'TAPI'ÑIDEK ÑINCHITUNAPIDEK'KEK,TRUE,,,,
F-0604,tú trabajas todos los días.,KENMA SAKA'TAPALA IÑER'UKLLILUSA',TRUE,,,,
F-0605,ustedes no trabajan en la escuela.,KENMAMA KU'LA' SAKA'TAPI'NAMA' ÑINCHITUNAPIDEKEK,TRUE,,,,
F-0606,él no trabaja con alegría.,NANA KU'LA' SAKA'TAPI'ÑI SAKEKSU',TRUE,,,,
F-0607,el niño no ve el sol.,NANA WILA KU'LA' LLIAPI'ÑI KEK'KI,TRUE,,,,
F-0608,el niño no ve a sus amigos.,NANA WILA KU'LA' LLIAPI'ÑI EKKUANENLU'SA',TRUE,,,,
F-0609,el niño ve a sus amigos.,NANA WILA LLIA'PALLI EKKUANENLU'SA',TRUE,,,,
F-0610,ella ve a sus amigos.,NANA LLIA'PALLI EKKUANENLU'SA',TRUE,,,,
F-0611,las niñas no ven el sol.,NANA WILA'KU'APERLU'SA' KU'LA' LLIAPI'ÑI'NA' KEK'KI,TRUE,,,,
F-0612,los niños no ven el sol.,NANA WILA'KU'APERLU'SA' KU'LA' LLIAPI'ÑI'NA' KEK'KI,TRUE,,,,
F-0613,los niños no ven a sus amigos.,NANA WILA'LU'SA' KU'LA' LLIAPI'ÑI'NA' PATU'NENLU'SA',TRUE,,,,
F-0614,los niños ven a sus amigos.,NANA WILA'LU'SA LLIAPI'ÑI'NA' PATU'NENLU'SA',TRUE,,,,
F-0615,nosotras vemos una película.,KUDA LLI'APALLIDEK ALA'SA' PILLICU'LA',TRUE,,,,
F-0616,nosotros no vemos a sus amigos.,KUDA KU'LA' LLI'APIÑIDEK PATU'NENLU'SA',TRUE,,,,
F-0617,tú ves una película.,KENMA LLI'APA'LA' ALA'SA' PILLICU'LA',TRUE,,,,
F-0618,yo no veo a sus amigos.,KUA KU'LA' LLI'API'NEK PATU'NENLU'SA,TRUE,,,,
F-0619,él no ve el sol.,NANA KU'LA' LLI'API'ÑI KEK'KI' ,TRUE,,,,
F-0620,el niño no viaja a la ciudad.,NANA WILA KU'LA' PA'API'ÑI ÑINANLUK,TRUE,,,,
F-0621,ella viaja al campo.,NANA PALLI' MENMIK,TRUE,,,,
F-0622,ella viaja por las noches.,NANA PALLI' DEKPILLILU'SA',TRUE,,,,
F-0623,ellas viajan a la ciudad.,NAWA' PA'LLINA' ÑINANLUK,TRUE,,,,
F-0624,ellas no viajan al campo.,NAWA' KU'LA' PAI'ÑINA' MENMIK,TRUE,,,,
F-0625,ellos no viajan por las noches.,NAWA' KU'LA' PA'API'ÑINA' DEKPILLI' LUSA',TRUE,,,,
F-0626,ellos no viajan con su familia.,NAWA' KU'LA' PA'API'ÑINA' PATU'NENNA'LEK,TRUE,,,,
F-0627,la niña viaja al campo.,NANA WILA KUAPER PA'LLI MENMIK,TRUE,,,,
F-0628,la niña viaja por las noches.,NANA WILA KUAPER PA'LLI DEKPILLI'LUSA',TRUE,,,,
F-0629,la niña no viaja al campo.,NANA WILA KUAPER KU'LA PA'IÑI MENMIK,TRUE,,,,
F-0630,las niñas viajan con su familia.,NANA WILA KUAPERLUSA' PA'LLINA PATUNEN'LEK,TRUE,,,,
F-0631,los niños viajan por las noches.,NANA WILALUSA' PA'LLINA DEKPILLI'LUSA',TRUE,,,,
F-0632,nosotras no viajamos por las noches.,KUDA KU'LA PA'APIÑIDEK DEKPILLI'LUSA',TRUE,,,,
F-0633,nosotras no viajamos a la ciudad.,KUDA KU'LA PA'APIÑIDEK ÑINANLUK,TRUE,,,,
F-0634,nosotras no viajamos al campo.,KUDA KU'LA PA'APIÑIDEK MENMIK,TRUE,,,,
F-0635,nosotros viajamos con su familia.,KUDA PA'LLIDEK PATUNEN'LEK,TRUE,,,,
F-0636,nosotros viajamos al campo.,KUDA PA'LLIDEK MENMIK,TRUE,,,,
F-0637,nosotros viajamos a la ciudad.,KUDA PA'LLIDEK ÑINANLUK,TRUE,,,,
F-0638,tú no viajas por las noches.,KENMA KU'LA PA'APINA DEKPILLI'LUSA',TRUE,,,,
F-0639,ustedes viajan con su familia.,KENMAMA' PA'LAMA' PA'TUN'PENMA'LEK,TRUE,,,,
F-0640,ustedes viajan a la ciudad.,KENMAMA' PA'LAMA' ÑINANLUK,TRUE,,,,
F-0641,yo viajo con su familia.,KUA PA'APILALEK PATUNENLEK,TRUE,,,,
F-0642,yo no viajo al campo.,KUA KU'LA PA'INEK MENMIK,TRUE,,,,
F-0643,el niño vive en la ciudad.,NANA WILA NANPIPALLI ÑINANLUK,TRUE,,,,
F-0644,el niño vive en el campo.,NANA WILA NANPIPALLI MENMIK,TRUE,,,,
F-0645,ella vive en la casa.,NANA NANPIPALLI PIDEK'KEK,TRUE,,,,
F-0646,ellas viven en el campo.,NAWA'NANPI'PALLINA MENMIK,TRUE,,,,
F-0647,ellos no viven en el campo.,NAWA'KU'LA NANPI'PI'ÑINA MENMIK,TRUE,,,,
F-0648,la niña no vive en la casa.,NANA WILA KUAPER KU'LA NANPI'PI'ÑI PIDEK'KEK,TRUE,,,,
F-0649,las niñas viven en el campo.,NANA WILA KUAPERLUSA' NANPI'PALLINA MENMIK,TRUE,,,,
F-0650,las niñas viven en la ciudad.,NANA WILA KUAPERLUSA' NANPI'PALLINA ÑINANLUK,TRUE,,,,
F-0651,nosotras no vivimos en el campo.,KUDA KU'LA NANPI'PIÑIDEK MENMIK,TRUE,,,,
F-0652,nosotros vivimos en la casa.,KUDA NANPI'PALLIDEK PIDEK'KEK,TRUE,,,,
F-0653,nosotros no vivimos en el campo.,KUDA KU'LA NANPI'PIÑIDEK MENMIK,TRUE,,,,
F-0654,tú vives con tu familia.,KENMA NANPI'PALA PATUN'PENLEK,TRUE,,,,
F-0655,ustedes viven en el campo.,KENMAMA' NANPI'PALAMA' MENMIK,TRUE,,,,
F-0656,ustedes no viven en la casa.,KENMAMA' KU'LA NANPI'PINAMA' PIDEK'KEK,TRUE,,,,
F-0657,yo no vivo en el campo.,KUA KU'LA NANPI'PINEK MENMIK,TRUE,,,,
F-0658,yo no vivo con su familia.,KUA KU'LA NANPI'PINEK PATUNENLEK,TRUE,,,,
F-0659,yo no vivo en la casa.,KUA KU'LA NANPI'PINEK PIDEK'KEK,TRUE,,,,
F-0660,él no vive con su familia.,NANA KU'LA NANPI'PIÑI PATUNENLEK,TRUE,,,,
